ETF,Underlying,sleeve,price_pnl_usd,borrow_cost_usd,margin_cost_usd,txn_cost_usd,pnl_usd,end_weight
FLYT,FLY,core_leveraged,277.3154630896087,480.0794647630026,28.35478063717063,677.5843973450403,-908.7031796556048,0.047123263416313614
OKLL,OKLO,core_leveraged,-190.78564950416603,184.08531942706023,20.941562574042518,501.30917707530017,-897.1217085805689,0.02735239584711189
AVXX,AVAV,core_leveraged,-648.289739292124,37.47725362628468,5.010344964709272,201.4394411226852,-892.2167790058031,0.012950447398942702
CVNX,CVNA,core_leveraged,-823.6045526622598,16.215037882323507,1.3149296856952875,21.2093516397844,-862.3438718700629,0.0011736469230433889
SMCL,SMCI,core_leveraged,-431.82107203305634,70.9033778361618,6.610889819407407,275.4097490751084,-784.745088763734,0.010212326633407183
NBIZ,NBIS,inverse_decay_bucket4,-271.2753596772983,111.42632906679714,0.0,400.0898219308286,-782.791510674924,0.015161792206124718
GLXU,GLXY,core_leveraged,-241.75742356660584,160.30072917400292,15.632171779215257,343.57173364204874,-761.2620581618728,0.016483355889149925
AMA,AMAT,core_leveraged,-708.8865707987807,8.177280537808869,0.655714146617219,30.141836575762657,-747.8614020589695,0.004773577519396155
BEX,BE,core_leveraged,89.57709004190946,170.33388860481526,26.955989256571854,600.2129118921189,-707.9256997115965,0.03433137114666483
CRDU,CRDO,core_leveraged,-222.30709042619714,121.53765112523911,15.252577834230719,348.3442523319759,-707.4415717176428,0.01015138757695357
CRWU,CRWV,core_leveraged,-89.7638396893702,191.14820783233375,13.653495138009587,405.6425656243828,-700.2081082840964,0.01778294821803027
ONDG,ONDS,core_leveraged,129.16603028889517,342.3022550731966,18.951893130517867,461.6260531357281,-693.7141710505474,0.019354286136329595
NEBX,NBIS,core_leveraged,-33.67342578430025,125.40930172007523,20.502351343654833,501.8860315494758,-681.4711103975061,0.01292826692072639
SMYY,SMCI,yieldboost,1002.1912598079884,343.29599699633405,3.7770669345020123,1328.8510918372822,-673.7328959601298,0.07530401673319756
DAMD,AMD,inverse_decay_bucket4,-614.060674695998,3.309599073999636,0.0,39.402910601259464,-656.7731843712571,0.0015060915665686388
CCUP,CRCL,core_leveraged,-74.67832721071645,195.24320825292173,10.122124042340944,315.5544291378724,-595.5980886438515,0.0090287607733799
KEEX,KEEL,core_leveraged,195.09928712365002,143.79225662361694,14.364069342376306,628.987418259421,-592.0444571017642,0.011495892097525242
QUBX,QUBT,core_leveraged,5.958035002120084,264.68839493405994,13.77914772911636,316.52569858310665,-589.0352062441629,0.01868287459931972
CWVX,CRWV,core_leveraged,274.20173361312834,147.95370864844875,19.097124081149236,680.0190386157706,-572.8681377322403,0.022407204243047592
CRCG,CRCL,core_leveraged,109.0430819793398,121.45275062313094,20.556231594018474,534.5367771594146,-567.5026773972241,0.016617457886892124
IREX,IREN,core_leveraged,90.63488907806614,241.70238084662412,14.67996929931942,364.05228939219796,-529.7997504600754,0.03076895584703457
CLSX,CLSK,core_leveraged,-18.268289828000903,168.26655196733242,15.777853898775628,323.96395610550337,-526.2766517996123,0.012903678143752591
OPEG,OPEN,core_leveraged,199.49310257629543,204.2806876462301,15.907408149355977,504.0040021581052,-524.6989953773958,0.00944873386868208
SRPU,SRPT,core_leveraged,-141.3188696113063,92.90791772096567,8.359529435007694,270.5668852748805,-513.1532020421602,0.0016025938262478644
FGRU,FIGR,core_leveraged,-2.11528319582186,173.53036395815286,8.516852712717037,317.95880607093363,-502.1213059376254,0.004741785838942561
LINT,INTC,core_leveraged,-407.08256065171315,28.642397270896016,1.7080793514767707,61.19480023354111,-498.6278375076271,0.0018939306467977847
RKLZ,RKLB,inverse_decay_bucket4,-349.86824788023694,78.23674076237513,0.0,66.51851628865361,-494.62350493126564,0.005443761016171433
LUNL,LUNR,core_leveraged,667.2958011099895,494.81502533433377,8.888329456369672,636.7204200595692,-473.1279737402831,0.0
UVIX,SVIX,volatility_etp_bucket5,-345.7655983872759,71.07637311280834,0.0,54.47164746977167,-471.3136189698559,0.0098645032643838
GMEY,GME,yieldboost,-280.2925505998372,2.2696306833133764,1.0673195973784007,177.06393822059297,-460.69343910112195,0.0
OPEX,OPEN,core_leveraged,-10.346307938694967,161.5364602980944,7.778012789616819,277.2178990379363,-456.87868006434246,0.004047428744641935
CRCA,CRCL,core_leveraged,206.57630911979322,172.9311660356992,15.995999578268611,465.83176737235965,-448.18262386653424,0.01392856937998202
ETU,ETHA,core_leveraged,-73.41114764870079,32.99073321490151,10.81460964058851,328.50008787213727,-445.7165783763281,0.004861023370808257
IONX,IONQ,core_leveraged,-72.34837887852802,136.93541200832266,6.960349103037354,220.18036892218674,-436.42450891207477,0.008267451204180008
PLUL,PLUG,core_leveraged,278.0560202786724,163.6151459093925,11.519444836481446,526.0833571582071,-423.1619276254087,0.008087637191979682
COZX,CORZ,core_leveraged,-64.36994861675707,45.860146000349395,8.821943589820611,284.9028463205006,-403.9548845274277,0.0033130498103013245
DRAY,DKNG,yieldboost,-177.83839148906154,11.325726942261117,1.135629349150076,202.69651893787244,-392.99626671834517,0.0
LABX,ALAB,core_leveraged,181.36730976062051,56.330010699582246,18.097893085388176,498.0098750550558,-391.0704690794057,0.010920651865371634
ORCX,ORCL,core_leveraged,-221.61618660055876,12.843799867003957,2.7982384281333887,133.95471747126302,-371.21294236695917,0.002255516478341083
BLSG,BLSH,core_leveraged,-118.08536702329275,41.628842668503516,8.630103268759724,195.1606538609158,-363.5049668214718,0.005264092474687193
SBTU,SBET,core_leveraged,9.692922907341133,98.14625357483105,10.940047701560635,261.5850478987166,-360.97842626776713,0.007535686388134764
INTW,INTC,core_leveraged,-156.25184684936633,36.9837004676185,7.999353993204971,156.90333854619703,-358.1382398563868,0.005611577499237374
BMNU,BMNR,core_leveraged,395.79205070594327,216.0661464627013,12.102333523581095,523.2811346879687,-355.65756396830784,0.009212024657908666
HIMZ,HIMS,core_leveraged,86.72811563064312,116.23443903227324,8.461600374300751,299.6332532428756,-337.6011770188065,0.008871006022307185
UXRP,XRPZ,core_leveraged,41.827686902544656,31.427337060397782,10.493523287897816,336.1643644237213,-336.25753786947223,0.006585101064103049
LITX,LITE,core_leveraged,270.42195535996746,122.53264399749273,20.11148788365464,451.64244817826335,-323.86462469944325,0.02389808543670672
ANEL,ANET,core_leveraged,-253.87236175153916,12.426649268250639,2.1139613449638603,54.803015655490945,-323.2159880202446,0.003188798577281032
SMCX,SMCI,core_leveraged,-284.9656078757921,13.196882090849916,1.1723869294937368,14.874882306080583,-314.2097592022163,0.005822284565033002
MPG,MP,core_leveraged,-51.2186856664965,45.93364899886408,2.5868593110414047,211.96279519093696,-311.7019891673389,0.0
WULX,WULF,core_leveraged,298.5463294991931,202.98920767195696,16.393078753661115,389.2924019787284,-310.12835890515333,0.018622627981550025
PTIR,PLTR,core_leveraged,-178.2894607453424,13.80881702715322,6.297931068264566,107.4942094326211,-305.89041827338133,0.0034876444067325845
SNAG,SNAP,core_leveraged,-78.70201639013857,21.078297978694046,6.235561035594735,193.83686300978553,-299.8527384142129,0.004124046711989344
ARMG,ARM,core_leveraged,-203.33474577197768,22.432839071738567,2.225676373261775,65.26415028691065,-293.25741150388865,0.0
MSDD,MSTR,inverse_decay_bucket4,-19.291520776608593,57.513132568343714,0.0,205.07095981506816,-281.87561316002046,0.006071817321678648
RIOX,RIOT,core_leveraged,64.41026127658102,60.763462384543864,4.089329684315892,257.51189817470447,-257.9544289669832,0.002295759565310546
QBTZ,QBTS,inverse_decay_bucket4,340.4797918568579,321.66684024979213,0.0,276.6505325870819,-257.8375809800161,0.022297423591602764
ASTX,ASTS,core_leveraged,820.9815008308519,237.01168787512287,28.02505084708982,813.593599527857,-257.6488374192178,0.04444984237186539
CIFU,CIFR,core_leveraged,68.7832802960383,170.83914092571436,3.8598563297654667,150.74300513812904,-256.65872209757055,0.0
SMZ,SMR,inverse_decay_bucket4,88.39760715282652,12.759756243589123,0.0,331.4750527517661,-255.8372018425287,0.0
CNCG,CNC,core_leveraged,-130.06144618647144,13.23126408700165,5.864831336639535,105.60819497969031,-254.76573658980294,0.001385146405005821
XRPT,XRPZ,core_leveraged,30.99972901429838,45.637879136154744,7.880931218433948,227.70695369385527,-250.22603503414558,0.00636377659595877
SOUX,SOUN,core_leveraged,-72.61831547818039,54.73635423223964,2.6582006784718524,117.0545691763805,-247.06743956527237,0.0037176741231295966
CSEX,CLS,core_leveraged,84.06907054783704,46.03358657718115,12.38301600147512,267.23378296451733,-241.58131499533656,0.01811910782587253
TXXD,TDOG,core_leveraged,-46.44978220785626,38.82806932229559,3.006217837396956,153.27133950788826,-241.55540887543708,0.0037953833218188336
BMNG,BMNR,core_leveraged,401.4667053643407,252.7683327255438,13.707912850746023,371.15804900008493,-236.16758921203402,0.008500070270497203
PALU,PANW,core_leveraged,-186.3696862829137,14.735611883188357,1.7020257292372525,29.932800012287906,-232.74012390762724,0.000754151547015274
ORCU,ORCL,core_leveraged,-168.05445894765333,19.17635506071394,2.2833485422916926,40.883303439316414,-230.3974659899754,0.0024006582482672787
GEMG,GEMI,core_leveraged,244.6546816355957,103.41665794126253,3.9201926781458267,366.651063258015,-229.33323224182766,0.0
BABX,BABA,core_leveraged,-149.73123352662097,5.590695770828149,4.10018837408904,67.50634688061498,-226.92846455215314,0.001359273893551828
