,BOOK_NAV,core_leveraged,yieldboost,inverse_decay_bucket4,volatility_etp_bucket5
2025-08-19,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-08-20,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-08-21,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-08-22,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-08-25,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-08-26,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-08-27,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-08-28,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-08-29,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-02,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-03,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-04,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-05,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-08,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-09,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-10,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-11,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-12,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-15,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-16,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-17,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-18,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-19,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-22,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-23,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-24,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-25,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-26,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-29,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-09-30,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-01,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-02,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-03,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-06,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-07,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-08,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-09,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-10,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-13,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-14,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-15,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-16,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-17,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-20,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-21,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-22,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-23,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-24,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-27,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-28,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-29,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-30,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-10-31,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-03,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-04,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-05,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-06,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-07,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-10,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-11,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-12,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-13,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-14,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-17,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-18,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-19,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-20,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-21,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-24,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-25,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-26,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-11-28,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-01,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-02,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-03,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-04,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-05,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-08,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-09,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-10,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-11,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-12,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-15,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-16,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-17,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-18,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-19,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-22,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-23,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-24,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-26,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2025-12-29,1049949.2696194667,1049949.2696194667,1050000.0,1050000.0,1050000.0
2025-12-30,1049285.9360285238,1049285.9360285236,1050000.0,1050000.0,1050000.0
2025-12-31,1048632.3623932183,1048632.362393218,1050000.0,1050000.0,1050000.0
2026-01-02,1048563.7861168666,1048563.7861168665,1050000.0,1050000.0,1050000.0
2026-01-05,1048365.5902493984,1048365.5902493983,1050000.0,1050000.0,1050000.0
2026-01-06,1048350.952067163,1048350.9520671628,1050000.0,1050000.0,1050000.0
2026-01-07,1048404.7203530177,1048404.7203530176,1050000.0,1050000.0,1050000.0
2026-01-08,1048545.1789882492,1048545.178988249,1050000.0,1050000.0,1050000.0
2026-01-09,1048534.9216997034,1048534.9216997033,1050000.0,1050000.0,1050000.0
2026-01-12,1048466.1858407744,1048466.1858407743,1050000.0,1050000.0,1050000.0
2026-01-13,1048398.5377535614,1048398.5377535613,1050000.0,1050000.0,1050000.0
2026-01-14,1048212.9804688926,1048212.9804688925,1050000.0,1050000.0,1050000.0
2026-01-15,1048169.9633882396,1048169.9633882395,1050000.0,1050000.0,1050000.0
2026-01-16,1047991.8129357559,1047991.8129357558,1050000.0,1050000.0,1050000.0
2026-01-20,1048308.6231737619,1048308.6231737618,1050000.0,1050000.0,1050000.0
2026-01-21,1048294.000772286,1048294.0007722859,1050000.0,1050000.0,1050000.0
2026-01-22,1048233.3199954449,1048233.3199954447,1050000.0,1050000.0,1050000.0
2026-01-23,1048237.8887448724,1048237.8887448723,1050000.0,1050000.0,1050000.0
2026-01-26,1048329.8714063958,1048329.8714063957,1050000.0,1050000.0,1050000.0
2026-01-27,1048213.288021438,1048213.2880214379,1050000.0,1050000.0,1050000.0
2026-01-28,1048210.6276549073,1048210.6276549073,1050000.0,1050000.0,1050000.0
2026-01-29,1048411.3953588958,1048411.3953588957,1050000.0,1050000.0,1050000.0
2026-01-30,1048544.7497835773,1048544.7497835772,1050000.0,1050000.0,1050000.0
2026-02-02,1048640.4313320334,1048640.4313320334,1050000.0,1050000.0,1050000.0
2026-02-03,1048619.7092077658,1048619.7092077658,1050000.0,1050000.0,1050000.0
2026-02-04,1048728.9139821113,1048728.9139821113,1050000.0,1050000.0,1050000.0
2026-02-05,1048684.2770989372,1048684.2770989372,1050000.0,1050000.0,1050000.0
2026-02-06,1049042.2075000254,1049042.2075000256,1050000.0,1050000.0,1050000.0
2026-02-09,1049081.6548474086,1049081.6548474089,1050000.0,1050000.0,1050000.0
2026-02-10,1049087.7193293849,1049087.719329385,1050000.0,1050000.0,1050000.0
2026-02-11,1049033.0003703297,1049033.00037033,1050000.0,1050000.0,1050000.0
2026-02-12,1048962.0989819726,1048962.0989819728,1050000.0,1050000.0,1050000.0
2026-02-13,1049180.0347860747,1049180.034786075,1050000.0,1050000.0,1050000.0
2026-02-17,1049115.6566540461,1049115.6566540464,1050000.0,1050000.0,1050000.0
2026-02-18,1049059.8001325745,1049059.8001325747,1050000.0,1050000.0,1050000.0
2026-02-19,1049098.1203834072,1049098.1203834075,1050000.0,1050000.0,1050000.0
2026-02-20,1049125.0596244736,1049125.0596244738,1050000.0,1050000.0,1050000.0
2026-02-23,1048995.3892445993,1048995.3892445995,1050000.0,1050000.0,1050000.0
2026-02-24,1049094.9231860933,1049094.9231860938,1050000.0,1050000.0,1050000.0
2026-02-25,1049277.8864795147,1049277.8864795151,1050000.0,1050000.0,1050000.0
2026-02-26,1049326.071317851,1049326.0713178515,1050000.0,1050000.0,1050000.0
2026-02-27,1049209.640645355,1049209.6406453555,1050000.0,1050000.0,1050000.0
2026-03-02,1049329.5447114194,1049329.54471142,1050000.0,1050000.0,1050000.0
2026-03-03,1049287.1726545845,1049287.172654585,1050000.0,1050000.0,1050000.0
2026-03-04,1049601.3057768687,1049601.3057768692,1050000.0,1050000.0,1050000.0
2026-03-05,1049627.872331032,1049627.8723310325,1050000.0,1050000.0,1050000.0
2026-03-06,1049455.4442269707,1049455.4442269711,1050000.0,1050000.0,1050000.0
2026-03-09,1049585.218265498,1049585.2182654985,1050000.0,1050000.0,1050000.0
2026-03-10,1049545.2060269113,1049545.2060269117,1050000.0,1050000.0,1050000.0
2026-03-11,1049582.9109903208,1049582.9109903213,1050000.0,1050000.0,1050000.0
2026-03-12,1049479.9878728702,1049479.9878728706,1050000.0,1050000.0,1050000.0
2026-03-13,1049550.7168590056,1049550.716859006,1050000.0,1050000.0,1050000.0
2026-03-16,1049650.265137415,1049650.2651374154,1050000.0,1050000.0,1050000.0
2026-03-17,1049644.496350172,1049644.4963501724,1050000.0,1050000.0,1050000.0
2026-03-18,1049544.55577993,1049544.5557799304,1050000.0,1050000.0,1050000.0
2026-03-19,1049547.9500653783,1049547.9500653788,1050000.0,1050000.0,1050000.0
2026-03-20,1049462.883349772,1049462.8833497725,1050000.0,1050000.0,1050000.0
2026-03-23,1049590.3194418366,1049590.319441837,1050000.0,1050000.0,1050000.0
2026-03-24,1049433.731818118,1049433.7318181184,1050000.0,1050000.0,1050000.0
2026-03-25,1046564.502656802,1046913.8966981835,1049650.6059586187,1050000.0,1050000.0
2026-03-26,1046524.7826294628,1046435.6520305274,1050089.1305989358,1050000.0,1050000.0
2026-03-27,1044957.3921014615,1044964.221986589,1049993.1701148727,1050000.0,1050000.0
2026-03-30,1044952.0665888363,1044763.8630830864,1050188.20350575,1050000.0,1050000.0
2026-03-31,1049195.0220258208,1048716.4543745199,1050478.5676513012,1050000.0,1050000.0
2026-04-01,1049247.7022924088,1048497.0603266568,1050750.6419657525,1050000.0,1050000.0
2026-04-02,1049567.1085329168,1047899.1249307028,1051667.9836022141,1050000.0,1050000.0
2026-04-06,1049036.7230932128,1047350.644410776,1051686.078682437,1050000.0,1050000.0
2026-04-07,1049283.3510829455,1047568.9882649033,1051714.3628180425,1050000.0,1050000.0
2026-04-08,1043568.1662372788,1042763.1875855451,1050804.9786517338,1050000.0,1050000.0
2026-04-09,1043419.1189678193,1041754.9799953854,1051664.138972434,1050000.0,1050000.0
2026-04-10,1041788.749246216,1041922.6418964359,1049866.1073497804,1050000.0,1050000.0
2026-04-13,1039313.2729849304,1042727.193087987,1046586.0798969435,1050000.0,1050000.0
2026-04-14,1040558.635592153,1040431.305557451,1050127.330034702,1050000.0,1050000.0
2026-04-15,1049854.568207324,1037677.6516874515,1062176.9165198726,1050000.0,1050000.0
2026-04-16,1054357.6084944138,1036879.8133323678,1067477.7951620463,1050000.0,1050000.0
2026-04-17,1056335.337002542,1033861.9368567523,1072473.40014579,1050000.0,1050000.0
2026-04-20,1057409.9278527447,1033986.9782715085,1073677.4868980737,1049745.462683163,1050000.0
2026-04-21,1030327.0260171117,1006393.4504892295,1072430.3520770513,1051503.223450831,1050000.0
2026-04-22,1029694.8268104332,1005521.2275640186,1072693.4751544327,1051480.1240919821,1050000.0
2026-04-23,1035602.8048358628,1013976.3950000565,1071645.314028025,1049981.0958077817,1050000.0
2026-04-24,1023950.4592941412,1007114.9083093593,1065825.7892887336,1051009.7616960483,1050000.0
2026-04-27,1029734.0577154626,1011215.072261051,1067515.5517667825,1051003.4336876292,1050000.0
2026-04-28,1032167.6577245313,1011793.0317560524,1069371.19228085,1051003.4336876292,1050000.0
2026-04-29,1028635.783823551,1008572.1784589271,1069060.171676995,1051003.4336876292,1050000.0
2026-04-30,1023119.7642051918,1002868.5540015794,1069247.7765159833,1051003.4336876292,1050000.0
2026-05-01,1021326.1153461719,1000650.0930344801,1069672.5886240627,1051003.4336876292,1050000.0
2026-05-04,1023553.4504165857,1002270.3185931194,1070279.6981358372,1051003.4336876292,1050000.0
2026-05-05,1022028.783838828,1000109.111043363,1070916.239107836,1051003.4336876292,1050000.0
2026-05-06,1023053.5992989121,997922.4094727554,1074127.7561385278,1051003.4336876292,1050000.0
2026-05-07,1017388.9576772053,994983.534534765,1071401.9894548112,1051003.4336876292,1050000.0
2026-05-08,1025390.1054922326,1003207.2036585537,1071179.46814605,1051003.4336876292,1050000.0
2026-05-11,1027955.9601648559,1006141.4509770495,1070811.0755001775,1051003.4336876292,1050000.0
2026-05-12,1015777.4217054468,997071.8868237442,1067948.32939933,1050757.205482373,1050000.0
2026-05-13,1012994.4031616279,996135.227270932,1065716.775821951,1051142.4000687452,1050000.0
2026-05-14,1016640.0779233006,997357.0956967047,1067503.1971884326,1051779.785038164,1050000.0
2026-05-15,1013564.9332167057,996909.0804890965,1065342.8338348276,1051313.018892782,1050000.0
2026-05-18,1011870.3803546984,997877.7763173933,1064046.335809711,1049946.2682275944,1050000.0
2026-05-19,1005162.9484027569,991844.9356216269,1063615.7389166947,1049702.273864436,1050000.0
2026-05-20,1001237.1777406724,989210.2117015882,1061964.2972856667,1050062.6687534177,1050000.0
2026-05-21,997939.4879433664,986471.0141458127,1061625.2387573614,1049843.2350401925,1050000.0
2026-05-22,999154.5511748208,987509.4747940416,1061432.210507556,1050212.8658732234,1050000.0
2026-05-26,998568.6060326798,987162.1098180655,1061239.1669643957,1050167.329250219,1050000.0
2026-05-27,997366.0653737308,987145.6964020132,1060588.1461939462,1049632.2227777718,1050000.0
2026-05-28,1008921.6438925958,990188.8066610304,1068230.694109333,1050502.143122233,1050000.0
2026-05-29,1011017.9950673211,992644.6990466934,1068090.985640463,1050282.3103801652,1050000.0
2026-06-01,1012533.5824415209,992683.9644349746,1071283.4228301717,1048566.1951763751,1050000.0
2026-06-02,1012818.2610132634,996830.7447552582,1066278.6613884713,1049708.8548695343,1050000.0
2026-06-03,1026887.2723800526,1010856.6848327515,1065050.277836667,1050980.3097106346,1050000.0
2026-06-04,1017791.7777719019,1001885.8053132737,1064594.4284107755,1051311.5440478532,1050000.0
2026-06-05,1035245.1370136627,1022639.5166388275,1064035.6114498873,1048570.0089249484,1050000.0
2026-06-08,979753.0936254695,998699.425511362,1032571.6496439636,1048482.0184701445,1050000.0
2026-06-09,978078.6851726527,996648.0995624921,1032407.0830706045,1049023.5025395567,1050000.0
2026-06-10,993372.8239323333,1004302.7857932907,1040412.7418833224,1048657.2962557208,1050000.0
2026-06-11,981661.6603490888,992622.1845823288,1039142.7610688003,1049896.71469796,1050000.0
2026-06-12,992413.5669678563,1000093.3985328935,1043576.2367101777,1048743.9317247854,1050000.0
2026-06-15,989702.5933151459,997128.3121371743,1043271.7993585239,1049302.4818194483,1050000.0
2026-06-16,992787.0620373178,998761.9301727888,1046207.4518646336,1047817.6799998959,1050000.0
2026-06-17,988038.9410499681,994703.7523217325,1045427.6360425523,1047907.5526856837,1050000.0
2026-06-18,987733.1940399304,991349.8313060425,1046475.871422432,1049907.4913114563,1050000.0
2026-06-22,994019.9499501896,996256.0522939229,1048687.1925122086,1049076.7051440584,1050000.0
2026-06-23,1002250.7834536356,1006899.223048739,1048693.4564249886,1046658.1039799083,1050000.0
2026-06-24,1009045.3537379806,1009619.1780891406,1054798.188856472,1044627.9867923685,1050000.0
2026-06-25,1000216.9227728775,999596.8585499685,1055734.1606929693,1044897.9343807553,1049987.9691491846
2026-06-26,981093.0773405666,981312.6991941369,1055387.6428120753,1044563.4885710373,1049829.2467633174
2026-06-29,973109.3934498003,972227.5619640832,1054809.9568670448,1045951.6655190968,1050120.2090995759
2026-06-30,988159.3947875906,984568.245776895,1056699.361453422,1046848.0233328714,1050043.7642244026
2026-07-01,1006194.9282382673,1001673.4097304366,1060215.8636549,1044430.0945476516,1049875.5603052794
2026-07-02,1009383.2310663078,1005075.998331649,1060467.2396957837,1043896.2086487153,1049943.7843901603
2026-07-06,974895.8957442878,969491.1006641265,1060660.3142502562,1044666.23704326,1050078.2437866456
2026-07-07,1016363.5112849282,1008424.5859051632,1064609.4822154632,1043517.790213597,1049811.6529507053
2026-07-08,986122.9259740725,980787.4929932938,1061288.611293741,1044271.3785135386,1049775.4431734995
2026-07-09,985525.2651618898,980457.4883152195,1061082.5454329476,1044213.3634663176,1049771.8679474057
