etf,underlying,pair_frac_merged
TXXS,TSUI,0.09999999999983321
FBYY,META,0.09999999999982272
XBTY,IBIT,0.08950810082787194
SMZ,SMR,0.07081721806646524
ASMU,ASML,0.06348929791768218
BABU,BABA,0.05729707325675179
CLSZ,CLSK,0.03565467720051614
SOFA,SOFI,0.0336383121288389
FBL,META,0.03128902948346348
METU,META,0.027155735026799112
COPZ,COPX,0.02196589984179964
SPXL,SPY,0.02178466225928579
SNXX,SNDK,0.01928833979066216
FCXG,FCX,0.017305331125516805
LITX,LITE,0.016832522617486224
CWEB,KWEB,0.015936994128294277
BITX,IBIT,0.01572007451182174
BTCL,IBIT,0.01510693148406564
BITU,IBIT,0.014912057699756046
ZETX,ZETA,0.01360190718346891
MEXX,EWW,0.010236085363375199
ASTN,ASTS,0.0077397229855075715
URAA,URA,0.006160001819226573
CRMU,CRML,0.004732138614885403
SMYY,SMCI,0.004031904529978192
MRNX,MRNA,0.0031513412633043937
WDCX,WDC,0.003136535421516211
COYY,COIN,0.002310617048009991
SMU,SMR,0.001050466504513407
RCAX,RCAT,0.0010432873609488623
OPEG,OPEN,0.0008298755654911634
BEZ,BE,0.0008298755225594545
BABX,BABA,0.0008298755206772744
ASMG,ASML,0.0008298755204765266
YINN,FXI,0.0008298755202540287
FGRU,FIGR,0.0008298755200915354
AAPB,AAPL,0.000829875519892574
TQQQ,QQQ,0.0008298755198240984
LEUX,LEU,0.0008298755197904225
DNNG,DNN,0.0008298755195873712
UECG,UEC,0.000829875519554524
JNUG,GDXJ,0.000829875519531353
GOOX,GOOGL,0.0008298755194279193
COHX,COHR,0.0008298755194134521
NVTX,NVTS,0.0008298755193731037
URTY,IWM,0.0008298755193343034
NUGT,GDX,0.0008298755193152228
GGLL,GOOGL,0.0008298755193096545
NUG,NU,0.0008298755192621118
BOEU,BA,0.0008298755192305536
CLSX,CLSK,0.0008298755192247234
UBRL,UBER,0.0008298755192131539
MSFU,MSFT,0.0008298755191950211
BOEG,BA,0.000829875519182715
RDWU,RDW,0.0008298755191247915
NVDU,NVDA,0.0008298755191196308
NVDG,NVDA,0.0008298755191157168
BULX,BULL,0.0008298755191125985
NVDL,NVDA,0.0008298755191112878
NVDB,NVDA,0.0008298755190473563
MTYY,MSTR,0.0008298755190349658
AMZZ,AMZN,0.000829875518994027
PLTZ,PLTR,0.0008298755189858903
AMZU,AMZN,0.0008298755189857106
LRCU,LRCX,0.0008298755189684004
TSMU,TSM,0.0008298755189661287
IOYY,IONQ,0.0008298755189581145
TSMG,TSM,0.000829875518949748
KORU,EWY,0.0008298755189496172
PALU,PANW,0.0008298755189377737
PANG,PANW,0.000829875518935159
KLAG,KLAC,0.0008298755189245387
UXRP,XRPZ,0.0008298755189161289
GUSH,XOP,0.0008298755189149943
XXRP,XRPZ,0.0008298755189148026
AVGG,AVGO,0.0008298755189056396
SOXL,SOXX,0.0008298755188970985
LLYX,LLY,0.000829875518896385
ASTX,ASTS,0.0008298755188951745
XRPK,XRPZ,0.000829875518892392
SOLX,GSOL,0.0008298755188880138
TSLI,TSLA,0.0008298755188875707
XRPT,XRPZ,0.0008298755188873108
ETRL,ETOR,0.0008298755188847427
NFXL,NFLX,0.0008298755188825501
NFLU,NFLX,0.0008298755188804858
AVL,AVGO,0.0008298755188721809
MUU,MU,0.0008298755188689503
GDXU,GDX,0.0008298755188685285
ELIL,LLY,0.0008298755188676075
SOFX,SOFI,0.0008298755188674321
XPEG,XPEV,0.000829875518865822
ETHU,ETHA,0.0008298755188618817
CVNX,CVNA,0.0008298755188615646
QCMU,QCOM,0.0008298755188608775
ANEL,ANET,0.0008298755188606659
AVGX,AVGO,0.0008298755188606159
INTW,INTC,0.0008298755188562276
VRTL,VRT,0.0008298755188553595
CRMG,CRM,0.0008298755188552528
NIOG,NIO,0.0008298755188547127
ETU,ETHA,0.0008298755188535253
TSLL,TSLA,0.0008298755188512491
LACG,LAC,0.0008298755188497737
CEGX,CEG,0.0008298755188491917
MULL,MU,0.0008298755188490034
PLUL,PLUG,0.0008298755188485755
TSLR,TSLA,0.0008298755188481583
TSLT,TSLA,0.0008298755188451422
OKLL,OKLO,0.0008298755188413539
BU,B,0.0008298755188403098
MSTX,MSTR,0.000829875518837755
ETHT,ETHA,0.0008298755188371802
GEVX,GEV,0.0008298755188369646
UNHG,UNH,0.0008298755188356181
AVGU,AVGO,0.0008298755188354494
AMDL,AMD,0.0008298755188354443
TSLG,TSLA,0.000829875518835431
AMUU,AMD,0.0008298755188341529
TXXD,TDOG,0.0008298755188337808
TERG,TER,0.0008298755188320765
SOLT,SOEZ,0.0008298755188320174
PYPG,PYPL,0.0008298755188293642
COZX,CORZ,0.0008298755188285862
