symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,4251.306605,0.0,0.0,0.0,-518.24,56.10461115871947,0.0,0.0,3789.1712161587193
SOXS,DIREX DAI SEMI BE 3X ETF-USD,0.0,2943.785894,0.0,0.0,-30.14,-56.68,3.9595932384611094,0.0,0.0,2860.9254872384613
LABD,DIRE DLY SP BT BE 3X ETF-USD,0.0,2101.265835,0.0,0.0,-32.54,-153.02,12.515969319542725,0.0,0.0,1928.221804319543
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1737.927687,0.0,0.0,-74.0,-44.84,19.084182210940316,0.0,0.0,1638.1718692109405
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,747.231913,0.0,0.0,0.0,-87.72,27.65631124894269,0.0,0.0,687.1682242489426
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.49581973,28.992349,0.0,0.0,-23.21,-2.6,0.938876232477473,0.0,0.0,4.617044962477474
NVYY,GRANITE YIELDBOOST NVDA,129.68969726,0.0,0.0,0.0,-175.33,-9.59,0.0,0.0,0.0,-55.23030274000001
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-3670.975048,0.0,0.0,-131.54000000000002,-470.07,58.250934035887965,0.0,0.0,-4217.740072264111
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-3758.577632,0.0,0.0,0.0,-652.33,52.13094527874249,0.0,0.0,-4358.776686721258
