symbol,underlying,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
LITE,LITE,LUMENTUM HOLDINGS INC,0.0,3598.2885743435572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3598.2885743435572
MSTR,MSTR,STRATEGY INC,0.0,2460.352425004378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2460.352425004378
SNDK,SNDK,SANDISK CORP,0.0,2277.9401003324188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2277.9401003324188
CONI,COIN,GRANITESHARES 2X SHORT COIN,0.0,2478.610682,0.0,0.0,0.0,-248.06,43.20461975601948,0.0,0.0,2273.7553017560194
NVDQ,NVDA,T-REX 2X INVERSE NVIDIA DLY,0.0,1675.264204,0.0,0.0,0.0,-359.71,19.78256330109414,0.0,0.0,1335.3367673010941
SDS,SPY,PROSHARES ULTRASHORT S&P500,0.0,1018.25656,0.0,0.0,-84.78999999999999,-95.99,36.7364556443542,0.0,0.0,874.2130156443543
MSTZ,MSTR,T-REX 2X INVERSE MSTR DT ETF,0.0,947.346131,0.0,0.0,0.0,-151.91,73.77991891580862,0.0,0.0,869.2160499158086
FAZ,XLF,DIREX DLY FIN BEA 3X ETF-USD,0.0,999.711216,0.0,0.0,-46.84,-105.38,19.198163605904767,0.0,0.0,866.6893796059048
BEZ,BE,TRADR 2X SHORT BE DAILY ETF,1562.93144603,0.0,0.0,0.0,0.0,-854.81,0.0,0.0,0.0,708.12144603
NBIS,NBIS,NEBIUS GROUP NV,0.0,621.8682718918602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.8682718918602
DAMD,AMD,DEFIANCE DT 2X SHT AMD ETF,0.0,575.520755,0.0,0.0,0.0,-23.33,18.81323135190319,0.0,0.0,571.0039863519031
ASTS,ASTS,AST SPACEMOBILE INC,0.0,437.2897160519913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.2897160519913
SPCX,SPCX,SPACE EXPLORATION TECHN-CL A,-39.446652,357.94714876677136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.50049676677133
WEBS,XLK,DIREXION DAILY DOW JONES INT,313.26477971,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,312.20477971
RKLB,RKLB,ROCKET LAB CORP,0.0,211.4191815727873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.4191815727873
QID,QQQ,PROSHARES ULTRASHORT QQQ,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
EWJ,EWJ,ISHARES MSCI JAPAN ETF,0.0,0.0,0.0,0.0,0.0,-0.335,0.0,0.0,0.0,-0.335
XLK,XLK,SS TECHNOLOGY SELECT SECTOR,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,-0.51
DIA,DIA,SS SPDR DOW JONES INDUS AVG,0.0,0.0,0.0,0.0,0.0,-0.525,0.0,0.0,0.0,-0.525
AMD,AMD,ADVANCED MICRO DEVICES,0.0,-8.504674024484032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.504674024484032
XLF,XLF,SS FINANCIAL SELECT SECTOR,-18.775827,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,-19.015826999999998
DXD,DIA,PROSHARES ULTRASHORT DOW30,-24.50723037,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,-26.10723037
SDOW,DIA,PROSHARES ULTPRO SHRT DOW30,-26.86841554,0.0,0.0,0.0,0.0,-0.9299999999999999,0.0,0.0,0.0,-27.79841554
BKNU,BKNG,T-REX 2X LONG BKNG D TAR ETF,-42.80836925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.80836925
MUZ,MU,DEFNC DT 2X SHT MU ETF,4.4114826,-94.00908,0.0,0.0,0.0,-3.17,18.145656044172192,0.0,0.0,-74.6219413558278
NBIZ,NBIS,TRADR 2X SHRT NBIS DAILY ETF,0.0,163.390961,0.0,0.0,0.0,-403.52,164.37937495562866,0.0,0.0,-75.74966404437131
CRWV,CRWV,COREWEAVE INC-CL A,-137.39066576430326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137.39066576430326
SPCG,SPCX,TRADR 2X SHORT SPCX DLY ETF,0.0,-140.003575,0.0,0.0,0.0,-28.65,6.616241906720448,0.0,0.0,-162.03733309327956
EWV,EWJ,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,200.527546,0.0,0.0,-18.34,-32.54,11.11227583818994,0.0,0.0,-218.9194073818101
ASTN,ASTS,DFNCE DT 2X SHORT ASTS,0.0,-588.958031,0.0,0.0,0.0,-1603.24,111.81511834185238,0.0,0.0,-2080.3829126581477
SSPC,SPCX,LEVERAGE SHARE 2X SHORT SPCX,-2638.55703788,-378.970218,0.0,0.0,0.0,-95.32,8.263511108639163,0.0,0.0,-3104.5837447713607
CRCD,CRCL,T-REX 2X INV CRCL DA TAR ETF,-3737.19007207,0.0,0.0,0.0,0.0,-544.23,0.0,0.0,0.0,-4281.42007207
RGTZ,RGTI,DEFIANCE D TRG 2X S RGTI ETF,-3806.6526752,0.0,0.0,0.0,0.0,-529.98,0.0,0.0,0.0,-4336.6326752
QBTZ,QBTS,DEF DAILY T2X SHORT QBTS,0.0,-4414.277175,0.0,0.0,0.0,-988.65,248.43743313738736,0.0,0.0,-5154.489741862612
LITZ,LITE,TRADR 2X SHT LITE DLY ETF,0.0,-4718.720177,0.0,0.0,0.0,-719.56,233.94779334852768,0.0,0.0,-5204.332383651473
RKLZ,RKLB,DEF DAILY T2X SHORT RKLB ETF,0.0,-4986.186055,0.0,0.0,0.0,-693.43,80.898365089163,0.0,0.0,-5598.717689910837
IREZ,IREN,TRDR 2X SH IREN DLY ETF,0.0,-5256.930211,0.0,0.0,0.0,-1626.67,113.53114044908752,0.0,0.0,-6770.069070550912
SNDQ,SNDK,TRADR 2X SHRT SNDK DLY ETF,0.0,-9291.451087,0.0,0.0,0.0,-533.8100000000001,195.34240689509417,0.0,0.0,-9629.918680104905
CORD,CRWV,T-REX 2X INV CRWV DA TAR ETF,0.0,-17119.03663,0.0,0.0,0.0,-1144.89,358.01941230615233,0.0,0.0,-17905.907217693846
