ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPU,AAPL,2.0,1.986469,499,ols
AMUU,AMD,2.0,2.007403,251,ols
AMZU,AMZN,2.0,1.988478,499,ols
ASMU,ASML,2.0,1.993564,36,ols
AVL,AVGO,2.0,1.986843,370,ols
BOEU,BA,2.0,1.993007,238,ols
BABU,BABA,2.0,2.029216,35,ols
BRKU,BRK-B,2.0,1.946084,327,ols
CONX,COIN,2.0,2.003163,92,ols
CSCL,CSCO,2.0,2.024026,195,ols
FRDU,F,2.0,1.984712,176,ols
GGLL,GOOGL,2.0,1.994776,499,ols
HODU,HOOD,2.0,2.006185,92,ols
LINT,INTC,2.0,1.990485,92,ols
ELIL,LLY,2.0,1.992872,256,ols
LMTL,LMT,2.0,1.994006,166,ols
METU,META,2.0,1.998312,457,ols
MRVU,MRVL,2.0,2.009545,35,ols
MSFU,MSFT,2.0,1.991725,499,ols
MUU,MU,2.0,1.994187,370,ols
NFXL,NFLX,2.0,1.996127,375,ols
NVDU,NVDA,2.0,1.987281,499,ols
ORCU,ORCL,2.0,2.003729,92,ols
PALU,PANW,2.0,2.004679,256,ols
PLTU,PLTR,2.0,1.991906,327,ols
QCMU,QCOM,2.0,2.002646,195,ols
SHPU,SHOP,2.0,2.011979,166,ols
SOFA,SOFI,2.0,1.989512,36,ols
TSLL,TSLA,2.0,1.993809,499,ols
TSMX,TSM,2.0,1.995048,375,ols
XOMX,XOM,2.0,1.982753,238,ols
YINN,FXI,2.0,2.973002,499,ols
MEXX,EWW,2.0,2.956594,499,ols
KORU,EWY,2.0,2.929393,499,ols
HIBL,SPY,2.0,4.479499,499,ols
LABU,XBI,2.0,2.988143,499,ols
SOXL,SOXX,2.0,2.961747,499,ols
CHAU,ASHR,2.0,1.966298,499,ols
CWEB,KWEB,2.0,1.987782,499,ols
ERX,XLE,2.0,1.987278,499,ols
NUGT,GDX,2.0,1.977612,499,ols
JNUG,GDXJ,2.0,1.974926,499,ols
