etf,underlying,pair_frac_merged
TXXS,TSUI,0.19999999997458212
SMZ,SMR,0.11255186724087014
FBYY,META,0.10359890705794274
XBTY,IBIT,0.08597967963476894
SNXX,SNDK,0.07869191542149752
CRMU,CRML,0.06238647498734998
RCAX,RCAT,0.05936428467187504
OPEG,OPEN,0.03612353261987615
NVTX,NVTS,0.017488542861720083
SMU,SMR,0.009700890075775313
RDWU,RDW,0.008787390467939636
LACG,LAC,0.008146679292765486
FBL,META,0.007262619267766355
SMYY,SMCI,0.005442160131255314
BMNG,BMNR,0.0053493610627960726
ASTX,ASTS,0.0037230225762195884
ONDG,ONDS,0.0035969435596421777
ONDL,ONDS,0.002820699609403416
USGG,USAR,0.002647516081822492
CRCG,CRCL,0.0018355432226709661
BEX,BE,0.0016632743278061988
PLUL,PLUG,0.0010959420429932794
BMNU,BMNR,0.0008298847450598366
OPEX,OPEN,0.0008298774654350147
OSCX,OSCR,0.0008298768522227008
CLSX,CLSK,0.000829875923696759
LEUX,LEU,0.0008298758968446148
OKLL,OKLO,0.0008298758131081304
LITX,LITE,0.0008298757318945228
METU,META,0.0008298756242263565
FGRU,FIGR,0.0008298756083790999
GLXU,GLXY,0.0008298755752429683
BITX,IBIT,0.0008298755687153272
BTCL,IBIT,0.000829875562498615
BITU,IBIT,0.0008298755559354254
CRCA,CRCL,0.0008298755545477278
ETHU,ETHA,0.0008298755515953755
UUUG,UUUU,0.0008298755509342946
UECG,UEC,0.0008298755491898027
CIFG,CIFR,0.0008298755467194307
ZETX,ZETA,0.0008298755466559711
MRNX,MRNA,0.0008298755449168926
URAA,URA,0.0008298755423635199
WDCX,WDC,0.0008298755414492759
ETU,ETHA,0.000829875540685745
IOYY,IONQ,0.0008298755394610013
KEEX,KEEL,0.000829875539191404
SATG,SATS,0.0008298755382549673
COYY,COIN,0.0008298755380139585
PONX,PONY,0.0008298755372263646
BAIG,BBAI,0.000829875536379575
SOFA,SOFI,0.0008298755349287369
CCUP,CRCL,0.0008298755345205795
SOLX,GSOL,0.0008298755324642254
BABU,BABA,0.0008298755318928883
ETHT,ETHA,0.0008298755316965826
MPL,MP,0.0008298755316851736
XXRP,XRPZ,0.0008298755313533794
NEBX,NBIS,0.0008298755311431843
QSU,QS,0.0008298755300133303
UXRP,XRPZ,0.0008298755290238966
WULX,WULF,0.0008298755289657472
ASMU,ASML,0.0008298755289426333
MAAY,MARA,0.0008298755286665324
MEXX,EWW,0.0008298755282114743
SBTU,SBET,0.0008298755280821433
SPXL,SPY,0.0008298755280737394
MPG,MP,0.0008298755279913545
YINN,FXI,0.0008298755278051748
BULX,BULL,0.0008298755277761815
IREG,IREN,0.0008298755270828303
TQQQ,QQQ,0.0008298755269888722
QBTX,QBTS,0.0008298755269725241
CWEB,KWEB,0.0008298755268592169
FCXG,FCX,0.0008298755263193029
DNNG,DNN,0.0008298755262654582
BABX,BABA,0.0008298755260757185
NVDG,NVDA,0.0008298755259935596
XRPT,XRPZ,0.0008298755257244698
COPZ,COPX,0.000829875525677832
CLSZ,CLSK,0.0008298755256394645
TXXD,TDOG,0.0008298755255987153
CIFU,CIFR,0.0008298755255235605
BOEU,BA,0.0008298755253716104
COIA,COIN,0.0008298755252906597
NVDU,NVDA,0.0008298755252700011
CWVX,CRWV,0.0008298755251994612
BOEG,BA,0.0008298755251958089
SOLT,SOEZ,0.0008298755251140392
NVDL,NVDA,0.0008298755250008937
GOOX,GOOGL,0.0008298755249754155
MTYY,MSTR,0.0008298755249025621
QUBX,QUBT,0.0008298755248821041
URTY,IWM,0.0008298755246841148
NBIL,NBIS,0.0008298755244184221
UBRL,UBER,0.0008298755244112168
MSFU,MSFT,0.0008298755243451778
AMZZ,AMZN,0.000829875524194449
ARCX,ACHR,0.0008298755239616014
GGLL,GOOGL,0.0008298755239287028
HUTG,HUT,0.000829875523916353
CRWG,CRWV,0.000829875523897841
NUGT,GDX,0.0008298755237689282
NBIG,NBIS,0.00082987552375516
NVDB,NVDA,0.0008298755237472438
GDXU,GDX,0.0008298755236047819
AAPB,AAPL,0.0008298755236003856
JNUG,GDXJ,0.0008298755234857902
COHX,COHR,0.0008298755234092786
AMZU,AMZN,0.0008298755233826968
HMYY,HIMS,0.0008298755233666216
GEVX,GEV,0.0008298755233374147
AMDL,AMD,0.0008298755232902483
CONL,COIN,0.0008298755232730128
NUG,NU,0.0008298755232475689
AMUU,AMD,0.0008298755231967576
ETRL,ETOR,0.0008298755229085678
TSLI,TSLA,0.0008298755227656383
AMDG,AMD,0.0008298755226130477
LLYX,LLY,0.0008298755225830883
MUU,MU,0.0008298755225415367
SOXL,SOXX,0.0008298755223641141
TSLL,TSLA,0.0008298755222497046
PALU,PANW,0.0008298755222190822
XRPK,XRPZ,0.0008298755222097014
TSLR,TSLA,0.0008298755221475207
SRPU,SRPT,0.0008298755221337973
FLYT,FLY,0.0008298755221135322
LRCU,LRCX,0.0008298755220766721
SOFX,SOFI,0.0008298755218127289
TSMU,TSM,0.0008298755217973858
RGTX,RGTI,0.0008298755217726682
ASMG,ASML,0.0008298755217654026
AVGG,AVGO,0.0008298755217527283
PANG,PANW,0.0008298755217405
MSTX,MSTR,0.0008298755217362149
KORU,EWY,0.0008298755217076748
ROBN,HOOD,0.0008298755216915512
RBLU,RBLX,0.0008298755216894337
RKLX,RKLB,0.0008298755216687772
TSLT,TSLA,0.0008298755216255134
QBY,QBTS,0.0008298755216224125
COIG,COIN,0.0008298755216063413
VRTL,VRT,0.000829875521602293
TSMG,TSM,0.0008298755215988085
MULL,MU,0.0008298755215332961
SNAG,SNAP,0.000829875521345482
ELIL,LLY,0.0008298755213034752
RIOX,RIOT,0.0008298755212633053
HOOX,HOOD,0.0008298755212632066
INTW,INTC,0.0008298755212338519
HIMZ,HIMS,0.0008298755211359212
COZX,CORZ,0.0008298755210915795
ANEL,ANET,0.0008298755210772373
GLGG,GLXY,0.0008298755210524617
TSLG,TSLA,0.0008298755209213811
RDTL,RDDT,0.0008298755208710774
AVL,AVGO,0.0008298755208612827
CRWU,CRWV,0.0008298755208320128
CONX,COIN,0.0008298755208304266
UPSX,UPST,0.0008298755206893082
NFLU,NFLX,0.0008298755206708019
HOOG,HOOD,0.000829875520669378
IRE,IREN,0.0008298755206453128
IONX,IONQ,0.0008298755206317162
NFXL,NFLX,0.0008298755204919715
UNHG,UNH,0.000829875520467177
MSTU,MSTR,0.0008298755204116219
ASTN,ASTS,0.0008298755204006631
JOBX,JOBY,0.0008298755203609065
NVOX,NVO,0.0008298755203552344
KLAG,KLAC,0.0008298755203495713
PTIR,PLTR,0.0008298755203199953
AVGX,AVGO,0.0008298755202758428
TEMT,TEM,0.0008298755202241989
CNCG,CNC,0.0008298755202200466
BEG,BE,0.0008298755202051233
CEGX,CEG,0.0008298755200887676
GUSH,XOP,0.0008298755200850083
BU,B,0.0008298755199572742
HODU,HOOD,0.000829875519934987
RGTU,RGTI,0.0008298755199079779
NIOG,NIO,0.0008298755198486534
XPEG,XPEV,0.0008298755198079649
CRMG,CRM,0.0008298755197831704
TTDU,TTD,0.0008298755197700052
TERG,TER,0.0008298755197464168
PLTU,PLTR,0.0008298755197131484
NEMG,NEM,0.0008298755196014812
IONL,IONQ,0.0008298755195931027
PYPG,PYPL,0.0008298755195667558
QCMU,QCOM,0.0008298755194842859
DKNX,DKNG,0.0008298755194502088
AVGU,AVGO,0.0008298755194464132
PLTA,PLTR,0.0008298755194140056
CVNX,CVNA,0.0008298755192883344
AFRU,AFRM,0.0008298755192015411
IREX,IREN,0.0008298755191016617
