underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
IBIT,29789.19,29789.19,0.8308094968503676,0.16067989533854393,0.0,sleeve_balance,24749.14195548,4786.523931419999,0.0
MSFT,28670.02,28670.02,0.8688748553257922,0.13112514467420772,0.0,sleeve_balance,24910.65947968757,3759.360520312429,0.0
PLTR,28535.52,28535.52,0.8858724501460881,0.11412754985391191,0.0,sleeve_balance,25278.8310185927,3256.6889814073,0.0
NFLX,28294.559999999998,28294.559999999998,0.7886408850118691,0.21135911498813076,0.0,sleeve_balance,22314.24683942143,5980.313160578565,0.0
AMD,25226.460000000003,25226.460000000003,1.0,0.0,0.0,sleeve_balance,25226.460000000003,0.0,0.0
NVDA,24983.79,24983.79,1.0,0.0,0.0,sleeve_balance,24983.79,0.0,0.0
ETHA,18658.2,18658.2,0.9877169758754861,0.0,0.0,sleeve_balance,18429.020879279997,0.0,0.0
MSTR,18130.0,18130.0,0.0,1.0,0.0,sleeve_balance,0.0,18130.0,0.0
DIA,-17627.760000000002,17627.760000000002,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
QQQ,-17611.41,17611.41,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
AVGO,16936.15,16936.15,1.0,0.0,0.0,sleeve_balance,16936.15,0.0,0.0
BA,16837.22,16837.22,1.0,0.0,0.0,sleeve_balance,16837.22,0.0,0.0
GOOGL,16835.04,16835.04,1.0,0.0,0.0,sleeve_balance,16835.04,0.0,0.0
AMZN,16800.0,16800.0,1.0,0.0,0.0,sleeve_balance,16800.0,0.0,0.0
XLK,-16789.96,16789.96,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
XRPZ,16775.98,16775.98,1.0,0.0,0.0,sleeve_balance,16775.98,0.0,0.0
AAPL,16379.16,16379.16,0.9864413674983944,0.0,0.0,sleeve_balance,16157.080988875001,0.0,0.0
META,15556.32,15556.32,0.5477515609552901,0.4318294208358017,0.0,sleeve_balance,8520.998562719999,6717.676655936399,0.0
PANW,15040.919999999998,15040.919999999998,1.0,0.0,0.0,sleeve_balance,15040.919999999998,0.0,0.0
TSM,14983.199999999999,14983.199999999999,1.0,0.0,0.0,sleeve_balance,14983.199999999999,0.0,0.0
TSLA,12880.32,12880.32,1.0,0.0,0.0,sleeve_balance,12880.32,0.0,0.0
CEG,11545.8,11545.8,1.0,0.0,0.0,sleeve_balance,11545.8,0.0,0.0
TER,10240.96,10240.96,0.9965620827813019,0.0,0.0,sleeve_balance,10205.75242728,0.0,0.0
CRM,9934.289999999999,9934.289999999999,1.0,0.0,0.0,sleeve_balance,9934.289999999999,0.0,0.0
CLSK,-9552.0,9552.0,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
MARA,9530.039999999999,9530.039999999999,0.0,1.0,0.0,sleeve_balance,0.0,9530.039999999999,0.0
XBI,-9425.380000000001,9425.380000000001,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
XLF,-9411.69,9411.69,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
FXI,9357.28,9357.28,0.998368764019031,0.0,0.0,sleeve_balance,9342.016068179999,0.0,0.0
KLAC,9147.3,9147.3,0.9445338726041566,0.0,0.0,sleeve_balance,8639.934692872,0.0,0.0
SLV,-8923.949999999999,8923.949999999999,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
MRNA,8785.48,8785.48,1.0,0.0,0.0,sleeve_balance,8785.48,0.0,0.0
GEV,8736.0,8736.0,0.9765592124542126,0.0,0.0,sleeve_balance,8531.221280000002,0.0,0.0
IREN,8722.35,8722.35,0.9853531857285249,0.0,0.0,sleeve_balance,8594.5953595392,0.0,0.0
ASML,8703.36,8703.36,0.9706128440809066,0.0,0.0,sleeve_balance,8447.59300266,0.0,0.0
XOP,8608.32,8608.32,1.0,0.0,0.0,sleeve_balance,8608.32,0.0,0.0
BLSH,8600.86,8600.86,1.0,0.0,0.0,sleeve_balance,8600.86,0.0,0.0
SNOW,8588.91,8588.91,1.0,0.0,0.0,sleeve_balance,8588.91,0.0,0.0
CSCO,8581.679999999998,8581.679999999998,1.0,0.0,0.0,sleeve_balance,8581.679999999998,0.0,0.0
XOM,8540.0,8540.0,1.0,0.0,0.0,sleeve_balance,8540.0,0.0,0.0
CORZ,8535.91,8535.91,1.0,0.0,0.0,sleeve_balance,8535.91,0.0,0.0
UNH,8504.83,8504.83,1.0,0.0,0.0,sleeve_balance,8504.83,0.0,0.0
UEC,8492.82,8492.82,1.0,0.0,0.0,sleeve_balance,8492.82,0.0,0.0
SOFI,8489.28,8489.28,1.0,0.0,0.0,sleeve_balance,8489.28,0.0,0.0
DASH,8470.56,8470.56,0.9672749412541795,0.0,0.0,sleeve_balance,8193.360426390002,0.0,0.0
CELH,8470.38,8470.38,1.0,0.0,0.0,sleeve_balance,8470.38,0.0,0.0
XLE,8443.92,8443.92,1.0,0.0,0.0,sleeve_balance,8443.92,0.0,0.0
VRT,8411.369999999999,8411.369999999999,0.9949718225306937,0.0,0.0,sleeve_balance,8369.07613888,0.0,0.0
NU,8403.78,8403.78,0.9966161886554621,0.0,0.0,sleeve_balance,8375.343193899,0.0,0.0
RKT,8403.78,8403.78,1.0,0.0,0.0,sleeve_balance,8403.78,0.0,0.0
QCOM,8399.240000000002,8399.240000000002,0.9937054755763616,0.0,0.0,sleeve_balance,8346.37077868,0.0,0.0
UBER,8371.62,8371.62,1.0,0.0,0.0,sleeve_balance,8371.62,0.0,0.0
BABA,8358.380000000001,8358.380000000001,0.9994110437668541,0.0,0.0,sleeve_balance,8353.457279999999,0.0,0.0
KWEB,8355.14,8355.14,0.9980809779489033,0.0,0.0,sleeve_balance,8339.106302099999,0.0,0.0
CRWV,8353.800000000001,8353.800000000001,0.993927048366013,0.0,0.0,sleeve_balance,8303.06777664,0.0,0.0
INTC,8346.63,8346.63,1.0,0.0,0.0,sleeve_balance,8346.63,0.0,0.0
GDX,8340.48,8340.48,1.0,0.0,0.0,sleeve_balance,8340.48,0.0,0.0
MRVL,8332.38,8332.38,1.0,0.0,0.0,sleeve_balance,8332.38,0.0,0.0
ALAB,8318.1,8318.1,0.9756859718252966,0.0,0.0,sleeve_balance,8115.85348224,0.0,0.0
ASHR,8317.960000000001,8317.960000000001,1.0,0.0,0.0,sleeve_balance,8317.960000000001,0.0,0.0
EWJ,-8313.300000000001,8313.300000000001,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
RBLX,8307.859999999999,8307.859999999999,0.9893926870987234,0.0,0.0,sleeve_balance,8219.73592944,0.0,0.0
MU,8247.4,8247.4,0.9747437583432357,0.0,0.0,sleeve_balance,8039.101672560001,0.0,0.0
SPY,-8231.880000000001,8231.880000000001,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
COPX,8230.2,8230.2,0.9998389956015649,0.0,0.0,sleeve_balance,8228.8749016,0.0,0.0
URA,8205.34,8205.34,1.0,0.0,0.0,sleeve_balance,8205.34,0.0,0.0
F,8200.38,8200.38,0.9775860827516408,0.0,0.0,sleeve_balance,8016.5773612749,0.0,0.0
SOEZ,8199.359999999999,8199.359999999999,0.9104655965343638,0.0,0.0,sleeve_balance,7465.2351936,0.0,0.0
COST,8086.32,8086.32,1.0,0.0,0.0,sleeve_balance,8086.32,0.0,0.0
CMG,7592.88,7592.88,1.0,0.0,0.0,sleeve_balance,7592.88,0.0,0.0
NBIS,7568.7699999999995,7568.7699999999995,0.9397184169158265,0.0,0.0,sleeve_balance,7112.512562399999,0.0,0.0
MDB,7554.81,7554.81,0.998672316471228,0.0,0.0,sleeve_balance,7544.779603199999,0.0,0.0
TEM,7508.25,7508.25,1.0,0.0,0.0,sleeve_balance,7508.25,0.0,0.0
PLUG,6671.33,6671.33,0.9992487963029861,0.0,0.0,sleeve_balance,6666.31847224,0.0,0.0
HOOD,4930.25,4930.25,0.0,0.9894725608316008,0.0,sleeve_balance,0.0,4878.34709304,0.0
OPEN,4092.1,4092.1,1.0,0.0,0.0,sleeve_balance,4092.1,0.0,0.0
DKNG,3123.04,3123.04,1.0,0.0,0.0,sleeve_balance,3123.04,0.0,0.0
APP,3043.39,3043.39,0.9877591484233043,0.0,0.0,sleeve_balance,3006.13631472,0.0,0.0
CLS,1665.78,1665.78,1.0,0.0,0.0,sleeve_balance,1665.78,0.0,0.0
