symbol,underlying,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
IREN,IREN,IREN LTD,0.0,1981.5188696275507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.5188696275507
CRWV,CRWV,COREWEAVE INC-CL A,0.0,1453.2771492276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.2771492276595
MSTR,MSTR,STRATEGY INC,0.0,553.8866181745798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.8866181745798
NBIS,NBIS,NEBIUS GROUP NV,0.0,493.41971760313396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.41971760313396
WEBS,XLK,DIREXION DAILY DOW JONES INT,0.0,134.573745,0.0,0.0,0.0,0.0,1.638388242961921,0.0,0.0,136.21213324296193
CLSZ,CLSK,TRADR 2X SHRT CLSK DAILY ETF,0.0,47.434555,0.0,0.0,0.0,0.0,1.3263327373803788,0.0,0.0,48.76088773738038
XLK,XLK,SS TECHNOLOGY SELECT SECTOR,0.0,43.00958536619404,0.0,0.0,0.0,0.0,5.548906439829972,0.0,0.0,48.55849180602401
DIA,DIA,SS SPDR DOW JONES INDUS AVG,0.0,0.5733020043959284,0.0,0.0,0.0,0.0,5.79717072457036,0.0,0.0,6.370472728966288
QQQ,QQQ,INVESCO QQQ TRUST SERIES 1,0.0,1.0625072243215585,0.0,0.0,0.0,0.0,2.739099395017938,0.0,0.0,3.8016066193394966
QID,QQQ,PROSHARES ULTRASHORT QQQ,0.0,-0.385207,0.0,0.0,0.0,0.0,1.832413744556436,0.0,0.0,1.4472067445564358
SDOW,DIA,PROSHARES ULTPRO SHRT DOW30,0.0,-0.717348,0.0,0.0,0.0,0.0,1.3687807121908615,0.0,0.0,0.6514327121908615
DXD,DIA,PROSHARES ULTRASHORT DOW30,0.0,-3.582285,0.0,0.0,0.0,0.0,1.8306118926573751,0.0,0.0,-1.751673107342625
TTXD,XLK,DX D TECH TOP 5 BEAR 2X ETF,0.0,-99.038684,0.0,0.0,0.0,0.0,1.9751778653124539,0.0,0.0,-97.06350613468754
CLSK,CLSK,CLEANSPARK INC,0.0,-186.826298252664,0.0,0.0,0.0,0.0,6.545356482480133,0.0,0.0,-180.28094177018386
