etf,days_in_ledger,long_pnl_usd,short_pnl_usd,gross_trading_pnl_usd,borrow_paid_usd,borrow_underlying_usd,margin_debit_allocated_usd,short_credit_usd,net_financing_allocated_usd,txn_cost_usd,turnover_usd,rebalance_days,gross_notional_mean,gross_notional_max,net_trading_pnl_usd,flow_sleeve_alloc_max_usd,flow_sleeve_alloc_days_gt0,underlying,beta_abs,bucket_universe,incumbent_cohort,from_screener_extra,pair_weight_gtp,bucket_runtime_last
MSDD,224,233860.68739318848,-153512.07736587524,80348.61002731323,46689.29355773257,0.0,0.0,21607.250966353407,-21607.250966353407,6171.047145056735,6090995.99382782,48,959813.8500409126,2139155.1452827454,49095.520290877335,0.0,0,MSTR,1.995,bucket_4_inverse_decay,post_start,1,0.0009745818834908561,bucket_4_inverse_decay
QBTZ,142,156557.82411384583,-82703.79095935822,73854.03315448761,131251.31318210068,0.0,0.0,11563.557283260316,-11563.557283260316,5520.657106524076,4797740.424247742,31,888239.8051672855,1112224.2499904633,-51354.37985087687,0.0,0,QBTS,2.004,bucket_4_inverse_decay,post_start,1,0.0021120693512435987,bucket_4_inverse_decay
RGTX,272,683043.3679265976,-615371.9573192596,67671.41060733795,51195.92971518829,0.0,6273.738778412614,4550.425948480825,1723.3128299317884,6301.367047785922,5025855.896697044,58,475471.6797742756,1422117.328760147,8450.801014431947,0.0,0,RGTI,1.986,bucket_core_screener,post_start,1,0.0043633084698987195,bucket_core_screener
ETHT,445,9398.49573802948,57812.68735694885,67211.18309497833,23308.821760028422,0.0,12284.200860601724,8410.919006776647,3873.2818538250767,7320.123433907791,6255593.056490898,94,488968.5692675087,1484273.747909546,32708.956047217045,0.0,0,ETHA,1.999,bucket_core_screener,post_start,0,0.0016498976662160556,bucket_core_screener
BITX,579,316641.8173828125,-252204.42603588104,64437.39134693146,4890.116004771159,0.0,8866.790558860956,6216.108728463143,2650.6818303978125,3326.5113600534482,3017896.9490919113,122,249631.35355704807,922064.6486167908,53570.08215170904,0.0,0,IBIT,1.998,bucket_core_screener,post_start,0,0.00365733095785149,bucket_core_screener
ETU,381,69704.49392032623,-6727.13081741333,62977.3631029129,8581.019176451153,0.0,9409.743812485956,6467.969469459992,2941.7743430259643,5733.564743819521,4895072.056649685,81,468728.68693065643,1479367.2282485962,45721.00483961627,0.0,0,ETHA,1.995,bucket_core_screener,post_start,0,0.00197832915836527,bucket_core_screener
CONI,416,-171310.42797851562,231375.43979644775,60065.01181793213,106625.85191638733,0.0,0.0,10886.318430452833,-10886.318430452833,3593.3852460249295,3546970.4557418823,88,257347.69530229844,1071739.2051849365,-39267.9069140273,0.0,0,COIN,1.92,bucket_4_inverse_decay,post_start,1,0.0003351142661009673,bucket_4_inverse_decay
FBYY,132,-5970.941101074219,63677.19265174866,57706.25155067444,2599.547663280368,0.0,752.6914422880751,2136.1588808362058,-1383.4674385481303,594.4669700420195,591249.4033327103,29,272914.4594555913,351481.21404361725,55895.70435590018,0.0,0,META,0.53,bucket_whitelist,post_start,0,0.03159315030941149,bucket_whitelist
XBTY,243,6587.958053588867,48444.9304060936,55032.888459682465,26574.061969178998,0.0,4294.446322581076,11947.777603808669,-7653.3312812275935,3723.734086630867,3513375.321870327,52,735286.7697631518,1696724.4936408997,32388.4236851002,0.0,0,IBIT,0.524,bucket_whitelist,post_start,0,0.0028920141637293023,bucket_whitelist
AMZU,837,160999.60103607178,-108807.71520519257,52191.88583087921,9860.83727743198,0.0,8101.440906444424,5679.281744873628,2422.1591615707966,959.8837018767439,934935.1941385269,176,157448.40745770832,345718.5569000244,38949.00568999969,0.0,0,AMZN,1.995,bucket_core_screener,incumbent,0,0.00240585574327994,bucket_core_screener
ASTX,206,182055.18187332153,-130057.75361442566,51997.428258895874,16676.177166167938,0.0,5917.756978035289,4402.649389599972,1515.1075884353172,5021.467353850112,4751824.546003342,44,644461.0787286852,1190309.7799224854,28784.676150442505,0.0,0,ASTS,1.997,bucket_core_screener,post_start,0,0.006793039387831314,bucket_core_screener
NVDU,661,216950.62130355835,-169672.4229373932,47278.19836616516,6224.253989706247,0.0,5107.976688575685,3595.466734317253,1512.5099542584326,1514.5915746178955,1445224.3729877472,139,123910.73078317397,352087.29769706726,38026.842847582586,0.0,0,NVDA,1.996,bucket_core_screener,post_start,0,0.0023972029800639347,bucket_core_screener
NUGT,837,234001.12035751343,-189099.16241264343,44901.957944869995,5342.289965010079,0.0,28732.146858286284,20112.92008603945,8619.226772246833,4855.752643267058,4382675.810718536,176,558453.9071688202,1170882.0198936462,26084.688564346026,0.0,0,GDX,1.991,bucket_core_screener,incumbent,0,0.006246964327716983,bucket_core_screener
JNUG,837,229441.15862083435,-186136.82048034668,43304.33814048767,14188.419543554437,0.0,27702.54065143615,19328.64502896678,8373.895622469368,4927.380716397414,4520758.010648727,176,537967.047547362,1156618.169424057,15814.64225806645,0.0,0,GDXJ,1.997,bucket_core_screener,incumbent,0,0.006536544389558187,bucket_core_screener
MSFU,837,122010.28471374512,-78884.59665298462,43125.6880607605,5928.4174471967945,0.0,8126.156356847693,5676.715036831058,2449.4413200166355,910.7027496789783,900800.1127643585,176,157709.80697150328,331056.50341796875,33837.12654386809,0.0,0,MSFT,1.999,bucket_core_screener,incumbent,0,0.003475536172797762,bucket_core_screener
IRE,132,56995.400955200195,-16388.030692100525,40607.37026309967,17833.462590841045,0.0,2070.0780815752364,1580.4600239043548,489.61805767088157,1966.5356481118667,1829583.9639444351,29,392145.9446118456,626931.0890884399,20317.75396647588,0.0,0,IREN,1.994,bucket_core_screener,post_start,1,0.0008704681307260815,bucket_core_screener
AMDL,531,-106997.60745239258,147290.11434864998,40292.5068962574,12754.257906582716,0.0,13739.826757504183,9552.701348821789,4187.125408682393,4878.639096542843,4767171.377962828,112,429199.0485408122,1361214.0734825134,18472.484484449447,0.0,0,AMD,1.993,bucket_core_screener,post_start,0,0.002009857465146255,bucket_core_screener
IONX,287,358134.72376441956,-318761.5215396881,39373.202224731445,23165.446026915215,0.0,3699.0898184331554,2661.682958909485,1037.4068595236704,3160.550805841185,2847818.747982025,61,261646.60353200693,964517.3175525665,12009.798532451376,0.0,0,IONQ,1.985,bucket_core_screener,post_start,1,0.002540689491883232,bucket_core_screener
GDXU,837,176797.96391105652,-137613.22753715515,39184.73637390137,38358.65383783836,0.0,21707.57409801465,12415.750461989013,9291.823636025638,4171.381025753163,3763756.4508914948,176,396131.40121889516,838682.4028091431,-12637.122125715798,0.0,0,GDX,2.43,bucket_core_screener,incumbent,0,0.0027367824377233525,bucket_core_screener
RIOX,334,-31863.385744571686,69367.63231182098,37504.2465672493,29726.042072224383,0.0,3304.238251852503,2277.6588977191964,1026.5793541333062,2665.502621273441,2025624.8084807396,71,193619.42577493118,608855.6305046082,4086.1225196181667,0.0,0,RIOT,1.997,bucket_core_screener,post_start,1,0.0017774364915657268,bucket_core_screener
SMYY,147,-50124.43395805359,87137.84868431091,37013.414726257324,24780.78333054157,0.0,918.3382802249513,4019.948704583982,-3101.6104243590307,1193.0495166633239,1090008.6995306015,32,399152.14601532294,505126.1882429123,14141.192303411459,0.0,0,SMCI,0.345,bucket_whitelist,post_start,0,0.00047273689643048705,bucket_whitelist
MSTX,430,122291.37821960449,-85760.5386352539,36530.839584350586,7419.134835402726,0.0,1569.84906812334,1101.6181705913316,468.2308975320083,940.3860918763861,924787.0942230225,91,66333.33185522389,243984.32972717285,27703.087759539467,0.0,0,MSTR,1.984,bucket_core_screener,post_start,1,0.0011034196158670418,bucket_core_screener
BABX,837,62455.81718444824,-26811.688164711,35644.129019737244,7531.736744078155,0.0,25086.543884038838,17442.50247740685,7644.041406631984,4518.822031258826,4348279.186205864,176,486515.66936812294,1127895.1015338898,15949.528837768281,0.0,0,BABA,2.001,bucket_core_screener,incumbent,0,0.006566433888167579,bucket_core_screener
RKLX,287,573407.0619926453,-542811.0319838524,30596.030008792877,21934.179777177946,0.0,5295.4947481239715,3827.7547044517196,1467.7400436722519,4675.697325579328,4129323.965839863,61,375365.90106072574,1350678.3028001785,2518.4128623633487,0.0,0,RKLB,1.995,bucket_core_screener,post_start,1,0.006070243584657144,bucket_core_screener
MSTZ,401,57616.8576965332,-27773.683518886566,29843.174177646637,24482.527966256857,0.0,0.0,7272.423204363799,-7272.423204363799,2066.961873121865,2040944.8582644463,85,178300.4860477489,717208.1468315125,10566.107542631717,0.0,0,MSTR,2.005,bucket_4_inverse_decay,post_start,1,0.0015267375043884215,bucket_4_inverse_decay
BITU,522,68532.65194320679,-39602.18257808685,28930.469365119934,8864.212926767288,0.0,5180.342592653524,3607.3864344476738,1572.9561582058495,1970.455966418894,1812675.2298078537,110,165449.2566051739,573239.7969322205,16522.844313727903,0.0,0,IBIT,1.996,bucket_core_screener,post_start,0,0.0018650757355825303,bucket_core_screener
TSLT,636,78009.61810302734,-52350.78422832489,25658.833874702454,11386.16020794434,0.0,6629.899128895162,4654.096921522192,1975.8022073729692,2092.1451291050184,2059636.3376379013,134,167773.57280825294,485872.8908843994,10204.726330280128,0.0,0,TSLA,1.994,bucket_core_screener,post_start,0,0.0028990577276223404,bucket_core_screener
SMU,206,-276024.1109933853,299465.46532440186,23441.35433101654,25734.011652000303,0.0,4317.7308984132005,3142.8126566855544,1174.9182417276456,3877.002532014755,3380187.633313179,44,466603.8474650846,912390.0313682556,-7344.578094726161,0.0,0,SMR,1.996,bucket_core_screener,post_start,0,0.0020311090216364666,bucket_core_screener
TSLR,670,47238.57649230957,-25839.745321273804,21398.831171035767,24179.667157755375,0.0,10550.743757616949,7392.645782536122,3158.0979750808274,3131.2304683027974,3083979.6599731445,141,251860.85030913708,668747.1620178223,-9070.164430103232,0.0,0,TSLA,1.997,bucket_core_screener,post_start,0,0.0014769226564943848,bucket_core_screener
YINN,837,7548.052909851074,13046.424248695374,20594.477158546448,1893.7045897684518,0.0,8352.42593740695,4892.489473944501,3459.936463462449,1475.3726981608727,1305473.3492174149,176,153510.173041755,352621.3790397644,13765.463407154673,0.0,0,FXI,2.378,bucket_core_screener,incumbent,0,0.005975798588730264,bucket_core_screener
URAA,464,14978.581874847412,5123.775279998779,20102.35715484619,2300.2704055549357,0.0,3770.569286895872,2644.479719095167,1126.0895678007048,1717.3755732120426,1521488.8356323242,98,141626.40903460362,523053.58226776123,14958.621608278509,0.0,0,URA,1.965,bucket_core_screener,post_start,0,0.007522807333484627,bucket_core_screener
NEBX,162,233807.22328948975,-214571.4152584076,19235.808031082153,5701.765163439561,0.0,2635.8564218165902,2001.9024460805017,633.9539757360886,1943.904359886367,1882683.0152378082,35,391707.57424079045,642217.1032714844,10956.184532020136,0.0,0,NBIS,1.994,bucket_core_screener,post_start,0,0.0011695142370451083,bucket_core_screener
SOXS,742,0.0,18768.860675811768,18768.860675811768,325.2831114039176,0.0,0.0,378.82593898538966,-378.82593898538966,20.286776125434418,19936.477407455444,156,4295.249819724708,18118.995361328125,18802.116727267807,144.44444444444446,65,SOXX,3.0,bucket_3_inverse,incumbent,1,0.0,bucket_3_inverse
MUU,391,98001.69058990479,-79719.81863880157,18281.87195110321,5832.48149629778,0.0,5332.456799669513,3712.418122908233,1620.0386767612802,2796.184832998521,2706019.1569395065,83,257835.12536780364,837208.0867767334,8033.166945045628,0.0,0,MU,1.99,bucket_core_screener,post_start,0,0.005051200915065233,bucket_core_screener
BTCL,455,69822.43859863281,-51583.675740242004,18238.762858390808,3157.4216718659573,0.0,3092.7194298498907,2135.130105808125,957.5893240417655,1322.5854904012865,1219588.4070425034,96,119212.274141494,353653.0104675293,12801.1663720818,0.0,0,IBIT,2.0,bucket_core_screener,post_start,0,0.0032067803615198048,bucket_core_screener
NBIG,127,212672.47466278076,-194920.2421579361,17752.232504844666,5254.490792855167,0.0,1830.4011215237822,1419.982022141477,410.4190993823051,1595.8432581026125,1545545.8284368515,28,363362.7254689059,632383.4611530304,10491.479354504583,0.0,0,NBIS,1.995,bucket_core_screener,post_start,0,0.001134630032856033,bucket_core_screener
ZSL,805,0.0,17414.840070724487,17414.840070724487,4754.435967229922,0.0,0.0,563.3593891569085,-563.3593891569085,22.53888905039938,19936.489999771118,169,5788.564322726326,10780.0,13201.224603601073,144.44444444444446,66,SLV,2.025,bucket_3_inverse,incumbent,1,0.0,bucket_3_inverse
MSTU,406,58458.28999328613,-41212.34035539627,17245.949637889862,4716.9017571883205,0.0,930.7924344376281,650.8464992599327,279.94593517769545,488.4557599810539,482078.5923705101,86,42760.46571998408,155335.33010864258,11760.646185542791,0.0,0,MSTR,1.986,bucket_core_screener,post_start,1,0.0009069038662292676,bucket_core_screener
CRWG,181,186463.85340118408,-169413.4121208191,17050.44128036499,0.0,0.0,2902.936755182162,2173.1043172317823,729.8324379503798,2421.8685256807353,2338382.6439170837,39,371121.60331155977,860399.134223938,13898.740316733876,0.0,0,CRWV,2.0,bucket_core_screener,post_start,0,0.001904261126126404,bucket_core_screener
MULL,366,75399.80347442627,-58600.68242073059,16799.12105369568,5422.0531034058,0.0,2739.319866677158,1917.8341133412596,821.4857533358985,1424.9913714692802,1378294.6094207764,78,144813.12145418156,452305.63390159607,9130.5908254847,0.0,0,MU,1.991,bucket_core_screener,post_start,0,0.004516388309276134,bucket_core_screener
INTW,306,79683.553232193,-63456.60535621643,16226.947875976562,4070.09000184071,0.0,2742.3575403023146,1951.90786451011,790.4496757922047,1878.6182616422836,1647250.507472992,65,179776.09867642907,690691.3453502655,9487.789936701363,0.0,0,INTC,1.984,bucket_core_screener,post_start,0,0.005611952233043312,bucket_core_screener
DUST,796,0.0,15945.930740356445,15945.930740356445,2490.8850730345875,0.0,0.0,531.3452343473986,-531.3452343473986,21.78870437979201,19887.203651428223,167,5487.943326528348,11204.2119140625,13964.602197289463,144.44444444444446,61,GDX,2.764,bucket_3_inverse,incumbent,1,0.0,bucket_3_inverse
LABD,829,0.0,15416.558249473572,15416.558249473572,4364.40104566912,0.0,0.0,666.0337212376229,-666.0337212376229,20.72532645286851,19938.00482940674,174,6861.850494358307,23268.718872070312,11697.465598589208,144.44444444444446,169,XBI,2.998,bucket_3_inverse,incumbent,1,0.0,bucket_3_inverse
CWEB,837,-992.8652248382568,16227.462474822998,15234.597249984741,1418.4185446876756,0.0,10434.052394555938,7257.719287055935,3176.3331075000037,1892.2711914878064,1677064.4530773163,176,202391.32056565324,471951.3628578186,8747.574406309255,0.0,0,KWEB,1.999,bucket_core_screener,incumbent,0,0.006069125673054769,bucket_core_screener
TSLQ,815,0.0,15192.188551902771,15192.188551902771,835.8462470407187,0.0,0.0,511.73058281897335,-511.73058281897335,20.21665517404658,19934.461485862732,171,5062.600944101298,12896.630859375,14847.85623250698,144.44444444444446,104,TSLA,1.999,bucket_3_inverse,incumbent,1,0.0,bucket_3_inverse
TARK,837,98394.80543136597,-83771.6803855896,14623.125045776367,4641.214739251748,0.0,7981.780218620196,5600.692274655173,2381.087943965023,1266.1261339830282,1167787.4941797256,176,155271.45117464944,357945.03132247925,6334.696228576568,0.0,0,ARKK,1.994,bucket_core_screener,incumbent,0,0.004494429141499487,bucket_core_screener
IONL,277,193379.81030464172,-178874.49186325073,14505.318441390991,13915.006894603977,0.0,1872.3529441303342,1351.620317047762,520.732627082572,1477.7779195456105,1341155.3907909393,59,138585.91802456923,434878.554977417,-1408.1989998411686,0.0,0,IONQ,1.985,bucket_core_screener,post_start,1,0.0013465481099844614,bucket_core_screener
SQQQ,815,0.0,14189.545490264893,14189.545490264893,473.14527698656866,0.0,0.0,535.9356863842424,-535.9356863842424,20.067515378834255,19904.76420211792,171,5658.594014402986,14985.125427246094,14232.26838428373,144.44444444444446,114,QQQ,2.998,bucket_3_inverse,incumbent,1,0.0,bucket_3_inverse
IREX,132,25647.97492980957,-11462.234132766724,14185.740797042847,6272.345318587109,0.0,931.3033316341437,711.2908489480824,220.01248268606133,882.6972521680949,821252.587759018,29,176444.09504407825,281484.03511047363,6810.685743601582,0.0,0,IREN,1.995,bucket_core_screener,post_start,1,0.0009836479006588292,bucket_core_screener
WULX,132,110482.00030040741,-96568.93330574036,13913.066994667053,5027.7126627404705,0.0,1106.280717534206,862.1468601042752,244.13385742993066,1042.7995573394358,842459.5413103104,29,211141.82173268,344325.391412735,7598.4209171572165,0.0,0,WULF,1.994,bucket_core_screener,post_start,0,0.004994740034815002,bucket_core_screener
NBIL,142,144890.96886444092,-132254.4866247177,12636.482239723206,8098.124605279141,0.0,1866.3326975281557,1438.9535592923778,427.3791382357779,1519.4244176718316,1472997.9052877426,31,327431.97405530367,566418.987663269,2591.554078536454,0.0,0,NBIS,1.993,bucket_core_screener,post_start,0,0.0009042026023550926,bucket_core_screener
ROBN,316,82089.96015167236,-70527.20588588715,11562.754265785217,5617.653011605728,0.0,2227.1564706414038,1558.9182766481647,668.2381939932392,1657.3801878606494,1562055.7230062485,67,139574.32131091552,465674.921875,3619.4828723256,0.0,0,HOOD,2.004,bucket_core_screener,post_start,0,0.0028161012295563133,bucket_core_screener
BAIG,176,12405.425382614136,-2215.0718269348145,10190.353555679321,0.0,0.0,702.5795230313635,520.4266676023144,182.1528554290491,897.8977557547499,533263.571228981,38,92633.20617151125,216863.5838251114,9110.302944495521,0.0,0,BBAI,1.999,bucket_core_screener,post_start,1,0.0059596226849027234,bucket_core_screener
