date,bucket,bucket_universe,sizing_slice,flow_sleeve_alloc_usd,incumbent_cohort,etf,under,underlying,beta_abs,pair_weight_gtp,long_sh,short_sh,underlying_price,etf_price,long_notional_usd,short_notional_usd,gross_notional_usd,net_notional_usd,pct_book_gross,net_over_gross,borrow_rate_annual
2026-05-01,bucket_core_screener,bucket_core_screener,,0.0,post_start,CWVX,CRWV,CRWV,1.989,0.0010270124842239171,99.0,-147.0,119.54499816894531,43.150001525878906,11834.954818725586,-6343.050224304199,18178.005043029785,5491.904594421387,0.0007873345771258241,0.30211811369956765,0.096967
2026-05-01,bucket_core_screener,bucket_core_screener,,0.0,post_start,DAMD,AMD,AMD,2.008,0.0,0.0,0.0,352.2300109863281,5.820000171661377,0.0,0.0,0.0,0.0,0.0,,1.4226249999999998
2026-05-01,bucket_core_screener,bucket_core_screener,,0.0,post_start,DJTU,DJT,DJT,2.003,0.0015798153332012778,1164.0,-3439.0,9.154999732971191,1.4904999732971191,10656.419689178467,-5125.829408168793,15782.24909734726,5530.590281009674,0.0006835684328253029,0.35043106004069324,0.3721197415115926
2026-05-01,bucket_core_screener,bucket_core_screener,,0.0,post_start,DKNX,DKNG,DKNG,1.993,0.005758039651344121,469.0,-298.0,23.229999542236328,18.326000213623047,10894.869785308838,-5461.148063659668,16356.017848968506,5433.72172164917,0.0007084197834744185,0.33221544338140035,0.052956
2026-05-01,bucket_core_screener,bucket_core_screener,,0.0,post_start,DLLL,DELL,DELL,1.987,0.006746618429147906,50.0,-92.0,208.5399932861328,55.834999084472656,10426.99966430664,-5136.819915771484,15563.819580078125,5290.179748535156,0.0006741077075584875,0.3399024077165897,0.035366
2026-05-01,bucket_core_screener,bucket_core_screener,,0.0,post_start,DNNG,DNN,DNN,1.979,0.004156957675401249,2852.0,-445.0,3.740000009536743,12.350000381469727,10666.480027198792,-5495.750169754028,16162.23019695282,5170.729857444763,0.0007000263586353998,0.3199267548125653,0.101669
2026-05-01,bucket_core_screener,bucket_core_screener,,0.0,post_start,DOGD,DDOG,DDOG,1.905,0.009792117338754123,0.0,0.0,138.1699981689453,13.859999656677246,0.0,0.0,0.0,0.0,0.0,,0.0
2026-05-01,bucket_whitelist,bucket_whitelist,,0.0,post_start,DRAY,DKNG,DKNG,0.803,0.0016525464416590524,0.0,0.0,23.229999542236328,17.399999618530273,0.0,0.0,0.0,0.0,0.0,,0.0
2026-05-01,bucket_core_screener,bucket_core_screener,,0.0,incumbent,DRIP,XOP,XOP,1.998,0.0,0.0,0.0,175.02499389648438,4.351399898529053,0.0,0.0,0.0,0.0,0.0,,0.0945889999999999
2026-05-01,bucket_core_screener,bucket_core_screener,,0.0,incumbent,DUG,XLE,XLE,1.977,0.0,0.0,0.0,58.88999938964844,17.989999771118164,0.0,0.0,0.0,0.0,0.0,,0.195936
