symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,19120.7388711846,19120.7388711846,1
DUST,flow_program,15332.6827008,15332.6827008,1
ZSL,flow_program,13551.385535999998,13551.385535999998,1
SDS,flow_program,11103.514307219999,11103.514307219999,1
FAZ,flow_program,9495.6468056,9495.6468056,1
TSLQ,flow_program,9026.6785741,9026.6785741,1
SQQQ,flow_program,8510.4111456,8510.4111456,1
LABD,flow_program,6569.874748499999,6569.874748499999,1
NVDQ,flow_program,6511.264982040001,6511.264982040001,1
EWV,flow_program,3266.4106782,3266.4106782,1
SOXS,flow_program,1491.60575784,1491.60575784,1
TSYY,flow_program,-66.94211238,66.94211238,1
NVYY,flow_program,-97.20755167200001,97.20755167200001,1
TQQY,flow_program,-466.6692060135,466.6692060135,1
