symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17567.4408869353,17567.4408869353,1
DUST,flow_program,10104.670871999999,10104.670871999999,1
SDS,flow_program,9470.98863975,9470.98863975,1
FAZ,flow_program,9262.6685114,9262.6685114,1
ZSL,flow_program,9198.944001,9198.944001,1
TSLQ,flow_program,9080.4291138,9080.4291138,1
SQQQ,flow_program,9041.05290564,9041.05290564,1
LABD,flow_program,7716.0643,7716.0643,1
NVDQ,flow_program,6760.940449639999,6760.940449639999,1
SOXS,flow_program,5256.64057644,5256.64057644,1
EWV,flow_program,1639.3706368800001,1639.3706368800001,1
TSYY,flow_program,-53.098518330000005,53.098518330000005,1
NVYY,flow_program,-64.74596058,64.74596058,1
TQQY,flow_program,-289.59199812900005,289.59199812900005,1
