underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
MSTR,crypto-equity,override,1.0,letf,3.0464572926156737,computed,8474.079595300002,36619.760404700006
NFLX,mega-cap-tech,override,1.0,letf,0.3217623315790996,computed,3460.401079739997,57420.45892026
MARA,crypto-equity,override,1.0,letf,3.148174695598902,computed,2875.706323488801,21919.4536765112
ORLY,consumer,vendor,0.75,letf,0.07107633604075027,computed,2320.75,2320.75
VALE,metals,vendor,0.75,letf,1.1210615695532224,computed,2233.8511457472,3931.8688542528
META,mega-cap-tech,override,1.0,letf,1.4465829767171845,computed,1328.490896969999,29533.36910303
ASTS,space,override,1.0,letf,3.228723229175,computed,909.55486656,19016.44513344
GDX,metals,override,1.0,letf,1.7025260061014063,computed,718.1037500199964,39330.41624998
XOP,energy,override,1.0,letf,-0.12944831376711213,computed,573.4514379600005,21337.50856204
HIMS,healthcare,override,1.0,letf,2.6063267784483917,computed,470.94644360000007,1203.5935564
RCAT,drones,override,1.0,letf,3.4425252927923906,computed,470.8566889932008,17741.5133110068
TSM,semis,override,1.0,letf,2.105903438152244,computed,432.4529282599988,32529.14707174
NBIS,software,override,1.0,letf,3.1657766037233936,computed,328.23923009999635,44554.8807699
COPX,metals,override,1.0,letf,2.250203779408512,computed,280.8580201799996,17141.64197982
XOM,energy,vendor,0.75,letf,-0.3854947411951652,computed,268.96788019999985,17747.9921198
LLY,healthcare,override,1.0,letf,0.45616521652183495,computed,235.4347180567997,3444.1652819432
RTX,industrials,vendor,0.75,letf,0.4729167547955343,computed,224.48053925,4082.89946075
MRNA,healthcare,override,1.0,letf,1.6404492750442818,computed,196.1446764760003,17381.835323524
NU,fintech,override,1.0,letf,1.3188592137241022,computed,194.09872569599972,16748.101274304
FIG,software,override,1.0,letf,1.2418918468294895,computed,170.05517861840053,11159.9048213816
KTOS,drones,override,1.0,letf,2.1583771917077894,computed,152.22678823999968,3618.59321176
CEG,nuclear,override,1.0,letf,1.4093676811675167,computed,134.47068264000154,20569.84931736
LCID,consumer,override,1.0,letf,2.2317315045524064,computed,111.9660899999999,1278.53391
NOW,software,override,1.0,letf,0.7493036941658241,computed,104.87706479999996,3883.9229352
IWM,broad,override,1.0,letf,1.2688340858748755,computed,104.44788588000006,2669.05211412
DKNG,software,override,1.0,letf,0.7963342571321939,computed,103.00370340799998,1865.536296592
SOEZ,broad,override,1.0,letf,2.631536513449184,computed,68.76565368999945,17299.39434631
MU,semis,override,1.0,letf,3.1302690070030694,computed,58.95980000000054,20568.3602
LEU,nuclear,override,1.0,letf,3.245878264789174,computed,35.934623200000715,21122.7253768
