symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,18099.881220720003,18099.881220720003,1
DUST,flow_program,16049.852467199999,16049.852467199999,1
ZSL,flow_program,14972.398880399998,14972.398880399998,1
SDS,flow_program,10794.927502319999,10794.927502319999,1
FAZ,flow_program,9598.753622,9598.753622,1
SQQQ,flow_program,8006.833850399999,8006.833850399999,1
TSLQ,flow_program,7582.7600431,7582.7600431,1
NVDQ,flow_program,6848.805474420001,6848.805474420001,1
LABD,flow_program,5227.4235615,5227.4235615,1
EWV,flow_program,3196.054454796,3196.054454796,1
SOXS,flow_program,1373.45876712,1373.45876712,1
TSYY,flow_program,-67.46396513999998,67.46396513999998,1
NVYY,flow_program,-94.67087973,94.67087973,1
TQQY,flow_program,-467.60110442640007,467.60110442640007,1
