symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed
HMYY,-280854.2497428649,-37350.082200000004,243504.16754286492,243504.16754286492,280854.2497428649,37350.082200000004,-243504.16754286492,True
COYY,0.0,-202564.80959999998,-202564.80959999998,202564.80959999998,0.0,202564.80959999998,202564.80959999998,False
MUYY,0.0,-167975.4673,-167975.4673,167975.4673,0.0,167975.4673,167975.4673,False
SMYY,-263078.2160110504,-116486.4726,146591.7434110504,146591.7434110504,263078.2160110504,116486.4726,-146591.7434110504,True
MAAY,-236437.2094754575,-113365.14749999999,123072.0619754575,123072.0619754575,236437.2094754575,113365.14749999999,-123072.0619754575,True
RTYY,0.0,-122461.1668,-122461.1668,122461.1668,0.0,122461.1668,122461.1668,False
IOYY,-247968.65376719303,-126854.17499999999,121114.47876719304,121114.47876719304,247968.65376719303,126854.17499999999,-121114.47876719304,True
AMYY,0.0,-106310.3022,-106310.3022,106310.3022,0.0,106310.3022,106310.3022,False
HOYY,0.0,-79413.12090000001,-79413.12090000001,79413.12090000001,0.0,79413.12090000001,79413.12090000001,False
QBY,0.0,-69921.0487,-69921.0487,69921.0487,0.0,69921.0487,69921.0487,False
TMYY,0.0,-61432.572400000005,-61432.572400000005,61432.572400000005,0.0,61432.572400000005,61432.572400000005,False
MTYY,-205317.8072787127,-148537.32,56780.48727871268,56780.48727871268,205317.8072787127,148537.32,-56780.48727871268,True
POEL,-42536.46222846536,0.0,42536.46222846536,42536.46222846536,42536.46222846536,0.0,-42536.46222846536,True
LITX,-8722.705719025545,-44500.7,-35777.99428097445,35777.99428097445,8722.705719025545,44500.7,35777.99428097445,False
FBYY,-92080.98261142966,-57779.2,34301.78261142966,34301.78261142966,92080.98261142966,57779.2,-34301.78261142966,True
XBTY,-106897.26433771488,-140750.61,-33853.34566228511,33853.34566228511,106897.26433771488,140750.61,33853.34566228511,False
ASTX,-18957.69400695437,-49244.72,-30287.02599304563,30287.02599304563,18957.69400695437,49244.72,30287.02599304563,False
CRY,0.0,-27679.606499999998,-27679.606499999998,27679.606499999998,0.0,27679.606499999998,27679.606499999998,False
CWY,0.0,-27634.499999999996,-27634.499999999996,27634.499999999996,0.0,27634.499999999996,27634.499999999996,False
NBIG,-5533.169172098167,-29748.780000000002,-24215.610827901837,24215.610827901837,5533.169172098167,29748.780000000002,24215.610827901837,False
BBYY,-65823.35854810405,-45261.4078,20561.95074810405,20561.95074810405,65823.35854810405,45261.4078,-20561.95074810405,True
