bucket,etf,underlying,w_book,frac_sleeve
core_leveraged,TXXS,TSUI,0.19999999998205337,0.29629629626970866
whitelist_stock,FBYY,META,0.13346473193201758,0.6673236596600878
inverse_decay_bucket4,SMZ,SMR,0.10026206073993243,0.8020964859194595
whitelist_stock,XBTY,IBIT,0.06302611222286045,0.31513056111430215
core_leveraged,FBL,META,0.048434059126218,0.07175416166847111
core_leveraged,METU,META,0.04039575046155031,0.05984555623933379
core_leveraged,SNXX,SNDK,0.03797487092986442,0.05625906804424358
core_leveraged,BABU,BABA,0.030726546984879612,0.045520810347969794
core_leveraged,CRMU,CRML,0.025007473264421883,0.037048108539884265
core_leveraged,RCAX,RCAT,0.023696893726057714,0.0351065092237892
inverse_decay_bucket4,CLSZ,CLSK,0.01892881063172302,0.15143048505378415
core_leveraged,LITX,LITE,0.017867977115681284,0.026471077208416717
core_leveraged,SOFA,SOFI,0.015243065759371024,0.02258231964351263
core_leveraged,OPEG,OPEN,0.015034137635623576,0.02227279649722011
core_leveraged,SPXL,SPY,0.014537245990720456,0.021536660726993267
core_leveraged,ASMU,ASML,0.014197005607567969,0.021032600900100694
core_leveraged,URAA,URA,0.013966406965085413,0.02069097328160802
core_leveraged,BITX,IBIT,0.012291157798057692,0.01820912266378917
core_leveraged,ZETX,ZETA,0.012190283100185233,0.018059678666941085
core_leveraged,SMU,SMR,0.010659047760467959,0.01579118186735994
core_leveraged,BTCL,IBIT,0.010552138531810884,0.015632797824905013
core_leveraged,BITU,IBIT,0.00977147006093955,0.014476251942132664
core_leveraged,WDCX,WDC,0.007242278752379843,0.010729301855377545
core_leveraged,NVTX,NVTS,0.007057011297655691,0.010454831552082504
core_leveraged,MRNX,MRNA,0.006474868966207168,0.009592398468455063
core_leveraged,MEXX,EWW,0.0063947950090541055,0.00947377038378386
core_leveraged,LACG,LAC,0.003779366701849619,0.005599061780517954
core_leveraged,CLSX,CLSK,0.003070686740284988,0.004549165541162944
core_leveraged,LEUX,LEU,0.002608892066649498,0.0038650252839251818
core_leveraged,CWEB,KWEB,0.0023426985869562135,0.0034706645732684644
core_leveraged,ASTX,ASTS,0.002300286523924836,0.0034078318872960535
core_leveraged,FGRU,FIGR,0.001637931967849178,0.0024265658782950785
whitelist_stock,SMYY,SMCI,0.0010195292764238661,0.00509764638211933
core_leveraged,ONDL,ONDS,0.0009992061224786894,0.0014803053666350952
core_leveraged,RDWU,RDW,0.0008193881029173768,0.0012139083006183359
core_leveraged,OKLL,OKLO,0.000691918562863472,0.001025064537575514
core_leveraged,ONDG,ONDS,0.0006865442131895731,0.0010171025380586267
core_leveraged,UECG,UEC,0.0004149789092163331,0.0006147835692093824
core_leveraged,YINN,FXI,0.0004149435030546155,0.0006147311156364674
