symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,5112.626184,0.0,0.0,0.0,-153.4,26.7799771509872,0.0,0.0,4986.006161150987
SOXS,DIREX DAI SEMI BE 3X ETF-USD,0.0,2388.427821,0.0,0.0,-25.53,-54.87,3.5864354887718886,0.0,0.0,2311.614256488772
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1350.728082,0.0,0.0,-29.37,-22.96,9.622322330731508,0.0,0.0,1308.0204043307317
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1259.983862,0.0,0.0,0.0,-116.46,11.850535348125858,0.0,0.0,1155.374397348126
LABD,DIRE DLY SP BT BE 3X ETF-USD,0.0,992.152916,0.0,0.0,-15.54,-76.29,9.923839653788932,0.0,0.0,910.246755653789
SDS,PROSHARES ULTRASHORT S&P500,0.0,717.169892,0.0,0.0,-26.99,-48.75,17.677319926545156,0.0,0.0,659.1072119265451
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,245.240642,0.0,0.0,0.0,-50.1,16.51832502637781,0.0,0.0,211.6589670263778
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
FAZ,DIREX DLY FIN BEA 3X ETF-USD,0.0,125.815122,0.0,0.0,-26.13,-61.15,12.634932664059743,0.0,0.0,51.17005466405975
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,-16.651614,0.0,0.0,-122.64,-20.490000000000002,1.8625478838564604,0.0,0.0,1.9654488338564733
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,11.161186,0.0,0.0,-10.08,-0.65,0.45830633104728147,0.0,0.0,0.8894923310472821
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,6.195803,0.0,0.0,-156.44,-7.29,0.5306704885810628,0.0,0.0,-52.579664251418926
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,94.887873,0.0,0.0,-1.46,-8.98,3.705459452048806,0.0,0.0,-291.5258967679512
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1041.837632,0.0,0.0,0.0,-381.62,17.82397041454721,0.0,0.0,-1405.633661585453
DUST,DIR DLY GOL MN IDX BR 2X ETF,-3.4059583,-1433.589378,0.0,0.0,-90.65,-160.74,21.200662915467284,0.0,0.0,-1667.1846733845327
