date,book_equity_start,book_equity,daily_price_pnl,daily_borrow_cost,daily_short_credit,daily_margin_cost,daily_txn_cost,daily_net_pnl,pnl_recon_residual,long_notional,short_notional,gross_notional,net_notional,pair_gross_notional,raw_plan_stock_gross_usd,blended_stock_structural_gross_usd,target_blend_alpha,confirmed_desired_gross_usd,turnover_reference_gross_usd,deployed_desired_gross_ratio,underlying_internalized_usd,gross_leverage,net_exposure_pct,turnover_usd,n_positions,largest_pair_gross_share,top5_gross_share,gross_hhi,n_stale_etf,n_stale_underlying,is_rebalance,active_plan_date,drawdown,core_leveraged,core_leveraged__price_pnl,core_leveraged__borrow_cost,core_leveraged__short_credit,core_leveraged__margin_cost,core_leveraged__txn_cost,core_leveraged__net_cap,core_leveraged__gross_cap,yieldboost,yieldboost__price_pnl,yieldboost__borrow_cost,yieldboost__short_credit,yieldboost__margin_cost,yieldboost__txn_cost,yieldboost__net_cap,yieldboost__gross_cap,inverse_decay_bucket4,inverse_decay_bucket4__price_pnl,inverse_decay_bucket4__borrow_cost,inverse_decay_bucket4__short_credit,inverse_decay_bucket4__margin_cost,inverse_decay_bucket4__txn_cost,inverse_decay_bucket4__net_cap,inverse_decay_bucket4__gross_cap,volatility_etp_bucket5,volatility_etp_bucket5__price_pnl,volatility_etp_bucket5__borrow_cost,volatility_etp_bucket5__short_credit,volatility_etp_bucket5__margin_cost,volatility_etp_bucket5__txn_cost,volatility_etp_bucket5__net_cap,volatility_etp_bucket5__gross_cap,core_leveraged_cum_pnl,yieldboost_cum_pnl,inverse_decay_bucket4_cum_pnl,volatility_etp_bucket5_cum_pnl
2026-02-27,1050000.0,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0,,,,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,1050000.0,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2141999.9999999995,0.0,0.25,115500.0,115500.0,0.0,0.0,0.0,0.0,0.0,0,,,,0,0,1,2026-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,1050000.0,1049817.341051604,0.0,0.0,0.0,0.0,182.65894839614765,-182.65894839609973,4.7919002099661157e-11,51975.389712060714,26359.273714522213,78334.66342658293,25616.1159975385,78334.66342658292,2107102.0763294455,395235.84290197573,0.25,510735.8429019758,510735.8429019758,0.15337608377256085,0.0,0.07461742187275643,0.02440054569100449,78334.66342658292,21,0.12100894053144262,0.5967180761706821,0.09304418285434107,0,0,1,2026-03-02,-0.00017396090323440472,-182.65894839614765,0.0,0.0,0.0,0.0,182.65894839614765,25616.115997538513,78334.66342658295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182.65894839614765,0.0,0.0,0.0
2026-03-04,1049817.341051604,1049753.8837688612,91.99541819329463,17.99780584098867,2.9651459385347314,0.0,140.4200410335036,-63.457282742718235,-5.53370682609966e-11,95427.67141024816,47201.77898105631,142629.45039130448,48225.89242919185,142629.45039130448,2141784.379772185,395235.8429019758,0.25,510724.2163210642,510724.2163210642,0.27926901805972165,0.0,0.1358694191053921,0.04594018957667454,60739.62645596725,22,0.12696342140763778,0.597184307288738,0.0925216652056048,0,0,1,2026-03-03,-0.00023439641060840621,-63.4572827426629,91.99541819329463,17.99780584098867,2.9651459385347314,0.0,140.4200410335036,48225.89242919186,142629.4503913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.11623113881055,0.0,0.0,0.0
2026-03-05,1049753.8837688612,1049489.4271908356,-135.35399765405396,25.841349571717913,4.579478407819269,0.0,107.84070920747916,-264.45657802559435,-1.6262902136077173e-10,122394.00469604555,58924.63959542959,181318.64429147512,63469.36510061596,181318.64429147515,2085709.3950970564,395235.8429019758,0.25,510691.5423709805,510691.5423709805,0.3550453243256578,7.275957614183426e-12,0.17276843348180274,0.06047642163533193,46459.041290730136,22,0.12209231886336634,0.5986842266662888,0.09288859989222549,0,0,1,2026-03-04,-0.00048625981825178854,-264.4565780254317,-135.35399765405396,25.841349571717913,4.579478407819269,0.0,107.84070920747916,63469.36510061595,181318.64429147507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-510.57280916424224,0.0,0.0,0.0
2026-03-06,1049489.4271908356,1048958.5967994286,-289.06952674007704,32.313396657612614,5.575719979041731,0.0,215.02318798833542,-530.8303914070129,-2.9672264645341784e-11,160301.52437740733,97260.18194561369,257561.70632302103,63041.342431793644,264622.9506086447,2079063.9780955873,818918.3750155591,0.25,934327.4732141751,934327.4732141751,0.2832229150859887,3530.6221428118733,0.24554039321369842,0.060098980669155797,95797.43437924134,35,0.1234818598433678,0.46871279953960443,0.062161735295522526,0,0,1,2026-03-05,-0.0009918125719727833,-480.67987785155987,-289.06952674007704,32.313396657612614,5.575719979041731,0.0,164.87267443291196,86123.16207151677,241541.13096892156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.1505135554234,0.0,0.0,0.0,0.0,50.1505135554234,-23081.819639723173,23081.819639723173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-991.2526870158022,0.0,-50.1505135554234,0.0
2026-03-09,1048958.5967994286,1050350.7999188863,1678.422762642526,53.70624147198072,10.796500895352178,0.0,243.30990260814426,1392.2031194576994,-5.3887561080046e-11,238786.85863102588,135829.4735043384,374616.3321353643,102957.38512668747,387543.5375939754,2082691.7803840241,818918.3750155591,0.25,934483.7270959236,934483.7270959236,0.41471405692460445,6463.602729305625,0.35665830136397686,0.09802190385787148,110776.22742138119,85,0.1122846768480219,0.3824567659571608,0.042948140129730944,0,0,1,2026-03-06,0.0,513.7992005823971,800.9977465347453,52.73624434111388,8.847600996910055,0.0,243.30990260814426,125161.7797503028,365339.1429703601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.4039188753565,877.4250161077812,0.96999713086684,1.9488998984421262,0.0,0.0,-22204.394623615393,22204.394623615393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-477.45348643340503,0.0,828.2534053199331,0.0
2026-03-10,1050350.7999188863,1050353.3256426665,247.58468509756412,78.31325291376858,14.82548188989387,0.0,181.57119029333901,2.5257237802725285,-7.785239120039478e-11,298280.12662860873,163549.583669638,461829.7102982467,134730.54295897073,479033.46463237825,,,0.25,934483.7270959236,934483.7270959236,0.5126183054263138,8601.877167065628,0.43968986342350347,0.12827163933292146,82789.68584653319,130,0.1054363861027449,0.3587515870190441,0.03746161471443246,0,0,1,2026-03-06,0.0,-86.52866719951435,159.20552399776105,77.34181942655222,13.178818522615845,0.0,181.57119029333901,156846.55842148646,456917.4491698629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.05439097986475,88.3791610998031,0.9714334872163671,1.646663367278025,0.0,0.0,-22116.015462515592,22116.015462515592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-563.9821536329193,0.0,917.3077962997978,0.0
2026-03-11,1050353.3256426665,1050700.225239463,547.7722224864401,94.82063606898164,17.48204146338225,0.0,123.53403108452692,346.89959679637104,5.724132279283367e-11,337743.06061834865,181660.5645170584,519403.6251354071,156082.49610129025,540626.476752122,2061179.6650814863,818918.3750155594,0.25,934508.9885353195,934508.9885353195,0.5785139398171656,10611.425808357395,0.494340452831854,0.14855093046707762,56386.592956833694,131,0.1073332665447841,0.33556475538430475,0.03457388850735238,0,0,1,2026-03-10,0.0,28.373580932535145,229.68912635849435,93.89803760182136,16.11652326038907,0.0,123.53403108452692,177880.42846767796,518828.5443857346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.5260158637791,318.08309612794625,0.9225984671602873,1.3655182029931714,0.0,0.0,-21797.932366387642,21797.932366387642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-535.6085727003842,0.0,1235.833812163577,0.0
2026-03-12,1050700.225239463,1049930.63360885,-588.4871813154946,93.8285946080002,18.465881173434195,0.0,105.741735862761,-769.5916306129657,-1.440412233932875e-10,360009.3582611648,189577.26774052408,549586.6260016889,170432.09052064072,572661.0601258972,2035232.3427017669,818918.3750155593,0.25,934422.3763034777,934422.3763034777,0.6128503283400726,11537.21706210394,0.5234504151123155,0.16232700053224178,47940.29674767937,131,0.1038237481723249,0.32331624433277184,0.03290049661197899,0,0,1,2026-03-11,-0.0007324559490197169,-511.55457849482764,-330.18561609662606,92.84950073622433,17.222274200783765,0.0,105.741735862761,192488.32445224735,550604.8261942912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-258.03705211799456,-258.3015652188691,0.9790938717758714,1.243606972650434,0.0,0.0,-22056.23393160651,22056.23393160651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1047.1631511952119,0.0,977.7967600455825,0.0
