date,plan_date,n_pairs,turnover_step,turnover_usd,txn_cost_usd,target_planned_gross_usd,target_tradeable_gross_usd,raw_plan_stock_gross_usd,blended_stock_structural_gross_usd,target_blend_alpha,deployed_gross_usd,confirmed_desired_gross_usd,turnover_reference_gross_usd,deployed_desired_gross_ratio,untradeable_plan_gross_usd,blocked_pairs,n_added,n_exited,n_resize_candidates,n_resized,turnover_budget_usd,turnover_used_usd,n_deferred_pace,turnover_pace_mode,target_confirmed_today,persistent_target_pairs,n_hedge_repairs,hedge_repair_turnover_usd,hedge_reserve_usd,reserve_committed_usd,unused_reserve_to_tracking_usd,tracking_budget_usd,max_request_age,equity
2026-04-13,2026-04-11,217,0.08451682515030219,88887.38173075118,193.9275642661386,2265631.2987583675,2208015.707898066,2092099.6879615914,1708038.7896266119,0.25,1659754.0640584365,1823954.8095630866,1823954.8095630866,0.909975431055782,57615.59086030163,0,1,2,186,115,218874.57714757038,88887.38173075118,0,hedge_safe_v1,True,217,68,18998.190715785997,43774.915429514076,25642.588977239167,18132.32645227491,193231.98817033123,6,1053588.0718582305
2026-04-14,2026-04-11,217,0.11954744200591687,125953.75891859758,273.2327395428342,1823954.8095630866,1823954.8095630866,,,0.25,1693821.1120001855,1823954.8095630866,1823954.8095630866,0.9286530034183942,0.0,0,0,0,185,131,218874.57714757038,125953.75891859758,0,hedge_safe_v1,False,217,77,30387.952925151898,43774.915429514076,43774.915429514076,0.0,175099.6617180563,6,1053237.8052053025
2026-04-15,2026-04-14,217,0.0789230740794429,83124.76532348795,185.4855740117946,2265101.221015359,2187706.0192089616,2071817.1195291062,1708038.7896266116,0.25,1765857.6205736026,1823927.6893064678,1823927.6893064678,0.968162077327229,77395.20180639718,0,0,0,180,113,218871.32271677614,83124.76532348795,0,hedge_safe_v1,False,217,74,31897.843573222803,43774.26454335523,43774.26454335523,0.0,175097.0581734209,6,1053349.966061039
2026-04-16,2026-04-15,217,0.07731028814278107,81434.78939136758,180.39931828891062,2264833.5628134245,2172051.652817447,2056176.4472781557,1708038.7896266119,0.25,1747996.958514145,1823913.9951659034,1823913.9951659034,0.9583768550200455,92781.9099959773,0,1,0,186,98,218869.67941990838,81434.78939136758,0,hedge_safe_v1,False,218,56,15492.027950433738,43773.93588398168,21163.229571661403,22610.706312320275,197706.449848247,6,1053230.5601298155
2026-04-17,2026-04-16,224,0.08633161290172325,90927.09301339238,202.6722101316966,2269618.720360185,2194746.256817342,2078626.2292640302,1810215.2301363528,0.25,1799209.918898547,1926335.2576896644,1926335.2576896644,0.9340066386244811,74872.46354284324,0,7,0,192,141,231160.2309227597,90927.09301339238,0,hedge_safe_v1,True,224,74,19178.994909674126,46232.046184551946,22138.319790299847,24093.7263942521,209021.91113245988,6,1055433.9419108843
2026-04-20,2026-04-18,229,0.10125232184991421,106865.13717768452,236.070989078267,4212314.603873106,4115206.3207960725,3999077.346754458,1810215.2301363526,0.25,1786801.8402787526,1926344.2041779673,1926344.2041779673,0.9275610435577571,97108.28307703324,1,6,2,195,123,231161.30450135606,106865.13717768452,0,hedge_safe_v1,True,228,65,10822.76185700169,46232.26090027121,9197.124451746278,37035.136448524936,221964.18004960977,6,1055481.8748437802
2026-04-21,2026-04-20,229,0.04613294466332554,48692.486925311205,109.08353630952251,4211456.225069819,4117973.1797063584,4001867.870243281,1810215.2301363524,0.25,1726802.968166885,1926320.5395994303,1926320.5395994303,0.8964255598530688,93483.04536346067,0,5,0,194,104,231158.46475193163,48692.486925311205,0,hedge_safe_v1,False,234,62,14273.703967745463,46231.69295038633,16010.84131570378,30220.85163468255,215147.62343622785,6,1055393.729764397
2026-04-22,2026-04-21,229,0.04267360935398549,45037.45973861161,98.41248183678438,4216107.927491695,4079132.560138107,3962899.0082523716,1810215.2301363526,0.25,1818519.0787901222,1926448.7820220885,1926448.7820220885,0.94397478705939,136975.36735358788,26,7,1,196,100,231173.85384265063,45037.45973861161,0,hedge_safe_v1,False,235,58,20393.931490049003,46234.77076853013,22129.838504436906,24104.932264093222,209044.0153382137,6,1056570.2410248537
2026-04-23,2026-04-22,229,0.0636701715280935,67272.00847753152,150.3029059111915,2295337.0189418225,2129814.7973314985,2012378.9498507539,1810215.2301363526,0.25,1762785.224421436,1927651.077617097,1927651.077617097,0.9144731870253909,165522.221610324,0,2,5,187,92,231318.12931405162,67272.00847753152,0,hedge_safe_v1,False,226,60,16579.45538359223,46263.625862810324,18505.923828688476,27757.70203412185,212812.20548536314,6,1067448.3105554015
2026-04-24,2026-04-23,256,0.06223975424254254,66437.72051558542,145.51729057748324,4110292.5829473874,3955700.5372814992,3955700.5372814992,1886093.7444845457,0.25,1777571.3152209264,1886093.7444845457,1886093.7444845457,0.9424618052093282,154592.04566588812,2,29,9,200,139,226331.24933814548,66437.72051558542,0,hedge_safe_v1,True,249,66,18084.42073279084,45266.2498676291,20192.697007363928,25073.552860265172,206138.55233078156,6,1059208.2412010173
2026-04-27,2026-04-26,262,0.06406843833258721,67861.81788275554,148.87518565055404,4237470.486769604,4210462.414317585,4083338.299714497,1886093.7444845457,0.25,1798242.247677535,2013217.859087634,2013217.859087634,0.8932179096069001,27008.07245201897,1,8,4,223,144,241586.14309051607,67861.81788275554,0,hedge_safe_v1,True,260,61,9584.881442545944,48317.22861810322,10401.905973649256,37915.32264445396,231184.2371168668,7,1059218.7465067506
2026-04-28,2026-04-27,263,0.040911339692142744,43334.05794662331,95.20660446763075,4237410.119685498,4211521.6609553695,4084399.3573648045,1886093.7444845457,0.25,1761618.3803277665,2013216.0480751107,2013216.0480751107,0.8750269907753302,25888.458730128594,38,1,5,231,128,241585.92576901327,43334.05794662331,0,hedge_safe_v1,False,258,74,16344.994417579413,48317.18515380265,15767.547919239118,32549.637234563535,225818.37784977414,7,1059257.3233169066
2026-04-29,2026-04-28,263,0.04200581789122757,44494.97022319914,99.57891239963708,4130355.075546938,4050637.4748788457,4050637.4748788457,1886093.7444845457,0.25,1762303.980338702,1886093.7444845457,1886093.7444845457,0.9343671201350204,79717.60066809226,1,0,14,228,149,226331.24933814548,44494.97022319914,0,hedge_safe_v1,False,249,74,22330.118118045866,45266.2498676291,26453.539224864468,18812.710642764632,199877.710113281,8,1064424.925094543
2026-04-30,2026-04-29,263,0.05168712021191,55017.059059914944,119.70241278883334,4082354.054690742,4000991.752032229,4000991.752032229,1886093.744484546,0.25,1836412.5580922454,1886093.744484546,1886093.744484546,0.973659216813808,81362.30265851272,2,0,14,229,133,226331.2493381455,55017.059059914944,0,hedge_safe_v1,False,249,66,21274.82328619716,45266.24986762911,35033.22809134742,10233.02177628169,191298.0212467981,9,1052033.4044662684
2026-05-01,2026-04-30,275,0.16299117261923585,171472.1582285639,390.50033381348965,4117791.22943205,4066353.669872788,4066353.669872788,2415125.322308527,0.25,1976631.0295380303,2415125.322308527,2415125.322308527,0.8184382861128894,51437.55955926236,23,15,14,229,160,289815.0386770232,171472.1582285639,0,hedge_safe_v1,True,264,55,13202.212483798003,57963.007735404644,18568.454678783528,39394.55305662112,271246.58399823966,1,1060895.8990043437
2026-05-04,2026-05-03,277,0.15638040856742996,165903.3341338102,373.1315135589066,4119358.6099919835,4119358.6099919835,4119358.6099919835,2415125.3223085264,0.25,2092115.1179597238,2415125.3223085264,2415125.3223085264,0.8662553030415625,0.0,1,2,13,240,172,289815.03867702314,165903.3341338102,0,hedge_safe_v1,True,264,70,28068.23452087891,57963.00773540463,28307.011576067674,29655.996159336955,261508.02710095546,2,1061317.231886437
2026-05-05,2026-05-04,277,0.17329778734782766,183923.92796004086,402.4743499167628,4119748.822346609,4119748.8223466096,4119748.8223466096,2415125.3223085264,0.25,2164373.0348869585,2415125.3223085264,2415125.3223085264,0.8961742129464805,0.0,3,0,13,240,177,289815.03867702314,183923.92796004086,0,hedge_safe_v1,False,264,85,50345.29321905532,57963.00773540463,24628.30541941961,33334.70231598502,265186.73325760354,3,1061388.4592445702
2026-05-06,2026-05-05,277,0.17279454398682614,183402.13480804552,400.8928106620312,4122936.851619792,4122936.851619793,4122936.851619793,2415125.3223085264,0.25,2283211.0962496977,2415125.3223085264,2415125.3223085264,0.9453799664802749,0.0,2,0,13,244,181,289815.03867702314,183402.13480804552,0,hedge_safe_v1,False,264,90,40632.23270965611,57963.00773540463,52740.27392438997,5222.733811014659,237074.76475263317,4,1062211.6978129956
2026-05-07,2026-05-06,277,0.07134945852387661,75788.2294766849,170.76900565725845,4115747.435476614,4115747.4354766137,4115747.4354766137,2415125.322308527,0.25,2203011.1240395317,2415125.322308527,2415125.322308527,0.9121725914967248,4.656612873077393e-10,1,0,13,240,144,289815.0386770232,75788.2294766849,0,hedge_safe_v1,False,264,57,10015.426677196358,57963.007735404644,11232.149372110165,46730.85836329448,278582.88930491306,5,1060588.8793130578
2026-05-08,2026-05-07,280,0.1678753036930142,178046.68020811316,393.2034674119909,4129677.689704891,4129677.689704891,4129677.689704891,2847888.9292651443,0.25,2397442.625095428,2847888.9292651443,2847888.9292651443,0.8418315055966922,0.0,2,3,13,232,162,341746.6715118173,178046.68020811316,0,hedge_safe_v1,True,267,67,26858.497850486445,68349.33430236347,35885.53817039429,32463.796131969175,305861.133341423,3,1063956.7165596217
2026-05-11,2026-05-09,279,0.19431055385825208,206738.0188759074,458.78862287892485,4132569.8422300937,4132569.8422300937,4132569.8422300937,2847888.9292651443,0.25,2522778.079634771,2847888.9292651443,2847888.9292651443,0.8858414574074477,0.0,3,0,13,243,173,341746.6715118173,206738.0188759074,0,hedge_safe_v1,True,267,85,31481.592280652858,68349.33430236347,37048.667737571945,31300.66656479152,304698.0037742454,3,1064636.5315395163
2026-05-12,2026-05-11,279,0.1391914221195064,148188.272865364,328.53951395865164,4247824.449557352,4247824.449557351,4130716.5073389784,2847888.9292651447,0.25,2463645.69843081,2964996.871483518,2964996.871483518,0.8309100498976717,9.313225746154785e-10,4,1,3,245,127,355799.6245780221,148188.272865364,0,hedge_safe_v1,True,277,55,22423.612558128716,71159.92491560442,11806.807580475854,59353.11733512857,343992.81699754624,3,1064289.117016706
2026-05-13,2026-05-12,279,0.09289821308785612,98870.55717970418,220.48544038589898,4246492.231879642,4246492.231879642,4129421.0174669204,2847888.9292651443,0.25,2538364.901384566,2964960.143677866,2964960.143677866,0.8561210870901851,0.0,3,3,3,240,121,355795.2172413439,98870.55717970418,0,hedge_safe_v1,True,279,60,20497.323725070975,71159.04344826879,26447.380278283552,44711.66316998523,329347.83696306037,4,1064063.2819479955
2026-05-14,2026-05-13,279,0.07064536877368797,75171.14295175686,165.78009819686903,4267421.300854645,4267421.300854645,4149773.094565419,2847888.9292651443,0.25,2650105.287476955,2965537.1355543705,2965537.1355543705,0.8936341601338776,0.0,3,1,4,245,102,355864.45626652444,75171.14295175686,0,hedge_safe_v1,True,276,51,17756.29439856301,71172.89125330489,22803.9142163126,48368.977036992284,333060.54205021186,5,1069363.367985674
2026-05-15,2026-05-14,284,0.15758721468196346,168517.9946437859,376.7960960742741,4257326.064064883,4257326.064064882,4139956.1725743716,3190749.8238906506,0.25,2657483.752539965,3308119.7153811613,3308119.7153811613,0.8033215183186833,9.313225746154785e-10,2,6,5,232,147,396974.3658457393,168517.9946437859,0,hedge_safe_v1,True,280,61,16459.645000565695,79394.87316914788,21123.144735439462,58271.72843370841,375851.22111029987,4,1066622.2174540216
2026-05-18,2026-05-16,284,0.12027233671778315,128285.1464882986,285.0749518026708,4260231.276883158,4260231.276883158,4142781.291806178,3190749.8238906506,0.25,2669977.4401723826,3308199.8089676294,3308199.8089676294,0.8070786513362344,0.0,55,2,4,236,127,396983.9770761155,128285.1464882986,0,hedge_safe_v1,True,282,67,23329.832928339412,79396.79541522311,29864.483812649705,49532.311602573405,367119.4932634658,4,1067442.0621116455
2026-05-19,2026-05-18,284,0.08264986521626577,88223.9425597003,199.29437276829773,4244094.459939767,4244094.459939766,4127089.3495153617,3190749.8238906506,0.25,2707725.351564522,3307754.9343150547,3307754.9343150547,0.8185991421172856,9.313225746154785e-10,24,1,1,238,111,396930.59211780655,88223.9425597003,0,hedge_safe_v1,True,284,46,15230.627204299053,79386.11842356132,15904.283800858611,63481.83462270271,381026.30831694795,5,1063483.5276672733
2026-05-20,2026-05-19,284,0.09746280670699582,103650.0894931095,229.57898667246747,4251707.15270279,4251707.152702791,4134492.1685430636,3190749.8238906506,0.25,2855411.70191419,3307964.8080503764,3307964.8080503764,0.8631928897687068,0.0,33,1,1,235,106,396955.77696604514,103650.0894931095,0,hedge_safe_v1,True,284,47,18522.518454371635,79391.15539320903,21039.335122497854,58351.82027071118,375916.4418435473,5,1065361.186101746
2026-05-21,2026-05-20,284,0.09897416562016492,105443.23447852956,230.3631854416085,4280591.111117426,4280591.111117426,4162579.8273522845,3190749.82389065,0.25,3018308.4846922765,3308761.1076557925,3308761.1076557925,0.9122171067921863,0.0,39,1,2,238,92,397051.33291869506,105443.23447852956,0,hedge_safe_v1,True,283,53,32196.524473624828,79410.26658373902,43504.68377493674,35905.58280880228,353546.64914375835,6,1072599.489224941
2026-05-22,2026-05-21,286,0.06459214169118109,69281.49818590586,150.25029079263516,4309845.62879818,4309845.62879818,4191027.8295080056,3488222.6730395863,0.25,3082948.0930454396,3607040.472329762,3607040.472329762,0.8547029390702082,0.0,110,5,2,225,96,432844.8566795714,69281.49818590586,0,hedge_safe_v1,True,287,43,23596.550938251636,86568.97133591428,28911.88245554269,57657.088880371586,403932.9742240287,5,1080011.5614380746
2026-05-26,2026-05-25,287,0.03525981906197458,38081.01224114715,84.62830450316885,4310357.237019548,4310357.237019548,4191525.333242066,3488222.6730395867,0.25,3120572.199884372,3607054.576817068,3607054.576817068,0.8651302977062307,0.0,283,3,3,228,31,432846.5492180481,38081.01224114715,0,hedge_safe_v1,True,286,13,14287.66964809131,86569.30984360963,15763.276020415458,70806.03382319417,417083.27319763263,5,1080205.4060362359
2026-05-27,2026-05-26,288,0.1817557478036256,196333.54135563507,430.73476968927343,4321915.647562304,4321915.647562303,4202765.090862591,3488222.6730395867,0.25,3275055.0666352254,3607373.229739299,3607373.229739299,0.9078780758352276,9.313225746154785e-10,37,2,3,225,147,432884.78756871587,196333.54135563507,0,hedge_safe_v1,True,286,76,47698.92474429616,86576.95751374318,60895.20534720602,25681.75216653716,371989.58222150983,5,1082756.1443186072
2026-05-28,2026-05-27,288,0.17789074712764602,192612.29946988635,414.2296387594326,4351249.106549633,4351249.106549633,4231289.85799814,3488222.6730395867,0.25,3352036.6996060954,3608181.92159108,3608181.92159108,0.9290098926408806,0.0,19,1,3,230,133,432981.83059092954,192612.29946988635,0,hedge_safe_v1,True,286,73,36633.94433457818,86596.36611818592,48460.22927897774,38136.13683920818,384521.6013119518,5,1090124.3935566372
