date,Underlying,raw_all_sleeve_hedge_net_usd,raw_all_sleeve_hedge_gross_usd,raw_all_sleeve_n_pairs,raw_all_sleeve_hedge_net_pct,raw_all_sleeve_breach,stock_hedge_net_usd,stock_hedge_gross_usd,stock_n_pairs,stock_hedge_net_pct,stock_breach,stock_missing_delta,raw_all_sleeve_missing_delta,hedge_net_usd,hedge_gross_usd,n_pairs,hedge_net_pct,breach
2026-03-03,AMD,1.7053025658242404e-13,784.5054634402188,1,2.1737293687492445e-16,,1.7053025658242404e-13,784.5054634402188,1.0,2.1737293687492445e-16,,False,False,1.7053025658242404e-13,784.5054634402188,1.0,2.1737293687492445e-16,
2026-03-03,BMNR,2.2737367544323206e-13,3889.8460152920134,1,5.845313016231646e-17,,2.2737367544323206e-13,3889.8460152920134,1.0,5.845313016231646e-17,,False,False,2.2737367544323206e-13,3889.8460152920134,1.0,5.845313016231646e-17,
2026-03-03,BULL,0.0,1407.7309393071655,1,0.0,,0.0,1407.7309393071655,1.0,0.0,,False,False,0.0,1407.7309393071655,1.0,0.0,
2026-03-03,CORZ,2.2737367544323206e-13,3107.0892301982867,1,7.317899763976899e-17,,2.2737367544323206e-13,3107.0892301982867,1.0,7.317899763976899e-17,,False,False,2.2737367544323206e-13,3107.0892301982867,1.0,7.317899763976899e-17,
2026-03-03,CRML,9.094947017729282e-13,12391.166756682604,1,7.339863304498217e-17,,9.094947017729282e-13,12391.166756682604,1.0,7.339863304498217e-17,,False,False,9.094947017729282e-13,12391.166756682604,1.0,7.339863304498217e-17,
2026-03-03,DNN,1.8189894035458565e-12,12442.675030267977,1,1.4618957733132092e-16,,1.8189894035458565e-12,12442.675030267977,1.0,1.4618957733132092e-16,,False,False,1.8189894035458565e-12,12442.675030267977,1.0,1.4618957733132092e-16,
2026-03-03,ETHA,0.0,2693.3110919671035,2,0.0,,0.0,2693.3110919671035,2.0,0.0,,False,False,0.0,2693.3110919671035,2.0,0.0,
2026-03-03,FIGR,0.0,4154.297030908218,1,0.0,,0.0,4154.297030908218,1.0,0.0,,False,False,0.0,4154.297030908218,1.0,0.0,
2026-03-03,FXI,0.0,827.9888902555749,1,0.0,,0.0,827.9888902555749,1.0,0.0,,False,False,0.0,827.9888902555749,1.0,0.0,
2026-03-03,GDX,1.1368683772161603e-13,1407.4315616945796,1,8.077610365987139e-17,,1.1368683772161603e-13,1407.4315616945796,1.0,8.077610365987139e-17,,False,False,1.1368683772161603e-13,1407.4315616945796,1.0,8.077610365987139e-17,
