symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,14918.5774765944,14918.5774765944,1
FAZ,flow_program,10414.027961200001,10414.027961200001,1
DUST,flow_program,9949.9357728,9949.9357728,1
SDS,flow_program,9199.64712813,9199.64712813,1
LABD,flow_program,8402.20001775,8402.20001775,1
ZSL,flow_program,7537.958204399999,7537.958204399999,1
SQQQ,flow_program,7086.9735417599995,7086.9735417599995,1
TSLQ,flow_program,6962.561508100001,6962.561508100001,1
NVDQ,flow_program,5596.39982616,5596.39982616,1
SOXS,flow_program,2387.5537707999997,2387.5537707999997,1
EWV,flow_program,1938.6066567816,1938.6066567816,1
TSYY,flow_program,-59.30772252,59.30772252,1
NVYY,flow_program,-70.6885324,70.6885324,1
TQQY,flow_program,-350.4562173,350.4562173,1
