symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,4762.896183,0.0,0.0,0.0,-171.81,27.21572102190647,0.0,0.0,4618.301904021906
SOXS,DIREX DAI SEMI BE 3X ETF-USD,0.0,2544.597821,0.0,0.0,-25.53,-55.160000000000004,2.9036936361620476,0.0,0.0,2466.811514636162
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1539.448082,0.0,0.0,-29.37,-24.02,8.631205604539419,0.0,0.0,1494.6892876045397
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1597.903862,0.0,0.0,0.0,-127.17,10.244774358856274,0.0,0.0,1480.9786363588562
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,1159.020642,0.0,0.0,0.0,-53.24,12.663740259275805,0.0,0.0,1118.4443822592757
LABD,DIRE DLY SP BT BE 3X ETF-USD,0.0,824.482916,0.0,0.0,-15.54,-83.34,10.22429444774379,0.0,0.0,735.8272104477438
SDS,PROSHARES ULTRASHORT S&P500,0.0,783.529892,0.0,0.0,-26.99,-52.03,16.87993700457708,0.0,0.0,721.3898290045771
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,10.021186,0.0,0.0,-10.08,-0.8,0.4480756310064493,0.0,0.0,-0.41073836899355065
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,-17.651611,0.0,0.0,-122.64,-23.240000000000002,1.8077080899606777,0.0,0.0,-1.839387960039317
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,5.795803,0.0,0.0,-156.44,-7.42,0.5154658554514473,0.0,0.0,-53.12486888454854
FAZ,DIREX DLY FIN BEA 3X ETF-USD,0.0,-0.344878,0.0,0.0,-26.13,-64.03,12.698713084312807,0.0,0.0,-77.80616491568719
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,106.427878,0.0,0.0,-1.46,-10.02,3.546967279144339,0.0,0.0,-281.18438394085564
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-61.377632,0.0,0.0,0.0,-399.15999999999997,13.684961352788465,0.0,0.0,-446.8526706472115
DUST,DIR DLY GOL MN IDX BR 2X ETF,-3.4059583,-816.449378,0.0,0.0,-90.65,-170.69,18.281953022892438,0.0,0.0,-1062.9133832771076
