underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
MARA,crypto-equity,override,1.0,letf,3.148174695598902,computed,5339.298585844002,35982.241414156
CRWV,software,override,1.0,letf,2.920453197830077,computed,4153.315460420006,74072.08453958
MSTR,crypto-equity,override,1.0,letf,3.0464572926156737,computed,4000.435009171997,63011.044990828
PLTR,software,override,1.0,letf,1.7903566787716079,computed,3491.834628599996,58930.0053714
CVNA,consumer,override,1.0,passive_low_delta,2.31905558736976,computed,3049.2000000000003,3049.2000000000003
NFLX,mega-cap-tech,override,1.0,letf,0.3217623315790996,computed,2847.561785670001,52011.33821433
RCAT,drones,override,1.0,letf,3.4425252927923906,computed,2704.7704548528,29312.7295451472
ONDS,drones,override,1.0,letf,3.4686835559571576,computed,2474.109970559999,24806.21002944
OPEN,consumer,override,1.0,letf,2.9277202223031993,computed,2410.633591620596,54450.7664083794
SOFI,fintech,override,1.0,letf,2.546608447289008,computed,2182.8120960268016,23865.7079039732
CRML,metals,override,1.0,letf,3.6140463211839493,computed,2164.526255279994,58841.61374472
MSFT,mega-cap-tech,override,1.0,letf,0.8003185269488805,computed,2150.167101710005,61399.47289829
RBLX,software,override,1.0,letf,1.696768280751925,computed,2044.78168635,8861.058313649999
FLY,evtol,override,1.0,letf,3.159727083891268,computed,1917.8466649999991,22938.153335000003
META,mega-cap-tech,override,1.0,letf,1.4465829767171845,computed,1713.4817659399996,35415.83823406
HOOD,fintech,override,1.0,letf,3.050341544698058,computed,1580.4147442329995,35901.505255767
TER,semis,override,1.0,letf,3.0718000181193097,computed,1423.1720920276002,25708.1879079724
PONY,china,override,1.0,letf,3.2486305265124287,computed,1404.9616240920004,13171.038375908
TEM,software,override,1.0,letf,2.5124072101626433,computed,1358.247496,15215.072504
IONQ,quantum,override,1.0,letf,3.359187887182876,computed,1301.5093796450028,84033.49062035499
ETHA,crypto,override,1.0,letf,2.96948281034266,computed,1248.955667600001,70420.5643324
ASTS,space,override,1.0,letf,3.228723229175,computed,1123.4910818399983,27108.60891816
UPST,fintech,override,1.0,letf,2.773280740847529,computed,1079.027919,10110.072081
NU,fintech,override,1.0,letf,1.3188592137241022,computed,858.154968072,14288.845031928
GDX,metals,override,1.0,letf,1.7025260061014063,computed,840.8448414999966,38589.5551585
MRNA,healthcare,override,1.0,letf,1.6404492750442818,computed,773.6268060000002,16253.733194
LEU,nuclear,override,1.0,letf,3.245878264789174,computed,770.8164126400006,22683.38358736
RDW,space,override,1.0,letf,3.749036999495683,computed,652.0639899999996,14912.73601
CRM,mega-cap-tech,override,1.0,letf,0.5247909608106887,computed,617.0333083300011,18196.906691670003
RKT,fintech,override,1.0,letf,2.0327659224857544,computed,614.1642320000019,14393.795768
CLS,semis,override,1.0,letf,3.072008109074454,computed,598.8550604000002,11592.8249396
CMG,consumer,override,1.0,letf,0.9095693932015629,computed,570.7179866304004,12899.522013369602
HIMS,healthcare,override,1.0,letf,2.6063267784483917,computed,551.6841508799987,27539.27584912
ANET,semis,override,1.0,letf,2.051851002010022,computed,544.9127668000001,4093.7072332
IBIT,crypto,override,1.0,letf,1.802702866980832,computed,526.4913521000008,86093.5886479
QUBT,quantum,override,1.0,letf,3.657343380536942,computed,490.9106288699986,56557.80937113
