date,expiry,strike,spot,vix,dte,observed_mid,bid,ask,model_price,error,abs_error,error_pct,buy_ask,sell_bid,buy_stressed,sell_stressed
2023-07-25,2024-01-19,3200.0,4567.4599609375,13.859999656677246,178,12.8,12.5,13.1,6.112065145336928,-6.687934854663073,6.687934854663073,-0.5224949105205525,13.1,12.5,13.399999999999999,12.2
2023-07-26,2024-01-19,3200.0,4566.75,13.1899995803833,177,12.55,12.3,12.8,4.963545041627086,-7.586454958372915,7.586454958372915,-0.6044984030576027,12.8,12.3,13.05,12.05
2023-07-21,2024-01-19,3650.0,4536.33984375,13.600000381469727,182,26.55,26.2,26.900000000000002,19.88035040476609,-6.66964959523391,6.66964959523391,-0.25121090754176684,26.900000000000002,26.2,27.250000000000004,25.849999999999998
2023-07-24,2024-01-19,3650.0,4554.64013671875,13.90999984741211,179,24.700000000000003,24.5,24.900000000000002,20.04114248070823,-4.658857519291772,4.658857519291772,-0.18861771333165064,24.900000000000002,24.5,25.1,24.299999999999997
2023-07-25,2024-01-19,3650.0,4567.4599609375,13.859999656677246,178,24.25,23.8,24.7,19.194368063208685,-5.055631936791315,5.055631936791315,-0.20847966749654906,24.7,23.8,25.15,23.35
2023-07-26,2024-01-19,3650.0,4566.75,13.1899995803833,177,24.05,23.7,24.400000000000002,16.272254590767773,-7.777745409232228,7.777745409232228,-0.3233989775148535,24.400000000000002,23.7,24.750000000000004,23.349999999999998
2023-07-06,2024-01-19,4000.0,4411.58984375,15.4399995803833,197,69.5,69.10000000000001,69.9,79.8385104632506,10.3385104632506,10.3385104632506,0.1487555462338216,69.9,69.10000000000001,70.30000000000001,68.70000000000002
2023-07-07,2024-01-19,4000.0,4398.9501953125,14.829999923706055,196,68.35,67.2,69.5,74.66982558978066,6.319825589780663,6.319825589780663,0.09246270065516698,69.5,67.2,70.65,66.05000000000001
2023-07-10,2024-01-19,4000.0,4409.52978515625,15.069999694824219,193,66.25,65.8,66.7,74.87996665655942,8.629966656559418,8.629966656559418,0.1302636476461799,66.7,65.8,67.15,65.35
2023-07-11,2024-01-19,4000.0,4439.259765625,14.84000015258789,192,60.6,59.5,61.7,68.75895256478202,8.15895256478202,8.15895256478202,0.13463618093699703,61.7,59.5,62.800000000000004,58.4
2023-07-24,2024-01-19,4110.0,4554.64013671875,13.90999984741211,179,53.2,52.800000000000004,53.6,58.074767736518766,4.874767736518763,4.874767736518763,0.09163097249095419,53.6,52.800000000000004,54.0,52.400000000000006
2023-07-25,2024-01-19,4110.0,4567.4599609375,13.859999656677246,178,51.6,50.800000000000004,52.4,55.982816481421764,4.382816481421763,4.382816481421763,0.08493830390352254,52.4,50.800000000000004,53.199999999999996,50.00000000000001
2023-07-26,2024-01-19,4110.0,4566.75,13.1899995803833,177,51.75,51.2,52.300000000000004,49.74239032910759,-2.007609670892407,2.007609670892407,-0.038794389775698684,52.300000000000004,51.2,52.85000000000001,50.650000000000006
2023-08-21,2024-02-16,3075.0,4399.77001953125,17.1299991607666,179,16.35,15.9,16.8,12.76097251746799,-3.5890274825320105,3.5890274825320105,-0.21951238425272235,16.8,15.9,17.25,15.45
2023-08-22,2024-02-16,3075.0,4387.5498046875,16.969999313354492,178,16.5,16.1,16.9,12.410101098426367,-4.089898901573633,4.089898901573633,-0.24787266070143232,16.9,16.1,17.299999999999997,15.700000000000003
2023-08-23,2024-02-16,3075.0,4436.009765625,15.979999542236328,177,13.7,12.8,14.6,9.159244900925287,-4.540755099074712,4.540755099074712,-0.33144197803465053,14.6,12.8,15.5,11.900000000000002
2023-08-24,2024-02-16,3075.0,4376.31005859375,17.200000762939453,176,16.15,15.6,16.7,12.885095655474458,-3.26490434452554,3.26490434452554,-0.2021612597229437,16.7,15.6,17.25,15.05
2023-08-25,2024-02-16,3075.0,4405.7099609375,15.680000305175781,175,14.100000000000001,13.700000000000001,14.5,8.703242971973879,-5.396757028026123,5.396757028026123,-0.38274872539192356,14.5,13.700000000000001,14.899999999999999,13.3
2023-08-28,2024-03-15,3600.0,4433.31005859375,15.079999923706055,200,34.900000000000006,34.6,35.2,32.943978622139525,-1.9560213778604805,1.9560213778604805,-0.056046457818351866,35.2,34.6,35.5,34.3
2023-08-29,2024-03-15,3600.0,4497.6298828125,14.449999809265137,199,30.0,29.5,30.5,26.31808544723924,-3.681914552760759,3.681914552760759,-0.12273048509202529,30.5,29.5,31.0,29.0
2023-08-30,2024-03-15,3600.0,4514.8701171875,13.880000114440918,198,28.35,27.900000000000002,28.8,22.587635641183795,-5.762364358816207,5.762364358816207,-0.20325800207464573,28.8,27.900000000000002,29.25,27.450000000000003
2023-08-31,2024-03-15,3600.0,4507.66015625,13.569999694824219,197,27.5,27.3,27.7,21.171644526529235,-6.328355473470765,6.328355473470765,-0.23012201721711872,27.7,27.3,27.9,27.1
2023-10-26,2024-04-19,2925.0,4137.22998046875,20.68000030517578,176,18.25,18.0,18.5,23.454437686040905,5.2044376860409045,5.2044376860409045,0.2851746677282687,18.5,18.0,18.75,17.75
2023-10-27,2024-04-19,2925.0,4117.3701171875,21.270000457763672,175,19.1,18.0,20.2,26.006222359172853,6.906222359172851,6.906222359172851,0.3615823224697828,20.2,18.0,21.299999999999997,16.9
2023-10-30,2024-04-19,2925.0,4166.81982421875,19.75,172,15.5,15.1,15.9,18.51836714202568,3.0183671420256815,3.0183671420256815,0.19473336400165686,15.9,15.1,16.3,14.7
