date,nav,cash,u_notional,s_notional,borrow_cost,rebalance_friction
2022-05-02,960661.5331113329,1210334.8283823768,-177201.11597031765,-72472.17930072632,29.949588552746924,0.0
2022-05-03,980553.0042811228,1210307.0241333593,-153300.59308809854,-76453.42676413793,27.804249017530097,0.0
2022-05-04,1002272.3006240225,1210281.488299792,-124268.05609006554,-83741.13158570396,25.53583356738805,0.0
2022-05-05,969521.8691483226,1210252.6106276917,-170822.75556923464,-69907.9859101345,28.877672100190203,0.0
2022-05-06,975402.9555358822,1210224.4073578715,-165250.8545292081,-69570.59729278128,28.203269820194528,0.0
2022-05-09,954088.6566961717,1210193.9370180476,-191798.03040543981,-64307.24991643608,30.470339823868343,0.0
2022-05-10,965629.2189525118,1063411.0334359575,-35433.43269675669,-62348.38178668905,29.197016297243163,87.99942428490482
2022-05-11,965772.1684048019,1063398.4628256566,-34895.01914037886,-62731.275280475995,12.570610300870145,0.0
2022-05-12,965543.2098239362,1063385.8311412924,-33643.57141474393,-64199.049902612205,12.631684364283219,0.0
2022-05-13,966076.5574021079,1096090.444079877,-51937.88247628681,-78076.00420148234,12.663660259323215,19.642151250056447
2022-05-16,966898.4340347338,1096073.8519179667,-47803.523672204275,-81371.89421102867,16.592161910370223,0.0
2022-05-17,967251.4387723242,1096057.253802349,-45529.62632995888,-83276.1887000659,16.59811561771079,0.0
2022-05-18,965956.937158627,1092278.4475961502,-49879.76272350975,-76441.74771401341,16.451949175743408,7.938009021155399
2022-05-19,967552.1022807357,1092262.3725888224,-43895.957633615486,-80814.31267447118,16.075007327773132,0.0
2022-05-20,967625.9664188003,1092246.3116200736,-43962.199018374464,-80658.1461828989,16.060968748684232,0.0
2022-05-23,967876.1734604975,1098284.4161036345,-52120.85998910919,-78287.38265402784,16.061293796190867,7.981367097556711
2022-05-24,967290.2073941204,1098267.7054259826,-52988.63705448458,-77988.86097737764,16.710677651834786,0.0
2022-05-25,968411.6592789204,1098251.093154187,-50656.486191288226,-79182.94768397846,16.612271795502533,0.0
2022-05-26,968554.4164975762,1100141.0344966047,-52774.03605098907,-78812.5819480395,16.616399465597695,2.664650354410001
2022-05-27,969127.6091698059,1100124.2184399613,-48878.74088046773,-82117.86838968778,16.816056643362895,0.0
2022-05-31,969449.1099198823,1100107.409293751,-47291.76877395904,-83366.53059990975,16.809146210306764,0.0
2022-06-01,969736.55942762,1100090.616072647,-46253.02339515335,-84101.03324987354,16.793221103940347,0.0
2022-06-02,969878.2722836747,1128631.450056181,-69647.55359743105,-89105.62417507547,16.81014892050329,17.144873403514715
2022-06-03,969438.0605706507,1128611.3048770507,-70908.95819039876,-88264.28611600123,20.145179130287964,0.0
2022-06-06,970433.1291519256,1128591.2454192431,-68746.55031673984,-89411.56595057769,20.05945780746213,0.0
2022-06-07,971330.7215744089,1128571.230098016,-65457.888342216895,-91782.62018139027,20.015321227036516,0.0
2022-06-08,971576.8278018724,1128551.2390291693,-64962.33653783672,-92012.0746894601,19.99106884682075,0.0
2022-06-09,969570.7033474974,1109441.8442753372,-57589.16193552286,-82281.97899231693,20.100784369666215,11.446708356663452
2022-06-10,969139.6614325498,1109424.1068560705,-63181.04777289394,-77103.3976506267,17.73741926677355,0.0
2022-06-13,960742.660082595,1109405.6823157452,-81844.87452879478,-66818.14770435546,18.424540325233757,0.0
2022-06-14,963683.8315590962,1109387.5445337088,-77015.51857833796,-68688.19439627466,18.137782036410826,0.0
2022-06-15,968585.7244134775,1075933.755696457,-39966.603622102964,-67381.42766087667,17.67819311187851,20.04963660452114
2022-06-16,967702.3746476625,1075919.9737102452,-44776.21619856477,-63441.38286401799,13.78198621198676,0.0
2022-06-17,968618.4243503317,1075906.2564390919,-42243.72108087028,-65044.11100789001,13.717271153454362,0.0
2022-06-21,969078.9592147097,1072525.1054555906,-38068.99195998708,-65377.154280893825,13.695319377480542,2.019261841369406
2022-06-22,969158.5625984254,1072511.7590935738,-35408.36351506943,-67944.83298007882,13.346362016812328,0.0
2022-06-23,969333.6307281947,1072498.4306715732,-35088.287912673324,-68076.51203070508,13.32842200073567,0.0
2022-06-24,969550.7894887456,1099825.6102901988,-52008.13474986166,-78266.6860515915,13.326931962360998,16.41415242180582
2022-06-27,970386.9819304689,1099809.0046077494,-48620.985654251956,-80801.0370230286,16.605682449523208,0.0
2022-06-28,969786.6292252428,1099792.390907187,-51515.458517772975,-78490.30316417129,16.613700562307525,0.0
2022-06-29,969543.3713520655,1067836.9568110735,-35631.42529523667,-62662.160163771376,16.63149219151739,19.15179048806042
2022-06-30,969683.9994976058,1067824.3449155379,-36074.970008455384,-62065.375409476685,12.611895535511803,0.0
2022-07-01,969893.9169362207,1067811.7193093551,-34300.79115558053,-63617.0112175539,12.625606182807967,0.0
2022-07-05,969767.7736746598,1087092.0140188416,-44988.98805513672,-72335.25228904505,12.638584617089005,11.582709602223446
2022-07-06,970189.8441406525,1087077.0055227624,-43467.220316494335,-73419.94106561567,15.008496079227392,0.0
2022-07-07,970181.6515419596,1087061.9723752495,-42443.48565595309,-74436.83517733683,15.033147513026414,0.0
2022-07-08,970727.5573624268,1141149.8722338837,-77888.32274331978,-92533.99212813722,14.998475725639276,32.48122773725815
2022-07-11,968804.7718286605,1141128.198367542,-82191.838529274,-90131.5880096073,21.673866341923627,0.0
2022-07-12,966765.713448341,1141106.3158080631,-84954.58940420758,-89386.01295551454,21.882559478713688,0.0
2022-07-13,969037.7146838224,1141084.6627451757,-81501.15081054061,-90545.79725081263,21.65306288739108,0.0
2022-07-14,968809.820607234,1141062.9905835772,-81873.05958216629,-90380.11039417682,21.672161598458167,0.0
2022-07-15,972550.1409210929,1141041.6305213256,-73637.9367818835,-94853.55281834924,21.360062251596073,0.0
2022-07-18,971277.7413136757,1141020.1978213375,-77622.67362073001,-92119.78288693189,21.43269998811615,0.0
2022-07-19,971945.4269601057,1148322.3302381865,-82320.60327881825,-94056.2999992626,21.387683592120116,4.3967501103308635
2022-07-20,973978.4619730973,1148300.278839469,-78097.55054561113,-96224.2663207605,22.05139871756248,0.0
2022-07-21,975002.5728419812,1148278.289050848,-74800.0984114631,-98475.61779740357,21.98978862085498,0.0
2022-07-22,975470.557003425,1148256.337800537,-73643.09766263924,-99142.68313447275,21.951250311052217,0.0
2022-07-25,975804.1108589706,1148234.403682835,-72370.39683893297,-100059.89598493138,21.934117701995298,0.0
2022-07-26,975050.829385869,1148212.4455143744,-75436.44882331623,-97725.16730518921,21.958168460604153,0.0
2022-07-27,976726.6057260991,1148190.5952825667,-70403.4955659324,-101060.49399053516,21.850231807714486,0.0
2022-07-28,978521.3659442308,1148168.8288647358,-63750.74126019515,-105896.72166030982,21.76641783096148,0.0
2022-07-29,979240.1648824691,1157486.946330516,-83359.37790181866,-94887.40354622819,21.70364906512952,19.927695986402668
2022-08-01,976660.9413778244,1157464.2738217334,-88952.92422887453,-91850.40821503455,22.672508782387837,0.0
2022-08-02,975422.2178492042,1157441.4902038593,-91205.88038838314,-90813.39196627204,22.783617874046513,0.0
2022-08-03,980214.8381421746,1157419.130710018,-81650.23874632937,-95554.05382151406,22.359493841278937,0.0
2022-08-04,980011.7860816044,1157396.7638159485,-82349.43203721136,-95035.54569713281,22.36689406963219,0.0
2022-08-05,981651.7693570403,1157374.5286965342,-78465.02486564478,-97257.7344738492,22.23511941439238,0.0
2022-08-08,981300.6791210531,1157352.2657779525,-79164.21815652677,-96887.36850037257,22.262918581778923,0.0
2022-08-09,980935.1056556549,1157329.9808377323,-80174.16402113407,-96220.7111609433,22.284940220178335,0.0
2022-08-10,984661.6604222907,1181597.7034578803,-98468.02151779475,-98468.02151779475,21.999279747969133,18.55475565677297
2022-08-11,983841.0775749498,1181572.9809769087,-100195.53066722976,-97536.37273472913,24.722480971604867,0.0
2022-08-12,985369.0850597719,1181548.4048034162,-97496.29762123758,-98683.0221224067,24.57617349242325,0.0
2022-08-15,986538.875675393,1181523.9255981564,-94797.0645752454,-100187.98534751801,24.47920525990414,0.0
2022-08-16,985971.6702053658,1181499.401358116,-95984.72711548196,-99543.00403726833,24.524240040368646,0.0
2022-08-17,986452.6278716621,1181474.9251216573,-95120.97254076446,-99901.3247092308,24.476236458603253,0.0
2022-08-18,987657.8767368023,1181450.5534204058,-92529.70881661196,-101262.9678669916,24.371701251493604,0.0
2022-08-19,984013.1808161895,1181425.8937860813,-100951.31592010756,-96461.39704978427,24.659634324438763,0.0
2022-08-22,977338.1516820753,1181400.6423958824,-113907.63454087003,-90154.85617293691,25.251390199054047,0.0
2022-08-23,979118.8444311924,1181375.5586812447,-110668.55488567942,-91588.15936437296,25.083714637686654,0.0
2022-08-24,983751.9642848759,1181350.9138909269,-102570.85574770288,-95028.09385834822,24.644790317934305,0.0
2022-08-25,986834.6654720905,1181326.5511797913,-96740.51236835976,-97751.37333934108,24.36271113546251,0.0
2022-08-26,977877.3224686837,1181301.4254838277,-115419.20504662566,-88004.89796851846,25.125695963618092,0.0
2022-08-29,978647.1839348321,1181276.371457203,-113907.63454087003,-88721.55298150085,25.054026624677732,0.0
2022-08-30,976389.6405060646,1072258.3681788337,-34445.16020040921,-61423.567472359835,25.2552372983186,65.35643496366438
2022-08-31,976495.0784738695,1072246.0074596864,-32961.271539163354,-62789.65744665361,12.360719147266348,0.0
2022-09-01,976433.3487709707,1079604.0261774685,-37851.21134649894,-65319.4660599989,12.377166544748013,4.424892466075776
2022-09-02,976438.5948327315,1079590.7850857852,-38512.0472380964,-64640.143014957335,13.241091683257768,0.0
2022-09-06,976110.7354928541,1079577.5438095925,-40237.56317726754,-63229.24513947084,13.241276192754112,0.0
2022-09-07,977054.7015112303,1104660.3021588011,-50360.48262375903,-77245.11802381184,13.216620500016141,15.066624956799265
2022-09-08,977251.9028680145,1104643.9808244107,-48814.10137635599,-78577.97658004011,16.321334390539292,0.0
2022-09-09,977788.2232266545,1104627.7020771129,-47473.90429527336,-79365.57455518503,16.278747297820175,0.0
2022-09-12,977714.0744309252,1108779.115080892,-52273.54283406246,-78791.49781590456,16.293946169372504,3.6278968378517575
2022-09-13,975615.9495875491,1108762.3135382326,-61300.01252562734,-71846.35142505607,16.80154265943358,0.0
2022-09-14,975653.5384573862,1108745.516627931,-61185.75341560753,-71906.22475493734,16.796910301585633,0.0
2022-09-15,975665.152141527,1094896.5995705377,-45885.95741814638,-73345.49001086429,16.803112685186285,9.517753754285936
2022-09-16,976055.978202371,1094881.3760175118,-45540.625659590245,-73284.77215555042,15.223553025912551,0.0
2022-09-19,976246.6354854513,1094866.1225433361,-43209.63628933634,-75409.85076854854,15.253474175737246,0.0
2022-09-20,976004.9369805134,1071632.3549936814,-34339.15795876956,-61288.26005439847,15.21367728077334,13.922778656230527
2022-09-21,975837.6370987826,1071620.0767781509,-36434.97511118273,-59347.46456818546,12.278215530450893,0.0
2022-09-22,975754.9939833581,1076646.6742573995,-36780.298365091505,-64111.381908949865,12.294740583272565,3.025150422152474
2022-09-23,976105.6805175979,1076633.858647891,-41078.44206342066,-59449.736066872465,12.815609508419133,0.0
2022-09-26,974587.7605087752,1076620.9104494883,-44064.17547218366,-57968.974468529406,12.948198402650739,0.0
2022-09-27,974119.2940023516,1042309.0842704413,-22729.93008936325,-45459.86017872651,12.975276525594118,20.566970359297297
2022-09-28,974111.8906706347,1042300.2150216033,-20807.007587226228,-47381.31676374238,8.869248838012245,0.0
2022-09-29,974327.2561396016,1042530.2137424471,-22734.31920094851,-45468.63840189703,8.807877626249002,0.7096153347670129
2022-09-30,974259.0362402688,1042521.4066567953,-23701.376062481395,-44560.99435404505,8.807085651824742,0.0
2022-10-03,974336.6251942135,1062833.3675081215,-31163.06576807314,-57333.67654583493,8.845674019926914,12.199803797486224
2022-10-04,974646.215079436,1062821.9449977449,-28765.906862836742,-59409.82305547208,11.422510376704146,0.0
2022-10-05,974613.4209028387,1074408.0070158464,-36278.1116167967,-63516.4744962111,11.413488353588061,6.9626629016140145
2022-10-06,974335.0982572739,1074395.1897838877,-38435.35275983905,-61624.73876677471,12.817231958676633,0.0
2022-10-07,973627.3531154218,1074382.3558613202,-41595.25527922503,-59159.74746667322,12.833922567553778,0.0
2022-10-10,973149.4105375429,1050289.8763952362,-26339.400985258784,-50801.06487243465,12.848882286982835,14.439114881349337
2022-10-11,973076.7619874139,1050279.9271348272,-27259.715485093122,-49943.44966232035,9.949260408964925,0.0
2022-10-12,973012.890588896,1041124.1768225097,-22703.762077871226,-45407.524155742445,9.97111241958214,5.4841770137304975
2022-10-13,973112.7069655497,1041115.3484180173,-21418.051794455867,-46584.589658011726,8.828404492442672,0.0
2022-10-14,973091.4814667852,1055177.7429174013,-28407.741776649123,-53678.519673966875,8.806216239917612,8.447789102836023
2022-10-17,973220.4774681263,1055167.133776515,-26991.34453918979,-54955.31176919888,10.609140886127744,0.0
2022-10-18,973207.0580328191,1057667.0775626001,-29419.510844894445,-55040.508684886656,10.637074798370541,2.746393275720024
2022-10-19,973092.2236473106,1057656.1817701405,-29941.21381284554,-54622.7443099844,10.895792459687588,0.0
2022-10-20,973189.1052240754,1069714.8509180455,-34777.71349758021,-61748.03219638988,10.899800755647785,7.246089022609851
2022-10-21,973245.3438613388,1069702.4322834308,-34534.13418125475,-61922.954240837214,12.418634614701137,0.0
2022-10-24,973308.9536473018,1058128.298791321,-29573.176522622656,-55246.16862139648,12.436979257599472,6.932858192795679
2022-10-25,973507.0207903676,1058117.3298054007,-27268.773157223488,-57341.53585780953,10.968985920361659,0.0
2022-10-26,973477.32457996,1085348.0863077114,-42144.03454049876,-69726.7271872527,10.999913688745817,16.354866769661545
2022-10-27,973833.4888017108,1085333.743773779,-40434.967701990056,-71065.28727007804,14.342533932572323,0.0
2022-10-28,974040.7934584244,1085319.3851516142,-38570.53115088965,-72708.06054230014,14.358622164694765,0.0
2022-10-31,973991.5001340227,1082935.417923189,-40680.19108910284,-68263.72670006342,14.390858879690224,5.301873123256866
2022-11-01,974259.318008107,1082921.447005662,-39667.406248710235,-68994.72274884465,13.970917527175715,0.0
2022-11-02,973934.6620837422,1082907.4902744964,-41946.17213959359,-67026.65605116052,13.95673116563384,0.0
2022-11-03,974320.690268601,1097869.6450547439,-48203.960394525064,-75344.99439161786,13.952110685534047,8.99105876982173
2022-11-04,974554.0519099163,1097853.8464630167,-47183.7707565457,-76116.02379655461,15.798591727088663,0.0
2022-11-07,974735.2280550593,1097838.0469393115,-46061.5621547684,-77041.2567294837,15.799523705192488,0.0
2022-11-08,974243.9399757554,1103196.8551056718,-51165.79447943496,-77787.12065048136,15.795691140490394,3.226698333500531
2022-11-09,973629.5536003262,1103180.3728322927,-54266.75172061283,-75284.06751135364,16.48227337900546,0.0
2022-11-10,975664.7956684341,1103164.0206855575,-48171.7667982977,-79327.45821882576,16.35214673517821,0.0
2022-11-11,975757.0762128386,1170916.6286139719,-97579.77620056657,-97579.77620056657,16.360990228225674,40.68579282688168
2022-11-14,975654.6983487876,1170892.1842164737,-97579.77620056657,-97657.70966711949,24.444397498194988,0.0
2022-11-15,974545.9301427865,1170867.6488032772,-99911.03365245725,-96410.68500803356,24.5354131964625,0.0
2022-11-16,977434.1351675792,1170843.3812182245,-94582.44519099286,-98826.8008596525,24.26758505259579,0.0
2022-11-17,978139.8418610145,1170819.1725117667,-92917.26129678523,-99762.06935396694,24.208706457981563,0.0
2022-11-18,979055.8590537654,1170795.0405315342,-90808.02836412225,-100931.1531136467,24.131980232478618,0.0
2022-11-21,981365.7478182906,1170771.0994765584,-85590.4521622717,-103814.89949599623,23.94105497587137,0.0
2022-11-22,983607.3457405907,1170747.3260436847,-79817.81466235196,-107322.165640742,23.773432873589456,0.0
2022-11-23,984608.8990807553,1170723.6077545858,-76376.43461432288,-109738.27405950766,23.718289098855895,0.0
2022-11-25,984287.5076749282,1170699.8734563342,-77375.54495084744,-109036.82083055851,23.734298251684315,0.0
2022-11-28,983176.9490043211,1170676.1199461422,-82593.12115269799,-104906.04978912305,23.753510192139654,0.0
2022-11-29,983781.6223002373,1170652.4002338466,-80483.888220035,-106386.88971357427,23.71971229567469,0.0
2022-11-30,985888.8209540633,1170628.8212843877,-74378.21394127373,-110361.78638905063,23.57894945885806,0.0
2022-12-01,986347.2428453638,1170605.2420983564,-71713.91971054154,-112544.079542451,23.579186031358844,0.0
2022-12-02,987312.153486552,1184780.054626623,-98733.95057003543,-98733.95057003543,23.511473487416666,27.352213802010915
2022-12-05,985373.2432105748,1184755.1599697054,-102396.661639569,-96985.25511956148,24.89465691751009,0.0
2022-12-06,982825.7668894171,1184730.0533475454,-107811.10409018384,-94093.18236794464,25.106622160035318,0.0
2022-12-07,980666.865511109,1184704.736539538,-111155.31854497537,-92882.55248345356,25.31680800735373,0.0
2022-12-08,982899.0049716062,1184679.6270397299,-107014.86255332873,-94765.75951479495,25.109499808245715,0.0
2022-12-09,980542.2435788906,1184654.311958488,-111633.06346708845,-92479.00491250918,25.315081241783254,0.0
2022-12-12,981160.9272957396,1184629.0576780327,-110518.32531549127,-92949.80506680175,25.254280455468148,0.0
2022-12-13,986471.646560755,1184604.3071732498,-101281.92348797183,-96850.737124523,24.750504782854556,0.0
2022-12-14,990024.0070225345,1184579.874014133,-94274.99796364673,-100280.86902795167,24.43315911681544,0.0
2022-12-15,985124.5389648267,1184555.0562703586,-105740.87609436053,-93689.6412111713,24.817743774236042,0.0
2022-12-16,985092.793855626,1184530.2495148072,-106218.6210164736,-93218.83464270768,24.80675555146749,0.0
2022-12-19,987859.6353851665,1184505.691769444,-100804.17856585876,-95841.8778184186,24.557745363371087,0.0
2022-12-20,988730.3406877227,1184481.2214574725,-99370.94379951953,-96379.93697023042,24.470311971322822,0.0
2022-12-21,992374.9793377398,1184457.0771767416,-92204.7699678234,-99877.32787117832,24.14428073101616,0.0
2022-12-22,987690.6957989881,1178166.142776168,-92688.01289550951,-97787.43408167028,24.53404391870584,7.704062747681819
2022-12-23,990144.9002582823,1178142.4466856357,-87634.92808033376,-100362.61834701951,23.696090532234347,0.0
2022-12-27,990500.2827673088,1178118.781133342,-86768.68496916078,-100849.81339687256,23.66555229363351,0.0
2022-12-28,990680.2743202398,1178095.1472292969,-86913.05882102295,-100501.81408803407,23.633904045126325,0.0
2022-12-29,991510.2579073595,1178071.569500403,-84458.70333936615,-102102.60825367723,23.5777288938119,0.0
2022-12-30,991989.4613194121,1178048.0501675943,-84025.58178377966,-102033.00706440258,23.519332808706793,0.0
2023-01-03,992424.9685115502,1178024.5651625122,-82870.59096888234,-102729.00568207956,23.48500508208103,0.0
2023-01-04,994033.9457779287,1178001.1858219162,-78106.25385743091,-105860.98618655649,23.37934059612916,0.0
2023-01-05,993974.3664894948,1177977.8267592764,-79116.87082046607,-104886.58944931567,23.359062639652738,0.0
2023-01-06,995482.8275533,1177954.5811578634,-75218.77682018763,-107252.97678437571,23.245601413139546,0.0
2023-01-09,994936.1132297621,1177931.2887475076,-76229.39378322278,-106765.78173452266,23.29241035568041,0.0
2023-01-10,997432.8200124715,1169893.9111349746,-78091.69906362191,-94369.39205888116,23.109399602564835,15.003761630050771
2023-01-11,996691.5263134761,1169872.0450976996,-79225.8108757492,-93954.70790847421,21.86603727498148,0.0
2023-01-12,999648.1966208931,1169850.3947512833,-71449.04416401921,-98753.15396637107,21.65034641623501,0.0
2023-01-13,1001042.6573760583,1169828.8462279125,-67722.67678131527,-101063.51207053884,21.54852337078195,0.0
2023-01-17,1000613.5557561136,1169807.273991587,-69018.80456660359,-100174.91366886983,21.572236325402084,0.0
2023-01-18,999357.2179933029,1169785.6410991428,-73393.23584195171,-97035.18726388818,21.63289244431884,0.0
2023-01-19,999156.8694520239,1162152.971100353,-71377.03428829512,-91619.06736003397,21.64067019825611,4.563879269593227
2023-01-20,1000742.894027825,1162132.4192098652,-66847.63823936612,-94541.886942674,20.551890487733274,0.0
2023-01-23,1001272.4934824363,1162111.9040227728,-65285.77753283887,-95553.63300749779,20.515187092431734,0.0
2023-01-24,1002508.9237320102,1162091.4447678172,-60600.19541325713,-98982.32562254972,20.45925495571023,0.0
2023-01-25,1003088.2214746258,1162071.0587172036,-60225.34884369059,-98757.48839888714,20.386050613500778,0.0
2023-01-26,1002897.1251197235,1176501.1033405117,-78663.32948073701,-94940.64874005123,20.43872911187869,14.945705607905104
2023-01-27,1004168.2482288099,1176479.2773463328,-76038.44083810649,-96272.58827941646,21.825994178960222,0.0
2023-01-30,1002817.2070045805,1176457.3641626004,-79871.61155432885,-93768.54560369103,21.913183732504038,0.0
2023-01-31,1004062.3693937333,1176435.5431522953,-76580.08452626834,-95793.0892322936,21.821010305184956,0.0
2023-02-01,1005950.3749156884,1176413.8601083772,-71580.29663554353,-98883.18855714526,21.683043918184033,0.0
2023-02-02,1004939.6533653841,1176392.1242125023,-74913.4885626934,-96538.98228442486,21.735895874801727,0.0
2023-02-03,1004409.4476518449,1203011.4937081595,-98440.43277027417,-100161.61328604049,21.77141378692304,15.994281114335251
2023-02-06,1002586.8762468523,1202986.4676573304,-102746.19254152729,-97653.39886895075,25.026050829095105,0.0
2023-02-07,1005634.1474121619,1202961.7125724978,-96664.30686463226,-100663.25829570356,24.75508483260504,0.0
2023-02-08,1002039.0949080277,1202936.6596635773,-104414.67445288786,-96482.89030266175,25.052908920493564,0.0
2023-02-09,998876.412584247,1202911.3200669356,-110227.45014407956,-93807.45733860914,25.339596641831733,0.0
2023-02-10,997324.5822070419,1202885.8335360156,-112757.08400969076,-92804.167319283,25.486530920056897,0.0
2023-02-13,1002201.5363945777,1202860.824201852,-104845.25043001317,-95814.03737726138,25.009334163505333,0.0
2023-02-14,1006560.0028059387,1202836.2085053488,-96449.01887606962,-99827.18682334031,24.615696503374153,0.0
2023-02-15,1008144.60661563,1202811.7309526994,-93112.05505334845,-101555.0692837211,24.477552649445308,0.0
2023-02-16,1005399.4415057868,1202787.081967337,-101239.17662158869,-96148.46383996157,24.648985362300735,0.0
2023-02-17,1003813.7786993895,1202762.257078019,-102800.01453866795,-96148.46383996157,24.824889318035062,0.0
2023-02-21,995898.7287225375,1202736.7158421008,-117601.0637523505,-89236.92336721285,25.541235918289843,0.0
2023-02-22,999875.904162394,1202711.5615635405,-111034.78010118952,-91800.87729995689,25.15427856024717,0.0
2023-02-23,1004429.1774581209,1104776.3356149073,-36226.292517366266,-64120.86563942008,24.704190893557335,58.711086402802145
2023-02-24,1003967.8958027003,1104763.4287637356,-38901.34895910626,-61894.184001929054,12.906851171847444,0.0
2023-02-27,1004703.3437067354,1107297.3772088846,-37266.64223586029,-65327.39126628892,12.877067328503866,1.5290127151154755
2023-02-28,1004771.4836634839,1107284.1525359354,-35646.3534429968,-66866.31542945483,13.224672949139649,0.0
2023-03-01,1004941.5426187846,1107270.9687124675,-36271.0430980767,-66058.3829956062,13.183823467987752,0.0
2023-03-02,1004990.0392450567,1130226.5544751128,-48543.162618388014,-76693.35261166816,13.23686910522635,13.78956731944196
2023-03-03,1005722.000659418,1130210.5461165619,-45340.662306758255,-79147.8831503856,16.008358550913947,0.0
2023-03-06,1006034.0587001336,1130194.5478157136,-43936.05690692063,-80224.4322086594,15.998300848400902,0.0
2023-03-07,1006047.0525273972,1129403.326455331,-47531.13986477702,-75825.13406315679,15.942031617509347,2.2833179657956704
2023-03-08,1006251.2745079093,1129387.5169928963,-45848.10805027331,-77288.13443471372,15.80946243457273,0.0
2023-03-09,1005023.1091856887,1129371.7778017404,-55336.92534928557,-69011.74326676625,15.739191155859125,0.0
2023-03-10,999867.5827758864,1095030.899136693,-33909.945492994375,-61253.37086781228,16.150961143550518,20.582487130064205
2023-03-13,1000177.4558950138,1095018.744982981,-36213.650141371756,-58627.63894659553,12.15415371215009,0.0
2023-03-14,1001348.5300791325,1121170.0499736518,-45768.110578719235,-74053.40931579993,12.098018973922738,15.707466285558095
2023-03-15,999433.7486234581,1121154.6173427885,-53125.582062815505,-68595.28665651489,15.432630863353282,0.0
2023-03-16,1003166.1230062686,1121139.4693694627,-43870.76836219011,-74102.5780010039,15.147973325877121,0.0
2023-03-17,1001509.1771280748,1147192.925201576,-60211.75138841802,-85471.99668508314,15.135779217156635,15.650545293974645
2023-03-20,1002955.9972343489,1147174.4385171926,-54878.642526810414,-89339.7987560332,18.486684383316536,0.0
2023-03-21,1004979.4811351734,1147155.9853956704,-44974.29749811057,-97202.20676238633,18.45312152222677,0.0
2023-03-22,1005051.6375103587,1147137.632828616,-48497.95871024417,-93588.0366080132,18.352567054242034,0.0
2023-03-23,1005122.9830191156,1160711.7305346725,-66271.78310487454,-89316.96441068238,18.281058493694065,10.395612720894086
2023-03-24,1006780.213162568,1160692.0665850446,-61178.73135735841,-92733.12206511814,19.663949627811817,0.0
2023-03-27,1007474.7075727407,1160672.386848227,-56613.61790074334,-96584.0613747428,19.679736817796375,0.0
2023-03-28,1008045.0334858974,1160652.717702227,-53787.59528474354,-98820.08893158608,19.66914600005061,0.0
2023-03-29,1008366.8395946658,1160633.0000887811,-49967.80647410644,-102298.35402000896,19.717613445868786,0.0
2023-03-30,1008287.9353803308,1202617.9523162679,-94521.0665663456,-99808.95036959165,19.719560148209865,28.13243088267978
2023-03-31,1008781.2994822849,1202593.6071732375,-93700.1640031143,-100112.14368783832,24.345143030382683,0.0
2023-04-03,1010783.9530411585,1202569.426782025,-89126.56400796855,-102658.90973289793,24.18039121253121,0.0
2023-04-04,1009828.9525490977,1202545.1915207894,-92058.35887665174,-100657.88009503984,24.23526123569362,0.0
2023-04-05,1010427.7583958813,1202521.00979421,-90768.36913443114,-101324.88226389754,24.181726579266225,0.0
2023-04-06,1012100.7467909178,1202496.972325655,-87191.57939463765,-103204.64614009946,24.03746855503635,0.0
2023-04-10,1012861.646391365,1202472.9960245478,-85315.23067868043,-104296.1189545025,23.976301107126034,0.0
2023-04-11,1013630.6251910634,1202449.0878575894,-83673.42555221784,-105145.0371143082,23.908166958529687,0.0
2023-04-12,1013210.2394737022,1202425.1456235566,-84494.32811544914,-104720.57803440535,23.942234032827862,0.0
2023-04-13,1015464.4485040419,1202401.3646118036,-78396.19478858812,-108540.72131917349,23.781011753060408,0.0
2023-04-14,1016551.152878439,1219865.4420925821,-101657.14460707159,-101657.14460707159,23.68542029529766,20.293192276953977
2023-04-17,1019220.0552585046,1219840.2054886036,-95538.89053349783,-105081.25969660118,25.236603978664284,0.0
2023-04-18,1019978.5433997838,1219815.047376787,-94362.30321165673,-105474.20076534663,25.158111816541982,0.0
2023-04-19,1020042.6193029603,1219789.8937078256,-94048.5465924991,-105698.72781236608,25.153668961571736,0.0
2023-04-20,1018318.3932498666,1219764.606107658,-98048.94348675887,-103397.26937103248,25.287600167455473,0.0
2023-04-21,1020172.1243443838,1219739.481135024,-94205.42490207792,-105361.93188856222,25.12497263393699,0.0
2023-04-24,1020123.9490507126,1219714.345145999,-93891.66828292029,-105698.72781236608,25.13598902509539,0.0
2023-04-25,1014164.7069731983,1219688.760765755,-108638.22938332883,-96885.82440922779,25.584380243995014,0.0
2023-04-26,1017339.4928977173,1219663.4738790002,-102912.17108370211,-99411.80989758082,25.286886754853946,0.0
2023-04-27,1021642.9406960827,1219638.5653313892,-94205.42490207792,-103790.19973322855,24.90854761096049,0.0
2023-04-28,1024854.265518262,1219613.9141185703,-86675.26604229484,-108084.38255801328,24.65121281890569,0.0
2023-05-01,1026086.8089453203,1219589.3575672682,-83537.69985071855,-109964.8487712294,24.556551302071696,0.0
2023-05-02,1023382.4145873983,1219564.628128247,-91381.61532965927,-104800.59821118953,24.729439020994445,0.0
2023-05-03,1021616.2345936454,1219539.7922554677,-96715.47785533895,-101208.0798064833,24.835872779272208,0.0
2023-05-04,1016729.2853457895,1217541.694665116,-99452.59410866445,-101359.81521066204,25.274981355659015,6.548553395081629
