date,ratio,rho,gross_frac,sleeve_equity,base_equity,put_mtm,put_cash_cum,realized_cum,redeploy_extra,combined_equity,combined_ret,drawdown
2022-04-13,0.8543460811529765,1.0,0.2,1001898.5274565582,1003520.3048806062,27175.0,-27175.0,0.0,0.0,1003520.3048806062,0.006961992117477722,-0.0005300140458717184
2022-04-14,0.8720706939737237,1.0,0.2,998612.7363539,1000365.9660137199,27175.0,-27175.0,0.0,0.0,1000365.9660137199,-0.0031432735855421168,-0.0036716216522634237
2022-04-18,0.8609708767492794,1.0,0.2,1000582.836591952,1002476.274107035,27175.0,-27175.0,0.0,0.0,1002476.274107035,0.002109536074806906,-0.0015698309957848933
2022-04-19,0.8527534435216628,1.0,0.2,1006640.0350737554,1008683.2104452145,27175.0,-27175.0,0.0,0.0,1008683.2104452145,0.006191604228946268,0.0
2022-04-20,0.8414078681488965,1.0,0.2,1008800.4821239611,1010985.7355801291,27175.0,-27175.0,0.0,0.0,1010985.7355801291,0.002282703936251851,0.0
2022-04-21,0.8686326991575816,1.0,0.2,1003764.7699376742,1006076.0882790237,27175.0,-27175.0,0.0,0.0,1006076.0882790237,-0.004856297303035828,-0.004856297303035828
2022-04-22,0.944425788144593,1.5368815678716081,0.1302053961766909,983646.8229036015,986043.8951246227,27175.0,-27175.0,0.0,0.0,986043.8951246227,-0.019911210879355656,-0.024670813422697835
2022-04-25,0.9294805896600838,1.4123382471673653,0.14639602786824252,991686.680120867,994234.4766784372,27175.0,-27175.0,0.0,0.0,994234.4766784372,0.008306508051326933,-0.01656923368169938
2022-04-26,1.0114665381748296,2.0,0.06999999999999999,967130.5060470385,969742.182249154,27175.0,-27175.0,0.0,0.0,969742.182249154,-0.024634324199969138,-0.040795386007408396
2022-04-27,0.9813664482219424,1.84472040184952,0.09018634775956239,963819.9701513551,966545.8406604454,27175.0,-27175.0,0.0,0.0,966545.8406604454,-0.0032960735824599796,-0.04395699499576322
2022-04-28,0.9627608391133957,1.6896736592782977,0.11034242429382131,974953.8837767586,977836.3416736617,27175.0,-27175.0,0.0,0.0,977836.3416736617,0.011681288706908655,-0.03278918063808822
2022-04-29,1.0066305370307307,2.0,0.06999999999999999,960574.7667277493,963538.176857962,27175.0,-27175.0,0.0,0.0,963538.176857962,-0.014622247309020064,-0.046931976438758016
2022-05-02,0.9797031747042454,1.8308597892020448,0.09198822740373416,960661.5331113329,963746.8936244973,27175.0,-27175.0,0.0,0.0,963746.8936244973,0.00021661494224956002,-0.04672552766387439
2022-05-03,0.9493671050638343,1.5780592088652856,0.1248523028475129,980553.0042811228,983828.1670629492,27175.0,-27175.0,0.0,0.0,983828.1670629492,0.020836667356643135,-0.02686246458422703
2022-05-04,0.9049483780067562,1.2079031500563016,0.1729725904926808,1002272.3006240225,1005753.0433945099,27175.0,-27175.0,0.0,0.0,1005753.0433945099,0.022285269994875012,-0.00517583186533932
2022-05-05,0.9547123767314675,1.6226031394288956,0.11906159187424357,969521.8691483226,973017.8790003579,27175.0,-27175.0,0.0,0.0,973017.8790003579,-0.032547914827747104,-0.03755528415837073
2022-05-06,0.9343856159354456,1.4532134661287128,0.1410822494032673,975402.9555358822,979046.232129428,27175.0,-27175.0,0.0,0.0,979046.232129428,0.0061955214381705925,-0.03159243728831984
2022-05-09,0.9914408204396381,1.9286735036636509,0.0792724445237254,954088.6566961717,957774.5370112007,27175.0,-27175.0,0.0,0.0,957774.5370112007,-0.02172695672599778,-0.05263298649648551
2022-05-10,0.9711510301142096,1.759591917618413,0.10125305070960633,965629.2189525118,969506.5638222324,27175.0,-27175.0,0.0,0.0,969506.5638222324,0.012249257374958411,-0.04102844411953532
