date,combined_nav,put_mtm,cash_realized,uvix_exposure,svix_exposure,borrow,model_price,observed_mid,error
2022-07-19,979665.4895803867,23924.18808034344,0.0,-82320.60327881825,-94056.2999992626,21.387683592120116,,,
2022-07-20,981463.7115976168,23529.39507273669,0.0,-78097.55054561113,-96224.2663207605,22.05139871756248,,,
2022-07-21,982180.0044923119,23072.010127419224,0.0,-74800.0984114631,-98475.61779740357,21.98978862085498,,,
2022-07-22,982853.7582388062,23134.06716918503,0.0,-73643.09766263924,-99142.68313447275,21.951250311052217,,,
2022-07-25,983377.7407847291,23182.09251824845,0.0,-72370.39683893297,-100059.89598493138,21.934117701995298,,,
2022-07-26,983378.2640000776,23806.07748567134,0.0,-75436.44882331623,-97725.16730518921,21.958168460604153,,,
2022-07-27,984277.5123839398,22871.18962594641,0.0,-70403.4955659324,-101060.49399053516,21.850231807714486,,,
2022-07-28,985820.2603286747,22458.54638629793,0.0,-63750.74126019515,-105896.72166030982,21.76641783096148,,,
2022-07-29,986321.848319113,22094.517294724563,0.0,-83359.37790181866,-94887.40354622819,21.70364906512952,,,
2022-08-01,984161.2086086365,22406.535866593964,0.0,-88952.92422887453,-91850.40821503455,22.672508782387837,38.70353504033858,33.4,5.303535040338581
2022-08-02,983349.0308782356,22711.0465971082,0.0,-91205.88038838314,-90813.39196627204,22.783617874046513,45.020527963923826,36.1,8.920527963923824
2022-08-03,987719.1505785623,22091.097427424203,0.0,-81650.23874632937,-95554.05382151406,22.359493841278937,32.54466970672996,31.3,1.2446697067299617
2022-08-04,987542.7990638254,21981.641676708583,0.0,-82349.43203721136,-95035.54569713281,22.36689406963219,30.19563296739335,31.05,-0.8543670326066497
2022-08-05,989282.6351079639,21921.672607534485,0.0,-78465.02486564478,-97257.7344738492,22.23511941439238,71.42531771056974,70.15,1.2753177105697375
2022-08-08,989074.3417330942,21929.755408035824,0.0,-79164.21815652677,-96887.36850037257,22.262918581778923,71.64183205696713,69.25,2.3918320569671323
2022-08-09,988928.1345565375,22014.746162694642,0.0,-80174.16402113407,-96220.7111609433,22.284940220178335,76.50800073324763,71.2,5.308000733247624
2022-08-10,992430.7400468987,21606.307967120043,0.0,-98468.02151779475,-98468.02151779475,21.999279747969133,54.09078299654459,60.1,-6.0092170034554115
2022-08-11,991772.6396362494,21643.628524060754,0.0,-100195.53066722976,-97536.37273472913,24.722480971604867,,,
2022-08-12,993319.7636550716,21506.048187067787,0.0,-97496.29762123758,-98683.0221224067,24.57617349242325,,,
2022-08-15,994653.4145691372,21517.36574395224,0.0,-94797.0645752454,-100187.98534751801,24.47920525990414,,,
2022-08-16,994177.7188735029,21479.82341908893,0.0,-95984.72711548196,-99543.00403726833,24.524240040368646,,,
2022-08-17,994827.7586102498,21505.42895580158,0.0,-95120.97254076446,-99901.3247092308,24.476236458603253,,,
2022-08-18,996143.5298838125,21461.977055157175,0.0,-92529.70881661196,-101262.9678669916,24.371701251493604,,,
2022-08-19,992697.9973983318,21575.815648089047,0.0,-100951.31592010756,-96461.39704978427,24.659634324438763,,,
2022-08-22,986587.7220407192,22100.692880085273,0.0,-113907.63454087003,-90154.85617293691,25.251390199054047,,,
2022-08-23,988571.2773781412,22143.786755690355,0.0,-110668.55488567942,-91588.15936437296,25.083714637686654,,,
2022-08-24,993147.9299450907,21884.755795964014,0.0,-102570.85574770288,-95028.09385834822,24.644790317934305,,,
2022-08-25,996187.0460729344,21659.33975087999,0.0,-96740.51236835976,-97751.37333934108,24.36271113546251,,,
2022-08-26,988066.0343964105,22492.575325913793,0.0,-115419.20504662566,-88004.89796851846,25.125695963618092,,,
2022-08-29,989166.5321762767,22677.456913253747,0.0,-113907.63454087003,-88721.55298150085,25.054026624677732,,,
2022-08-30,987118.2947527912,22767.852280737083,0.0,-34445.16020040921,-61423.567472359835,25.2552372983186,,,
2022-08-31,987343.8385898512,22733.803298262945,0.0,-32961.271539163354,-62789.65744665361,12.360719147266348,,,
2022-09-01,987274.8854276757,22576.221357130402,0.0,-37851.21134649894,-65319.4660599989,12.377166544748013,,,
2022-09-02,987494.6961582827,22639.38177361886,0.0,-38512.0472380964,-64640.143014957335,13.241091683257768,,,
2022-09-06,987641.8181998084,22968.211412762434,0.0,-40237.56317726754,-63229.24513947084,13.241276192754112,,,
2022-09-07,987970.195336416,22190.597158428754,0.0,-50360.48262375903,-77245.11802381184,13.216620500016141,,,
2022-09-08,988059.9975433236,21932.74803705817,0.0,-48814.10137635599,-78577.97658004011,16.321334390539292,,,
2022-09-09,988527.7333117544,21708.05869959401,0.0,-47473.90429527336,-79365.57455518503,16.278747297820175,,,
2022-09-12,988647.11005333,21755.961272517394,0.0,-52273.54283406246,-78791.49781590456,16.293946169372504,,,
2022-09-13,987614.2970422909,22709.291007188796,0.0,-61300.01252562734,-71846.35142505607,16.80154265943358,,,
2022-09-14,987464.8592171316,22375.4947397807,0.0,-61185.75341560753,-71906.22475493734,16.796910301585633,,,
2022-09-15,987730.5272410586,22480.776084058278,0.0,-45885.95741814638,-73345.49001086429,16.803112685186285,,,
2022-09-16,988321.7573352541,22525.905240444987,0.0,-45540.625659590245,-73284.77215555042,15.223553025912551,,,
2022-09-19,988430.3032365864,22291.745227816755,0.0,-43209.63628933634,-75409.85076854854,15.253474175737246,131.26594048205493,89.8,41.46594048205493
2022-09-20,988725.4005248722,22679.85111527245,0.0,-34339.15795876956,-61288.26005439847,15.21367728077334,150.82979119950312,99.2,51.62979119950312
2022-09-21,989121.5986132716,23093.451664329416,0.0,-36434.97511118273,-59347.46456818546,12.278215530450893,169.57564825055238,115.75,53.825648250552376
2022-09-22,989088.4174778397,22992.45315545875,0.0,-36780.298365091505,-64111.381908949865,12.294740583272565,168.19248630171535,114.6,53.592486301715354
2022-09-23,990682.9617713711,24078.13794842321,0.0,-41078.44206342066,-59449.736066872465,12.815609508419133,,,
2022-09-26,990402.0769864421,25190.416934422443,0.0,-44064.17547218366,-57968.974468529406,12.948198402650739,,,
2022-09-27,990180.3358657255,25288.119280344792,0.0,-22729.93008936325,-45459.86017872651,12.975276525594118,,,
2022-09-28,988789.3357693636,23747.272707560616,0.0,-20807.007587226228,-47381.31676374238,8.869248838012245,,,
2022-09-29,990215.2036358746,24796.43077795821,0.0,-22734.31920094851,-45468.63840189703,8.807877626249002,,,
2022-09-30,990555.0880182142,25048.336618155325,0.0,-23701.376062481395,-44560.99435404505,8.807085651824742,,,
2022-10-03,989441.3148230739,23701.576508688588,0.0,-31163.06576807314,-57333.67654583493,8.845674019926914,159.38407250220223,97.825,61.55907250220223
2022-10-04,988995.2065334001,22786.019054108423,0.0,-28765.906862836742,-59409.82305547208,11.422510376704146,134.24842258413958,81.475,52.773422584139574
2022-10-05,988961.3156032929,22633.43900373377,0.0,-36278.1116167967,-63516.4744962111,11.413488353588061,130.04156338627035,82.975,47.06656338627035
2022-10-06,989413.727308129,23217.411275285234,0.0,-38435.35275983905,-61624.73876677471,12.817231958676633,151.92089240987855,90.5,61.42089240987855
2022-10-07,989618.9447585951,25521.691970372507,0.0,-41595.25527922503,-59159.74746667322,12.833922567553778,174.31288672456236,107.15,67.16288672456236
2022-10-10,989809.8285074004,26043.85274085262,0.0,-26339.400985258784,-50801.06487243465,12.848882286982835,,,
2022-10-11,990460.4388360594,26612.66470303179,0.0,-27259.715485093122,-49943.44966232035,9.949260408964925,,,
2022-10-12,990542.6149492804,26602.50993389527,0.0,-22703.762077871226,-45407.524155742445,9.97111241958214,,,
2022-10-13,989565.2381565793,25365.837887879155,0.0,-21418.051794455867,-46584.589658011726,8.828404492442672,,,
2022-10-14,990155.374930186,25822.54003770219,0.0,-28407.741776649123,-53678.519673966875,8.806216239917612,,,
2022-10-17,989640.2219505401,25020.65441110893,0.0,-26991.34453918979,-54955.31176919888,10.609140886127744,,,
2022-10-18,989253.5610527131,24492.94669816226,0.0,-29419.510844894445,-55040.508684886656,10.637074798370541,,,
2022-10-19,989436.5753016485,24638.408859953466,0.0,-29941.21381284554,-54622.7443099844,10.895792459687588,,,
2022-10-20,989523.9541763213,24474.23823180036,0.0,-34777.71349758021,-61748.03219638988,10.899800755647785,,,
2022-10-21,989248.0018911932,23988.158920808066,0.0,-34534.13418125475,-61922.954240837214,12.418634614701137,,,
2022-10-24,989309.3214654358,23829.756109674217,0.0,-29573.176522622656,-55246.16862139648,12.436979257599472,,,
2022-10-25,989090.172779629,23253.50155523207,0.0,-27268.773157223488,-57341.53585780953,10.968985920361659,,,
2022-10-26,988993.3337909675,23036.83519528708,0.0,-42144.03454049876,-69726.7271872527,10.999913688745817,,,
2022-10-27,989561.5407831086,23090.99138463776,0.0,-40434.967701990056,-71065.28727007804,14.342533932572323,,,
2022-10-28,989366.0550703912,22533.355468008358,0.0,-38570.53115088965,-72708.06054230014,14.358622164694765,,,
2022-10-31,989520.8675132726,22587.70681818201,0.0,-40680.19108910284,-68263.72670006342,14.390858879690224,,,
