date,nav,cash,put_mtm,contracts
2022-11-03,994333.5659118054,-28404.667724251838,22738.233636057204,0.0
2022-11-04,994062.9893442815,-28404.667724251838,22467.657068533335,0.0
2022-11-07,993941.250342338,-28404.667724251838,22345.918066589842,0.0
2022-11-08,994065.3703385191,-28404.667724251838,22470.03806277101,0.0
2022-11-09,994304.3545449054,-28404.667724251838,22709.022269157245,0.0
2022-11-10,993572.8197604656,-28404.667724251838,21977.487484717458,0.0
2022-11-11,993429.3089506106,-28404.667724251838,21833.976674862453,0.0
2022-11-14,993561.9280724301,-28404.667724251838,21966.595796681904,0.0
2022-11-15,993591.786138024,-28404.667724251838,21996.453862275794,0.0
2022-11-16,993567.8474333953,-28404.667724251838,21972.515157647165,0.0
2022-11-17,993547.4535317135,-28404.667724251838,21952.121255965263,0.0
2022-11-18,993440.800176967,-28404.667724251838,21845.46790121886,0.0
2022-11-21,993380.3268777049,-28404.667724251838,21784.99460195684,0.0
2022-11-22,993263.667064382,-28404.667724251838,21668.334788633845,0.0
2022-11-23,993196.907490656,-28404.667724251838,21601.57521490787,0.0
2022-11-25,993190.8224880099,-28404.667724251838,21595.49021226178,0.0
2022-11-28,993305.6990042995,-28404.667724251838,21710.36672855129,0.0
2022-11-29,993280.3086779518,-28404.667724251838,21684.97640220364,0.0
2022-11-30,993156.0041078186,-28404.667724251838,21560.671832070493,0.0
2022-12-01,993127.8100600317,-28404.667724251838,21532.477784283594,0.0
2022-12-02,993103.7173856446,-28404.667724251838,21508.385109896368,0.0
2022-12-05,993173.1264865756,-28404.667724251838,21577.794210827393,0.0
2022-12-06,993259.1464191227,-28404.667724251838,21663.814143374573,0.0
2022-12-07,993282.6932040086,-28404.667724251838,21687.360928260474,0.0
2022-12-08,993235.0885979737,-28404.667724251838,21639.756322225607,0.0
2022-12-09,993270.813996417,-28404.667724251838,21675.48172066889,0.0
2022-12-12,993353.5546578314,-28404.667724251838,21758.222382083306,0.0
2022-12-13,993195.481772417,-28404.667724251838,21600.14949666884,0.0
2022-12-14,993145.6682395724,-28404.667724251838,21550.335963824346,0.0
2022-12-15,993254.4663508376,-28404.667724251838,21659.134075089467,0.0
2022-12-16,993259.894319433,-28404.667724251838,21664.562043684906,0.0
2022-12-19,993261.0099680687,-28404.667724251838,21665.677692320573,0.0
2022-12-20,993202.7977547715,-28404.667724251838,21607.465479023384,0.0
2022-12-21,993122.4167161575,-28404.667724251838,21527.084440409322,0.0
2022-12-22,993207.5678178697,-28404.667724251838,21612.23554212154,0.0
2022-12-23,993147.0776438691,-28404.667724251838,21551.745368120926,0.0
2022-12-27,993167.2500116115,-28404.667724251838,21571.917735863306,0.0
2022-12-28,993201.081616554,-28404.667724251838,21605.749340805836,0.0
2022-12-29,993138.6552511564,-28404.667724251838,21543.322975408315,0.0
2022-12-30,993142.9995595375,-28404.667724251838,21547.667283789397,0.0
2023-01-03,993177.2656479084,-28404.667724251838,21581.93337216035,0.0
2023-01-04,993129.3116248235,-28404.667724251838,21533.979349075347,0.0
2023-01-05,993152.9986607763,-28404.667724251838,21557.66638502812,0.0
2023-01-06,993087.1523549118,-28404.667724251838,21491.820079163637,0.0
2023-01-09,993100.235420121,-28404.667724251838,21504.90314437287,0.0
2023-01-10,993066.7611137909,-28404.667724251838,21471.42883804274,0.0
2023-01-11,993063.3156020786,-28404.667724251838,21467.983326330483,0.0
2023-01-12,993039.9362646488,-28404.667724251838,21444.603988900686,0.0
2023-01-13,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-17,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-18,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-19,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-20,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-23,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-24,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-25,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-26,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-27,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-30,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-01-31,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-01,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-02,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-03,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-06,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-07,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-08,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-09,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-10,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-13,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-14,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-15,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-16,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-17,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-21,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-22,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-23,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-24,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-27,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-02-28,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-01,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-02,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-03,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-06,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-07,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-08,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-09,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-10,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-13,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-14,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-15,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-16,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-17,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-20,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-21,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-22,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-23,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-24,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-27,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-28,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-29,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-30,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-03-31,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-03,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-04,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-05,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-06,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-10,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-11,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-12,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-13,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-14,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-17,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-18,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-19,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-20,993035.5571347809,-33384.442865219055,26420.0,0.0
2023-04-21,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-04-24,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-04-25,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-04-26,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-04-27,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-04-28,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-01,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-02,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-03,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-04,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-05,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-08,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-09,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-10,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-11,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-12,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-15,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-16,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-17,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-18,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-19,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-22,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-23,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-24,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-25,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-26,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-30,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-05-31,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-01,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-02,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-05,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-06,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-07,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-08,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-09,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-12,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-13,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-14,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-15,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-16,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-20,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-21,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-22,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-23,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-26,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-27,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-28,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-29,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-06-30,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-03,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-05,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-06,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-07,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-10,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-11,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-12,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-13,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-14,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-17,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-18,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-19,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-20,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-21,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-24,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-25,993035.5571347809,-33149.442865219055,26185.0,0.0
2023-07-26,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-07-27,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-07-28,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-07-31,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-01,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-02,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-03,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-04,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-07,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-08,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-09,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-10,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-11,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-14,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-15,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-16,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-17,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-18,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-21,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-22,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-23,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-24,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-25,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-28,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-29,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-30,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-08-31,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-01,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-05,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-06,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-07,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-08,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-11,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-12,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-13,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-14,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-15,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-18,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-19,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-20,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-21,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-22,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-25,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-26,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-27,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-28,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-09-29,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-02,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-03,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-04,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-05,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-06,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-09,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-10,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-11,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-12,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-13,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-16,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-17,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-18,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-19,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-20,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-23,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-24,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-25,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-26,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-27,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-30,993035.5571347809,-38229.442865219055,31265.0,0.0
2023-10-31,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-01,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-02,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-03,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-06,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-07,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-08,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-09,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-10,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-13,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-14,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-15,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-16,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-17,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-20,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-21,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-22,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-24,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-27,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-28,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-29,993035.5571347809,-30959.442865219055,23995.0,0.0
2023-11-30,993035.5571347809,-30959.442865219055,23995.0,0.0
