h_mid,h_min,h_max,n_pairs,ew_mean_full,ew_median_full,winsor_mean_full,ew_mean_h1,ew_mean_h2,ew_median_h1,ew_median_h2,ew_mean_vol,ew_mean_dd,ret_over_vol,rank_winsor_mean_full,rank_ew_median_full,rank_ew_mean_h1,rank_ew_mean_h2,rank_ret_over_vol,composite_rank,stable,plateau_ew_mean
0.2,0.15,0.7,45.0,0.5153950945735711,0.19077634230461138,0.4292929529448216,-0.20654055722702042,2.0362537077844767,-0.11707397446761209,0.568626749233303,0.8427234017826385,-0.35151680455173034,0.6115827488394652,8.0,1.5,209.0,9.0,1.0,45.7,False,0.4769978056816435
0.2,0.15,0.8,45.0,0.5027833975883025,0.18274636788562093,0.43737514572190606,-0.20411721061653326,2.019093091010335,-0.09079452584089304,0.5686281911058808,0.8346899005393327,-0.34826824591290345,0.602359507720688,5.0,5.5,207.0,11.0,3.0,46.3,False,0.48127531512862437
0.2,0.15,0.9,45.0,0.5027833975883025,0.18274636788562093,0.43737514572190606,-0.20411721061653326,2.019093091010335,-0.09079452584089304,0.5686281911058808,0.8346899005393327,-0.34826824591290345,0.602359507720688,5.0,5.5,207.0,11.0,3.0,46.3,False,0.47812239088230724
0.2,0.15,0.95,45.0,0.5027833975883025,0.18274636788562093,0.43737514572190606,-0.20411721061653326,2.019093091010335,-0.09079452584089304,0.5686281911058808,0.8346899005393327,-0.34826824591290345,0.602359507720688,5.0,5.5,207.0,11.0,3.0,46.3,False,0.46990205531364215
0.25,0.1,0.7,45.0,0.4116378980638755,0.17252097121269871,0.35076968137184245,-0.2030104395793469,2.2221930754983714,-0.08766811869671487,0.46496599347385725,0.7284751082872094,-0.3283665293354614,0.5650678978334874,15.0,9.5,205.0,5.0,10.0,48.9,False,0.41282742558676155
0.25,0.1,0.9,45.0,0.4028849027804127,0.15975748273413748,0.3587503340544406,-0.20023460300797655,2.2088457781041466,-0.08382981191311933,0.4649677938933594,0.7205552831753687,-0.32519713630189734,0.5591311481403137,10.0,16.0,202.0,7.0,15.0,50.0,False,0.40535460180931493
0.25,0.1,0.8,45.0,0.4028849027804127,0.15975748273413748,0.3587503340544406,-0.20023460300797655,2.2088457781041466,-0.08382981191311933,0.4649677938933594,0.7205552831753687,-0.32519713630189734,0.5591311481403137,10.0,16.0,202.0,7.0,15.0,50.0,False,0.40710520086600743
0.25,0.1,0.95,45.0,0.4028849027804127,0.15975748273413748,0.3587503340544406,-0.20023460300797655,2.2088457781041466,-0.08382981191311933,0.4649677938933594,0.7205552831753687,-0.32519713630189734,0.5591311481403137,10.0,16.0,202.0,7.0,15.0,50.0,False,0.4059720265665404
0.25,0.15,0.7,45.0,0.4065360195861463,0.17252097121269871,0.34566779713247164,-0.20236224948091336,1.7761423002560972,-0.08766811869671487,0.46496599347385725,0.7166384099413844,-0.3268662414241485,0.5672819289987511,19.0,9.5,204.0,13.0,9.0,50.9,False,0.4093548280994363
0.25,0.15,0.95,45.0,0.39764919154378403,0.15975748273413748,0.3535146163338566,-0.1995512123791407,1.7624297798228645,-0.08382981191311933,0.4649677938933594,0.7087060321945933,-0.3236697645761567,0.5610918681084393,13.0,16.0,199.0,15.0,12.0,51.0,False,0.4020381933189574
0.25,0.15,0.9,45.0,0.39764919154378403,0.15975748273413748,0.3535146163338566,-0.1995512123791407,1.7624297798228645,-0.08382981191311933,0.4649677938933594,0.7087060321945933,-0.3236697645761567,0.5610918681084393,13.0,16.0,199.0,15.0,12.0,51.0,False,
0.25,0.15,0.8,45.0,0.39764919154378403,0.15975748273413748,0.3535146163338566,-0.1995512123791407,1.7624297798228645,-0.08382981191311933,0.4649677938933594,0.7087060321945933,-0.3236697645761567,0.5610918681084393,13.0,16.0,199.0,15.0,12.0,51.0,False,
0.2,0.1,0.7,45.0,0.5216739998704818,0.19077634230461138,0.4355125377298528,-0.2099724906705546,2.5849529157348012,-0.11707397446761209,0.5688479612005255,1.0588463488338233,-0.3547146729041595,0.49268149287669116,7.0,1.5,213.0,1.0,33.0,51.1,False,
0.2,0.1,0.95,45.0,0.50927357680884,0.18274636788562093,0.44380446870435303,-0.20760713451728008,2.5683612177100272,-0.09079452584089304,0.568849403532345,1.0492334056874477,-0.3514923563456692,0.4853768227815515,2.0,5.5,211.0,3.0,35.0,51.3,False,
0.2,0.1,0.9,45.0,0.50927357680884,0.18274636788562093,0.44380446870435303,-0.20760713451728008,2.5683612177100272,-0.09079452584089304,0.568849403532345,1.0492334056874477,-0.3514923563456692,0.4853768227815515,2.0,5.5,211.0,3.0,35.0,51.3,False,
0.2,0.1,0.8,45.0,0.50927357680884,0.18274636788562093,0.44380446870435303,-0.20760713451728008,2.5683612177100272,-0.09079452584089304,0.568849403532345,1.0492334056874477,-0.3514923563456692,0.4853768227815515,2.0,5.5,211.0,3.0,35.0,51.3,False,
0.25,0.2,0.7,45.0,0.4018076690132645,0.17028633581113994,0.34091386844842214,-0.19900039081441334,1.4750352441001,-0.08766811869671487,0.46496599347385725,0.6721054308993712,-0.3240160623435901,0.5978342839390384,20.0,11.0,197.0,25.0,5.0,51.6,False,
0.25,0.2,0.8,45.0,0.39275528058393766,0.15975748273413748,0.3485948634145659,-0.1961197264872056,1.460967949606838,-0.08382981191311933,0.4649677938933594,0.6642547284912779,-0.3207950733639404,0.5912720884592014,17.0,16.0,195.0,27.0,7.0,52.4,False,
0.25,0.2,0.9,45.0,0.39275528058393766,0.15975748273413748,0.3485948634145659,-0.1961197264872056,1.460967949606838,-0.08382981191311933,0.4649677938933594,0.6642547284912779,-0.3207950733639404,0.5912720884592014,17.0,16.0,195.0,27.0,7.0,52.4,False,
0.25,0.2,0.95,45.0,0.39275528058393766,0.15975748273413748,0.3485948634145659,-0.1961197264872056,1.460967949606838,-0.08382981191311933,0.4649677938933594,0.6642547284912779,-0.3207950733639404,0.5912720884592014,17.0,16.0,195.0,27.0,7.0,52.4,False,
0.3,0.15,0.95,45.0,0.31411819409835035,0.1362972428638758,0.28682560733597706,-0.19196750651640437,1.5137985193529813,-0.07851275742395808,0.45999359135277706,0.5902005520893752,-0.30063520714535785,0.5322228062754893,22.0,30.5,186.0,23.0,24.0,57.1,False,
0.3,0.15,0.9,45.0,0.31411819409835035,0.1362972428638758,0.28682560733597706,-0.19196750651640437,1.5137985193529813,-0.07851275742395808,0.45999359135277706,0.5902005520893752,-0.30063520714535785,0.5322228062754893,22.0,30.5,186.0,23.0,24.0,57.1,False,
0.3,0.15,0.8,45.0,0.31411819409835035,0.1362972428638758,0.28682560733597706,-0.19196750651640437,1.5137985193529813,-0.07851275742395808,0.45999359135277706,0.5902005520893752,-0.30063520714535785,0.5322228062754893,22.0,30.5,186.0,23.0,24.0,57.1,False,
0.3,0.15,0.7,45.0,0.32028428730268665,0.14351526020601724,0.2798622491690067,-0.1951992999395344,1.5250920795955087,-0.0805326293837576,0.47194708695904075,0.5981210650551146,-0.30356107236622776,0.5354840449787095,30.0,22.0,192.0,21.0,21.0,57.2,False,
0.3,0.1,0.7,45.0,0.3202147801100054,0.14351526020601724,0.2797927419763254,-0.19560283956493488,1.6730567244143206,-0.0805326293837576,0.47194708695904075,0.6027475705722326,-0.3044530331983983,0.5312585164067969,31.0,22.0,193.0,17.0,29.0,58.4,False,
0.3,0.1,0.95,45.0,0.31408043513312484,0.1362972428638758,0.28678784837075155,-0.1923850963274018,1.661900858957002,-0.07851275742395808,0.45999359135277706,0.5948198376348864,-0.3015324045847265,0.5280261606303628,25.0,30.5,189.0,19.0,31.0,58.9,False,
0.3,0.1,0.9,45.0,0.31408043513312484,0.1362972428638758,0.28678784837075155,-0.1923850963274018,1.661900858957002,-0.07851275742395808,0.45999359135277706,0.5948198376348864,-0.3015324045847265,0.5280261606303628,25.0,30.5,189.0,19.0,31.0,58.9,False,
0.3,0.1,0.8,45.0,0.31408043513312484,0.1362972428638758,0.28678784837075155,-0.1923850963274018,1.661900858957002,-0.07851275742395808,0.45999359135277706,0.5948198376348864,-0.3015324045847265,0.5280261606303628,25.0,30.5,189.0,19.0,31.0,58.9,False,
0.3,0.2,0.8,45.0,0.3100240445923308,0.1362972428638758,0.28273145121614024,-0.1912504108532287,1.2700403787826648,-0.07851275742395808,0.45999359135277706,0.5828132857704688,-0.29923831978640436,0.5319440242040545,28.0,30.5,182.0,31.0,27.0,59.7,False,
0.3,0.2,0.9,45.0,0.3100240445923308,0.1362972428638758,0.28273145121614024,-0.1912504108532287,1.2700403787826648,-0.07851275742395808,0.45999359135277706,0.5828132857704688,-0.29923831978640436,0.5319440242040545,28.0,30.5,182.0,31.0,27.0,59.7,False,
