h_mid,h_min,h_max,n_pairs,ew_mean_full,ew_median_full,winsor_mean_full,ew_mean_h1,ew_mean_h2,ew_median_h1,ew_median_h2,ew_mean_vol,ew_mean_dd,ret_over_vol,rank_winsor_mean_full,rank_ew_median_full,rank_ew_mean_h1,rank_ew_mean_h2,rank_ret_over_vol,composite_rank,stable,plateau_ew_mean
0.3,0.2,0.95,45.0,0.3100240445923308,0.1362972428638758,0.28273145121614024,-0.1912504108532287,1.2700403787826648,-0.07851275742395808,0.45999359135277706,0.5828132857704688,-0.29923831978640436,0.5319440242040545,28.0,30.5,182.0,31.0,27.0,59.7,False,
0.3,0.2,0.7,45.0,0.31630144776524155,0.14351526020601724,0.27587940372430136,-0.1945237250085808,1.2815794745964428,-0.0805326293837576,0.47194708695904075,0.5907503971009488,-0.3021893242623304,0.535423165718484,35.0,22.0,191.0,29.0,22.0,59.8,False,
0.3,0.25,0.7,45.0,0.31262208014915815,0.1416569161018688,0.27215968852974454,-0.19129572913643783,1.1021789045583992,-0.07730801150825983,0.47194708695904075,0.5701154237088875,-0.299638129236556,0.5483487503554882,36.0,24.0,184.0,41.0,17.0,60.4,False,
0.3,0.25,0.8,45.0,0.30621022115952645,0.1362972428638758,0.2788766188806049,-0.18794418497032195,1.0904058193141688,-0.07555432017919572,0.45999359135277706,0.5621730745207625,-0.29666376898858016,0.5446903009728142,33.0,30.5,178.0,44.0,19.0,60.9,False,
0.3,0.25,0.9,45.0,0.30621022115952645,0.1362972428638758,0.2788766188806049,-0.18794418497032195,1.0904058193141688,-0.07555432017919572,0.45999359135277706,0.5621730745207625,-0.29666376898858016,0.5446903009728142,33.0,30.5,178.0,44.0,19.0,60.9,False,
0.3,0.25,0.95,45.0,0.30621022115952645,0.1362972428638758,0.2788766188806049,-0.18794418497032195,1.0904058193141688,-0.07555432017919572,0.45999359135277706,0.5621730745207625,-0.29666376898858016,0.5446903009728142,33.0,30.5,178.0,44.0,19.0,60.9,False,
0.35,0.2,0.9,45.0,0.24274946031778197,0.1155931768523264,0.22895646871392825,-0.18370023978535166,1.0879073462860311,-0.07246301389527743,0.42162302120056183,0.5066438572182348,-0.2790371460419759,0.47913234683356404,41.0,47.5,166.0,46.5,42.5,68.7,False,
0.35,0.2,0.95,45.0,0.24274946031778197,0.1155931768523264,0.22895646871392825,-0.18370023978535166,1.0879073462860311,-0.07246301389527743,0.42162302120056183,0.5066438572182348,-0.2790371460419759,0.47913234683356404,41.0,47.5,166.0,46.5,42.5,68.7,False,
0.35,0.2,0.8,45.0,0.24274910204386518,0.1155931768523264,0.22895646871392825,-0.18370023978535166,1.0879065470013987,-0.07246301389527743,0.42162302120056183,0.5066475476891246,-0.2790382800567378,0.47912814963986433,41.0,47.5,166.0,48.0,44.0,69.3,False,
0.35,0.1,0.9,45.0,0.24282716835247053,0.1155931768523264,0.2290341767486169,-0.18427079083100378,1.1708095505598048,-0.07246301389527743,0.42162302120056183,0.5102013007858593,-0.2800873165145548,0.47594384408359136,38.0,47.5,172.0,35.5,54.5,69.5,False,
0.35,0.1,0.95,45.0,0.24282716835247053,0.1155931768523264,0.2290341767486169,-0.18427079083100378,1.1708095505598048,-0.07246301389527743,0.42162302120056183,0.5102013007858593,-0.2800873165145548,0.47594384408359136,38.0,47.5,172.0,35.5,54.5,69.5,False,
0.35,0.2,0.7,45.0,0.2469489137451431,0.11931574869262351,0.22202598199032986,-0.18738818476473976,1.0976070001762142,-0.07353510864787044,0.42163896239515686,0.5147221306678974,-0.28224968586218985,0.47977131549542096,53.0,39.0,175.0,42.0,41.0,70.0,False,
0.35,0.15,0.95,45.0,0.24274077026204688,0.1155931768523264,0.22894777865819324,-0.1841289406691434,1.170014690920357,-0.07246301389527743,0.42162302120056183,0.5097905212316853,-0.2798618350381773,0.4761578729937352,44.0,47.5,169.0,38.5,51.5,70.1,False,
0.35,0.1,0.8,45.0,0.24282681007855378,0.1155931768523264,0.2290341767486169,-0.18427079083100378,1.1708087512751721,-0.07246301389527743,0.42162302120056183,0.510204991256749,-0.28008845052931675,0.4759396992185769,38.0,47.5,172.0,37.0,56.0,70.1,False,
0.35,0.15,0.9,45.0,0.24274077026204688,0.1155931768523264,0.22894777865819324,-0.1841289406691434,1.170014690920357,-0.07246301389527743,0.42162302120056183,0.5097905212316853,-0.2798618350381773,0.4761578729937352,44.0,47.5,169.0,38.5,51.5,70.1,False,
0.35,0.15,0.7,45.0,0.24691420003804226,0.11931574869262351,0.22199126828322907,-0.1877994996335089,1.179620606526145,-0.07353510864787044,0.42163896239515686,0.5178742634972432,-0.28306934958407104,0.4767840718142902,54.0,39.0,176.0,34.0,49.0,70.4,False,
0.35,0.15,0.8,45.0,0.2427404119881302,0.1155931768523264,0.22894777865819324,-0.1841289406691434,1.1700138916357248,-0.07246301389527743,0.42162302120056183,0.509794211702575,-0.2798629690529392,0.47615372323950633,44.0,47.5,169.0,40.0,53.0,70.7,False,
0.35,0.25,0.9,45.0,0.23947578754883772,0.1155931768523264,0.22568278879445952,-0.18296432626453757,0.9433183174848763,-0.07246301389527743,0.42162302120056183,0.5013754379773055,-0.27776088516287356,0.4776376531625736,47.0,47.5,162.0,50.5,46.5,70.7,False,
0.35,0.25,0.95,45.0,0.23947578754883772,0.1155931768523264,0.22568278879445952,-0.18296432626453757,0.9433183174848763,-0.07246301389527743,0.42162302120056183,0.5013754379773055,-0.27776088516287356,0.4776376531625736,47.0,47.5,162.0,50.5,46.5,70.7,False,
0.35,0.1,0.7,45.0,0.24697191843528504,0.11931574869262351,0.22204898668047185,-0.18794804356741776,1.1803346724163004,-0.07353510864787044,0.42163896239515686,0.518299493592548,-0.2833061661604243,0.4765042634393111,52.0,39.0,180.0,33.0,50.0,70.8,False,
0.35,0.25,0.8,45.0,0.2394754292644065,0.1155931768523264,0.22568278879445952,-0.18296432626453757,0.9433175185588074,-0.07246301389527743,0.42162302120056183,0.5013791289595652,-0.2777620191992302,0.4776334223591495,47.0,47.5,162.0,52.0,48.0,71.3,False,
0.35,0.3,0.7,45.0,0.24082429514032802,0.11931574869262351,0.21585284985968767,-0.183638926432951,0.8392881680101856,-0.07353510864787044,0.42163896239515686,0.4970058931877865,-0.2787116733463685,0.4845501802718787,56.0,39.0,164.0,65.0,37.0,72.2,False,
0.35,0.25,0.7,45.0,0.24376594957821573,0.11931574869262351,0.2188430113535331,-0.18669844186892798,0.9531760749561938,-0.07353510864787044,0.42163896239515686,0.5094718677526636,-0.2809966117519596,0.47846792925680887,55.0,39.0,174.0,49.0,45.0,72.4,False,
0.35,0.3,0.9,45.0,0.23642463952554804,0.11527305982627634,0.22258233879682482,-0.17982054482053916,0.8292761904205551,-0.07246301389527743,0.42162302120056183,0.4888852174483304,-0.2754448513031311,0.48359948529336627,50.0,55.0,156.0,66.5,38.5,73.2,False,
0.35,0.3,0.95,45.0,0.23642463952554804,0.11527305982627634,0.22258233879682482,-0.17982054482053916,0.8292761904205551,-0.07246301389527743,0.42162302120056183,0.4888852174483304,-0.2754448513031311,0.48359948529336627,50.0,55.0,156.0,66.5,38.5,73.2,False,
0.35,0.3,0.8,45.0,0.2364242801560127,0.11527305982627634,0.22258233879682482,-0.17982054482053916,0.8292754017491029,-0.07246301389527743,0.42162302120056183,0.4888889237809633,-0.2754459875661496,0.4835950839866803,50.0,55.0,156.0,68.0,40.0,73.8,False,
0.4,0.1,0.8,45.0,0.18436599412210256,0.096040014393586,0.1807213556031326,-0.17616046793380588,0.8542199173240284,-0.06851934071138466,0.35124443771366476,0.447703889458422,-0.2607175716954337,0.4118034228943739,58.0,70.0,148.5,56.0,70.0,80.5,False,
0.4,0.1,0.9,45.0,0.18436525604382917,0.096040014393586,0.1807213556031326,-0.17616046793380588,0.8542181201440711,-0.06851934071138466,0.35124443771366476,0.447677306303446,-0.26071974623069344,0.4118262271683304,58.0,70.0,148.5,57.5,68.5,80.5,False,
0.4,0.1,0.95,45.0,0.18436525604382917,0.096040014393586,0.1807213556031326,-0.17616046793380588,0.8542181201440711,-0.06851934071138466,0.35124443771366476,0.447677306303446,-0.26071974623069344,0.4118262271683304,58.0,70.0,148.5,57.5,68.5,80.5,False,
0.4,0.2,0.95,45.0,0.18421204783037226,0.096040014393586,0.1805681473896757,-0.17602642899241347,0.8533808464237602,-0.06851934071138466,0.35124443771366476,0.4472749065859177,-0.26050830863072927,0.41185419776055937,64.0,70.0,144.0,63.5,65.5,81.4,False,
0.4,0.2,0.9,45.0,0.18421204783037226,0.096040014393586,0.1805681473896757,-0.17602642899241347,0.8533808464237602,-0.06851934071138466,0.35124443771366476,0.4472749065859177,-0.26050830863072927,0.41185419776055937,64.0,70.0,144.0,63.5,65.5,81.4,False,
0.4,0.2,0.8,45.0,0.18421278590864562,0.096040014393586,0.1805681473896757,-0.17602642899241347,0.8533826436037175,-0.06851934071138466,0.35124443771366476,0.44730148974089373,-0.2605061340954695,0.4118313713092118,64.0,70.0,144.0,62.0,67.0,81.4,False,
0.4,0.25,0.9,45.0,0.1842006351506378,0.096040014393586,0.1805567347099413,-0.1755931206249386,0.8042293135665569,-0.06851934071138466,0.35124443771366476,0.44493098266149256,-0.25975039030124325,0.4139982206875876,67.0,70.0,141.0,71.5,60.5,82.0,False,
0.4,0.25,0.8,45.0,0.18420137322891122,0.096040014393586,0.1805567347099413,-0.1755931206249386,0.8042311107465142,-0.06851934071138466,0.35124443771366476,0.4449575658164686,-0.25974821576598345,0.4139751459016401,67.0,70.0,141.0,70.0,62.0,82.0,False,
0.4,0.25,0.95,45.0,0.1842006351506378,0.096040014393586,0.1805567347099413,-0.1755931206249386,0.8042293135665569,-0.06851934071138466,0.35124443771366476,0.44493098266149256,-0.25975039030124325,0.4139982206875876,67.0,70.0,141.0,71.5,60.5,82.0,False,
0.4,0.15,0.9,45.0,0.1842586981237835,0.096040014393586,0.18061479768308694,-0.17616046793380588,0.85388752309629,-0.06851934071138466,0.35124443771366476,0.4476434391840253,-0.26071974623069344,0.41161934252773696,61.0,70.0,148.5,60.5,74.5,82.9,False,
0.4,0.15,0.95,45.0,0.1842586981237835,0.096040014393586,0.18061479768308694,-0.17616046793380588,0.85388752309629,-0.06851934071138466,0.35124443771366476,0.4476434391840253,-0.26071974623069344,0.41161934252773696,61.0,70.0,148.5,60.5,74.5,82.9,False,
0.4,0.15,0.8,45.0,0.1842594362020569,0.096040014393586,0.18061479768308694,-0.17616046793380588,0.8538893202762472,-0.06851934071138466,0.35124443771366476,0.4476700223390014,-0.2607175716954337,0.41159654881363733,61.0,70.0,148.5,59.0,76.0,82.9,False,
0.4,0.35,0.9,45.0,0.17903325685640856,0.09471750051200623,0.175336243507841,-0.17188754884991356,0.6366583961983749,-0.06851934071138466,0.35124443771366476,0.4323104915966349,-0.2564911595031944,0.41413118658118203,73.0,79.0,130.0,83.5,57.5,84.6,False,
0.4,0.35,0.95,45.0,0.17903325685640856,0.09471750051200623,0.175336243507841,-0.17188754884991356,0.6366583961983749,-0.06851934071138466,0.35124443771366476,0.4323104915966349,-0.2564911595031944,0.41413118658118203,73.0,79.0,130.0,83.5,57.5,84.6,False,
0.4,0.35,0.8,45.0,0.17903399695573444,0.09471750051200623,0.175336243507841,-0.17188754884991356,0.6366601725097614,-0.06851934071138466,0.35124443771366476,0.4323371894000913,-0.2564889811420347,0.41410732489647956,73.0,79.0,130.0,82.0,59.0,84.6,False,
0.4,0.25,0.7,45.0,0.18688369140633962,0.10079673238257625,0.17365298403236604,-0.17973754538247072,0.8126843306720799,-0.06934255337924378,0.3512574210828707,0.45323185034371066,-0.26397002054105145,0.41233574221364944,77.0,59.5,154.0,69.0,64.0,84.7,False,
0.4,0.3,0.95,45.0,0.18153123620687586,0.096040014393586,0.17788732828225357,-0.17485063681123286,0.7128043061342257,-0.06851934071138466,0.35124443771366476,0.4409086572355796,-0.2585835869660972,0.4117207345055211,70.0,70.0,138.0,75.5,71.5,85.0,False,
0.4,0.3,0.9,45.0,0.18153123620687586,0.096040014393586,0.17788732828225357,-0.17485063681123286,0.7128043061342257,-0.06851934071138466,0.35124443771366476,0.4409086572355796,-0.2585835869660972,0.4117207345055211,70.0,70.0,138.0,75.5,71.5,85.0,False,
0.4,0.3,0.8,45.0,0.18153197430367854,0.096040014393586,0.17788732828225357,-0.17485063681123286,0.7128061026134039,-0.06851934071138466,0.35124443771366476,0.44093524417945507,-0.2585814123954164,0.4116975830351119,70.0,70.0,138.0,74.0,73.0,85.0,False,
0.4,0.1,0.7,45.0,0.18700347683205776,0.10079673238257625,0.17377276945808423,-0.18029118980490344,0.8625484006565146,-0.06934255337924378,0.3512574210828707,0.4559937344571583,-0.2649449330000422,0.41010097880989016,75.0,59.5,159.5,53.0,79.0,85.2,False,
0.4,0.2,0.7,45.0,0.18687322792536903,0.10079673238257625,0.17364252055139548,-0.18015098841152344,0.8617703587321361,-0.06934255337924378,0.3512574210828707,0.45557942074832025,-0.2647232092384552,0.410188036190083,78.0,59.5,158.0,55.0,78.0,85.7,False,
0.4,0.15,0.7,45.0,0.1868978623432864,0.10079673238257625,0.17366715496931287,-0.18029118980490344,0.8622219527575894,-0.06934255337924378,0.3512574210828707,0.455960714876816,-0.2649449330000422,0.40989904666190247,76.0,59.5,159.5,54.0,80.0,85.8,False,
0.4,0.35,0.7,45.0,0.181884037162167,0.10079673238257625,0.16860111391154714,-0.17616939773240708,0.645326842726202,-0.06934255337924378,0.3512574210828707,0.44066202653315556,-0.2607646700499446,0.41275178302317816,80.0,59.5,152.0,77.0,63.0,86.3,False,
0.4,0.3,0.7,45.0,0.1842907643573794,0.10079673238257625,0.17106005006507446,-0.17904443443183202,0.7213670949609521,-0.06934255337924378,0.3512574210828707,0.44922899828673946,-0.2628245412118562,0.4102379077491075,79.0,59.5,153.0,73.0,77.0,88.3,False,
0.45,0.15,0.95,45.0,0.13545898609424484,0.08074100021329822,0.13953452972058708,-0.1683109255165454,0.6350308498510493,-0.06479166322953839,0.2875873005553218,0.3987809051115797,-0.2438985089373874,0.339682728931926,83.5,98.0,122.0,87.5,87.5,95.7,False,
0.45,0.1,0.95,45.0,0.13545898609424484,0.08074100021329822,0.13953452972058708,-0.1683109255165454,0.6350308498510493,-0.06479166322953839,0.2875873005553218,0.3987809051115797,-0.2438985089373874,0.339682728931926,83.5,98.0,122.0,87.5,87.5,95.7,False,
0.45,0.15,0.8,45.0,0.13546366871769028,0.08074100021329822,0.13953452972058708,-0.1683109255165454,0.6350430664488923,-0.06479166322953839,0.2875873005553218,0.39882926867635704,-0.24388552118785498,0.33965327862538763,83.5,98.0,122.0,85.5,91.5,96.1,False,
0.45,0.1,0.8,45.0,0.13546366871769028,0.08074100021329822,0.13953452972058708,-0.1683109255165454,0.6350430664488923,-0.06479166322953839,0.2875873005553218,0.39882926867635704,-0.24388552118785498,0.33965327862538763,83.5,98.0,122.0,85.5,91.5,96.1,False,
0.45,0.1,0.9,45.0,0.13545855263336232,0.08074100021329822,0.13953452972058708,-0.1683109255165454,0.6350297272130736,-0.06479166322953839,0.2875873005553218,0.39878304582657303,-0.24389971435753427,0.3396798185153337,83.5,98.0,122.0,89.5,89.5,96.5,False,
0.45,0.15,0.9,45.0,0.13545855263336232,0.08074100021329822,0.13953452972058708,-0.1683109255165454,0.6350297272130736,-0.06479166322953839,0.2875873005553218,0.39878304582657303,-0.24389971435753427,0.3396798185153337,83.5,98.0,122.0,89.5,89.5,96.5,False,
0.45,0.25,0.95,45.0,0.13535373250614047,0.08074100021329822,0.13942927613248265,-0.16818407523071016,0.6344639835972903,-0.06479166322953839,0.2875873005553218,0.3984204604539218,-0.24369984282474463,0.3397258573315524,91.0,98.0,116.0,95.0,84.0,96.8,False,
0.45,0.3,0.95,45.0,0.13532888000566062,0.08074100021329822,0.13940442363200287,-0.16775152081675984,0.6032165347219186,-0.06479166322953839,0.2875873005553218,0.3965786529823523,-0.2430025436984383,0.3412409593606712,94.0,98.0,113.0,99.0,81.0,97.0,False,
0.45,0.25,0.8,45.0,0.13535841512958588,0.08074100021329822,0.13942927613248265,-0.16818407523071016,0.6344762001951333,-0.06479166322953839,0.2875873005553218,0.39846882401869915,-0.2436868550752122,0.33969637515037776,91.0,98.0,116.0,94.0,86.0,97.0,False,
0.45,0.25,0.9,45.0,0.13535329904525792,0.08074100021329822,0.13942927613248265,-0.16818407523071016,0.6344628609593145,-0.06479166322953839,0.2875873005553218,0.39842260116891515,-0.2437010482448915,0.3397229440502387,91.0,98.0,116.0,96.0,85.0,97.2,False,
0.45,0.3,0.8,45.0,0.1353335626291061,0.08074100021329822,0.13940442363200287,-0.16775152081675984,0.6032287513197615,-0.06479166322953839,0.2875873005553218,0.39662701654712956,-0.24298955594890587,0.3412111555265801,94.0,98.0,113.0,98.0,83.0,97.2,False,
0.45,0.3,0.9,45.0,0.1353284465447781,0.08074100021329822,0.13940442363200287,-0.16775152081675984,0.6032154120839428,-0.06479166322953839,0.2875873005553218,0.3965807936973456,-0.2430037491185852,0.3412380243710322,94.0,98.0,113.0,100.0,82.0,97.4,False,
0.45,0.2,0.95,45.0,0.135375708877801,0.08074100021329822,0.1394512525041432,-0.1683109255165454,0.634796333133988,-0.06479166322953839,0.2875873005553218,0.3987523989091585,-0.2438985089373874,0.33949816790604825,88.0,98.0,122.0,92.0,93.0,98.6,False,
0.45,0.2,0.8,45.0,0.13538039150124645,0.08074100021329822,0.1394512525041432,-0.1683109255165454,0.634808549731831,-0.06479166322953839,0.2875873005553218,0.3988007624739358,-0.24388552118785498,0.33946873787658427,88.0,98.0,122.0,91.0,95.0,98.8,False,
0.45,0.2,0.9,45.0,0.13537527541691843,0.08074100021329822,0.1394512525041432,-0.1683109255165454,0.6347952104960122,-0.06479166322953839,0.2875873005553218,0.3987545396241518,-0.24389971435753427,0.33949525827221205,88.0,98.0,122.0,93.0,94.0,99.0,False,
0.45,0.4,0.95,45.0,0.13103145538687375,0.08074100021329822,0.13505308241786868,-0.16423584297307636,0.4894222348718948,-0.06479166322953839,0.2875873005553218,0.38702121986142274,-0.24003627484157303,0.3385640080246531,100.0,98.0,100.0,107.0,96.0,100.2,False,
0.45,0.4,0.8,45.0,0.13103614966970012,0.08074100021329822,0.13505308241786868,-0.16423584297307636,0.4894343267161557,-0.06479166322953839,0.2875873005553218,0.3870697906494876,-0.24002326633274984,0.3385336516441304,100.0,98.0,100.0,106.0,98.0,100.4,False,
0.45,0.4,0.9,45.0,0.1310310208268795,0.08074100021329822,0.13505308241786868,-0.16423584297307636,0.4894211236470341,-0.06479166322953839,0.2875873005553218,0.3870233701428977,-0.24003748224339108,0.33856100415460677,100.0,98.0,100.0,108.0,97.0,100.6,False,
0.45,0.15,0.7,45.0,0.13691991023090908,0.0842327547414703,0.1326144801577101,-0.17288535924699855,0.6424214389708528,-0.06574751872972251,0.2875751222344487,0.40734405743870944,-0.24863197733954692,0.3361284097080772,102.5,84.0,135.0,78.5,104.5,100.9,False,
0.45,0.1,0.7,45.0,0.13691991023090908,0.0842327547414703,0.1326144801577101,-0.17288535924699855,0.6424214389708528,-0.06574751872972251,0.2875751222344487,0.40734405743870944,-0.24863197733954692,0.3361284097080772,102.5,84.0,135.0,78.5,104.5,100.9,False,
