ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve
AAPU,AAPL,1.986262,499,ols,0.1152,350000,0.1152,False,False,32.0,0.1152,1.0,False,True,False,False,False,False,False,False,False,0.472073,0.172047,0.235556,0.054348,0.172047,0.056847,0.056847,0.4965655,0.5958785999999999,0.5,0.5958785999999999,bucket_1,,False,0.1152,ETF_LS,639.5511538144704,-321.9873077239913,639.5511538144704,-321.9873077239913,2422.110841425067,0.0,-0.0,2422.110841425067,core_leveraged
AMUU,AMD,2.007127,261,ols,0.044934,25000,0.044934,False,False,75.3499984741211,0.044934,1.0,False,True,False,False,False,False,False,False,False,1.162046,0.481137,0.580115,0.34014,0.481137,0.436203,0.436203,0.50178175,0.6021381,0.50178175,0.6021381,bucket_1,,False,0.044934,ETF_LS,4716.659556176612,-2349.955710912469,4716.659556176612,-2349.955710912469,13878.38159243645,0.0,-0.0,13878.38159243645,core_leveraged
AMZU,AMZN,1.988879,499,ols,0.117128,150000,0.117128,False,False,36.880001068115234,0.117128,1.0,False,True,False,False,False,False,False,False,False,0.626008,0.210359,0.313989,0.096951,0.210359,0.093231,0.093231,0.49721975,0.5966637,0.5,0.5966637,bucket_1,,False,0.117128,ETF_LS,639.8330791732132,-321.70538236524857,639.8330791732132,-321.70538236524857,7954.793920166273,0.0,-0.0,7954.793920166273,core_leveraged
ASMU,ASML,2.003332,46,ols,0.124647,900,0.124647,False,False,24.780000686645508,0.124647,1.0,False,True,False,False,False,False,False,True,False,0.955097,0.313435,0.385188,0.149112,0.179107,0.188788,0.0544599999999999,0.500833,0.6009996,0.500833,0.6009996,bucket_1,,False,0.124647,ETF_LS,641.3812289919229,-320.1572325465389,641.3812289919229,-320.1572325465389,1280.7676530669376,0.0,-0.0,1280.7676530669376,core_leveraged
AVL,AVGO,1.986507,380,ols,0.053644,100000,0.053644,False,False,53.28049850463867,0.053644,1.0,False,True,False,False,False,False,False,False,False,0.853696,0.371933,0.42729,0.178898,0.371933,0.318289,0.318289,0.49662675,0.5959521,0.5,0.5959521,bucket_1,,False,0.053644,ETF_LS,3126.4196179564697,-1573.827637132147,3126.4196179564697,-1573.827637132147,7440.905610676224,0.0,-0.0,7440.905610676224,core_leveraged
BOEU,BA,1.991771,248,ols,0.0553479999999999,10000,0.0553479999999999,False,False,37.52999877929688,0.0553479999999999,1.0,False,True,False,False,False,False,False,False,False,0.599813,0.193998,0.306531,0.092805,0.192392,0.13865,0.137044,0.49794275,0.5975313,0.5,0.5975313,bucket_1,,False,0.0553479999999999,ETF_LS,950.543678953331,-477.235424631311,950.543678953331,-477.235424631311,1590.5495257023983,0.0,-0.0,1590.5495257023983,core_leveraged
BABU,BABA,2.024932,45,ols,0.051566,20000,0.051566,False,False,16.780000686645508,0.051566,1.0,False,True,False,False,False,False,False,False,False,0.743884,0.140474,0.429568,0.191487,0.182378,0.0889079999999999,0.130812,0.506233,0.6074796,0.506233,0.6074796,bucket_1,,False,0.051566,ETF_LS,968.8578747649567,-478.4644001699596,968.8578747649567,-478.4644001699596,4161.737409489528,0.0,-0.0,4161.737409489528,core_leveraged
CONX,COIN,2.004607,102,ols,0.124628,30000,0.124628,False,False,11.079999923706056,0.124628,1.0,False,True,False,False,False,False,False,False,False,1.495555,0.650673,0.729686,0.536127,0.582491,0.526045,0.4578629999999999,0.50115175,0.6013821,0.50115175,0.6013821,bucket_1,,False,0.124628,ETF_LS,3096.4407939897687,-1544.662267461786,3096.4407939897687,-1544.662267461786,22736.38797740763,-8515.840909090912,8515.840909090912,14220.547068316719,core_leveraged
CSCL,CSCO,2.023306,205,ols,0.0987069999999999,3000,0.0987069999999999,False,False,36.63999938964844,0.0987069999999999,1.0,False,True,False,False,False,False,False,False,False,0.533408,0.186337,0.252593,0.066051,0.163903,0.08763,0.065196,0.5058265,0.6069918,0.5058265,0.6069918,bucket_1,,False,0.0987069999999999,ETF_LS,643.4964037585142,-318.0420577799474,643.4964037585142,-318.0420577799474,643.4964037585142,0.0,-0.0,643.4964037585142,core_leveraged
GGLL,GOOGL,1.994631,499,ols,0.0741629999999999,200000,0.0741629999999999,False,False,106.06999969482422,0.0741629999999999,1.0,False,True,False,False,False,False,False,False,False,0.57359,0.186859,0.286601,0.08148,0.186859,0.112696,0.112696,0.49865775,0.5983893,0.5,0.5983893,bucket_1,,False,0.0741629999999999,ETF_LS,640.4510015013279,-321.0874600371336,640.4510015013279,-321.0874600371336,3717.6542395652477,0.0,-0.0,3717.6542395652477,core_leveraged
