run_date,underlying,qty_b1,qty_b2,qty_b4,cost_b1_base,cost_b2_base,cost_b4_base
2026-05-04,3905,3000.0,0.0,0.0,43142.1429,0.0,0.0
2026-05-04,AAL,211.0,0.0,0.0,2635.53,0.0,0.0
2026-05-04,AAOI,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,AAPL,21.381268854548953,39.618731145451044,0.0,5433.219924197876,9933.756040390912,0.0
2026-05-04,ABNB,1.7574571716394516,-5.757457171639451,0.0,224.1812368143284,-772.8480554698342,0.0
2026-05-04,ACHR,1088.0,0.0,0.0,6635.504000000001,0.0,0.0
2026-05-04,ADBE,8.0,0.0,0.0,2198.0,0.0,0.0
2026-05-04,AFRM,78.0,0.0,0.0,4137.16,0.0,0.0
2026-05-04,AI,0.0,51.0,0.0,0.0,471.75,0.0
2026-05-04,ALAB,120.0,0.0,0.0,18649.59389850746,0.0,0.0
2026-05-04,ALB,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,AMD,141.2247209231986,29.77527907680141,0.0,33223.09636539436,7724.079583510746,0.0
2026-05-04,AMZN,16.84971677461672,79.15028322538328,0.0,4013.4666892473037,18848.883861992366,0.0
2026-05-04,ANET,17.0,0.0,0.0,3002.2,0.0,0.0
2026-05-04,APH,18.0,0.0,0.0,2482.66,0.0,0.0
2026-05-04,APLD,12000.0,0.0,9000.0,337366.82660000003,0.0,231069.11500000005
2026-05-04,APP,18.0,0.0,0.0,8539.289444444445,0.0,0.0
2026-05-04,AREB,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,ARKK,36.0,0.0,0.0,2598.1279999999997,0.0,0.0
2026-05-04,ARM,0.0,12.0,0.0,0.0,1954.4099999999999,0.0
2026-05-04,ASHR,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,ASML,4.0,0.0,0.0,5907.56,0.0,0.0
2026-05-04,ASO,5.0,0.0,0.0,285.04,0.0,0.0
2026-05-04,ASPN,-6000.0,0.0,0.0,-19450.0,0.0,0.0
2026-05-04,ASTS,162.0,0.0,0.0,15597.92,0.0,0.0
2026-05-04,AVAV,14.0,0.0,0.0,2898.7000000000003,0.0,0.0
2026-05-04,AVGO,69.0,0.0,0.0,23362.63017857143,0.0,0.0
2026-05-04,AXON,1.0,0.0,0.0,572.42,0.0,0.0
2026-05-04,AXUP,-101.0,0.0,0.0,-1150.39,0.0,0.0
2026-05-04,B,27.0,0.0,0.0,1101.06,0.0,0.0
2026-05-04,BA,84.0,0.0,0.0,20332.871750000006,0.0,0.0
2026-05-04,BABA,13.554315231311698,42.445684768688295,0.0,2284.836188045241,6835.042180136577,0.0
2026-05-04,BAMI,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,BBAI,3281.0,0.0,0.0,11802.292,0.0,0.0
2026-05-04,BE,53.0,0.0,0.0,10484.5,0.0,0.0
2026-05-04,BFF,-4000.0,0.0,0.0,-17678.232,0.0,0.0
2026-05-04,BIDU,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,BITF,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,BJRI,-5000.0,0.0,0.0,-175144.83000000002,0.0,0.0
2026-05-04,BKNG,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,BKNU,0.0,0.0,0.0,0.0,0.0,0.0
