symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,15035.935278772802,15035.935278772802,1
DUST,flow_program,12803.8971186,12803.8971186,1
ZSL,flow_program,10177.09920864,10177.09920864,1
FAZ,flow_program,9930.693252480001,9930.693252480001,1
SDS,flow_program,9679.980265830001,9679.980265830001,1
LABD,flow_program,9367.163399699999,9367.163399699999,1
TSLQ,flow_program,9136.48613844,9136.48613844,1
SQQQ,flow_program,8436.76594992,8436.76594992,1
NVDQ,flow_program,6954.4414684799995,6954.4414684799995,1
SOXS,flow_program,3782.0550803200003,3782.0550803200003,1
EWV,flow_program,2129.1431777252,2129.1431777252,1
