symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,4723.436186,0.0,0.0,0.0,-130.51,14.471096458349583,0.0,0.0,4607.397282458349
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2080.937821,0.0,0.0,-25.53,-54.37,2.4310873600454768,0.0,0.0,2003.4689083600454
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1091.448082,0.0,0.0,-29.37,-21.77,5.4302381176457795,0.0,0.0,1045.738320117646
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,927.343862,0.0,0.0,0.0,-109.2,6.713420345650658,0.0,0.0,824.8572823456506
SDS,PROSHARES ULTRASHORT S&P500,0.0,546.529892,0.0,0.0,-26.99,-45.24,9.38573190779173,0.0,0.0,483.68562390779175
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,499.492916,0.0,0.0,-15.54,-67.34,6.035335695911351,0.0,0.0,422.64825169591126
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,158.495122,0.0,0.0,-26.13,-58.77,6.409886810315448,0.0,0.0,80.00500881031545
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,67.620642,0.0,0.0,0.0,-46.55,8.805446072077412,0.0,0.0,29.87608807207742
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,-9.911611,0.0,0.0,-118.08,-17.84,0.941185664527955,0.0,0.0,14.994089614527974
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,12.301186,0.0,0.0,-8.290000000000001,-0.55,0.2325931912625912,0.0,0.0,3.69377919126259
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,9.855803,0.0,0.0,-154.3,-7.16,0.26480018470655614,0.0,0.0,-46.91553455529345
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,17.227872,0.0,0.0,-1.46,-7.76,2.0482914097897176,0.0,0.0,-369.6230658102103
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1348.377632,0.0,0.0,0.0,-361.9,9.723268150234146,0.0,0.0,-1700.5543638497657
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-2244.249378,0.0,0.0,-90.65,-146.66,12.426570254627956,0.0,0.0,-2472.5387660453716
