,BOOK_NAV,core_leveraged,yieldboost,inverse_decay_bucket4,volatility_etp_bucket5
2026-06-01,1228217.8094188531,1217021.0229156534,1208165.386077361,1203031.4004258385,1200000.0
2026-06-02,1232042.6457273122,1221314.3759246885,1207836.2938592003,1202906.687047991,1199985.2888954321
2026-06-03,1252561.682639083,1243267.062077116,1206838.673766835,1202460.3852044577,1199995.561590674
2026-06-04,1225007.552998531,1215302.734514975,1206808.7220089533,1202892.3764892002,1200003.7199854022
2026-06-05,1276996.7171772786,1268660.3486677778,1206079.0643801838,1202248.139761175,1200009.1643681417
2026-06-08,1240792.3403526072,1231952.6162425496,1206193.77187933,1202609.709150716,1200036.2430800116
2026-06-09,1225712.3358158106,1217274.5461239617,1206194.6562255218,1202225.7620225796,1200017.3714437473
2026-06-10,1234822.1929720442,1224134.4413598687,1208039.2244331727,1202662.039402025,1199986.4877769775
2026-06-11,1226590.9639251728,1215972.9606289794,1206941.4106972262,1203585.2194267963,1200091.3731721707
2026-06-12,1238736.3120397972,1226946.905065473,1208191.9646948641,1203455.2545049798,1200142.18777448
2026-06-15,1236580.9874230311,1224487.6835926957,1207213.4131528614,1204773.8649710817,1200106.025706392
2026-06-16,1253176.4101402583,1240181.3339708333,1208172.9622045886,1204735.1584898313,1200086.9554750049
2026-06-17,1258692.3819306013,1245532.4403821526,1208286.2908010527,1204679.3545366141,1200194.2962107814
2026-06-18,1247039.308968174,1234131.8686650344,1207992.6357125773,1204685.8835999737,1200228.9209905884
2026-06-22,1252816.2748074473,1239031.2203734466,1208709.4807230127,1204900.9253128595,1200174.6483981279
2026-06-23,1289680.0198657431,1276244.258306057,1208934.1032374834,1204312.6006041854,1200189.057718017
2026-06-24,1277805.6344672935,1265790.3966763208,1208127.8040651581,1203614.223392351,1200273.210333463
2026-06-25,1252105.9750718311,1240366.8260327713,1208207.008415084,1203346.574479028,1200185.5661449474
2026-06-26,1249258.6418269842,1238435.8451978706,1207417.2906623275,1203197.4893129384,1200208.0166538474
2026-06-29,1234410.0937053584,1222179.780433617,1207410.372565434,1204620.5822447056,1200199.3584616012
2026-06-30,1234768.3736686541,1222038.196535323,1208378.1307017673,1204175.4984329657,1200176.5479985976
2026-07-01,1292427.406690671,1280488.1769920522,1207653.3632019667,1204083.4837599068,1200202.3827367448
2026-07-02,1280997.9279503033,1265825.692563151,1211200.7045614843,1203831.1157950114,1200140.4150306557
2026-07-06,1252271.359440302,1237031.2521849182,1210989.5668296292,1204221.4855237552,1200029.0549019985
2026-07-07,1306595.751977032,1290497.991750144,1212687.4647519311,1203408.2532115672,1200002.0422633889
2026-07-08,1274334.212698266,1257572.0841185406,1212593.5292460802,1204063.689778234,1200104.9095554098
2026-07-09,1260132.6723442718,1244305.0071918736,1211134.3941915152,1204656.4948393349,1200036.7761215472
2026-07-10,1285411.8427517456,1267438.3628568805,1213478.5165401602,1204561.1441442426,1199933.8192104613
2026-07-13,1324342.7691109534,1308437.2454911724,1213612.4971026243,1202865.965345154,1199427.0611720018
2026-07-14,1286028.4661007347,1267609.8551153895,1214326.1867759908,1203725.4347949235,1200366.9894144302
2026-07-15,1301316.426509938,1284475.7959504481,1213919.8364725458,1202954.4395450247,1199966.3545419187
2026-07-16,1284885.038260461,1267822.5938536674,1216440.6005165547,1200546.8739693633,1200074.969920875
2026-07-17,1283971.3954822682,1266823.3587247457,1216360.7651412499,1200616.7024594957,1200170.569156776
