sleeve,mode,n_rebal,turnover_l1,turnover_usd,same_run_churn_enabled,avoided_round_trip_usd,risk_override_turnover_usd,one_terminal_target_per_symbol,cash_days,first_plan,n_plans_used,start_usd,end_usd,execution_lag_sessions,target_notional_mode,scale_sleeves_to_budget,commission_per_share,margin_rate_annual,financing_daycount,short_proceeds_credit_annual,retarget_on_plan_change,use_resize_bands,enter_band_pct,exit_band_pct,min_trade_usd,b4_execution,purgatory_model_zero_policy,b4_membership_clock,stock_rebalance_clock,operator_check_days,b4_apply_resize_bands,b4_ratchet_execution_guard,b4_allow_inverse_cover,b4_empty_plan_policy,net_shared_underlyings,turnover_pace_enabled,turnover_pace_mode,turnover_pace_version,confirmation_count,entry_ramp_sessions,reduction_ramp_sessions,remaining_gap_rate,stock_midweek_mode,midweek_hedge_repair,hedge_reserve_frac,adv_participation_pct,sleeve_gross_ema_alpha,max_leg_step_pct,pair_gross_ramp_pct,max_daily_turnover_pct,target_blend_alpha,establish_budget_frac,pace_bootstrap_enabled,pace_bootstrap_until_ratio,pace_bootstrap_target_blend_alpha,pace_bootstrap_remaining_gap_rate,pace_bootstrap_establish_budget_frac,pace_bootstrap_max_daily_turnover_pct,pace_bootstrap_stock_rebalance_clock,pace_bootstrap_latched,n_bootstrap_sessions,resize_age_boost_days,n_deferred_pace,n_hedge_repairs,n_growth_blocked_hedge_infeasible,n_b4_cadence_rebals,n_b4_membership_deferred,n_b4_empty_plan_holds,n_b4_ratchet_pins,n_delist_flat,n_b4_cadence_pairs,n_purgatory_reductions,purgatory_blocked_add_usd,cagr,vol,sharpe,maxdd
BOOK,prod,55,6.318404942476086,7742038.644891231,True,0.0,2108300.033153364,True,2,2026-02-27,87,1200000.0,1283971.3954822682,1,equity_scaled,True,0.0035,0.0445,360.0,0.038,False,True,0.12,0.04,250.0,cadence,hold,operator_5d,operator_5d,5,True,True,True,hold,True,True,hedge_safe_v1,1,1,1,1,0.15,rebal_only,False,0.15,0.1,0.35,0.25,0.25,0.08,0.05,0.5,True,0.9,1.0,1.0,1.0,,,True,2,5,694,1446,0,23,191,64,0,0,57,250,15473495.53985008,0.19298486869961362,0.22871687777849134,0.8889017329053848,-0.06695325685542697
