etf,n_panel,n_big50,worst_abs_ret,worst_date,yahoo_ov,scale_bad_days,phantom_days,max_abs_ratio_m1,scale_mode,issue
UNHU,66,0,0.18524097045268428,2026-04-07,66,0,0,0.005057303415440195,,
UNX,201,1,0.549497833667808,2026-02-11,201,0,0,7.29413989519756e-06,,jumps=1@2026-02-11
UPSG,128,0,0.20818665543433867,2026-05-04,128,0,0,2.2304529218808433e-05,,
UPSX,268,0,0.3746625003042251,2025-08-06,268,0,0,2.7303559857472237e-08,,
URAA,495,0,0.22789299417137365,2025-05-23,495,0,0,0.000889985345398081,,
URTY,4121,0,0.43312797097130373,2020-03-16,4121,0,0,0.002044717668999052,,
USGG,112,0,0.4616307925649402,2026-06-08,112,0,0,2.9204685187966817e-05,,
UUUG,110,0,0.3431372846928258,2026-02-03,110,0,0,0.0690156106178621,,
UVIX,1062,1,0.8442307985745943,2024-08-05,1062,0,0,9.054318117485138e-08,,jumps=1@2024-08-05
UXRP,152,0,0.4519392846857144,2026-02-05,152,0,0,9.270223877422268e-08,,
VALG,120,0,0.13240099908585912,2026-04-29,120,0,0,0.0,,
VRTL,317,1,0.6537421401339871,2026-02-02,317,215,1,2.000000438538212,med=3.000,phantom=1;scale_bad=215;mode=med=3.000;jumps=1@2026-02-02
VSTL,239,0,0.25086064699306454,2026-03-20,239,0,0,0.12160353895145626,,
WDCX,110,0,0.32037189050862724,2026-06-15,110,0,0,1.1891201667779683e-07,,
WULX,174,0,0.3888889024219431,2026-02-06,174,0,0,5.008629289093847e-09,,
XBTY,281,0,0.06432392492714656,2025-08-22,281,138,0,0.3890485965661501,,scale_bad=138
XPEG,100,0,0.1753889982811605,2026-05-27,100,0,0,2.4420958366633272e-08,,
XRPK,102,0,0.4486014923648234,2026-02-05,1,0,0,,,short_overlap
XRPT,145,0,0.44859801872197136,2026-02-05,145,0,0,0.0010911768331332006,,
XXRP,150,0,0.4523424637270844,2026-02-05,150,1,0,0.2038216463784096,,
XYZG,299,0,0.40950468003873197,2025-05-02,299,0,0,6.361549667266431e-06,,
YINN,4160,1,0.6463022542163412,2022-03-16,4160,0,0,0.008155029615640075,,jumps=1@2022-03-16
ZETX,93,0,0.27868850595051553,2026-02-24,93,0,0,0.0001764412744857946,,
ZSL,4418,0,0.49367089218826665,2026-01-30,4418,0,0,3.708499463073167e-08,,
