etf,underlying,pair_frac_merged
TXXS,TSUI,0.19999999999973772
FBYY,META,0.13159988423797814
SMZ,SMR,0.08613625936335505
XBTY,IBIT,0.061526213666901766
FBL,META,0.044771700735232345
METU,META,0.03825203838025024
BABU,BABA,0.032171910183579074
SNXX,SNDK,0.0320438373749947
ASMU,ASML,0.031237950287138095
CLSZ,CLSK,0.02724548337532025
SOFA,SOFI,0.023424851214818212
LITX,LITE,0.018469339373727512
CRMU,CRML,0.016428919362335474
RCAX,RCAT,0.015015991508738958
ZETX,ZETA,0.01228237111305349
BITX,IBIT,0.007019615194464731
OPEG,OPEN,0.006296253099132006
BTCL,IBIT,0.005979969928798753
BITU,IBIT,0.005207558487229945
SMU,SMR,0.00510258158031694
URAA,URA,0.005024053593906058
MEXX,EWW,0.00499380912153519
WDCX,WDC,0.003635529166819501
NVTX,NVTS,0.0029817959500165183
MRNX,MRNA,0.0020113870196591527
SMYY,SMCI,0.0018946489829070156
FGRU,FIGR,0.001652686678883606
LEUX,LEU,0.0008298755235145742
SPXL,SPY,0.0008298755231998558
CWEB,KWEB,0.0008298755204102976
FCXG,FCX,0.0008298755200810102
COPZ,COPX,0.0008298755199027375
YINN,FXI,0.0008298755196221064
UECG,UEC,0.0008298755194268366
RDWU,RDW,0.0008298755193956522
ASTN,ASTS,0.000829875519143237
TQQQ,QQQ,0.0008298755191130922
BABX,BABA,0.0008298755190923139
DNNG,DNN,0.0008298755190284919
GOOX,GOOGL,0.0008298755190160949
AAPB,AAPL,0.0008298755189926209
CLSX,CLSK,0.0008298755189527946
URTY,IWM,0.0008298755189404368
GGLL,GOOGL,0.0008298755189403925
UBRL,UBER,0.000829875518920507
BOEU,BA,0.0008298755189065753
JNUG,GDXJ,0.0008298755189064007
BOEG,BA,0.0008298755188874254
COYY,COIN,0.0008298755188867148
COHX,COHR,0.0008298755188848926
ASMG,ASML,0.0008298755188807045
NUG,NU,0.0008298755188711729
NUGT,GDX,0.0008298755188693277
BULX,BULL,0.0008298755188685483
NVDG,NVDA,0.0008298755188669934
ASTX,ASTS,0.0008298755188640415
NVDU,NVDA,0.0008298755188551925
NVDL,NVDA,0.0008298755188461534
LACG,LAC,0.0008298755188336354
MSFU,MSFT,0.0008298755188217797
NVDB,NVDA,0.000829875518783853
AMZZ,AMZN,0.0008298755187804356
BEZ,BE,0.0008298755187786179
LRCU,LRCX,0.0008298755187709013
AMZU,AMZN,0.0008298755187700326
OKLL,OKLO,0.0008298755187505946
TSMU,TSM,0.0008298755187503822
PALU,PANW,0.0008298755187493189
OPEX,OPEN,0.000829875518747524
MUU,MU,0.0008298755187436786
PANG,PANW,0.0008298755187424653
SATG,SATS,0.0008298755187414533
AVGG,AVGO,0.0008298755187412982
TSMG,TSM,0.0008298755187387809
OSCX,OSCR,0.000829875518738744
KORU,EWY,0.0008298755187381597
ETHU,ETHA,0.000829875518733325
SOXL,SOXX,0.0008298755187290799
TSLI,TSLA,0.0008298755187282062
PONX,PONY,0.0008298755187274548
ETRL,ETOR,0.0008298755187250035
ETU,ETHA,0.0008298755187231082
MULL,MU,0.0008298755187226192
LLYX,LLY,0.0008298755187218039
BMNG,BMNR,0.0008298755187211558
MTYY,MSTR,0.0008298755187195177
GDXU,GDX,0.0008298755187181244
PLUL,PLUG,0.0008298755187170854
GEVX,GEV,0.0008298755187145118
TSLL,TSLA,0.0008298755187145082
KLAG,KLAC,0.000829875518711768
TSLR,TSLA,0.0008298755187117598
AVL,AVGO,0.0008298755187104894
SOFX,SOFI,0.0008298755187103592
GUSH,XOP,0.0008298755187098788
SOLX,GSOL,0.0008298755187080944
XXRP,XRPZ,0.0008298755187079001
TSLT,TSLA,0.0008298755187068352
ETHT,ETHA,0.0008298755187052792
UXRP,XRPZ,0.000829875518704744
VRTL,VRT,0.0008298755187038727
ARCX,ACHR,0.0008298755187036712
NFLU,NFLX,0.0008298755187024941
BAIG,BBAI,0.0008298755187024684
ONDL,ONDS,0.0008298755187024377
ANEL,ANET,0.0008298755187015939
NFXL,NFLX,0.0008298755187006608
UNHG,UNH,0.0008298755187006533
MPL,MP,0.0008298755187004799
AVGX,AVGO,0.0008298755187002756
BMNU,BMNR,0.0008298755186999429
ELIL,LLY,0.000829875518699792
INTW,INTC,0.0008298755186994356
GLXU,GLXY,0.0008298755186985844
USGG,USAR,0.000829875518697195
TSLG,TSLA,0.0008298755186966959
CIFG,CIFR,0.0008298755186963521
AMDL,AMD,0.0008298755186955593
QSU,QS,0.0008298755186941899
AMUU,AMD,0.0008298755186939085
CVNX,CVNA,0.0008298755186922944
QCMU,QCOM,0.0008298755186919562
XRPT,XRPZ,0.000829875518690919
COIA,COIN,0.0008298755186895734
MPG,MP,0.0008298755186890055
CEGX,CEG,0.000829875518688468
XPEG,XPEV,0.0008298755186878616
NIOG,NIO,0.0008298755186871137
CRMG,CRM,0.000829875518687058
AVGU,AVGO,0.0008298755186868869
AMDG,AMD,0.0008298755186866317
WULX,WULF,0.0008298755186852838
RBLU,RBLX,0.0008298755186851985
TERG,TER,0.0008298755186851362
ROBN,HOOD,0.0008298755186849373
XRPK,XRPZ,0.0008298755186824181
COZX,CORZ,0.0008298755186821336
HOOX,HOOD,0.0008298755186813897
TXXD,TDOG,0.0008298755186811287
UUUG,UUUU,0.0008298755186810818
BU,B,0.0008298755186803515
ONDG,ONDS,0.0008298755186795249
IOYY,IONQ,0.0008298755186786599
KEEX,KEEL,0.0008298755186785413
NEBX,NBIS,0.0008298755186784925
CONL,COIN,0.0008298755186774061
SOLT,SOEZ,0.0008298755186765716
RKLX,RKLB,0.0008298755186763392
CRCG,CRCL,0.0008298755186761194
SBTU,SBET,0.0008298755186754539
PYPG,PYPL,0.0008298755186749107
ARMG,ARM,0.0008298755186743797
TTDU,TTD,0.0008298755186741637
HOOG,HOOD,0.0008298755186741635
CIFU,CIFR,0.0008298755186725788
DKNX,DKNG,0.0008298755186724651
NVOX,NVO,0.0008298755186717509
MSTX,MSTR,0.0008298755186708208
