ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_underlying_annual,vol_etf_annual,gross_decay_annual,net_decay_annual
SHPU,SHOP,2.0124478630451503,136,ols,0.14069399999999999,-0.10439399999999999,0.24508799999999997,20000,0.24508799999999997,False,False,False,,False,True,False,False,False,False,True,False,False,0.570345,1.012875,0.109306,-0.13578199999999996
SOFA,SOFI,2.052033170203388,6,ols_short_history,0.033255,0.003045,0.03021,100,0.03021,False,False,False,,True,False,False,False,True,False,False,True,False,0.584921,,,
TSLL,TSLA,1.7993828009045,886,ols,0.048406000000000005,-0.012105999999999999,0.060512,300000,0.060512,False,False,False,,True,False,False,False,True,False,False,False,False,0.629152,1.24796,-0.013776,-0.074288
TSMX,TSM,1.9942503315397528,345,ols,0.378951,-0.342651,0.721602,500000,0.721602,False,False,False,,False,True,False,False,False,False,True,False,False,0.406595,0.802767,0.118676,-0.602926
XOMX,XOM,1.962725679347049,208,ols,0.046140999999999995,-0.009840999999999999,0.05598199999999999,6000,0.05598199999999999,False,False,False,,True,False,False,False,True,False,False,False,False,0.223351,0.429233,0.091814,0.03583200000000002
YINN,FXI,2.8293547645005703,4077,ols,0.01423,0.02207,0.0,1600000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.288272,0.858676,0.083163,0.083163
MEXX,EWW,2.895442843506182,2212,ols,0.112204,-0.075904,0.188108,400,0.188108,False,False,False,,False,True,False,False,False,False,True,True,False,0.239471,0.709832,0.099989,-0.088119
KORU,EWY,2.853033579672092,3236,ols,0.106985,-0.070685,0.17767,40000,0.17767,False,False,False,,False,True,False,False,False,False,True,False,False,0.266423,0.784685,0.062938,-0.114732
HIBL,SPY,3.726355134696117,1578,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.16372,0.79456,0.052101,
HIBS,SPY,-4.0288846561645775,1578,ols,0.296749,-0.260449,0.557198,55000,0.557198,False,False,False,,False,True,False,False,False,False,True,False,False,0.16372,0.793964,0.224082,-0.33311599999999997
LABU,XBI,2.974450263015518,2699,ols,0.124141,-0.087841,0.211982,25000,0.211982,False,False,False,,False,True,False,False,False,False,True,False,False,0.262559,0.785556,0.121462,-0.09052
LABD,XBI,-2.9910551784360684,2699,ols,0.090907,-0.054607,0.145514,350000,0.145514,False,False,True,,False,True,True,False,True,False,False,False,False,0.262559,0.787286,0.249057,0.103543
SOXL,SOXX,2.967637740483696,4011,ols,0.011086,0.025214,0.0,4500000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.375443,1.112072,0.130638,0.130638
CHAU,ASHR,1.9540237392621451,2728,ols,0.013568,0.022732000000000002,0.0,450000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.260992,0.514351,0.048646,0.048646
CWEB,KWEB,1.9749809900526127,2330,ols,0.006209,0.030091,0.0,20000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.354739,0.704901,0.066483,0.066483
ERX,XLE,2.517170666907885,4338,ols,0.057615999999999994,-0.021316,0.078932,50000,0.078932,False,False,False,,True,False,False,False,True,False,False,False,False,0.219289,0.436095,0.15716,0.07822799999999999
NUGT,GDX,2.5210128611147007,3822,ols,0.026196,0.010104,0.016092000000000002,200000,0.016092000000000002,False,False,False,,True,False,False,False,True,False,False,False,False,0.374495,0.742456,0.491061,0.47496900000000003
JNUG,GDXJ,2.51104441776864,3113,ols,0.061810000000000004,-0.02551,0.08732000000000001,100000,0.08732000000000001,False,False,False,,False,True,False,False,False,True,True,False,False,0.417918,0.825439,0.528263,0.44094300000000003
GUSH,XOP,2.339082351278439,2698,ols,0.028037999999999997,0.008262,0.019775999999999995,450000,0.019775999999999995,False,False,False,,True,False,False,False,True,False,False,False,False,0.284634,0.572838,0.094774,0.07499800000000001
URAA,URA,1.9323175940627089,414,ols,0.027073999999999997,0.009226,0.017847999999999996,50000,0.017847999999999996,False,False,False,,True,False,False,False,True,False,False,False,False,0.430377,0.873852,0.188808,0.17096
MSTU,MSTR,1.9651802338894544,356,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.952858,1.739303,0.408141,
NVDX,NVDA,1.993429854536598,585,ols,0.19817,-0.16187,0.36004,45000,0.36004,False,False,False,,False,True,False,False,False,False,True,False,False,0.496438,0.992874,0.162251,-0.19778900000000002
TSLT,TSLA,1.9920251513510536,585,ols,0.078436,-0.04213599999999999,0.120572,250000,0.120572,False,False,False,,False,True,False,False,False,False,True,False,False,0.629152,1.25408,0.163205,0.04263299999999999
BTCL,IBIT,2.006223403962775,405,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.514218,1.002765,0.182141,
ETU,ETHA,1.9899726481977065,330,ols,0.046035000000000006,-0.009735,0.05577000000000001,80000,0.05577000000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.750506,1.522066,0.171805,0.116035
CCUP,CRCL,1.9712001715663052,133,ols,0.184374,-0.14807399999999998,0.33244799999999997,95000,0.33244799999999997,False,False,False,,False,True,False,False,False,False,True,False,False,1.138006,1.64636,0.218765,-0.11368299999999998
CRWU,CRWV,1.988192660997295,143,ols,0.19473,-0.15843,0.35316,25000,0.35316,False,False,False,,False,True,False,False,False,False,True,False,False,1.212489,1.972147,0.148795,-0.20436499999999996
AAPX,AAPL,1.991963163569122,528,ols,0.11619,-0.07989,0.19608,5000,0.19608,False,False,False,,False,True,False,False,False,False,True,False,False,0.284802,0.569051,0.118181,-0.07789900000000001
GOOX,GOOGL,1.978949215710483,528,ols,0.051893,-0.015593,0.067486,20000,0.067486,False,False,False,,True,False,False,False,True,False,False,False,False,0.298414,0.594285,0.113603,0.04611699999999999
MSFX,MSFT,2.004394133928684,528,ols,0.058837,-0.022536999999999998,0.081374,2000,0.081374,False,False,False,,False,True,False,False,False,True,True,False,False,0.239695,0.482763,0.131196,0.049822000000000005
NFLU,NFLX,1.9869501693067804,349,ols,0.059642,-0.023342,0.082984,40000,0.082984,False,False,False,,False,True,False,False,False,True,True,False,False,0.312857,0.658443,0.120534,0.03755
ROBN,HOOD,2.0107946254867204,264,ols,0.082858,-0.046558,0.129416,400000,0.129416,False,False,False,,False,True,False,False,False,False,True,False,False,0.702555,1.547401,0.174795,0.045379
ARMU,ARM,1.997564765795378,243,ols,0.23460799999999998,-0.198308,0.43291599999999997,3000,0.43291599999999997,False,False,False,,False,True,False,False,False,False,True,False,False,0.629053,1.142223,0.121373,-0.31154299999999996
DJTU,DJT,2.004097303949062,243,ols,0.23858000000000001,-0.20228000000000002,0.44086000000000003,100000,0.44086000000000003,False,False,False,,False,True,False,False,False,False,True,False,False,1.055849,1.494548,0.381044,-0.059816000000000036
RBLU,RBLX,2.0232025851077258,243,ols,0.06325,-0.026949999999999998,0.0902,55000,0.0902,False,False,False,,False,True,False,False,False,True,True,False,False,0.519392,1.129705,0.169441,0.079241
SNOU,SNOW,2.009953159277461,207,ols,0.046533,-0.010233,0.056766,10000,0.056766,False,False,False,,True,False,False,False,True,False,False,False,False,0.533121,0.992317,0.106255,0.049489000000000005
SMUP,SMR,2.067477084381092,143,ols,0.16793500000000003,-0.131635,0.29957,2400000,0.29957,False,False,False,,False,True,False,False,False,False,True,False,False,1.247852,2.430609,1.436016,1.1364459999999998
DKUP,DKNG,1.9825323154043952,140,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.477032,0.98699,0.162116,
BULU,BULL,1.9767096614861592,140,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,2.7372,1.167762,0.45431,
GLXU,GLXY,2.014011799851033,134,ols,0.09632,-0.06002,0.15634,100000,0.15634,False,False,False,,False,True,False,False,False,False,True,False,False,0.882831,1.816316,0.186334,0.029993999999999993
AFRU,AFRM,1.9641911379256185,108,ols,0.14463800000000002,-0.108338,0.25297600000000003,500000,0.25297600000000003,False,False,False,,False,True,False,False,False,False,True,False,False,0.760772,1.217527,0.280776,0.02779999999999999
AXUP,AXON,1.9794582436165824,108,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.51168,0.955287,0.165936,
KTUP,KTOS,2.019411552298501,108,ols,0.136259,-0.099959,0.23621799999999998,2000,0.23621799999999998,False,False,False,,False,True,False,False,False,False,True,False,False,0.539615,1.553634,0.221604,-0.014613999999999988
TTDU,TTD,1.9900133019328887,107,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.600964,0.845459,0.257149,
BKNU,BKNG,2.028771504900836,107,ols,0.124024,-0.087724,0.211748,600,0.211748,False,False,False,,False,True,False,False,False,False,True,True,False,0.283445,0.697028,0.15766,-0.054088
PXIU,UPXI,1.9400391930097305,107,ols,0.262609,-0.226309,0.48891799999999996,100000,0.48891799999999996,False,False,False,,False,True,False,False,False,False,True,False,False,2.985842,2.185909,0.608763,0.11984500000000009
BMNU,BMNR,1.942577530602957,100,ols,0.207379,-0.171079,0.378458,2800000,0.378458,False,False,False,,False,True,False,False,False,False,True,False,False,8.47762,2.107257,0.677738,0.29927999999999993
SBTU,SBET,2.019330586445727,83,ols,0.34865999999999997,-0.31236,0.6610199999999999,15000,0.6610199999999999,False,False,False,,False,True,False,False,False,False,True,False,False,3.661425,1.700762,0.096305,-0.564715
CIFU,CIFR,1.9831644354962916,60,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.141189,2.2131,0.344162,
SOLX,GSOL,1.9629607299306808,53,ols,0.126161,-0.08986100000000001,0.216022,300,0.216022,False,False,False,,False,True,False,False,False,False,True,True,False,1.251254,,,
XRPK,XRPZ,1.965919386174396,53,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.904587,,,
XRPT,XRPZ,2.0249665112691124,59,ols,0.07949099999999999,-0.043191,0.12268199999999999,450000,0.12268199999999999,False,False,False,,False,True,False,False,False,False,True,False,False,0.904587,1.642514,0.04806,-0.074622
GMEU,GME,1.9661386969932595,207,ols,0.210446,-0.174146,0.384592,20000,0.384592,False,False,False,,False,True,False,False,False,False,True,False,False,1.128167,0.922888,0.397431,0.01283899999999999
APLX,APLD,1.9945834448765205,113,ols,0.128977,-0.092677,0.22165400000000002,10000,0.22165400000000002,False,False,False,,False,True,False,False,False,False,True,False,False,1.320667,2.242642,0.255419,0.03376499999999999
APPX,APP,1.9834885110881504,206,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.811144,1.419454,0.118234,
ARCX,ACHR,1.9904402366281653,175,ols,0.129976,-0.093676,0.22365200000000002,10000,0.22365200000000002,False,False,False,,False,True,False,False,False,False,True,False,False,0.870097,1.480087,0.204288,-0.01936400000000002
ASTX,ASTS,1.9908961725109096,154,ols,0.06805,-0.03175,0.0998,40000,0.0998,False,False,False,,False,True,False,False,False,True,True,False,False,1.286118,2.071838,0.168439,0.068639
AURU,AUR,1.8874329095043456,91,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.910567,1.238427,1.034784,
BEX,BE,1.987339584190785,66,ols,0.132682,-0.096382,0.229064,75000,0.229064,False,False,False,,False,True,False,False,False,False,True,False,False,0.971834,2.121914,0.113647,-0.11541699999999999
BLSX,BLSH,2.053985173130065,81,ols,0.066795,-0.030495,0.09728999999999999,7000,0.09728999999999999,False,False,False,,False,True,False,False,False,True,True,False,False,0.830524,1.481726,-0.020589,-0.11787899999999998
CEGX,CEG,1.98541875883994,154,ols,0.12994899999999998,-0.09364900000000001,0.223598,40000,0.223598,False,False,False,,False,True,False,False,False,False,True,False,False,0.593098,0.92193,0.093781,-0.129817
CELT,CELH,1.9776653945015443,92,ols,0.033936,0.0023639999999999998,0.031572,1000,0.031572,False,False,False,,True,False,False,False,True,False,False,False,False,0.630695,1.233163,0.145919,0.11434699999999999
CLSX,CLSK,2.0043935296183704,108,ols,0.146838,-0.11053800000000001,0.257376,65000,0.257376,False,False,False,,False,True,False,False,False,False,True,False,False,1.001243,2.176293,0.25662,-0.0007559999999999789
COZX,CORZ,2.044738901019955,72,ols,0.045067,-0.008767,0.05383400000000001,5000,0.05383400000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.872675,1.484952,0.276631,0.22279700000000002
CRDU,CRDO,1.9827493136357996,108,ols,0.09635099999999999,-0.06005099999999999,0.15640199999999999,100000,0.15640199999999999,False,False,False,,False,True,False,False,False,False,True,False,False,0.889656,1.686906,0.150205,-0.00619699999999998
CSEX,CLS,2.0036531281121417,66,ols,0.07388600000000001,-0.037586,0.11147200000000002,20000,0.11147200000000002,False,False,False,,False,True,False,False,False,True,True,False,False,0.69817,1.560843,0.083625,-0.02784700000000001
CWVX,CRWV,1.9885158892650123,154,ols,0.046601,-0.010301,0.056901999999999994,100000,0.056901999999999994,False,False,False,,True,False,False,False,True,False,False,False,False,1.212489,1.944506,-0.047779,-0.104681
DASX,DASH,2.0230216613679928,81,ols,0.049527,-0.013227,0.062754,300,0.062754,False,False,False,,True,False,False,False,True,False,False,True,False,0.40026,1.077532,0.074159,0.011404999999999998
DOGD,DDOG,2.016063452425929,132,ols,0.157566,-0.121266,0.278832,5000,0.278832,False,False,False,,False,True,False,False,False,False,True,False,False,0.469558,1.204936,0.096143,-0.18268900000000002
ENPX,ENPH,2.0186782931980183,108,ols,0.286316,-0.250016,0.536332,1000,0.536332,False,False,False,,False,True,False,False,False,False,True,False,False,0.722608,1.692645,0.192532,-0.3438
FLYT,FLY,1.992255231296428,81,ols,0.178169,-0.141869,0.320038,10000,0.320038,False,False,False,,False,True,False,False,False,False,True,False,False,1.083691,2.364259,0.243992,-0.076046
GEVX,GEV,1.9947006263097276,154,ols,0.051495,-0.015195,0.06669,40000,0.06669,False,False,False,,True,False,False,False,True,False,False,False,False,0.533908,1.020785,0.089242,0.022552000000000003
IREX,IREN,1.980965905113229,81,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.074837,2.270171,0.243337,
JOBX,JOBY,1.982664608296324,113,ols,0.244992,-0.208692,0.453684,30000,0.453684,False,False,False,,False,True,False,False,False,False,True,False,False,0.809436,1.536205,0.276689,-0.17699499999999996
LABX,ALAB,1.9942347345690123,132,ols,0.039247000000000004,-0.002947,0.042194,500000,0.042194,False,False,False,,True,False,False,False,True,False,False,False,False,0.921839,1.813942,0.094885,0.052690999999999995
LRCU,LRCX,2.044841805907592,127,ols,0.08925000000000001,-0.05295,0.1422,6000,0.1422,False,False,False,,False,True,False,False,False,False,True,False,False,0.481858,1.043644,0.1917,0.049500000000000016
LYFX,LYFT,1.957927059499424,91,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.590299,1.088585,0.299026,
MDBX,MDB,1.991552941940204,127,ols,0.054098,-0.017798,0.071896,300,0.071896,False,False,False,,True,False,False,False,True,False,False,True,False,0.647403,1.520109,0.095077,0.023180999999999993
NEBX,NBIS,2.000394402344324,113,ols,0.060556,-0.024256000000000003,0.084812,10000,0.084812,False,False,False,,False,True,False,False,False,True,True,False,False,1.11093,1.758888,0.227886,0.143074
NETX,NET,1.7816013549792475,91,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.500484,1.059018,-0.445287,
NNEX,NNE,1.9982218445100357,66,ols,0.184101,-0.147801,0.331902,100,0.331902,False,False,False,,False,True,False,False,False,False,True,True,False,1.548442,1.794396,0.094718,-0.23718399999999998
NVTX,NVTS,1.999620212918938,113,ols,0.210692,-0.174392,0.385084,7000,0.385084,False,False,False,,False,True,False,False,False,False,True,False,False,1.592932,2.436944,0.333756,-0.051327999999999985
NWMX,NEM,1.221794413977188,68,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.404212,0.82231,-0.770069,
OKTX,OKTA,1.692947187486885,80,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.455217,0.911288,1.194727,
OPEX,OPEN,1.9883483595328109,81,ols,0.32648200000000005,-0.290182,0.6166640000000001,85000,0.6166640000000001,False,False,False,,False,True,False,False,False,False,True,False,False,1.296869,1.979798,0.350224,-0.2664400000000001
PONX,PONY,2.014804884485932,113,ols,0.21213300000000002,-0.17583300000000002,0.38796600000000003,10000,0.38796600000000003,False,False,False,,False,True,False,False,False,False,True,False,False,1.278515,1.599644,0.197756,-0.19021000000000005
QBTX,QBTS,1.993927895580741,206,ols,0.11558299999999999,-0.079283,0.19486599999999998,150000,0.19486599999999998,False,False,False,,False,True,False,False,False,False,True,False,False,1.425447,2.462115,0.232009,0.03714300000000001
QSX,QS,1.697939495605615,67,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.887065,1.438607,-0.605106,
QUBX,QUBT,1.9687953705749168,166,ols,0.28435099999999996,-0.248051,0.5324019999999999,35000,0.5324019999999999,False,False,False,,False,True,False,False,False,False,True,False,False,1.747691,2.027755,0.342347,-0.19005499999999992
RGTU,RGTI,1.987634075664813,166,ols,0.362714,-0.326414,0.689128,65000,0.689128,False,False,False,,False,True,False,False,False,False,True,False,False,1.499472,2.20489,0.204109,-0.485019
SMU,SMR,1.9855349589432632,154,ols,0.148485,-0.112185,0.26067,6000,0.26067,False,False,False,,False,True,False,False,False,False,True,False,False,1.247852,2.124291,0.243832,-0.01683800000000002
SNPX,SNPS,1.921655236837921,66,ols,0.14621399999999998,-0.10991400000000001,0.256128,1000,0.256128,False,False,False,,False,True,False,False,False,False,True,False,False,0.479995,0.802491,0.08298,-0.17314800000000002
SRPU,SRPT,1.9517178827194448,81,ols,0.128097,-0.091797,0.21989399999999998,2000,0.21989399999999998,False,False,False,,False,True,False,False,False,False,True,False,False,0.834148,1.802878,0.277394,0.057499999999999996
TARK,ARKK,1.9754829383094976,954,ols,0.197586,-0.16128599999999998,0.35887199999999997,15000,0.35887199999999997,False,False,False,,False,True,False,False,False,False,True,False,False,0.400629,0.793156,0.073491,-0.285381
TEMT,TEM,1.984307902031755,194,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.026613,1.349194,0.157741,
UNX,U,2.027999004695133,108,ols,0.167034,-0.130734,0.297768,15000,0.297768,False,False,False,,False,True,False,False,False,False,True,False,False,0.725636,1.753183,0.139275,-0.15849299999999997
UPSX,UPST,1.9868465935193012,175,ols,0.090146,-0.053846,0.143992,6000,0.143992,False,False,False,,False,True,False,False,False,False,True,False,False,0.895921,1.434177,0.188808,0.044815999999999995
VOYX,VOYG,1.97524016934583,113,ols,0.377223,-0.34092300000000003,0.718146,4000,0.718146,False,False,False,,False,True,False,False,False,False,True,False,False,0.888244,1.70874,0.340731,-0.37741499999999994
WULX,WULF,1.990811195914232,81,ols,0.12727,-0.09097,0.21824,10000,0.21824,False,False,False,,False,True,False,False,False,False,True,False,False,1.179744,2.110308,0.243512,0.025272000000000017
CRMU,CRML,1.984946447684072,7,ols_short_history,0.098178,-0.061878,0.160056,8000,0.160056,False,False,False,,False,True,False,False,False,False,True,False,False,1.815654,,,
UECG,UEC,1.9227942004102945,7,ols_short_history,0.043376,-0.007076,0.050452,800,0.050452,False,False,False,,True,False,False,False,True,False,False,True,False,0.697584,,,
DNNG,DNN,1.834548437586504,7,ols_short_history,0.09620200000000001,-0.059902,0.15610400000000002,600,0.15610400000000002,False,False,False,,False,True,False,False,False,False,True,True,False,0.608132,,,
RCAX,RCAT,2.0575193596883854,12,ols_short_history,0.172654,-0.136354,0.309008,200,0.309008,False,False,False,,False,True,False,False,False,False,True,True,False,1.246595,,,
RDWU,RDW,2.029270473846509,14,ols_short_history,0.138364,-0.102064,0.24042799999999998,50000,0.24042799999999998,False,False,False,,False,True,False,False,False,False,True,False,False,1.058889,,,
OKLL,OKLO,1.9975181439825525,166,ols,0.180669,-0.144369,0.325038,250000,0.325038,False,False,False,,False,True,False,False,False,False,True,False,False,1.292754,2.088986,0.284469,-0.040568999999999966
GDXU,GDX,3.040927347277678,1308,ols,0.026616,0.009684,0.016932000000000003,15000,0.016932000000000003,False,False,False,,True,False,False,False,True,False,False,False,False,0.374495,1.143304,0.19802,0.181088
MRNX,MRNA,2.045413684454352,11,ols_short_history,0.054652000000000006,-0.018352,0.07300400000000001,600,0.07300400000000001,False,False,False,,True,False,False,False,True,False,False,True,False,0.661196,,,
ZETX,ZETA,2.040014767138746,11,ols_short_history,0.116564,-0.080264,0.196828,500,0.196828,False,False,False,,False,True,False,False,False,False,True,True,False,0.755377,,,
LITX,LITE,1.91532154157414,17,ols_short_history,0.08301299999999999,-0.046713,0.12972599999999998,25000,0.12972599999999998,False,False,False,,False,True,False,False,False,False,True,False,False,0.689493,,,
SNXX,SNDX,1.965226038873048,17,ols_short_history,0.093351,-0.057051,0.150402,600000,0.150402,False,False,False,,False,True,False,False,False,False,True,False,False,0.605589,,,
WDCX,WDC,2.0929879775511853,17,ols_short_history,0.11638799999999999,-0.080088,0.19647599999999998,20000,0.19647599999999998,False,False,False,,False,True,False,False,False,False,True,False,False,0.531372,,,
LNOK,NOK,1.953676045748007,21,ols_short_history,0.111951,-0.075651,0.187602,300,0.187602,False,False,False,,False,True,False,False,False,False,True,True,False,0.36197,,,
USGG,USAR,2.022502537867452,26,ols_short_history,0.272124,-0.235824,0.507948,80000,0.507948,False,False,False,,False,True,False,False,False,False,True,False,False,1.195274,,,
ONDG,ONDS,1.9985288444095943,26,ols_short_history,0.216576,-0.180276,0.396852,15000,0.396852,False,False,False,,False,True,False,False,False,False,True,False,False,1.322414,,,
PLUL,PLUG,2.0051434236138683,26,ols_short_history,0.04868,-0.01238,0.06106,500,0.06106,False,False,False,,True,False,False,False,True,False,False,True,False,1.038779,,,
ALBG,ALB,1.9938521857317049,26,ols_short_history,0.098429,-0.062129000000000004,0.160558,1000,0.160558,False,False,False,,False,True,False,False,False,False,True,False,False,0.607268,,,
UUUG,UUUU,2.006178394849874,26,ols_short_history,0.08719900000000001,-0.050899,0.138098,15000,0.138098,False,False,False,,False,True,False,False,False,False,True,False,False,0.77322,,,
HUTG,HUT,1.9987018616697456,26,ols_short_history,0.104267,-0.067967,0.172234,20000,0.172234,False,False,False,,False,True,False,False,False,False,True,False,False,1.005531,,,
