date,nav,cash,long_notional,short_notional,gross_notional,net_notional,n_positions,n_longs,n_shorts,n_active_pairs,cum_costs,cum_borrow,cum_margin_debit,cum_margin_credit,daily_borrow,cash_balance
2024-12-11,9936276.641486002,-696054.4874002457,20317472.589443117,9685141.460556876,30002614.049999993,10632331.128886241,30,15,15,15,64594.70851400873,0.0,0.0,871.35,0.0,-696054.4874002457
2024-12-12,9935624.782700393,-700422.3843846574,20131963.016749185,9495915.849664131,29627878.866413318,10636047.167085053,30,15,15,15,64594.70851400873,4276.243245795032,91.6537386166008,871.35,4276.243245795032,-700422.3843846574
2024-12-13,9689852.328154564,-704781.631598791,19943842.16008788,9549208.200334527,29493050.360422406,10394633.959753353,30,15,15,15,64594.70851400873,8543.274935190226,183.86926335503424,871.35,4267.031689395194,-704781.631598791
2024-12-16,9091455.546986604,-709362.5797870989,19913503.792768847,10112685.665995141,30026189.458763987,9800818.126773706,30,15,15,15,64594.70851400873,13031.417241528157,276.67514532502867,871.35,4488.142306337932,-709362.5797870989
2024-12-17,9085465.20088962,-1167037.3681300345,20033328.398709413,9780825.829689762,29814154.228399172,10252502.569019651,30,15,15,15,65767.52591083467,17528.70488056551,370.0726393488418,871.35,4497.287639037354,-1167037.3681300345
2024-12-18,8255909.291552842,-1171322.2560471282,18718337.71843301,9291106.170833042,28009443.88926605,9427231.54759997,30,15,15,15,65767.52591083467,21662.44165458888,521.2237824190867,871.35,4133.736774023369,-1171322.2560471282
2024-12-19,8670266.69653314,-1175551.7446264473,18901909.486902982,9056091.045743397,27958000.53264638,9845818.441159585,30,15,15,15,65767.52591083467,25740.263391089233,672.8906252377013,871.35,4077.821736500353,-1175551.7446264473
2024-12-20,9099133.455164991,-777211.5585033478,19112176.652266063,9235831.63859772,28348008.290863782,9876345.013668343,30,15,15,15,66652.36284652048,29890.32183287937,825.0820395563003,871.35,4150.058441790137,-777211.5585033478
2024-12-23,8832702.698258398,-475088.5722507785,18843895.829873696,9536104.55936452,28380000.389238216,9307791.270509176,30,15,15,15,67285.6215513497,34146.07143047398,927.1933814893107,871.35,4255.749597594608,-475088.5722507785
2024-12-24,9205105.747267924,-479472.21580442315,19350407.491647042,9665829.528574696,29016237.02022174,9684577.963072347,30,15,15,15,67285.6215513497,38466.53559720258,990.3727684053449,871.35,4320.464166728598,-479472.21580442315
2024-12-26,9097964.262324717,-483900.73705988075,19446504.136645656,9864639.137261061,29311143.273906715,9581864.999384595,30,15,15,15,67285.6215513497,42831.30675211873,1054.122868946771,871.35,4364.77115491615,-483900.73705988075
2024-12-27,8471204.794917256,-488196.77689594484,18520773.546820402,9561371.975007208,28082145.52182761,8959401.571813194,30,15,15,15,67285.6215513497,47063.042847198434,1118.426609931188,871.35,4231.7360950797,-488196.77689594484
2024-12-30,8092634.615343077,-492395.0856380225,17883266.277316384,9298236.57633529,27181502.853651673,8585029.700981094,30,15,15,15,67285.6215513497,51196.50680267748,1183.271396529816,871.35,4133.463955479052,-492395.0856380225
2024-12-31,8086589.481537317,-496522.85911857785,17702491.450575586,9119379.109919695,26821870.56049528,8583112.340655891,30,15,15,15,67285.6215513497,55258.90354105986,1248.6481387027748,871.35,4062.3967383823747,-496522.85911857785
2025-01-02,7688277.101540302,-500684.8792794674,17418966.81403036,9230004.833210591,26648971.64724095,8188961.980819769,30,15,15,15,67285.6215513497,59355.01059075438,1314.5612498977966,871.35,4096.107049694516,-500684.8792794674
2025-01-03,8413362.031811329,-504928.833202549,18338400.770381164,9420109.905367285,27758510.67574845,8918290.865013879,30,15,15,15,67285.6215513497,63532.50447462827,1381.0212891055162,871.35,4177.493883873894,-504928.833202549
2025-01-06,8447415.536427302,-193022.33832031672,18340384.13145784,9699946.256710216,28040330.388168056,8640437.874747623,30,15,15,15,67986.5621654437,67835.39515224092,1448.0444890722927,871.35,4302.890677612642,-193022.33832031672
2025-01-07,7968267.728820294,-197254.8682163109,17600472.464172743,9434949.867136138,27035422.33130888,8165522.597036606,30,15,15,15,67986.5621654437,72041.11565398693,1474.8538833204695,871.35,4205.720501746003,-197254.8682163109
2025-01-08,8006493.506110677,-201332.8774609747,17128264.766276237,8920438.382704588,26048703.148980826,8207826.383571649,30,15,15,15,67986.5621654437,76091.7899620587,1502.188819912501,871.35,4050.6743080717733,-201332.8774609747
2025-01-10,7699204.1376976725,-205324.3040377965,16616258.218409594,8711729.776674125,25327987.99508372,7904528.441735469,30,15,15,15,67986.5621654437,80055.36721805032,1530.0381407426878,871.35,3963.57725599162,-205324.3040377965
2025-01-13,7646536.655739601,-460043.74687311734,16582823.48414666,8476243.08153394,25059066.5656806,8106580.40261272,30,15,15,15,68563.08668679891,83952.19607186074,1558.3933089820505,871.35,3896.8288538104243,-460043.74687311734
2025-01-14,7761758.69280314,-464021.4204164989,16835677.090688594,8609896.977468954,25445574.068157546,8225780.113219639,30,15,15,15,68563.08668679891,87868.68140753539,1619.5815166889615,871.35,3916.4853356746407,-464021.4204164989
2025-01-15,8070411.786705185,-468193.7454045824,17602969.815627053,9064364.283517284,26667334.09914434,8538605.532109769,30,15,15,15,68563.08668679891,91979.2804908833,1681.3074214244973,871.35,4110.599083347922,-468193.7454045824
2025-01-16,8010097.679253108,-472319.278415033,17458538.227332562,8976121.269664424,26434659.496996984,8482416.957668139,30,15,15,15,68563.08668679891,96042.5559297585,1743.5649929998763,871.35,4063.2754388751855,-472319.278415033
2025-01-17,8665333.760858746,-476523.84489870915,18295460.103726503,9153602.497969048,27449062.601695552,9141857.605757454,30,15,15,15,68563.08668679891,100184.32298979565,1806.3644166388854,871.35,4141.767060037146,-476523.84489870915
2025-01-21,9120071.342802783,134841.56449845145,18486645.676412024,9501415.898107694,27988061.574519716,8985229.77830433,30,15,15,15,69917.66260475098,104453.44046795485,1869.7221762341262,871.35,4269.117478159193,134841.56449845145
2025-01-22,9492627.477420686,130405.4771575166,19184779.71990002,9822557.719636846,29007337.439536866,9362222.000263173,30,15,15,15,69917.66260475098,108900.02892624431,1869.7221762341262,881.8511173546142,4446.58845828946,130405.4771575166
2025-01-23,10134206.661858458,125910.6402385715,19971537.100623235,9963241.079003347,29934778.179626584,10008296.021619888,30,15,15,15,69917.66260475098,113404.97494707188,1869.7221762341262,891.960219237092,4504.946020827564,125910.6402385715
2025-01-24,10122174.740075845,121368.65054812188,20108452.26781611,10107646.178288389,30216098.4461045,10000806.089527722,30,15,15,15,69917.66260475098,117956.67761152102,1869.7221762341262,901.6731932366127,4551.702664449137,121368.65054812188
2025-01-27,9527053.26835542,-844599.2655690269,19585261.185567744,9213608.651643299,28798869.837211043,10371652.533924446,30,15,15,15,72073.71578849867,122111.70524197396,1869.7221762341262,911.0246036799872,4155.027630452935,-844599.2655690269
2025-01-28,9957631.988519862,-849027.1792836552,20401994.393283308,9595335.22547979,29997329.618763097,10806659.167803518,30,15,15,15,72073.71578849867,126428.81417944364,1980.5269533927412,911.0246036799872,4317.108937469677,-849027.1792836552
2025-01-29,10044428.648347072,-853442.1535628809,20448947.745435964,9551076.943526007,30000024.68896197,10897870.801909957,30,15,15,15,72073.71578849867,130732.41471371501,2091.9006983470517,911.0246036799872,4303.600534271382,-853442.1535628809
2025-01-30,10366588.357088307,-857891.005182867,20959477.468261473,9734998.105990304,30694475.57425178,11224479.36227117,30,15,15,15,72073.71578849867,135069.31925510112,2203.8477769471574,911.0246036799872,4336.904541386106,-857891.005182867
2025-01-31,10086187.86993587,-862388.831559533,20740736.53778196,9792159.836286562,30532896.37406852,10948576.7014954,30,15,15,15,72073.71578849867,139454.61890803272,2316.3745006815493,911.0246036799872,4385.2996529316115,-862388.831559533
2025-02-03,10074317.967116544,-540275.2292103799,20285543.7488709,9670950.552543981,29956494.301414885,10614593.19632692,30,15,15,15,72788.9871471755,143785.28387377816,2429.4739024559185,911.0246036799872,4330.664965745434,-540275.2292103799
2025-02-04,10866955.607616853,-729889.814146931,21698628.68223366,10101783.260469878,31800411.942703538,11596845.421763783,30,15,15,15,75428.33530544743,148278.95604977448,2501.0774497457182,911.0246036799872,4493.672175996332,-729889.814146931
2025-02-05,11054630.912763976,-734296.7388005691,21538872.086869225,9749944.435304675,31288816.5221739,11788927.65156455,30,15,15,15,75428.33530544743,152589.86149955334,2597.09665360485,911.0246036799872,4310.905449778867,-734296.7388005691
2025-02-06,11357012.125057708,-738740.2916325341,21955535.66432132,9859783.247631073,31815318.91195239,12095752.416690245,30,15,15,15,75428.33530544743,156936.82247688028,2693.68850824289,911.0246036799872,4346.960977326931,-738740.2916325341
2025-02-07,11875168.139826238,-1170566.0907366723,22894267.319640554,9848533.08907764,32742800.408718195,13045734.230562914,30,15,15,15,76333.98988649313,161244.75504854717,2790.84805714032,911.0246036799872,4307.93257166691,-1170566.0907366723
2025-02-10,12619357.267819878,-1175139.151968254,23962175.41620899,10167678.996420862,34129854.41262985,13794496.419788128,30,15,15,15,76333.98988649313,165666.1997445582,2942.464592711139,911.0246036799872,4421.444696011027,-1175139.151968254
2025-02-11,12013746.078676565,-1179625.051614259,23102576.417786058,9909205.28749524,33011781.7052813,13193371.130290817,30,15,15,15,76333.98988649313,169999.93589115128,3094.6280921229218,911.0246036799872,4333.736146593078,-1179625.051614259
2025-02-12,12509190.278955854,-1184138.511436689,23759406.12633086,10066077.335938321,33825483.46226918,13693328.790392539,30,15,15,15,76333.98988649313,174360.68188992803,3247.341915776289,911.0246036799872,4360.745998776754,-1184138.511436689
2025-02-13,12329403.383839758,-608972.8531516957,25015234.527961005,12076858.29096955,37092092.81893055,12938376.236991454,40,20,20,20,110961.5456902534,178806.10357563937,3400.616456509826,911.0246036799872,4445.42168571135,-608972.8531516957
2025-02-14,12336208.618054759,-613741.1084228213,24951593.20271701,12001643.476239434,36953236.67895644,12949949.726477576,40,20,20,20,110961.5456902534,183493.87592170073,3481.0993815739816,911.0246036799872,4687.772346061368,-613741.1084228213
2025-02-18,12473255.28390376,-618690.2995534168,25992816.27572046,12900870.692263283,38893686.96798374,13091945.583457176,40,20,20,20,110961.5456902534,188361.94631369345,3562.22012017678,911.0246036799872,4868.070391992719,-618690.2995534168
2025-02-19,11840673.295738155,-623532.6192849522,24809299.912453745,12345093.997430645,37154393.90988439,12464205.9150231,40,20,20,20,110961.5456902534,193122.5212658481,3643.964899557498,911.0246036799872,4760.5749521546395,-623532.6192849522
2025-02-20,11677799.459071672,-628403.5727102648,24812546.787184145,12506343.755402206,37318890.54258635,12306203.03178194,40,20,20,20,110961.5456902534,197911.10218091274,3726.3374098055,911.0246036799872,4788.580915064627,-628403.5727102648
2025-02-21,11447044.179254897,-633035.4790658157,23941592.99562992,11861513.337309208,35803106.33293913,12080079.658320714,40,20,20,20,110961.5456902534,202460.03910188892,3809.3068443801935,911.0246036799872,4548.936920976172,-633035.4790658157
2025-02-24,10623913.232877938,-995905.1864924652,22897306.045684118,11277487.626313712,34174793.67199783,11619818.419370405,40,20,20,20,111739.18865786165,206840.69903751157,3892.8515911848235,911.0246036799872,4380.659935622645,-995905.1864924652
2025-02-25,10359613.681570116,-1000231.0761635756,22073214.300515126,10713369.542781442,32786583.84329657,11359844.757733684,40,20,20,20,111739.18865786165,211036.29864053987,4023.141659267024,911.0246036799872,4195.599603028291,-1000231.0761635756
2025-02-26,10633576.09163051,-1004600.3617099079,22554348.486018565,10916172.03267814,33470520.518696703,11638176.453340424,40,20,20,20,111739.18865786165,215274.76137365666,4153.964472482482,911.0246036799872,4238.462733116786,-1004600.3617099079
2025-02-27,10167403.82773807,-1008778.0091127978,21597148.424049523,10420966.58719865,32018115.01124817,11176181.836850872,40,20,20,20,111739.18865786165,219321.07658455538,4285.296664473658,911.0246036799872,4046.3152108987133,-1008778.0091127978
2025-02-28,10175774.261941323,-1013035.0224258606,21817917.837683912,10629108.553316731,32447026.391000643,11188809.284367181,40,20,20,20,111739.18865786165,223446.2386497996,4417.147912292314,911.0246036799872,4125.162065244214,-1013035.0224258606
2025-03-03,9740351.626750138,-1017092.8909566962,20786121.89454582,10028677.37683899,30814799.27138481,10757444.51770683,40,20,20,20,111739.18865786165,227371.76115862798,4549.493934299628,911.0246036799872,3925.5225088283737,-1017092.8909566962
2025-03-04,10048623.381672148,-1021178.445023085,21035019.81379961,9965217.987104379,31000237.800903987,11069801.82669523,40,20,20,20,111739.18865786165,231324.4710531352,4682.338106181205,911.0246036799872,3952.7098945072275,-1021178.445023085
2025-03-05,10850272.260278033,-1025380.0356586181,22108054.803611055,10232402.507674398,32340457.31128545,11875652.295936657,40,20,20,20,111739.18865786165,235392.70521862284,4815.6945762267005,911.0246036799872,4068.234165487631,-1025380.0356586181
