etf,und,pnl,pair_borrow_paid,net_pnl_after_borrow,avg_gross,ratio,ratio_net,decay_col,decay_value,gross_decay_for_weight,borrow_for_weight,borrow_avg_annual,borrow_obs,net_decay_annual,shares_available,shares_available_avg,shares_available_for_cap,shares_obs,aum_usd,aum_m,aum_source,etf_price,short_frac,pair_target_gross_usd,short_target_usd,max_short_capacity_usd_full,max_short_capacity_usd_used,short_capacity_utilization,pair_max_dd_to_gross,max_dd_penalty_weight,pnl_component,decay_component,combined_signal,weight_raw,weight_cap,weight,cap_binding,underlying_total_weight
TSLT,TSLA,159420.42657375336,12499.381121699973,146921.0454520534,1204860.8109460026,0.13231439277088247,0.12194026406809397,decay_score_hist_borrow,0.507543,0.53227,0.024727000000000002,0.11414193103448272,33,0.456164,250000,126096.7741935484,126096.7741935484,31,266884672.0,266.884672,cache,14.850000381469727,0.3341129301703976,791411.8286364811,264420.9250372473,1872537.1448762957,468134.2862190739,0.5648399034663008,0.013228032474702327,0.42,0.061046903819873655,0.47426396369837415,0.00925742443526322,0.0098076345155858,0.022166153003365018,0.016838549545457045,0,0.057218491165528025
BAIG,BBAI,14367.923602581024,2606.433252262091,11761.490350318933,121125.77236396412,0.11861987190808283,0.09710146833968152,decay_score_hist_borrow,1.075393,1.178982,0.103589,0.27899692592592595,31,0.8927710000000001,20000,67612.90322580645,67612.90322580645,31,12315936.0,12.315936,cache,2.5299999713897705,0.3333333333333333,95394.29039883488,31798.096799611627,171060.64322686967,42765.16080671742,0.7435514376603696,0.02830565318808414,0.42,0.04070598185733516,1.0832380974716092,0.008700413407857897,0.00917187154481471,0.0020296657531666995,0.0020296657531666995,1,0.0020296657531666995
TSLL,TSLA,129452.94994926453,5723.5230903097245,123729.4268589548,1105910.0386652076,0.117055588088801,0.11188019145598102,decay_score_hist_borrow,0.485236,0.497573,0.012337,0.07750592592592592,31,0.425949,15000,1752277.4193548388,1752277.4193548388,31,5009521152.0,5009.521152,cache,10.609999656677246,0.33400133600534404,713460.7151430576,238296.83204510945,18591662.81775813,4647915.704439533,0.05126961141259432,0.010922599154482479,0.42,0.05492135275226162,0.451386239414412,0.008409950550520217,0.008841619094078105,0.055,0.015180015215809738,0,0.057218491165528025
URAA,URA,134947.75121593475,-3424.5977348504807,138372.34895078524,1167436.539979077,0.11559322206785931,0.11852665580714578,decay_score_hist_borrow,0.389916,0.383134,-0.006782,0.025073076923076906,30,0.3540879999999999,25000,44034.48275862069,44034.48275862069,29,62770076.0,62.770076,cache,37.880001068115234,0.3415300546448088,710663.0574796551,242712.7928550735,1668026.2539304534,417006.56348261336,0.5820359056895111,0.018624059157331375,0.42,0.05720251413466294,0.35486908135515066,0.00837941137204607,0.008806948897260787,0.01931644148146697,0.015120490584673513,0,0.015120490584673513
BMNG,BMNR,27760.286085009575,4003.1324116836577,23757.153673325916,273627.4185298909,0.10145286694643527,0.0868230011486612,decay_score_hist_borrow,1.1547230000000002,1.257227,0.10250400000000001,0.2636356919498842,27,1.1981636947437946,500000,297196.77419354836,297196.77419354836,31,21407772.0,21.407772,cache,1.3799999952316284,0.3342245989304813,228105.51823177567,76238.47534484482,410131.54696995206,102532.88674248802,0.7435514376603697,0.025917294293571775,0.42,0.03504248934565971,1.1714549663463867,0.008277280798356917,0.008691076788359444,0.004853308898548419,0.004853308898548419,1,0.018075145803187392
LUNL,LUNR,11524.014846801758,2165.576669280836,9358.438177520922,113547.71332444815,0.10149050570374192,0.08241855254962621,decay_score_hist_borrow,1.2124000000000001,1.461853,0.249453,0.5107180476190475,25,1.8358710000000005,25000,9734.48275862069,9734.48275862069,29,11455872.0,11.455872,cache,17.860000610351562,0.33456005352960855,96598.70204459099,32318.066926929067,173857.8680104223,43464.467002605576,0.7435514376603695,0.023832147040446984,0.42,0.032940539721061514,1.2359773737267992,0.008224972581920696,0.008631774758659371,0.002055291532863638,0.002055291532863638,1,0.002055291532863638
ETU,ETHA,30163.48986196518,-1571.0013438898254,31734.491205855003,314140.07565866475,0.09601923536409894,0.10102019342586763,decay_score_hist_borrow,0.7553219999999999,0.743396,-0.011926,0.03931889655172411,33,0.7116859999999999,45000,49577.41935483871,49577.41935483871,31,10840713.0,10.840713,cache,6.78000020980835,0.33444816053511706,186825.3647110249,62483.39956890464,336134.913627563,84033.72840689075,0.7435514376603695,0.020634429479479688,0.42,0.045195041681394404,0.7344214418768067,0.00811673434063927,0.008509160627231544,0.00397500775980904,0.00397500775980904,1,0.04158595451778409
IOYY,IONQ,30178.47661781311,268.16024881136593,29910.316369001743,210089.44584077198,0.1436458480674253,0.142369438166213,decay_score_hist_borrow,0.26711700000000005,0.271367,0.00425,0.07600367999999999,29,0.369419,76016,76016.0,76016.0,29,8381564.0,8.381564,cache,9.14900016784668,0.7309941520467836,176854.36056925912,129279.5033401017,695470.3967590332,173867.5991897583,0.7435514376603696,0.0719734743113652,0.42,0.0581690045975729,0.2340839737667583,0.008103194406032731,0.007456250857300484,0.0037628587355161515,0.0037628587355161515,1,0.010658659503181622
CRMU,CRML,970.5393204689026,103.52925755246751,867.0100629164351,29325.480527706637,0.03309542769646825,0.02956507608109904,decay_score_hist_borrow,1.972293,2.041175,0.068882,0.14013415384615382,30,1.044254,15000,7096.862068965517,7096.862068965517,29,659530.0,0.65953,cache,6.679999828338623,0.33749578130273367,26111.1195818021,8812.392703949408,47407.03740243254,11851.759350608136,0.7435514376603697,0.008076208355800096,0.42,0.0087742708403888,2.110904456034069,0.008062227186399432,0.008447463386894375,0.0005555557357830234,0.0005555557357830234,1,0.0005555557357830234
MRAL,MARA,131161.73062992096,33342.77164266454,97818.95898725642,955492.9573561564,0.13727126884623486,0.10237538459511092,decay_score_hist_borrow,0.7875650000000001,0.883012,0.095447,0.558725,30,0.525711,1100000,1112068.9655172413,1112068.9655172413,29,46058320.0,46.05832,cache,3.8499999046325684,0.335795836131632,681296.395628572,228776.4928235635,4281465.411186218,1070366.3527965546,0.21373662599336887,0.028995787433294576,0.42,0.043827902208327094,0.7689800064674441,0.00805830065288094,0.008443020186624198,0.05042783250309999,0.014495667992097276,0,0.015796608262054708
SRPU,SRPT,5153.237501144409,-135.07796114089916,5288.315462285308,64806.71708505879,0.07951702744610234,0.0816013478254792,decay_score_hist_borrow,1.067344,1.053673,-0.013670999999999999,0.1882560714285714,32,1.297742,6000,8490.322580645161,8490.322580645161,31,2548297.0,2.548297,cache,11.460000038146973,0.33726812816188867,53627.12741685604,18086.720882582136,97299.09709807365,24324.77427451841,0.7435514376603695,0.014659352587035731,0.42,0.034746835596326624,1.0743229525369091,0.007919926075091531,0.008286548978807477,0.001141002710996937,0.001141002710996937,1,0.001141002710996937
TSLR,TSLA,95626.4231557846,3783.063067361414,91843.36008842319,868047.2087175772,0.11016269875121167,0.10580456819175697,decay_score_hist_borrow,0.473872,0.484277,0.010405,0.07003891666666665,28,0.484277,0,50793.10344827586,50793.10344827586,29,167952272.0,167.952272,cache,18.059999465942383,0.3334444814938312,511387.3421592352,170519.28714879462,917323.4211494182,229330.85528735456,0.7435514376603695,0.011257456605825385,0.42,0.050821198008599425,0.43977157282617324,0.007854879939646257,0.008213071411355403,0.010880581748068835,0.010880581748068835,1,0.057218491165528025
ASTX,ASTS,69242.69003868103,6893.765764366532,62348.9242743145,771712.1249382282,0.08972606209112442,0.08079298258959614,decay_score_hist_borrow,1.278164,1.313398,0.035234,0.12446203571428573,32,1.127473,100000,88258.06451612903,88258.06451612903,31,210135296.0,210.135296,cache,46.810001373291016,0.33444816053511706,653257.2325562583,218480.6797847018,4131360.121204007,1032840.0303010017,0.21153390009586454,0.04338581071278456,0.42,0.02724485507580166,1.309921406734361,0.007750747557815626,0.008095542610998428,0.048855944070562415,0.013899090054388476,0,0.013899090054388476
NNEX,NNE,94.43694972991943,12.231800969907118,82.20514876001232,1891.636808514595,0.04992340459058624,0.0434571522345052,decay_score_hist_borrow,1.637008,1.687023,0.050015000000000004,0.23756030434782616,27,0.716693,600,508.03225806451616,508.03225806451616,31,1362904.0,1.362904,cache,5.670000076293945,0.33444816053511706,1601.0193047024734,535.4579614389543,2880.542941985592,720.135735496398,0.7435514376603695,0.013815762567457441,0.42,0.01407869595057957,1.7197126344999865,0.007441675674624448,0.007747458903016419,3.406424052558454e-05,3.406424052558454e-05,1,3.406424052558454e-05
EOSU,EOSE,4125.8433430194855,437.1474585564457,3688.69588446304,92638.51060810068,0.044537021546832874,0.039818169142072604,decay_score_hist_borrow,1.8596840000000001,1.924808,0.065124,0.3479224718978391,25,3.807553358236048,10000,132413.7931034483,132413.7931034483,29,2279809.0,2.279809,cache,1.1200000047683716,0.3365870077415012,81903.96547456225,27567.81066124613,148303.44890726026,37075.862226815065,0.7435514376603695,0.04969111476018683,0.42,0.005765399914326115,1.978714198181598,0.007247359372153634,0.007529204001201207,0.0017426375632885586,0.0017426375632885586,1,0.0017426375632885586
TSLG,TSLA,109414.55830383301,15450.46137353084,93964.09693030217,953303.3665048176,0.11477412348284209,0.09856683636271131,decay_score_hist_borrow,0.434585,0.473181,0.038596,0.14745406896551724,33,0.392212,550000,345806.4516129032,345806.4516129032,31,40806840.0,40.80684,cache,5.230000019073486,0.33433634236041454,596926.6450538237,199574.27116476884,1808567.7485312184,452141.9371328046,0.4413973904529657,0.011364866709192387,0.42,0.04611318513123572,0.3998362867106821,0.0071298650968875926,0.007397461290652292,0.021394609469329556,0.012700566916038802,0,0.057218491165528025
QUBX,QUBT,19319.600565433502,8040.128979517314,11279.471585916188,186342.26742610065,0.10367803736795916,0.060530934509474,decay_score_hist_borrow,1.394762,1.561314,0.166552,0.41795307142857135,32,0.975781,30000,31935.483870967742,31935.483870967742,31,19363260.0,19.36326,cache,7.949999809265137,0.33749578130273367,139837.38593120888,47194.527820185234,253887.0906829834,63471.77267074585,0.7435514376603696,0.034393491086970034,0.42,0.018307778779060504,1.4419497207534322,0.007059379443256998,0.007318511027627525,0.0029752635304512525,0.0029752635304512525,1,0.0029752635304512525
APLX,APLD,18470.19260597229,4070.7106339578286,14399.481972014462,239923.47398514583,0.07698368275175867,0.0600169784675007,decay_score_hist_borrow,1.4393960000000001,1.527584,0.08818799999999999,0.21551292592592597,31,1.227644,10000,26482.677419354837,26482.677419354837,31,44352932.0,44.352932,cache,12.970000267028809,0.33400133600534404,191163.37872622657,63848.82388985524,343480.33320067,85870.0833001675,0.7435514376603696,0.045251224427292895,0.42,0.01573174352203954,1.4927886370829704,0.006902223390228061,0.007142709963439426,0.004067305930345246,0.004067305930345246,1,0.004067305930345246
ONDG,ONDS,6734.705309391022,1718.8340352538487,5015.871274137173,109746.3447774361,0.0613661012860966,0.04570422171516767,decay_score_hist_borrow,1.38659,1.595017,0.208427,0.3369205,30,0.951501,10000,31241.379310344826,31241.379310344826,29,10522446.0,10.522446,cache,5.36299991607666,0.33288948069241014,93559.7267241841,31145.048842937453,167547.5146194984,41886.8786548746,0.7435514376603695,0.012125893418510043,0.42,0.01553250869973078,1.432659124591015,0.006678959946209159,0.006893510313267426,0.001990632483493279,0.001990632483493279,1,0.001990632483493279
BTCL,IBIT,17816.851043701172,170.18117346793915,17646.669870233232,191186.8471162574,0.09319077809190009,0.0923006479598599,decay_score_hist_borrow,0.425147,0.427279,0.002132,0.04559541176470588,21,0.427279,0,11225.806451612903,11225.806451612903,31,25270840.0,25.27084,cache,17.739999771118164,0.3325573661456601,111315.49309586259,37018.787195165474,199145.80388222972,49786.45097055743,0.7435514376603695,0.01113483482759031,0.42,0.04220949038412106,0.39029503874730814,0.006606389641934068,0.006812651965404397,0.0023684147467204807,0.0023684147467204807,1,0.03182568707419659
NVTX,NVTS,-6311.579982280731,8940.140263810059,-15251.72024609079,262760.8823426181,-0.024020242001056163,-0.05804410500572087,decay_score_hist_borrow,1.8537009999999998,2.026776,0.173075,0.3507131481481482,31,1.397288,25000,14970.967741935483,14970.967741935483,31,17382370.0,17.38237,cache,24.520000457763672,0.33377837116154874,204438.73447806799,68237.2277964179,367088.1358854232,91772.0339713558,0.7435514376603697,0.19801439720232283,0.42,0.0,1.9717127856202723,0.006497598927493543,0.00669156985512467,0.004349760308043999,0.004349760308043999,1,0.004349760308043999
RCAX,RCAT,5096.388648033142,683.7762550983941,4412.612392934748,122592.20665923032,0.04157188117348747,0.035994232530624816,decay_score_hist_borrow,1.563764,1.659842,0.096078,0.20298979166666667,28,1.513434,9000,16000.0,16000.0,29,19138312.0,19.138312,global_median,11.789999961853027,0.3324468085106383,105478.1841453111,35065.88568660608,188639.99938964844,47159.99984741211,0.7435514376603696,0.023918557393141686,0.42,0.008676500483568276,1.6352657169491387,0.00648248001506223,0.00667475554820808,0.0022442166839427894,0.0022442166839427894,1,0.0022442166839427894
BITX,IBIT,79698.45250701904,1102.3823174663526,78596.07018955269,878446.7658394268,0.090726559202322,0.08947163703704664,decay_score_hist_borrow,0.43626,0.439264,0.003004,0.058164133333333326,34,0.395359,3200000,1379032.2580645161,1379032.2580645161,31,905306880.0,905.30688,cache,17.1299991607666,0.33288948069241014,534469.1534479457,177919.15893739872,23622821.423315234,5905705.355828809,0.03012665688812196,0.01067438352588359,0.42,0.04056649842450067,0.40153178969733316,0.006436331795767084,0.006623451820151838,0.055,0.011371684115913739,0,0.03182568707419659
CCUP,CRCL,29896.19328904152,-4589.340785351915,34485.534074393436,607314.7593807665,0.04922685119578591,0.056783625857464354,decay_score_hist_borrow,1.169762,1.134736,-0.035026,0.3292,32,0.7954939999999999,300000,244677.4193548387,244677.4193548387,31,20826596.0,20.826596,cache,3.8550000190734863,0.33500837520938026,523375.7998773593,175335.2763408239,943231.4562797546,235807.86406993866,0.7435514376603697,0.021113195667911033,0.42,0.019258644170430793,1.1882484597120169,0.006343180035308289,0.00651998331744951,0.01113565531653956,0.01113565531653956,1,0.02987170685784238
IREX,IREN,36145.45318031311,11229.578874162225,24915.874306150887,412750.30625920504,0.08757220196370721,0.06036548956672087,decay_score_hist_borrow,1.033584,1.213724,0.18014,0.4791143846153846,30,1.064582,15000,26935.483870967742,26935.483870967742,31,41242136.0,41.242136,cache,22.700000762939453,0.335345405767941,338929.4593941127,113658.43708722759,611435.5044211111,152858.87610527777,0.7435514376603695,0.019551225975505987,0.42,0.021501741439215773,1.037003818456578,0.006127493734947485,0.006280878459300471,0.007211265093491759,0.007211265093491759,1,0.008722833009021646
DRAY,DKNG,48776.79406833649,2630.370043541674,46146.42402479481,459494.8519079685,0.10615308064018508,0.10042859856466337,decay_score_hist_borrow,0.175028,0.189278,0.01425,0.14430387499999997,28,0.1307579999999999,65061,65061.0,65061.0,31,19138312.0,19.138312,global_median,16.117000579833984,0.5555555555555556,350855.6601735555,194919.81120753085,1048588.1747245789,262147.0436811447,0.7435514376603696,0.022042291352262523,0.42,0.04444395707590028,0.14703417302786048,0.006086384476878168,0.005473686070240501,0.007465014046245862,0.007465014046245862,1,0.007465014046245862
CONL,COIN,76960.56158208847,15448.887591147493,61511.67399094098,802782.8541402516,0.09586722136026454,0.07662305400981381,decay_score_hist_borrow,0.7297889999999999,0.775569,0.04578,0.1296252173913043,27,0.6876469999999999,1300000,941448.275862069,941448.275862069,29,470322272.0,470.322272,cache,6.409999847412109,0.33478406427854035,497384.2380158354,166516.31671102624,6034683.304622255,1508670.8261555638,0.1103728618756072,0.024941971176426304,0.42,0.029286456986921613,0.707158953302634,0.00602172858828424,0.006163874033418237,0.055,0.01058264336203905,0,0.046537167257444716
CIFG,CIFR,2027.1660423278809,184.3745149641521,1842.7915273637288,36230.47574026791,0.05595195759670394,0.050863023179007864,decay_score_hist_borrow,1.170137,1.217488,0.047351000000000004,0.21514804166666668,28,1.179715,0,6680.645161290323,6680.645161290323,31,2481828.0,2.481828,cache,8.043000221252441,0.3342245989304813,29884.713814317096,9988.206488742346,53732.43051036712,13433.10762759178,0.7435514376603697,0.02217501397476448,0.42,0.016000581921673963,1.1886674854159478,0.005933905165602963,0.006066842673389604,0.0006358449747727042,0.0006358449747727042,1,0.004082692012078224
BITU,IBIT,66510.12617492676,-943.8825172747445,67454.0086922015,807960.8117829988,0.0823185050623346,0.08348673315398152,decay_score_hist_borrow,0.40756699999999996,0.404782,-0.002785,0.05491440000000001,24,0.404782,0,65879.31034482758,65879.31034482758,29,350554144.0,350.554144,cache,13.489999771118164,0.3341129301703976,483720.4043611865,161617.2416843256,888711.8814731465,222177.97036828662,0.7274224416418317,0.010968916916187012,0.42,0.03681759833823586,0.37257946431172145,0.005868399686202385,0.0059945438797390305,0.010520124310774912,0.010291923497046522,0,0.03182568707419659
IONL,IONQ,64264.14741230011,27319.98571301096,36944.16169928915,490847.2395185691,0.1309249441340068,0.0752661087297233,decay_score_hist_borrow,0.8481240000000001,1.008868,0.160744,0.3773668076923077,30,0.7752910000000001,55000,55000.0,55000.0,29,52301712.0,52.301712,cache,10.619999885559082,0.33500837520938026,324102.63608027715,108577.09751433072,584099.9937057495,146024.99842643738,0.7435514376603696,0.04097152219658552,0.42,0.024718457569113783,0.8342674286147252,0.005864838871934506,0.0059906156308857025,0.006895800767665472,0.006895800767665472,1,0.010658659503181622
XXRP,XRPZ,38059.164487838745,-373.74494340987974,38432.90943124863,525528.8969798009,0.07242068838947514,0.07313186706215667,decay_score_hist_borrow,0.7699860000000001,0.76387,-0.006116,0.041680749999999996,32,0.90014,400000,222258.06451612903,222258.06451612903,31,102721880.0,102.72188,cache,3.9200000762939453,0.3309066843150232,477713.5893852599,158078.6199157048,871251.6298601704,217812.9074650426,0.7257541426514187,0.02866436412677289,0.42,0.02641115260359621,0.7501206334921704,0.005800893065660433,0.005920103943722234,0.010413368375969317,0.010164118923090637,0,0.028363506466386988
IREG,IREN,3878.1486320495605,-263.9053482183676,4142.053980267928,85629.00067890318,0.045290130695231134,0.048372092952480586,decay_score_hist_borrow,1.1271449999999998,1.096574,-0.030571,0.1361772142857143,32,1.06151,20000,10283.870967741936,10283.870967741936,31,4938331.0,4.938331,cache,12.512999534606934,0.33670033670033667,71043.69202990465,23920.43502690392,128682.0726333126,32170.51815832815,0.7435514376603696,0.016609144134014327,0.42,0.015923896067083877,1.1407166162231226,0.005766221756988732,0.005881898571986299,0.001511567915529886,0.001511567915529886,1,0.008722833009021646
CRCG,CRCL,30471.401952147484,3267.5896715877016,27203.81228055978,547160.3272220216,0.05569007918913514,0.04971817386446088,decay_score_hist_borrow,1.132938,1.160682,0.027744,0.13398417857142855,32,0.964486,2100000,1906451.6129032257,1906451.6129032257,31,91953992.0,91.953992,cache,2.2699999809265137,0.33444816053511706,471356.9274470154,157644.45734013894,4327645.124927644,1081911.281231911,0.14570922780344628,0.022015965504317583,0.42,0.015462996223262046,1.1471672978843943,0.0057293862183081115,0.005841328501185763,0.05117713827355467,0.010028870796745009,0,0.02987170685784238
TSMU,TSM,73570.52082824707,5248.49773577106,68322.02309247601,817410.8272767997,0.09000433854460542,0.08358345743974362,decay_score_hist_borrow,0.302207,0.317367,0.01516,0.07845674999999999,24,0.254725,45000,25691.96551724138,25691.96551724138,29,40090976.0,40.090976,cache,59.97700119018555,0.33433634236041454,469902.3775558658,157105.44217849072,1540927.0464057922,385231.76160144806,0.4078205844850052,0.005347536497952191,0.42,0.038315809989802295,0.2681235566230902,0.005713013802723919,0.00582330287508202,0.01822853050727744,0.009997922926720549,0,0.017396644113373022
XRPK,XRPZ,359.3211488723755,33.86710718454774,325.4540416878277,4509.524387331896,0.07968049798816397,0.07217036958533575,decay_score_hist_borrow,0.676914,0.743664,0.06675,0.15887741666666663,28,0.89749,700,867.741935483871,867.741935483871,31,335571.0,0.335571,cache,8.072999954223633,0.3381805884342238,3850.595394538548,1302.1966163471584,7005.280605439217,1751.3201513598042,0.7435514376603696,0.01934619091534144,0.42,0.028082161280250997,0.6510087801610237,0.005684897868264031,0.0057923575711721536,8.192756158592656e-05,8.192756158592656e-05,1,0.028363506466386988
UXRP,XRPZ,35262.49534058571,-470.71873331334274,35733.21407389905,510446.56131190783,0.06908165910640467,0.07000382955281445,decay_score_hist_borrow,0.760681,0.752812,-0.007869000000000001,0.02239496153846152,30,0.902761,500000,408620.6896551724,408620.6896551724,29,35216380.0,35.21638,cache,3.759999990463257,0.3333333333333333,461262.2446083157,153754.08153610522,1536413.7892065377,384103.4473016344,0.40029341734952706,0.026365669336146695,0.42,0.025202275428381715,0.7401552527953785,0.005615682638073374,0.0057162293350495955,0.018229830028814953,0.009814090310815227,0,0.028363506466386988
OPEX,OPEN,35490.87365913391,15258.997920612068,20231.87573852184,436141.6769508652,0.08137464391675699,0.04638831097263177,decay_score_hist_borrow,1.172108,1.407549,0.235441,0.5021236296296296,31,0.7962159999999999,25000,36806.45161290323,36806.45161290323,31,16871760.0,16.87176,cache,17.809999465942383,0.33400133600534404,364830.1143990279,121853.74562425782,655522.8835690407,163880.72089226017,0.7435514376603696,0.024078975503169488,0.42,0.013411947539386735,1.1908701052078583,0.00561488462041595,0.005715352049702243,0.007762342859553785,0.007762342859553785,1,0.008218668608409172
SOXL,SOXX,51961.99866771698,-6087.44951012713,58049.44817784411,788015.633901965,0.06594031442043882,0.07366535088955595,decay_score_hist_borrow,0.5793499999999999,0.555375,-0.023975,0.010357624999999987,28,0.539315,4100000,4315517.24137931,4315517.24137931,29,11939088384.0,11939.088384,cache,76.38999938964844,0.25233409033560433,460861.7723226323,116291.13608948582,329662359.43498284,82415589.85874571,0.0014110332315621392,0.014235350097991026,0.42,0.030175377170939235,0.5485738639940901,0.0056111680583305935,0.00571126645015265,0.055,0.009805569623885794,0,0.009805569623885794
