etf,und,pnl,pair_borrow_paid,net_pnl_after_borrow,avg_gross,ratio,ratio_net,decay_col,decay_value,gross_decay_for_weight,borrow_for_weight,borrow_avg_annual,borrow_obs,net_decay_annual,shares_available,shares_available_avg,shares_available_for_cap,shares_obs,aum_usd,aum_m,aum_source,etf_price,short_frac,pair_target_gross_usd,short_target_usd,max_short_capacity_usd_full,max_short_capacity_usd_used,short_capacity_utilization,pair_max_dd_to_gross,max_dd_penalty_weight,pnl_component,decay_component,combined_signal,weight_raw,weight_cap,weight,cap_binding,underlying_total_weight
QBY,QBTS,79799.59617519379,4103.938389186822,75695.65778600697,286886.5332506843,0.27815734419804256,0.26385225171884713,net_decay_annual,0.948256905310046,0.4447877048378171,0.05,0.16421899999999998,22,0.948256905310046,20686.0,20686.0,20686.0,32,1506819.0,1.506819,cache,9.859999656677246,0.7987220447284346,42458.47591237844,33912.52069678789,203963.9528980255,50990.98822450638,0.6650689048714977,0.05706112408609361,0.5,0.18941364074752942,0.9457412124887462,0.014473689765275992,0.009475295822117426,0.0008491695182475688,0.0008491695182475688,1,0.006345114240696681
COYY,COIN,123886.23159384727,33589.9757481843,90296.25584566298,362378.2568612059,0.341869936311595,0.24917680389485192,net_decay_annual,0.7688880602798124,0.4719548311393088,0.1925,0.34133626666666667,34,0.7688880602798124,1764629.0,1764629.0,1764629.0,32,43082444.0,43.082444,cache,4.159999847412109,0.6802721088435374,632959.8192217402,430584.91103519744,7340856.370738983,1835214.0926847458,0.23462380370308303,0.05074326350983849,0.5,0.17879305151862684,0.7588505842609959,0.013312262312682593,0.008714959731754854,0.035883988508701545,0.012659196384434804,0,0.05948048655641117
IOYY,IONQ,83262.03366279602,5238.163992587727,78023.8696702083,300339.21491631516,0.27722664749588455,0.25978582148171503,net_decay_annual,0.7459562616241395,0.3835049512591198,0.0525,0.07518310344827585,33,0.7459562616241395,76016.0,76016.0,76016.0,32,8381564.0,8.381564,cache,9.449999809265137,0.7651109410864576,156105.80459611138,119438.25906358944,718351.1855010986,179587.79637527466,0.6650689048714977,0.08485062922488124,0.5,0.17288516703882234,0.7351044165108608,0.012875855982558172,0.008429263468836877,0.0031221160919222275,0.0031221160919222275,1,0.007876541658502796
TSLL,TSLA,373659.04487657547,14403.468010873734,359255.57686570176,1305581.7639656016,0.28620118263724487,0.275168960521087,net_decay_annual,0.5139519133767039,0.4967459133767039,0.01,0.07588541935483871,35,0.5139519133767039,0.0,1744723.5294117648,1744723.5294117648,34,5009521152.0,5009.521152,cache,13.3149995803833,0.33400133600534404,930327.5447865014,310730.64288126305,23230993.06200252,5807748.26550063,0.05350277399712295,0.09570446828303786,0.5,0.1820229304914933,0.4971284427152957,0.012832854592929335,0.012809291907542689,0.05,0.018606550895730028,0,0.05491136923673286
MSFU,MSFT,333547.47633743286,0.0,333547.47633743286,1329050.101939213,0.2509668189715006,0.2509668189715006,net_decay_annual,0.1564220494513516,0.1607060494513516,-0.005,0.03691555882352939,38,0.1564220494513516,0.0,535000.0,535000.0,34,628276992.0,628.276992,cache,29.130300521850586,0.3342245989304813,928013.1832906293,310164.8339875098,15584710.779190063,3896177.694797516,0.07960746615886291,0.01678010014612147,0.5,0.19614470471026638,0.14256498421503308,0.012800930498325843,0.012777426429468507,0.05,0.018560263665812586,0,0.028023843841706045
BITX,IBIT,219835.5487537384,0.0,219835.5487537384,942366.2989149664,0.2332803592476253,0.2332803592476253,net_decay_annual,0.4370175961888541,0.4352035961888542,-0.0,0.05635902941176469,38,0.4370175961888541,0.0,1442647.0588235294,1442647.0588235294,34,905306880.0,905.30688,cache,18.020000457763672,0.33288948069241014,908887.5506374409,302559.10473949433,25996500.660391416,6499125.165097854,0.04655382025327386,0.015093330779582376,0.5,0.18056594560753272,0.41929904191974343,0.01253711323932759,0.012514093571117695,0.05,0.01817775101274882,0,0.03284765324671965
GGLL,GOOGL,325467.70115089417,0.0,325467.70115089417,1328955.9506296073,0.24490480741419632,0.24490480741419632,net_decay_annual,0.2040108170396745,0.1913998170396745,-0.0,0.05505428124999999,36,0.2040108170396745,0.0,200000.0,200000.0,34,1096783360.0,1096.78336,cache,107.4000015258789,0.333889816360601,866350.6053077875,289265.6445101127,21480000.30517578,5370000.076293945,0.05386697214159942,0.037769700984791446,0.5,0.18082930202354056,0.18842384200403794,0.011950362436019817,0.011928420113811048,0.05,0.01732701210615575,0,0.0242589208740721
NNEX,NNE,48363.28373670578,207.23914464626984,48156.04459205951,296597.1586265699,0.16306050928018997,0.16236178665720222,net_decay_annual,1.5236221376207633,1.8024614971117647,0.005,0.23047232,29,1.5236221376207633,0.0,466.1470588235294,466.1470588235294,34,1362904.0,1.362904,cache,6.28000020980835,0.3399048266485384,1431.9634290459244,486.7312811169015,2927.40362721331,731.8509068033275,0.6650689048714977,0.01758679392531049,0.5,0.11594368648771962,1.5560413650024334,0.011413555843781117,0.011392599163913638,2.8639268580918486e-05,2.8639268580918486e-05,1,2.8639268580918486e-05
FBYY,META,62564.210045814514,0.0,62564.210045814514,308211.70175425475,0.20299102756227794,0.20299102756227794,net_decay_annual,0.6142991183161831,0.3051555394074588,-0.0275,0.034686600000000005,24,0.6142991183161831,4314.0,4314.0,4314.0,32,490065.0,0.490065,cache,14.015000343322754,0.6406149903907751,15692.162912061498,10052.634793120753,60460.71148109436,15115.17787027359,0.6650689048714976,0.020991865993752374,0.5,0.150342793887883,0.5995133888618216,0.01109311064680399,0.007262177556003728,0.00031384325824122995,0.00031384325824122995,1,0.03627254516796582
BMNU,BMNR,49910.95030558109,7193.105193695566,42717.84511188553,323984.615299503,0.15405345793793823,0.1318514617504156,net_decay_annual,1.7268405608923545,26.308664236879245,0.12,0.32502759286993776,33,1.7268405608923545,0.0,537500.0,537500.0,34,220338432.0,220.338432,cache,2.1298999786376953,0.33898305084745767,561521.4429387962,190346.25184365976,1144821.2385177612,286205.3096294403,0.6650689048714976,0.025420988335953607,0.5,0.08659050874237913,1.7746587432994354,0.010125051268634552,0.010106460440238668,0.011230428858775926,0.011230428858775926,1,0.015512638941214591
ETHU,ETHA,126123.36989974976,0.0,126123.36989974976,717299.6870542781,0.175830788965904,0.175830788965904,net_decay_annual,0.7511175130279399,0.77358851302794,-0.02,0.016156676470588206,38,0.7511175130279399,0.0,862205.8823529412,862205.8823529412,34,706588160.0,706.58816,cache,26.52989959716797,0.33322225924691773,727567.8251086829,242441.79443808162,22874235.49091115,5718558.872727787,0.04239561047352397,0.01728460370489681,0.5,0.12784605255332449,0.7404458144258542,0.010036005231099807,0.01001757790208375,0.05,0.014551356502173656,0,0.02820055407081236
LUNL,LUNR,28819.755276679993,5574.29989995088,23245.455376729115,281116.5929493308,0.10251886939265283,0.08268973073716405,net_decay_annual,2.2836860472933846,1.432713515495114,0.2325,0.4973272,29,2.2836860472933846,0.0,12415.625,12415.625,32,11455872.0,11.455872,cache,25.719999313354492,0.3348961821835231,158538.95616583878,53094.09114730032,319329.86647486687,79832.46661871672,0.6650689048714977,0.023237361590839976,0.5,0.04780206312803861,2.379952111328985,0.009249354126427689,0.00923237118473436,0.003170779123316776,0.003170779123316776,1,0.003170779123316776
GDXU,GDX,220526.16835212708,0.0,220526.16835212708,1321693.6200226168,0.16685120137627163,0.16685120137627163,net_decay_annual,0.7107899961261405,0.7090689961261405,-0.005,0.03789642307692306,30,0.7107899961261405,0.0,43562.5,43562.5,32,4089160192.0,4089.160192,cache,250.9158935546875,0.24740227610094015,669933.3496274885,165743.03553376757,10930523.612976074,2732630.9032440186,0.06065328300906178,0.024090793435374333,0.5,0.11701871568642032,0.6987605405568255,0.009241000452906715,0.009224032849576302,0.05,0.013398666992549772,0,0.017860473113554376
BITU,IBIT,135445.07856559753,0.0,135445.07856559753,848453.78153834,0.15963754480535253,0.15963754480535253,net_decay_annual,0.4012710217788596,0.4016840217788596,-0.005,0.055367,29,0.4012710217788596,0.0,70796.875,70796.875,32,350554144.0,350.554144,cache,14.175000190734863,0.3342245989304813,499235.4339584223,166856.76268663845,1003545.7166284323,250886.42915710807,0.6650689048714977,0.00955246157767843,0.5,0.11706697085182632,0.38336255224754356,0.00841970322939384,0.008404243627883787,0.009984708679168446,0.009984708679168446,1,0.03284765324671965
TSLT,TSLA,170211.86737251282,17040.16673834137,153171.70063417146,1023785.6796942573,0.16625732391895223,0.14961305248957432,net_decay_annual,0.5530125113650727,0.5305225113650727,0.02,0.10983518181818179,37,0.5530125113650727,0.0,133647.0588235294,133647.0588235294,34,266884672.0,266.884672,cache,18.6200008392334,0.3341129301703976,568048.1931821748,189792.24630209652,2488508.347455193,622127.0868637982,0.3050698969865744,0.025605637564112403,0.5,0.1015164383824738,0.5368731748420817,0.007835605755987773,0.007821218628641697,0.024767516787834887,0.011360963863643497,0,0.05491136923673286
BTCL,IBIT,104690.65943527222,0.0,104690.65943527222,737772.487358976,0.14190100773483189,0.14190100773483189,net_decay_annual,0.4275498257695631,0.4258998257695631,-0.0,0.04451481818181816,26,0.4275498257695631,0.0,11705.882352941177,11705.882352941177,34,25270840.0,25.27084,cache,18.75,0.3325573661456601,109735.08562300647,36493.211048555524,219485.29411764705,54871.32352941176,0.6650689048714977,0.016434885500503083,0.5,0.09885296982599105,0.40976614167121295,0.007334621221559606,0.00732115396288989,0.0021947017124601294,0.0021947017124601294,1,0.03284765324671965
ETU,ETHA,78563.77125501633,0.0,78563.77125501633,617695.0168317343,0.12718861106891172,0.12718861106891172,net_decay_annual,0.7232626858746634,0.7362726858746633,-0.015,0.038422878787878756,37,0.7232626858746634,0.0,47850.0,47850.0,34,10840713.0,10.840713,cache,7.019899845123291,0.33444816053511706,166990.08972556252,55849.52833630853,335902.2075891495,83975.55189728737,0.6650689048714977,0.018285851929207585,0.5,0.0856756947025438,0.7116408386490156,0.0072886791090398095,0.007275296205689128,0.00333980179451125,0.00333980179451125,1,0.02820055407081236
BMNG,BMNR,30391.945129990578,4593.217463524474,25798.727666466104,304313.8549447707,0.09987039576461726,0.08477671077824657,net_decay_annual,1.5126804428355425,32.75977473483638,0.1,0.26297898263840636,29,1.5126804428355425,0.0,292885.29411764705,292885.29411764705,34,21407772.0,21.407772,cache,1.4700000286102295,0.33433634236041454,214110.50412193325,71584.92280907162,430541.39073245664,107635.34768311416,0.6650689048714976,0.025053488681606402,0.5,0.04871506620874616,1.5443102416019185,0.007123089954960527,0.007110011093482427,0.004282210082438665,0.004282210082438665,1,0.015512638941214591
ETHT,ETHA,103036.21964263916,8226.4565923656,94809.76305027356,717446.4442259376,0.14361520706093442,0.13214890646306715,net_decay_annual,0.7841852802739544,0.7576142802739544,0.02,0.10321589285714286,32,0.7841852802739544,0.0,115503.125,115503.125,32,179475888.0,179.475888,cache,17.69499969482422,0.3342245989304813,515469.7887063726,172282.68339116732,2043827.7616262436,510956.9404065609,0.3371765206948447,0.04123940617580801,0.5,0.08025958137633515,0.7747108177447548,0.007110343967118524,0.007097288508827866,0.020334922915914124,0.010309395774127452,0,0.02820055407081236
DOGD,DDOG,43577.49842071533,0.0,43577.49842071533,356218.3912516033,0.12233365679857831,0.12233365679857831,net_decay_annual,0.6501710994387091,0.514640733322475,-0.03,0.18047973333333328,34,0.6501710994387091,0.0,9000.0,9000.0,34,2610790.0,2.61079,cache,13.807999610900879,0.34106412005457026,60582.039972401166,20662.360154297807,124271.99649810791,31067.999124526978,0.6650689048714977,0.010373266726946707,0.5,0.08492605427041892,0.6363250846344213,0.007044327104026745,0.007031392860744329,0.0012116407994480233,0.0012116407994480233,1,0.0012116407994480233
BAIG,BBAI,40881.10032725334,7439.877814095147,33441.222513158194,351483.4087773063,0.11631018507947521,0.09514310399312749,net_decay_annual,1.1785839285578572,1.1751488820831957,0.0975,0.2654120322580645,35,1.1785839285578572,0.0,68558.82352941176,68558.82352941176,34,12315936.0,12.315936,cache,3.1800999641418457,0.33322225924691773,108786.94364681657,36250.23113855934,218023.91224748947,54505.97806187237,0.6650689048714978,0.03386603382717814,0.5,0.053364468076836695,1.1883066851979247,0.00648720434324529,0.006475293045266195,0.0021757388729363313,0.0021757388729363313,1,0.0021757388729363313
SRPU,SRPT,25395.638536453247,3965.1681063664137,21430.470430086832,308811.35910033394,0.08223673705021359,0.0693966390761034,net_decay_annual,1.4424464496454232,1.0296863262860516,0.08,0.1809778125,36,1.4424464496454232,0.0,8008.235294117647,8008.235294117647,34,2548297.0,2.548297,cache,11.319999694824219,0.33726812816188867,44690.43576618558,15072.659617600533,90653.2210854923,22663.305271373076,0.6650689048714977,0.013901819819433586,0.5,0.04119344868720411,1.4691112486354094,0.006449950623813476,0.00643810772820457,0.0008938087153237117,0.0008938087153237117,1,0.0008938087153237117
IREX,IREN,25941.469188690186,5031.544991663905,20909.92419702628,313790.06839414075,0.08267141570620397,0.06663666668621919,net_decay_annual,1.546331007899973,1.2215110674695462,0.1,0.4568396333333333,34,1.546331007899973,0.0,27058.823529411766,27058.823529411766,34,41242136.0,41.242136,cache,33.849998474121094,0.335345405767941,454131.7379220765,152290.99192557897,915941.1351821002,228985.28379552506,0.6650689048714977,0.020586960472636223,0.5,0.03659886482665253,1.5804020630102786,0.006449704677708926,0.00643786223368705,0.00908263475844153,0.00908263475844153,1,0.010971683668976088
URAA,URA,100414.09988975525,0.0,100414.09988975525,756506.1638446643,0.13273401419419706,0.13273401419419706,net_decay_annual,0.3793509081079673,0.3875039081079673,-0.01,0.025519499999999987,34,0.3793509081079673,0.0,43812.5,43812.5,32,62770076.0,62.770076,cache,43.959999084472656,0.341646737273659,467512.4502862873,159724.10327512378,1925997.4598884583,481499.36497211456,0.3317223549907984,0.026521841656867745,0.5,0.0868681604313385,0.3614041909300935,0.00644882474836843,0.006436983920004089,0.018746279148676392,0.009350249005725746,0,0.009350249005725746
TSLG,TSLA,75364.71467399597,7610.614337775589,67754.10033622038,572270.5907016468,0.13169419484162756,0.11839521624403022,net_decay_annual,0.4926842117274272,0.4718262117274272,0.03,0.1392379393939394,37,0.4926842117274272,0.0,356029.4117647059,356029.4117647059,34,40806840.0,40.80684,cache,6.559999942779541,0.3342245989304813,460984.6574304785,154072.41224280698,2335552.9208043045,583888.2302010761,0.26387312549483727,0.012574897714547574,0.5,0.08073857114305967,0.47555097630413246,0.006358780960026572,0.006347105463034167,0.02323742220469885,0.00921969314860957,0,0.05491136923673286
APLZ,APLD,42646.23532772064,3714.5098547085504,38931.72547301209,266581.3277273019,0.15997457770690302,0.14604070662007174,net_decay_annual,0.0,,0.19,0.3455547272727273,15,0.0,1500.0,1500.0,1500.0,32,875458.0,0.875458,cache,10.274999618530273,0.3348961821835231,7651.904277427142,2562.5935289441195,15412.49942779541,3853.1248569488525,0.6650689048714977,0.03163108686909565,0.5,0.09591778625703261,0.0,0.006077634722329697,0.013276742806952773,0.00015303808554854284,0.00015303808554854284,1,0.005960200730168298
SOXL,SOXX,144429.6764574051,0.0,144429.6764574051,1316951.7062654877,0.10966968323156501,0.10966968323156501,net_decay_annual,0.523008739942142,0.546006739942142,-0.0175,0.011021857142857125,32,0.523008739942142,0.0,4242187.5,4242187.5,32,11939088384.0,11939.088384,cache,94.48999786376953,0.2522704339051463,433634.3882732497,109393.13528588538,400844287.8127098,100211071.95317745,0.0010916272339347706,0.012673294944794362,0.5,0.07351484852533242,0.5063308553307742,0.005981513803809304,0.005970531015305434,0.05,0.008672687765464994,0,0.015446710401979794
YINN,FXI,162304.28901195526,0.0,162304.28901195526,1301760.8279252076,0.12468057536394114,0.12468057536394114,net_decay_annual,0.3459414872795117,0.3704924872795117,-0.02,0.007960689655172404,33,0.3459414872795117,0.0,719375.0,719375.0,32,775174976.0,775.174976,cache,37.380001068115234,0.25163563160543534,413138.89053982485,103960.46566175764,26890238.268375397,6722559.567093849,0.015464417179824197,0.03564380800769844,0.5,0.07640666351026196,0.3280596223561493,0.005698800748932364,0.005688337056060611,0.05,0.008262777810796497,0,0.008262777810796497
NVDX,NVDA,139412.99900984764,25793.71424697788,113619.28476286976,1028133.0612640253,0.13559820636294692,0.11051029194915876,net_decay_annual,0.4544204497809579,0.4020564497809579,0.03,0.157384,29,0.4544204497809579,0.0,258000.0,258000.0,34,474377408.0,474.377408,cache,17.969999313354492,0.333555703802535,412787.7224896452,137687.6992960791,4636259.822845459,1159064.9557113647,0.11879204751866097,0.01844820384864991,0.5,0.0718427206176405,0.4368484112389073,0.005693956768389282,0.0056835019696562985,0.046220649323762505,0.008255754449792903,0,0.08683605639583566
MVLL,MRVL,47520.19748210907,0.0,47520.19748210907,498380.1151645124,0.09534930474989542,0.09534930474989542,net_decay_annual,0.6253020392612302,0.5552260392612302,-0.005,0.16202388888888886,31,0.6253020392612302,0.0,105531.25,105531.25,32,43377808.0,43.377808,cache,54.6161003112793,0.33400133600534404,397788.155395929,132861.77534934168,5763705.335974693,1440926.3339936733,0.09220580692775723,0.013982191461948495,0.5,0.06140220114280382,0.610793402368232,0.005487054087124781,0.005476979186936504,0.05,0.00795576310791858,0,0.00795576310791858
MDBX,MDB,33704.533407211304,2879.1103277484576,30825.423079462846,350676.4651971181,0.09611290392204025,0.08790274266662185,net_decay_annual,0.7180395777609463,0.590117477398429,0.0375,0.10786041379310343,33,0.7180395777609463,0.0,4902.941176470588,4902.941176470588,34,3568158.0,3.568158,cache,18.100000381469727,0.335795836131632,43940.663645223525,14755.091888926638,88743.23716444128,22185.80929111032,0.6650689048714976,0.012215843219184962,0.5,0.05618684905278585,0.7062456762355895,0.005406077281676069,0.005396151064773852,0.0008788132729044705,0.0008788132729044705,1,0.0008788132729044705
TSMU,TSM,62584.768792152405,0.0,62584.768792152405,602855.4654244302,0.1038138863816896,0.1038138863816896,net_decay_annual,0.329329932589351,0.311928932589351,-0.0,0.07631062499999998,28,0.329329932589351,0.0,29220.84375,29220.84375,32,40090976.0,40.090976,cache,58.78990173339844,0.33433634236041454,388763.90096132754,129977.90068917669,1717890.53262949,429472.6331573725,0.30264536236829004,0.005204853343103827,0.5,0.07178176648596211,0.31153924675240124,0.0053625743319914276,0.005352727991807939,0.017086320427490007,0.007775278019226551,0,0.014186052988987695
UUUG,UUUU,16942.16693019867,1184.783960582718,15757.382969615952,282193.9787904918,0.06003730838912398,0.05583883482260493,net_decay_annual,1.220416401294181,0.760759272047909,0.05,0.14053603333333334,34,1.220416401294181,0.0,21534.375,21534.375,32,14925299.0,14.925299,cache,13.39009952545166,0.33377837116154874,143636.4084544721,47942.72645342861,288347.4244683981,72086.85611709952,0.6650689048714977,0.006703956722621034,0.5,0.03373324707304633,1.232631997668381,0.0053591650404856955,0.0053493249601770125,0.0028727281690894423,0.0028727281690894423,1,0.0028727281690894423
CIFU,CIFR,22984.538898468018,9496.200931194206,13488.337967273812,301174.75736103434,0.0763162859326727,0.04478575191846047,net_decay_annual,1.550279197638828,1.2478378520100342,0.235,0.4510541724137932,33,1.550279197638828,0.0,14650.0,14650.0,34,7989528.0,7.989528,cache,25.799999237060547,0.33444816053511706,187903.6246892203,62844.02163519074,377969.988822937,94492.49720573425,0.6650689048714977,0.028523585951014445,0.5,0.01808576942919495,1.584639274450696,0.0052877349672934846,0.005278026041306671,0.003758072493784406,0.003758072493784406,1,0.004488207084826197
GMEU,GME,52280.84511470795,13269.52132218089,39011.32379252706,448070.4005042049,0.1166799794315298,0.08706516598424796,net_decay_annual,0.7266184642924494,0.6107255069241343,0.09,0.339253074074074,31,0.7266184642924494,0.0,11017.64705882353,11017.64705882353,34,22446136.0,22.446136,cache,11.1899995803833,0.33715441672285906,60799.04037053978,20498.6649934389,123287.4659650466,30821.86649126165,0.6650689048714977,0.016831463372420658,0.5,0.053709355837672716,0.7151081886123027,0.0052722599046559435,0.005262579392770576,0.0012159808074107955,0.0012159808074107955,1,0.003755097645033182
ASTX,ASTS,31468.930799484253,3048.3914159647616,28420.539383519492,388727.8286181915,0.08095363512138216,0.07311166654712069,net_decay_annual,1.241167205763896,1.3111443698217595,0.03,0.119263,36,1.241167205763896,0.0,93705.88235294117,93705.88235294117,34,210135296.0,210.135296,cache,31.100000381469727,0.33456005352960855,380642.95425402763,127347.92715089582,2914252.976922428,728563.244230607,0.17479323608395936,0.04838241710326471,0.5,0.031111008636340243,1.2546477343724065,0.005250554722515472,0.005240914063990426,0.028966085691231103,0.0076128590850805524,0,0.0076128590850805524
DJTU,DJT,67947.34388911724,32397.303655888714,35550.04023322853,489864.8969339607,0.13870629292769535,0.07257111186315739,net_decay_annual,1.031510320692792,0.8227803206927919,0.18,0.4190631046515804,36,1.031510320692792,0.0,136823.5294117647,136823.5294117647,34,10095500.0,10.0955,cache,1.850000023841858,0.3327787021630616,126468.87374281327,42086.1476681575,253123.53267389184,63280.88316847296,0.6650689048714976,0.02457841645886112,0.5,0.03955623990106711,1.033111644212894,0.005206641321018734,0.005197081292851979,0.0025293774748562656,0.0025293774748562656,1,0.0025293774748562656
ONDG,ONDS,17621.155685901642,4008.7563758950005,13612.399310006642,281153.40101353824,0.06267452437843048,0.048416271191936144,net_decay_annual,1.315013028571782,1.5669536009858334,0.17,0.32699773333333326,34,1.315013028571782,0.0,33468.75,33468.75,32,10522446.0,10.522446,cache,7.099999904632568,0.33311125916055967,118608.32559059229,39509.76868440783,237628.12180817127,59407.03045204282,0.6650689048714976,0.012135172339571293,0.5,0.026355175887870803,1.333142452931227,0.005154372508629368,0.005144908452373846,0.0023721665118118457,0.0023721665118118457,1,0.0023721665118118457
