date,nav,cash,long_notional,short_notional,gross_notional,net_notional,n_positions,n_longs,n_shorts,n_active_pairs,cum_costs,cum_borrow,cum_margin_debit,cum_margin_credit,daily_borrow,cash_balance
2024-12-11,9871681.932971993,-11392980.3248005,40634945.178886235,19370282.92111375,60005228.09999999,21264662.257772483,30,15,15,15,129189.41702801746,0.0,0.0,871.35,0.0,-11392980.3248005
2024-12-12,9869162.83596019,-11402931.498209912,40263926.03349837,18991831.699328262,59255757.732826635,21272094.334170107,30,15,15,15,129189.41702801746,8552.486491590063,1398.6869178214524,871.35,8552.486491590063,-11402931.498209912
2024-12-13,9376402.45975647,-11412865.45975024,39887684.32017576,19098416.400669053,58986100.72084481,20789267.919506706,30,15,15,15,129189.41702801746,17086.54987038045,2798.5850793596305,871.35,8534.063378790388,-11412865.45975024
2024-12-16,8173814.376746876,-10761326.31294302,38509810.18071453,19574669.491024632,58084479.67173916,18935140.6896899,30,15,15,15,133768.3859862531,26062.834483056315,4199.748558741664,871.35,8976.284612675863,-10761326.31294302
2024-12-17,8305680.097129986,-10771440.755179193,38786592.98076033,19709472.128451154,58496065.10921148,19077120.852309175,30,15,15,15,133768.3859862531,34855.587199832415,5521.4380781374,871.35,8792.7527167761,-10771440.755179193
2024-12-18,6695187.682972135,-4421637.88162533,29205128.150291733,18088302.58569428,47293430.73598601,11116825.564597454,30,15,15,15,150281.07107571486,43165.15376261046,6844.30207570538,871.35,8309.566562778049,-4421637.88162533
2024-12-19,7279419.392266851,-4430248.295542937,29470710.819963764,17761043.13215398,47231753.95211774,11709667.687809784,30,15,15,15,150281.07107571486,51227.057067555,7392.8126883677105,871.35,8061.9033049445325,-4430248.295542937
2024-12-20,7910197.414532186,-4439003.220241096,30465866.273221172,18116665.63844789,48582531.91166906,12349200.634773284,30,15,15,15,150281.07107571486,59432.40366879756,7942.390785284737,871.35,8205.346601242565,-4439003.220241096
2024-12-23,7449285.690893014,-4447945.453421422,30520180.853934027,18622949.70961959,49143130.56355362,11897231.144314438,30,15,15,15,150281.07107571486,67823.96842950888,8493.059204900235,871.35,8391.56476071132,-4447945.453421422
2024-12-24,8074000.040474303,-4457021.165511379,31424445.614803296,18893424.40881762,50317870.02362092,12531021.205985676,30,15,15,15,150281.07107571486,76347.90550212532,9044.834222241036,871.35,8523.937072616434,-4457021.165511379
2024-12-26,7991183.099652755,-3942982.707766353,31117717.924029242,19183552.116610132,50301270.04063937,11934165.80741911,30,15,15,15,151449.91132530262,84931.76058359504,9597.723278918886,871.35,8583.855081469717,-3942982.707766353
2024-12-27,6992226.540710648,-3951790.518024766,29520483.5996564,18576466.54092099,48096950.14057739,10944017.058735408,30,15,15,15,151449.91132530262,93249.39838320146,10087.895737725401,871.35,8317.63779960642,-3951790.518024766
2024-12-30,6399628.29328403,-2927577.2946733115,27411026.865048967,18083821.277091626,45494848.1421406,9327205.587957341,30,15,15,15,153662.9804848396,101379.46858670839,10579.119387234348,871.35,8130.070203506919,-2927577.2946733115
2024-12-31,6413389.830031075,-2935944.785564603,27125052.462210968,17775717.846615292,44900770.30882626,9349334.615595676,30,15,15,15,153662.9804848396,109380.64865844029,10945.430206793535,871.35,8001.1800717319,-2935944.785564603
2025-01-02,5815911.442852646,-1832403.1686244593,25578584.036256485,17930269.424779378,43508853.46103586,7648314.611477107,30,15,15,15,156206.64102055796,117431.44313474912,11312.767445581858,871.35,8050.794476308831,-1832403.1686244593
2025-01-03,6800119.613144096,-1840856.4403858227,26977363.797307678,18336387.743777756,45313751.54108544,8640976.053529922,30,15,15,15,156206.64102055796,125651.92773395542,11545.554607738855,871.35,8220.48459920631,-1840856.4403858227
2025-01-06,6776267.967985212,-1284726.596081395,26898072.500941988,18837077.93687539,45735150.43781738,8060994.564066596,30,15,15,15,157458.40916438992,134107.45993115494,11779.401262173285,871.35,8455.532197199525,-1284726.596081395
2025-01-07,6147730.543615711,-1293163.5076020693,25784360.945796456,18343466.89457867,44127827.840375125,7440894.051217787,30,15,15,15,157458.40916438992,142378.3642566408,11945.408457361791,871.35,8270.904325485864,-1293163.5076020693
2025-01-08,6265288.799694274,-1301342.093744803,25071252.139707856,17504621.24626878,42575873.385976635,7566630.893439077,30,15,15,15,157458.40916438992,150389.94599264686,12112.412864089407,871.35,8011.581736006043,-1301342.093744803
2025-01-10,5917159.170126252,-1309352.3187067178,24331906.391466547,17105394.90263357,41437301.29410012,7226511.488832977,30,15,15,15,157458.40916438992,158232.1898645024,12280.39395414877,871.35,7842.243871855544,-1309352.3187067178
2025-01-13,5841667.81242572,-1317258.559681227,23900288.169144034,16741361.797037086,40641649.96618112,7158926.372106949,30,15,15,15,157458.40916438992,165969.48574434407,12449.33904881641,871.35,7737.295879841659,-1317258.559681227
2025-01-14,5986767.365982137,-1325191.836625156,24271017.315444652,16959058.11283736,41230075.42828201,7311959.202607293,30,15,15,15,157458.40916438992,173732.8502925129,12619.251444576605,871.35,7763.364548168835,-1325191.836625156
2025-01-15,6236209.416835727,-1333498.7550891652,25379269.61216702,17809561.440242123,43188831.05240914,7569708.171924897,30,15,15,15,157458.40916438992,181868.84350171735,12790.176699381405,871.35,8135.993209204435,-1333498.7550891652
2025-01-16,6181957.052521378,-1341711.7333518208,25155641.722331833,17631972.936458632,42787614.65879047,7523668.785873201,30,15,15,15,157458.40916438992,189909.8951046126,12962.10335914191,871.35,8041.051602895249,-1341711.7333518208
2025-01-17,7000536.920240346,-1350090.6630719844,26367329.856765047,18016702.273452714,44384032.13021776,8350627.583312333,30,15,15,15,157458.40916438992,198115.8765256691,13135.051658248934,871.35,8205.981421056507,-1350090.6630719844
2025-01-21,7550867.0849725865,-1882181.564487426,28089151.39065366,18656102.74119365,46745254.13184731,9433048.64946001,30,15,15,15,158629.3309093998,206561.54858338617,13309.05095022725,871.35,8445.672057717065,-1882181.564487426
2025-01-22,7906413.783156528,-1891221.6953164574,29098226.814880464,19300591.336407486,48398818.15128795,9797635.478472978,30,15,15,15,158629.3309093998,215362.7512360912,13547.979126553506,871.35,8801.202652705024,-1891221.6953164574
2025-01-23,8902748.382922392,-6189135.983846688,34685969.65876502,19594085.291995935,54280054.95076095,15091884.366769083,30,15,15,15,167771.85924632128,224283.90650487327,13788.02432416654,871.35,8921.15526878208,-6189135.983846688
2025-01-24,8936984.608694687,-6198913.9327141745,35015486.60374158,19879588.062332712,54895074.66607429,15135898.541408867,30,15,15,15,167771.85924632128,233297.69210880736,14552.18758771899,871.35,9013.785603934088,-6198913.9327141745
2025-01-27,8146670.237819456,-6911321.910111789,33177618.336384505,18119626.188453265,51297244.52483777,15057992.14793124,30,15,15,15,169348.6575427685,241525.63274804933,15317.447388386254,871.35,8227.940639241991,-6911321.910111789
2025-01-28,8840807.770340815,-6920723.83206455,34635791.12990947,18874259.527504105,53510050.65741357,15761531.602405366,30,15,15,15,169348.6575427685,250075.3814624151,16169.620626781998,871.35,8549.748714365767,-6920723.83206455
2025-01-29,8895655.245975595,-6930103.11831431,34623628.564741895,18797870.200451985,53421498.76519388,15825758.36428991,30,15,15,15,169348.6575427685,258601.35086138512,17022.937477571577,871.35,8525.969398970024,-6930103.11831431
2025-01-30,9403512.56260497,-8660884.775985142,37223495.00750408,19159097.66891397,56382592.67641805,18064397.33859011,30,15,15,15,172872.53480119837,267192.1623704023,17877.405987347254,871.35,8590.811509017192,-8660884.775985142
2025-01-31,8779496.107585693,-8670633.501931926,36707013.57157248,19256883.962054867,55963897.533627346,17450129.609517615,30,15,15,15,172872.53480119837,275875.34933503775,18942.944969495853,871.35,8683.186964635426,-8670633.501931926
2025-02-03,8748298.004926236,-8680276.783161802,36452962.46735765,19024387.679269616,55477350.14662726,17428574.788088035,30,15,15,15,172872.53480119837,284451.91578157427,20009.659752834228,871.35,8576.566446536488,-8680276.783161802
2025-02-04,10354606.90158247,-11283210.63037769,41522768.15100379,19884950.61904364,61407718.77004743,21637817.531960152,30,15,15,15,183173.7762067421,293354.20233124885,21077.59020050182,871.35,8902.286549674573,-11283210.63037769
2025-02-05,10710178.733209407,-11293125.618184632,41158117.86795575,19154813.51656171,60312931.38451746,22003304.351394042,30,15,15,15,183173.7762067421,301883.8918047423,22462.88853395034,871.35,8529.689473493443,-11293125.618184632
2025-02-06,11317565.577028967,-11953937.370781485,42660877.55550248,19389374.607692022,62050252.16319451,23271502.94781046,30,15,15,15,184547.58328978895,310489.66562826757,23849.405223142447,871.35,8605.77382352532,-11953937.370781485
2025-02-07,12239693.466584433,-14001893.573455468,45618383.61532496,19376796.575285066,64995180.19061002,26241587.040039893,30,15,15,15,188715.45750710575,319020.0314967463,25316.49503880615,871.35,8530.365868478699,-14001893.573455468
2025-02-10,13676713.860196035,-17386774.592032876,51077474.366122656,20013985.91389374,71091460.28001639,31063488.452228915,30,15,15,15,195951.0120063431,327777.1272965495,27033.349384307003,871.35,8757.095799803219,-17386774.592032876
2025-02-11,12408997.465086121,-17397493.229961894,49331091.11931981,19524600.424271796,68855691.5435916,29806490.695048016,30,15,15,15,195951.0120063431,336366.16393862676,29162.9506712482,871.35,8589.036642077233,-17397493.229961894
2025-02-12,13428313.656995643,-17408256.751709983,50635776.989675164,19799206.580969546,70434983.5706447,30836570.40870562,30,15,15,15,195951.0120063431,344998.77200813394,31293.86434983036,871.35,8632.608069507143,-17408256.751709983
2025-02-13,13136172.350976584,-14509699.615265438,53450909.00883683,25805037.042594798,79255946.05143163,27645871.96624203,40,20,20,20,269103.0029350163,353793.96214512776,33426.11040607226,871.35,8795.19013699385,-14509699.615265438
2025-02-14,13149106.366745165,-14521495.071161283,53314924.40789231,25644322.969985873,78959247.37787819,27670601.437906437,40,20,20,20,269103.0029350163,363810.4859895633,35205.04245748038,871.35,10016.523844435507,-14521495.071161283
2025-02-18,13440331.590957943,-14533677.261440847,55539741.435723916,27565732.583325125,83105474.01904905,27974008.85239879,40,20,20,20,269103.0029350163,374212.2588484254,36985.45987818172,871.35,10401.772858862127,-14533677.261440847
2025-02-19,12087064.767113665,-14545631.220070826,53010881.45750827,26378185.470323794,79389066.92783207,26632695.98718448,40,20,20,20,269103.0029350163,384384.3425165975,38767.33483998807,871.35,10172.083668172041,-14545631.220070826
2025-02-20,11737439.326023107,-14557646.485017812,53017819.166030794,26722733.35498988,79740552.52102068,26295085.811040916,40,20,20,20,269103.0029350163,394616.26748561894,40550.674817952655,871.35,10231.924969021462,-14557646.485017812
2025-02-21,11242769.151444484,-14569151.097181354,51156822.347822644,25344902.09919679,76501724.44701943,25811920.248625852,40,20,20,20,269103.0029350163,404336.13691871415,42335.417548398196,871.35,9719.869433095202,-14569151.097181354
2025-02-24,9484011.073145734,-14580297.505219428,48161302.9234952,24096994.345130023,72258297.26862523,24064308.57836518,40,20,20,20,269103.0029350163,413696.4431495392,44121.51935564762,871.35,9360.306230825041,-14580297.505219428
2025-02-25,8957753.501864145,-10530053.505360732,42379430.90821937,22891623.90099449,65271054.80921386,19487807.007224876,40,20,20,20,277676.4140470155,422661.3246247982,45908.93218558067,871.35,8964.881475259008,-10530053.505360732
2025-02-26,9351612.0606251,-10540403.493199224,43216974.48600222,23324958.932177883,66541933.41818011,19892015.55382434,40,20,20,20,277676.4140470155,431717.7932192439,47202.45142962687,871.35,9056.468594445647,-10540403.493199224
2025-02-27,8549395.594812179,-7008715.433242446,37824947.5117934,22266836.483738765,60091783.99553216,15558111.028054632,40,20,20,20,285188.5596764679,440363.6936171423,48497.18273067941,871.35,8645.900397898387,-7008715.433242446
2025-02-28,8630943.897969415,-4849729.220976299,36192253.67571977,22711580.55677405,58903834.23249382,13480673.118945718,40,20,20,20,289943.47613998526,449178.0687911833,49361.26483787242,871.35,8814.375174041048,-4849729.220976299
2025-03-03,8127711.888875008,-4858717.773181852,34415048.34437366,21428618.682316806,55843667.02669047,12986429.662056852,40,20,20,20,289943.47613998526,457565.86728241853,49962.01855219082,871.35,8387.798491235215,-4858717.773181852
2025-03-04,8857778.067047779,-4867765.5207942575,35018566.41705302,21293022.82921098,56311589.246264,13725543.58784204,40,20,20,20,289943.47613998526,466011.7579924768,50563.87545453764,871.35,8445.890710058275,-4867765.5207942575
2025-03-05,9928669.52595466,-6907465.834886417,38700060.51285837,21863925.152017295,60563985.664875664,16836135.360841073,40,20,20,20,294496.3798498751,474704.4933719138,51166.8657807766,871.35,8692.735379436997,-6907465.834886417
2025-03-06,9103840.412401183,-7582434.474253558,37816573.23686497,21130298.350210235,58946871.5870752,16686274.886654735,40,20,20,20,295975.82858874847,483059.4118226327,52018.54503375299,871.35,8354.91845071891,-7582434.474253558
2025-03-07,9135400.2943477,-7591707.945582575,37826044.279254094,21098936.039323833,58924980.31857793,16727108.23993026,40,20,20,20,295975.82858874847,491398.8971049176,52952.53108048528,871.35,8339.48528228488,-7591707.945582575
2025-03-10,7751175.899576614,-7600418.883232694,34958437.57728131,19606842.794472005,54565280.37175332,15351594.782809306,40,20,20,20,295975.82858874847,499174.7865873719,53887.579248150156,871.35,7775.889482454301,-7600418.883232694
2025-03-11,8384017.818011437,-7609213.264583319,35893122.469540715,19899891.386945963,55793013.85648668,15993231.082594752,40,20,20,20,295975.82858874847,507033.047475145,54823.69971100262,871.35,7858.260887773114,-7609213.264583319
2025-03-12,8504404.20519036,-7618294.565988456,36812906.24906766,20690207.477888845,57503113.7269565,16122698.771178812,40,20,20,20,295975.82858874847,515177.1211382007,55760.92745308322,871.35,8144.073663055651,-7618294.565988456
2025-03-13,8117054.617994638,-4960023.494524119,34797688.778519616,21720610.66600086,56518299.44452047,13077078.112518754,40,20,20,20,301844.5746704205,523406.7852224342,56699.27304669486,871.35,8229.664084233536,-4960023.494524119
2025-03-14,8809159.911449075,-4969397.868070696,37089748.04812772,23311190.268607944,60400938.31673566,13778557.779519774,40,20,20,20,301844.5746704205,532166.9098776716,57313.52193803368,871.35,8760.124655237387,-4969397.868070696
2025-03-17,9044873.534655463,-5716497.130022962,38690740.73674079,23929370.072062373,62620110.80880316,14761370.664678417,40,20,20,20,303644.76689833077,541245.6799715534,57928.95283918764,871.35,9078.770093881736,-5716497.130022962
2025-03-18,8397797.661382299,-5725848.703153997,37574949.49523519,23451303.1306989,61026252.625934094,14123646.36453629,40,20,20,20,303644.76689833077,549890.7704818072,58635.435459969325,871.35,8645.090510253784,-5725848.703153997
2025-03-19,9284235.04688416,-5735212.660571677,37909903.3566743,22890455.649218448,60800359.005892746,15019447.707455851,40,20,20,20,303644.76689833077,558547.1035353496,59343.05982410686,871.35,8656.333053542425,-5735212.660571677
2025-03-20,9159787.812302135,-5744367.589158072,37072126.615892634,22167971.21443243,59240097.83032507,14904155.401460204,40,20,20,20,303644.76689833077,566993.2915010478,60051.8004448035,871.35,8446.187965698202,-5744367.589158072
2025-03-21,9210291.11395479,-5753617.898428121,37321471.84710352,22357562.834720608,59679034.68182413,14963909.012382913,40,20,20,20,303644.76689833077,575533.7322641147,60761.66895178555,871.35,8540.440763066828,-5753617.898428121
2025-03-24,9723478.755461127,-5763066.058609625,38280036.413215354,22793491.5991446,61073528.012359954,15486544.814070754,40,20,20,20,303644.76689833077,584270.8719284742,61472.689468930716,871.35,8737.139664359542,-5763066.058609625
2025-03-25,9658758.661742877,-5772609.57624199,38334148.86947976,22902780.631494895,61236929.500974655,15431368.237984866,40,20,20,20,303644.76689833077,593102.2054066363,62184.87362313253,871.35,8831.333478162209,-5772609.57624199
2025-03-26,9065834.28495565,-5781747.074307099,36689527.985420085,21841946.626157336,58531474.61157742,14847581.35926275,40,20,20,20,303644.76689833077,601526.4051862811,62898.17190859739,871.35,8424.19977964475,-5781747.074307099
2025-03-27,8850319.578656357,-5790852.856691323,36506613.92244044,21865441.487092763,58372055.4095332,14641172.435347676,40,20,20,20,303644.76689833077,609917.7790208568,63612.58045824578,871.35,8391.373834575732,-5790852.856691323
2025-03-28,7850681.869151004,-9431607.63231203,32379885.530369394,15097596.028906357,47477481.55927575,17282289.501463037,52,26,26,26,365876.49095995695,617715.8272557453,64328.027054707614,871.35,7798.048234888497,-9431607.63231203
2025-03-31,7245663.038001502,-9438575.086996911,31541849.820241854,14857611.695243455,46399461.51548531,16684238.124998398,52,26,26,26,365876.49095995695,623524.1081667645,65487.200828570094,871.35,5808.280911019239,-9438575.086996911
2025-04-01,8814158.3319484,-9445929.013956785,33832176.92890109,15572089.582995908,49404266.511897,18260087.345905185,52,26,26,26,365876.49095995695,629717.9646915827,66647.27126362732,871.35,6193.8565248182385,-9445929.013956785
2025-04-02,9758935.790525872,-9453499.947419465,35246929.654480286,16034493.916534945,51281423.57101523,19212435.73794534,52,26,26,26,365876.49095995695,636127.9045984987,67808.26481939014,871.35,6409.9399069160445,-9453499.947419465
