Lev,CAGR,Vol,Sharpe,Sortino,Max DD,Calmar,Monthly Win%,Final NAV,P&L,Txn,Borrow,Long P&L,Short P&L,name,target_lev_end,TotalReturn,PnL_USD,MaxDD_2024,score
,-0.23482279652001248,,,,,,,,,,,,,cagr_tilt,4.78,-0.28889299362158904,-2876998.9042221038,,-0.259154385215722
4.5x,-0.23482279652001248,0.4810111092445337,-0.48818580695323316,-0.3141676632482085,-0.5305598176728316,-0.4425943855869149,0.7333333333333333,7081701.956452229,-2876998.9042221038,431310.654830801,1391541.7357419785,8969575.193786025,-9228455.964696944,,,,,,
