date,nav,equity_base,unrealized_pnl,long_notional,short_notional,gross_notional,net_notional,n_positions,n_longs,n_shorts,cum_costs,cum_borrow,daily_borrow,rebal_count,nav_net
2025-10-10,502867.2012109821,606325.0184529738,-103457.81724199171,1300017.2514299299,579720.8748875823,1879738.1263175122,720296.3765423476,19,4,15,271049.6873003018,327586.5547336108,300.1388284792471,27,502827.2911156479
2025-10-13,478376.600949856,606314.1214529737,-127937.52050311767,1317408.9384378865,622040.7651566649,1939449.7035945514,695368.1732812217,19,4,15,271060.5843003018,327910.6789099534,324.1241763425926,27,478338.6345529552
2025-10-14,493396.3506328752,606314.1214529737,-112917.77082009843,1323684.1963335238,613296.2733692826,1936980.4697028063,710387.9229642412,19,4,15,271060.5843003018,328233.74952236935,323.07061241597927,27,493357.1921923488
2025-10-15,500756.1052683114,606314.1214529737,-105558.01618466231,1332962.8647756218,615215.1871759448,1948178.0519515667,717747.677599677,19,4,15,271060.5843003018,328560.51629764854,326.76677527921777,27,500716.36272027425
2025-10-16,529845.4511463711,605782.2790383501,-75936.82789197899,1457249.9032643577,681973.7834656213,2139223.686729979,775276.1197987364,19,4,15,271592.42671492515,328864.9534143719,304.43711672336,28,529803.3999200896
2025-10-17,552921.2263688336,605782.2790383501,-52861.05266951657,1460221.9140350171,661870.0190138185,2122091.9330488355,798351.8950211987,19,4,15,271592.42671492515,329210.8389979195,345.885583547628,28,552877.3437318201
2025-10-20,550314.9244450552,605771.38203835,-55456.4575932948,1463602.6861700518,668294.6960726314,2131897.3822426833,795307.9900974204,19,4,15,271603.32371492515,329556.67038244364,345.83138452414727,28,550271.2486574008
2025-10-21,556111.7392730174,605771.38203835,-49659.64276533257,1459404.7991207822,658299.9941953996,2117704.7933161817,801104.8049253826,19,4,15,271603.32371492515,329889.04344207334,332.37305962969987,28,556067.6034206941
2025-10-22,596679.4641033467,605771.38203835,-9091.917935003241,1447241.8545105536,605569.3247548419,2052811.1792653955,841672.5297557118,19,4,15,271603.32371492515,330197.85846923577,308.8150271624254,28,596632.1085903227
2025-10-23,573715.8182693765,606671.9539175207,-32956.135648144205,1574735.2143515635,741672.513586121,2316407.7279376844,833062.7007654425,19,4,15,272079.9739744953,330532.7041999752,334.8457307394192,29,573670.2852679265
2025-10-24,561744.1830317011,606671.9539175207,-44927.77088581956,1599487.2154100868,778396.1498823198,2377883.3652924066,821091.065527767,19,4,15,272079.9739744953,330945.06562722864,412.3614272534678,29,561699.6001600319
2025-10-27,538311.7849227473,606661.0569175206,-68349.27199477328,1607387.9032435368,810166.8388247236,2417554.7420682604,797221.0644188132,19,4,15,272090.8709744953,331374.4040117407,429.33838451204736,29,538269.0617652137
2025-10-28,574598.104264193,606661.0569175206,-32062.952653327655,1614839.6498190365,781332.2660587775,2396171.915877814,833507.383760259,19,4,15,272090.8709744953,331789.87736349885,415.4733517581352,29,574552.5012400451
2025-10-29,561104.224049474,606661.0569175206,-45556.83286804664,1614282.1424605984,794268.6389150585,2408550.781375657,820013.5035455399,19,4,15,272090.8709744953,332215.5387032712,425.6613397723278,29,561059.6919682003
2025-10-30,582530.1000098936,600509.3172245316,-17979.21721463789,1595783.397640405,755778.4258676979,2351561.823508103,840004.9717727071,19,4,15,272281.1703863045,332616.27686128655,400.7381580153817,30,582483.8674622738
2025-10-31,548128.9977437389,600509.3172245316,-52380.31948079257,1597996.5644672837,792392.6949607312,2390389.259428015,805603.8695065525,19,4,15,272281.1703863045,333028.6614672993,412.3846060127109,30,548085.4954423307
2025-11-03,618327.7743448289,600498.4202245314,17829.354120297518,1596582.5086281777,721217.4655205354,2317799.974148713,875365.0431076423,19,4,15,272292.0673863045,333416.7304904909,388.0690231916455,30,618278.7007119444
2025-11-04,658204.5313868742,600498.4202245314,57706.11116234273,1569157.2365734142,653915.4364237264,2223072.6729971403,915241.8001496878,19,4,15,272292.0673863045,333766.80334978556,350.0728592946601,30,658152.2929320022
2025-11-05,639576.5718402241,600498.4202245314,39078.151615692695,1582139.6730856223,685525.8324825845,2267665.505568207,896613.8406030377,19,4,15,272292.0673863045,334133.4851482348,366.6817984492485,30,639525.8117948399
2025-11-06,677446.0373923794,597763.9752029907,79682.06218938866,1833033.2028906813,903193.1885909729,2736226.3914816543,929840.0142997084,21,5,16,273632.1145544787,334460.16660668905,326.68145845425045,31,677392.2718338561
2025-11-07,655217.8228859857,597763.9752029907,57453.84768299503,1842399.1807391304,934787.3809458155,2777186.5616849456,907611.7997933149,21,5,16,273632.1145544787,334955.85936648643,495.69275979740576,31,655165.821471471
2025-11-10,634557.6424731727,597753.0782029906,36804.564270182185,1855612.268529934,969098.252149432,2824710.520679366,886514.0163805021,21,5,16,273643.0115544787,335471.81913786725,515.9597713808037,31,634507.2807555161
2025-11-11,685776.1911125209,597753.0782029906,88023.11290953025,1850628.6836986162,912896.1186787658,2763524.8023773823,937732.5650198504,21,5,16,273643.0115544787,335962.6460429233,490.8269050560997,31,685721.7644306866
2025-11-12,699103.4092605335,597753.0782029906,101350.33105754294,1850942.38764898,899882.6044811169,2750824.992130097,951059.783167863,21,5,16,273643.0115544787,336449.9084327427,487.26238981936564,31,699047.9248629732
2025-11-13,750038.1848656036,592042.822514269,157995.3623513345,1967303.655168214,1058617.8390423888,3025921.4942106027,908685.8161258253,21,5,16,274951.3028495243,336884.4814589046,434.5730261618842,32,749978.6580255348
2025-11-14,757321.1121801985,592042.822514269,165278.28966592948,1958365.9618525943,1042397.218412174,3000763.180264768,915968.7434404203,21,5,16,274951.3028495243,337473.80691179854,589.3254528939816,32,757261.0073300255
2025-11-17,799829.0931572227,592031.9255142689,207797.16764295383,1950701.0204196412,992661.8990021968,2943362.919421838,958039.1214174443,21,5,16,274962.1998495243,338038.3152583631,564.5083465645187,32,799765.6146577658
2025-11-18,768971.3350644907,592031.9255142689,176939.40955022172,1940089.819295299,1012908.4559705865,2952998.2752658855,927181.3633247125,21,5,16,274962.1998495243,338604.8565929191,566.5413345560065,32,768910.3055934538
2025-11-19,820232.5877041973,592031.9255142689,228200.6621899284,1964729.1212765165,986286.5053120974,2951015.6265886137,978442.6159644191,21,5,16,274962.1998495243,339163.4584454785,558.6018525594388,32,820167.4898797763
2025-11-20,838557.7538669149,590795.612006628,247762.141860287,2195759.517264837,1183281.6935312806,3379041.210796118,1012477.8237335563,21,5,16,276198.51335716504,339675.918807961,512.4603624824891,33,838491.2016642271
2025-11-21,854910.8735078104,590795.612006628,264115.26150118245,2217570.336997735,1188739.3936232824,3406309.7306210175,1028830.9433744524,21,5,16,276198.51335716504,340356.24810523295,680.3292972719358,33,854843.0234384844
2025-11-24,755342.7064211547,590784.7150066278,164557.99141452686,2252909.4049209976,1324084.2316332008,3576993.6365541983,928825.1732877968,21,5,16,276209.41035716503,341116.40116631036,760.1530610774194,33,755282.7585873117
2025-11-25,765311.8592937521,590784.7150066278,174527.14428712422,2258553.997500417,1319759.671340023,3578313.66884044,938794.3261603939,21,5,16,276209.41035716503,341875.0660171566,758.664850846198,33,765251.1202573002
2025-11-26,739119.297138413,590784.7150066278,148334.58213178517,2275588.1238142885,1362986.3598092333,3638574.483623522,912601.7640050552,21,5,16,276209.41035716503,342665.06270919746,789.9966920408656,33,739060.6368767353
2025-11-28,768016.5404976786,612982.200006152,155034.34049152653,1998846.0695725945,1105472.2572357561,3104318.3268083506,893373.8123368383,23,6,17,279553.5770750251,343452.0809022558,787.0181930583269,34,767955.5868039883
2025-12-01,830406.6322898769,612969.186006152,217437.446283725,1990443.792746834,1035173.8746177969,3025617.667364631,955269.9181290371,25,6,19,279566.59107502515,344082.27013912937,630.1892368735744,34,830340.7270016
2025-12-02,797520.8041744557,612969.186006152,184551.61816830374,1987846.50858585,1065462.4185722345,3053308.9271580847,922384.0900136156,25,6,19,279566.59107502515,344718.0680158321,635.7978767027098,34,797457.5088725371
2025-12-03,769517.5025464763,612969.186006152,156548.31654032436,1988692.9412007225,1094312.1528150865,3083005.094015809,894380.7883856359,25,6,19,279566.59107502515,345373.254509534,655.1864937018919,34,769456.4297288139
2025-12-04,730548.9345573528,612956.1720061519,117592.7625512009,2009140.23936516,1154222.0049686471,3163362.2443338074,854918.2343965129,25,6,19,279579.6050750252,346071.5963731514,698.3418636174257,34,730490.9544831816
2025-12-05,775742.1958804202,609961.5833684322,165780.61251198794,2009884.930460966,1114933.1315616993,3124818.0620226655,894951.7988992666,25,6,19,279765.44622718956,346738.11965624534,666.5232830939412,35,775680.6290394773
2025-12-08,769144.7108257101,609948.5693684322,159196.1414572779,2012627.0495321525,1124766.7216875965,3137393.771219749,887860.327844556,25,6,19,279778.4602271896,347418.717639323,680.5979830776156,35,769083.6675946922
2025-12-09,740114.8403428259,609948.5693684322,130166.2709743937,2027154.7320121266,1168324.2746504545,3195479.006662581,858830.4573616721,25,6,19,279778.4602271896,348126.37646157487,707.6588222518649,35,740056.1010697827
2025-12-10,767106.3591090252,609948.5693684322,157157.78974059303,2024354.957933852,1138532.9818059804,3162887.9397398327,885821.9761278715,25,6,19,279778.4602271896,348813.45614202693,687.0796804520895,35,767045.4776519531
2025-12-11,788845.2803818283,609935.5553684321,178909.72501339618,2033173.581168979,1126106.6697683043,3159280.250937283,907066.9114006746,25,6,19,279791.4742271896,349487.841928823,674.3857867960731,35,788782.6736135441
2025-12-12,820274.9427531973,609314.0821919155,210960.8605612818,2123609.411933248,1181605.5776406312,3305214.989573879,942003.8342926167,25,6,19,280412.94740370626,350110.07032808167,622.2283992587061,36,820209.8415672645
2025-12-15,861385.1071121081,609301.0681919154,252084.03892019275,2105497.5230371016,1122877.5103855736,3228375.033422675,982620.012651528,25,6,19,280425.9614037063,350785.68602286244,675.615694780791,36,861316.7432147183
2025-12-16,839908.2624342731,609301.0681919154,230607.1942423577,2114455.7360071307,1153312.5680334377,3267768.3040405684,961143.167973693,25,6,19,280425.9614037063,351479.4169815596,693.7309586971298,36,839841.6030483657
2025-12-17,882624.4343877193,609301.0681919154,273323.3661958039,2079283.0812277864,1075423.741300647,3154706.822528433,1003859.3399271395,25,6,19,280425.9614037063,352124.0605119358,644.6435303762108,36,882554.3848294346
2025-12-18,886513.370381357,609288.0541919153,277225.3161894417,2093163.6351291044,1085909.3452083273,3179072.9803374317,1007254.2899207771,25,6,19,280438.9754037063,352781.0794749651,657.0189630293013,36,886443.0121773585
2025-12-19,864443.1077571331,620111.2820152785,244331.82574185464,2203561.5713476604,1282009.6619193973,3485571.2332670577,921551.9094282631,27,7,20,281990.006033981,353459.6720251795,678.5925502143922,37,864374.5011612794
2025-12-22,852481.2542000057,620098.2680152784,232382.98618472734,2214156.932494179,1305060.8626230436,3519217.7951172227,909096.0698711353,27,7,20,282003.020033981,354302.65686779073,842.9848426112227,37,852413.5969576088
2025-12-23,890153.451796062,620098.2680152784,270055.1837807837,2207839.883335146,1261071.615867954,3468911.4992031,946768.2674671921,27,7,20,282003.020033981,355108.5021032501,805.8452354593633,37,890082.8046967131
2025-12-24,915309.0142139548,620098.2680152784,295210.7461986764,2225094.837855854,1253171.007970769,3478265.845826623,971923.8298850851,27,7,20,282003.020033981,355911.08115507953,802.5790518294284,37,915236.3706413981
2025-12-26,951407.6082889077,620098.2680152784,331309.34027362935,2215656.5646177996,1207634.1406577623,3423290.7052755617,1008022.4239600373,27,7,20,282003.020033981,356676.829126511,765.7479714314957,37,951332.0997485673
2025-12-29,953983.0761617857,661569.6305463983,292413.44561538746,2470112.8785862424,1379939.4500326195,3850052.3286188617,1090173.428553623,25,6,19,284970.96506768215,357427.8337175577,751.0045910466872,38,953907.3632192332
2025-12-30,950805.99834578,661569.6305463983,289236.3677993816,2459777.550478108,1372781.1997404916,3832558.7502186,1086996.3507376167,25,6,19,284970.96506768215,358252.7350134611,824.9012959033674,38,950730.5375522604
2025-12-31,948489.4966715688,661569.6305463983,286919.86612517055,2438477.3212985285,1353797.4722351218,3792274.79353365,1084679.8490634067,25,6,19,284970.96506768215,359062.57197037357,809.8369569124606,38,948414.2197273886
2026-01-02,899503.6909427909,661569.6305463983,237934.06039639257,2472630.6649342394,1436936.6215996114,3909567.2865338507,1035694.043334628,25,6,19,284970.96506768215,359924.0205658209,861.4485954473613,38,899432.30176097
2026-01-05,848169.3328491118,661556.6165463983,186612.7163027135,2488733.261376959,1504867.5621360098,3993600.8235129686,983865.699240949,25,6,19,284983.9790676822,360827.6490227444,903.6284569234446,38,848102.0178226952
2026-01-06,820706.7432419491,696511.2559628617,124195.48727908747,2123908.1353969253,1188286.17776033,3312194.3131572553,935621.9576365952,25,6,19,286676.2643825832,361755.7672752775,928.1182525331642,39,820641.6077861362
2026-01-07,858523.7066291783,696511.2559628617,162012.4506663165,2095045.8796745422,1121606.9586507175,3216652.8383252597,973438.9210238247,25,6,19,286676.2643825832,362426.06353580405,670.2962605265025,39,858455.5698270649
2026-01-08,840496.3575225326,696498.2419628616,143998.11555967102,2075887.919800498,1120970.3338833193,3196858.2536838176,954917.5859171788,25,6,19,286689.27838258323,363094.42275941075,668.3592236066839,39,840429.6514624117
2026-01-09,825462.6771979814,696498.2419628616,128964.4352351198,2098742.969611925,1158859.0640192975,3257602.0336312223,939883.9055926276,25,6,19,286689.27838258323,363792.3435482079,697.9207887971229,39,825397.1642870926
2026-01-12,811073.8102733162,696485.2279628615,114588.58231045472,2085488.1677970348,1160487.115129072,3245975.282926107,925001.0526679629,25,6,19,286702.29238258325,364484.6153463991,692.2717981911557,39,811009.4393359929
2026-01-13,817146.4876914525,701116.9450935597,116029.54259789281,2110129.0522498586,1181683.3175096964,3291812.369759555,928445.7347401623,25,6,19,287005.7890053856,365166.55242783896,681.9370814399031,40,817081.6347956039
2026-01-14,811686.9762599291,701116.9450935597,110570.03116636946,2118609.055757934,1195622.8324492953,3314231.88820723,922986.2233086389,25,6,19,287005.7890053856,365886.6341751562,720.0817473172219,40,811622.5566586386
2026-01-15,857564.2233806766,701103.9310935596,156460.292287117,2115919.5502480436,1147550.0658186572,3263469.616066701,968369.4844293864,25,6,19,287018.8030053856,366576.15727825847,689.523103102278,40,857496.1627280273
2026-01-16,838230.7098574544,701103.9310935596,137126.77876389478,2083704.8205464121,1134668.8496402479,3218373.6701866603,949035.9709061643,25,6,19,287018.8030053856,367255.08234040823,678.9250621497843,40,838164.1836106403
2026-01-20,880302.2270552648,701103.9310935596,179198.29596170518,2035232.9706859733,1044125.4825819986,3079358.453267972,991107.4881039747,25,6,19,287018.8030053856,367889.5912995513,634.508959143096,40,880232.3617991493
2026-01-21,886644.1112270176,700011.7289916611,186632.38223535655,2292250.026012961,1279482.642883647,3571732.668896608,1012767.3831293138,25,6,19,288111.00510728406,368522.3405077003,632.7492081490008,41,886573.7426467615
2026-01-22,891701.8303633613,699998.714991661,191703.11537170026,2299014.057381932,1281682.941116275,3580696.998498207,1017331.1162656571,25,6,19,288124.0191072841,369301.5541563735,779.2136486732185,41,891631.0603768245
2026-01-23,925944.1695676562,699998.714991661,225945.45457599522,2300767.4662042437,1249194.0107342915,3549961.4769385355,1051573.4554699522,25,6,19,288124.0191072841,370061.633217219,760.0790608454956,41,925870.6819351509
2026-01-26,953550.2666828106,699985.7009916609,253564.56569114968,2292141.1516596167,1213455.5850745095,3505596.736734126,1078685.5665851072,25,6,19,288137.0331072841,370800.05934420286,738.4261269838673,41,953474.5880902167
2026-01-27,942728.9073630353,699985.7009916609,242743.2063713743,2290733.249369082,1222869.0421037509,3513602.2914728327,1067864.2072653312,25,6,19,288137.0331072841,371539.38986657845,739.3305223755888,41,942654.0876084826
2026-01-28,947908.381963686,699223.125982879,248685.25598080704,2443463.27793968,1371431.3781787665,3814894.6561184465,1072031.8997609136,25,6,19,288899.6081160661,372270.19401346566,730.8041468872084,42,947833.1511397206
2026-01-29,1000678.7960163392,699210.1119828789,301468.68403346033,2417956.2526981235,1293647.9248845568,3711604.1775826802,1124308.3278135667,25,6,19,288912.6221160661,373060.76696504303,790.5729515773975,42,1000599.3770642744
2026-01-30,1031130.8806415254,699210.1119828789,331920.76865864656,2385384.8154914095,1230624.4030526567,3616009.218544066,1154760.4124387528,25,6,19,288912.6221160661,373804.85747402033,744.0905089773249,42,1031049.0448573475
2026-02-02,1107908.2580961608,699197.0979828788,408711.1601132821,2365468.2138059614,1134424.409912573,3499892.6237185346,1231043.8038933885,25,6,19,288925.63611606613,374493.7855031854,688.9280291650539,42,1107820.328869328
2026-02-03,1031817.133402388,699197.0979828788,332620.03541950916,2276750.858497295,1121798.1792976793,3398549.0377949746,1154952.6791996157,25,6,19,288925.63611606613,375179.19579610985,685.4102929244231,42,1031735.2431537053
2026-02-04,1046377.7389084095,805080.4812893794,241297.2576190301,2847155.4951025625,1379029.0193264096,4226184.514428972,1468126.475776153,23,5,18,293814.9401377278,375827.61345002515,648.4176539152774,43,1046294.6930561152
2026-02-05,1110263.8426945326,805067.4672893793,305196.37540515326,2743116.7624998465,1211598.1689375709,3954714.9314374174,1531518.5935622756,23,5,18,293827.95413772785,376638.3885511496,810.7751011244079,43,1110175.7265165409
2026-02-06,1080939.9501950985,805067.4672893793,275872.4829057192,2885265.8783553294,1383071.1772924878,4268337.055647817,1502194.7010628416,23,5,18,293827.95413772785,377583.78942858696,945.4008774373887,43,1080854.1613101624
2026-02-09,1080799.878458693,805054.4532893792,275745.4251693137,2945401.382109654,1443840.738783218,4389242.120892872,1501560.6433264362,23,5,18,293840.9681377279,378577.61159004114,993.822161454181,43,1080714.1006905613
2026-02-10,1090964.615984164,805054.4532893792,285910.16269478464,2924713.482079811,1412988.101227904,4337701.583307715,1511725.380851907,23,5,18,293840.9681377279,379547.6141601471,970.0025701059739,43,1090878.0314908319
2026-02-11,1128429.5597620602,809055.5812914262,319373.9784706339,3070906.4107921617,1466143.5980149617,4537050.008807124,1604762.8127772,23,5,18,294855.7372755276,380458.8241468678,911.2099867206833,44,1128340.0018604917
2026-02-12,1154956.4787356867,809042.5672914261,345913.91144426056,2996037.229406751,1365241.4836559251,4361278.713062677,1630795.745750826,23,5,18,294868.75127552764,381381.8038124869,922.9796656190847,44,1154864.8155230887
2026-02-13,1125468.7025875903,809042.5672914261,316426.1352961642,3045257.10406637,1443949.13446364,4489206.23853001,1601307.9696027301,23,5,18,294868.75127552764,382363.3721621251,981.5683496382242,44,1125379.3796746866
2026-02-17,1136304.0350476725,809042.5672914261,327261.46775624633,3064114.4022309324,1451971.1001681203,4516085.5023990525,1612143.302062812,23,5,18,294868.75127552764,383347.8386189077,984.4664567826692,44,1136213.852187748
2026-02-18,1135975.4406748211,809042.5672914261,326932.873383395,3064416.287032051,1452601.5793420908,4517017.866374142,1611814.7076899603,23,5,18,294868.75127552764,384332.75692998356,984.9183110758072,44,1135885.2838938152
2026-02-19,1120192.612911875,852279.7293841148,267912.88352776,2953066.5745379855,1565543.9854801544,4518610.56001814,1387522.589057831,24,5,19,299341.96610076865,385319.2902870108,986.5333570272307,45,1120103.708736247
2026-02-20,1116533.4478039786,852279.7293841148,264253.7184198638,2970394.6632321556,1586531.2392822206,4556925.902514376,1383863.423949935,24,5,19,299341.96610076865,386354.98183481913,1035.6915478083315,45,1116444.83403828
2026-02-23,1149670.5845583254,852266.7153841148,297403.8691742106,2922634.0659072963,1506127.491203014,4428761.5571103105,1416506.5747042822,24,5,19,299354.9801007687,387332.6637624044,977.6819275852793,45,1149579.3408611382
2026-02-24,1117635.8024487193,852266.7153841148,265369.0870646044,2975407.0326246237,1590935.2400299483,4566342.2726545725,1384471.7925946754,24,5,19,299354.9801007687,388367.54219213204,1034.8784297276434,45,1117547.1011945566
2026-02-25,1102352.2374563236,852266.7153841148,250085.5220722087,3037399.658487971,1668211.430885691,4705611.089373662,1369188.22760228,24,5,19,299354.9801007687,389455.0877346695,1087.5455425374928,45,1102264.7491835095
2026-02-26,1030687.5530275562,863968.1910738435,166719.36195371265,2639331.799840669,1517956.78135786,4157288.5811985293,1121375.0184828092,26,5,21,302917.3749665241,390580.7352985472,1125.6475638776997,46,1030605.7524281095
2026-02-27,1060963.376380186,863968.1910738435,196995.18530634252,2630396.823615388,1478745.9817799488,4109142.805395337,1151650.8418354392,26,5,21,302917.3749665241,391378.3851020196,797.6498034723674,46,1060879.1729376162
2026-03-02,1063153.5118503685,863955.1770738434,199198.334776525,2637264.170093827,1483917.1787882056,4121181.3488820326,1153346.9913056213,26,5,21,302930.3889665241,392181.63153041864,803.2464283990432,46,1063069.1345875233
2026-03-03,1080207.4690510018,863955.1770738434,216252.2919771584,2618237.2849221826,1447836.3364159274,4066073.62133811,1170400.9485062552,26,5,21,302930.3889665241,392961.97489996767,780.3433695490326,46,1080121.73829949
2026-03-04,1054774.5315849653,863955.1770738434,190819.35451112184,2640386.1704560337,1495418.159415815,4135804.3298718487,1144968.0110402186,26,5,21,302930.3889665241,393771.5112086539,809.5363086862452,46,1054690.8193205537
2026-03-05,1057522.6162515364,863448.0737529985,194074.542498538,2709322.466332646,1545680.560455748,4255003.026788394,1163641.905876898,26,5,21,303375.8570563656,394567.40897488943,795.8977662355437,47,1057438.6858851672
2026-03-06,1059475.736029987,863448.0737529985,196027.6622769885,2658584.5958090373,1492989.5701536885,4151574.165962726,1165595.0256553488,26,5,21,303375.8570563656,395371.8225220718,804.4135471823342,47,1059391.6506541115
2026-03-09,1054351.4371939274,863435.0597529984,190916.37744092886,2686394.0279711876,1526417.2871518987,4212811.315123087,1159976.7408192889,26,5,21,303388.8710563656,396196.89992866147,825.0774065897066,47,1054267.7585084357
2026-03-10,1066637.544815006,863435.0597529984,203202.4850620076,2675939.8341478473,1503676.9857074802,4179616.8198553277,1172262.848440367,26,5,21,303388.8710563656,397010.2760774178,813.3761487563055,47,1066552.891041608
2026-03-11,1071807.2613136172,863435.0597529984,208372.2015606189,2670813.5197476586,1493380.9548086799,4164194.4745563385,1177432.5649389788,26,5,21,303388.8710563656,397819.33134474384,809.0552673260897,47,1071722.197245259
2026-03-12,1088553.0578044448,862635.9018737316,225917.1559307131,2785103.5100803184,1596134.7554564609,4381238.26553678,1188968.7546238576,26,5,21,304188.0289356323,398589.9020610771,770.5707163332985,48,1088466.664704619
2026-03-13,1092965.6958842964,862635.9018737316,230329.79401056483,2773457.5503595187,1580076.1576558098,4353533.708015328,1193381.392703709,26,5,21,304188.0289356323,399446.9876927059,857.0856316287266,48,1092878.9525750992
2026-03-16,1098665.4785956438,862622.8878737316,236042.59072191233,2811838.552642935,1613251.3632278782,4425089.915870814,1198587.1894150567,26,5,21,304201.04293563234,400325.99640871276,879.0087160068836,48,1098578.2829227394
2026-03-17,1078585.0492134274,862622.8878737316,215962.16133969574,2832122.9818620994,1653616.2218292598,4485739.20369136,1178506.7600328396,26,5,21,304201.04293563234,401236.5120574788,910.5156487660394,48,1078499.4472253944
2026-03-18,1098499.6855753765,862622.8878737316,235876.79770164494,2802443.3897984703,1604021.9934036813,4406465.383202151,1198421.396394789,26,5,21,304201.04293563234,402113.5337433707,877.0216858919276,48,1098412.5030606482
2026-03-19,1111802.2513733394,902020.6127740412,209781.63859929817,2921507.1880646567,1565124.6285958404,4486631.816660497,1356382.5594688163,24,5,19,307304.2370961006,402980.4649041006,866.9311607298952,49,1111714.0130994208
2026-03-20,1132776.420391603,902020.6127740412,230755.8076175616,2832726.551277792,1455369.8227907117,4288096.374068504,1377356.7284870804,24,5,19,307304.2370961006,403924.72627155494,944.2613674543677,49,1132686.5175010955
2026-03-23,1093947.5348523066,902007.5987740412,191939.93607826548,2860097.9742906042,1522064.1173428197,4382162.091633424,1338033.8569477845,24,5,19,307317.2510961006,404917.203003447,992.4767318920397,49,1093860.713619382
2026-03-24,1126748.067793284,902007.5987740412,224740.469019243,2853870.463589967,1483036.073701206,4336906.537291173,1370834.3898887613,24,5,19,307317.2510961006,405883.840762189,966.6377587420251,49,1126658.643343459
