date,nav,equity_base,unrealized_pnl,long_notional,short_notional,gross_notional,net_notional,n_positions,n_longs,n_shorts,cum_costs,cum_borrow,daily_borrow,rebal_count,nav_net
2025-04-23,5121110.171012328,4799825.322742621,321284.8482697066,12636352.083871553,6434215.626848578,19070567.71072013,6202136.457022974,13,2,11,97626.26974591288,56445.77626973555,3922.357005955164,3,5120703.7336971685
2025-04-24,5382788.291072616,4799816.516742621,582971.7743299956,12750073.376537502,6286652.993454237,19036726.36999174,6463420.383083265,13,2,11,97635.07574591291,60234.98446731979,3789.2081975842384,3,5382361.08565269
2025-04-25,5441738.12877278,4787400.608400675,654337.5203721055,14178264.364889259,7626267.5785346,21804531.94342386,6551996.786354658,13,2,11,110050.98408785934,64002.549739084796,3767.5652717650105,4,5441306.244794306
2025-04-28,5434191.313356331,4787391.802400674,646799.510955657,14194775.164852548,7650719.387914338,21845494.552766886,6544055.77693821,13,2,11,110059.79008785936,68744.56525098115,4742.015511896347,4,5433760.028331461
2025-04-29,5602034.384522316,4787391.802400674,814642.582121642,14229390.29384106,7517491.445736865,21746881.739577927,6711898.848104196,13,2,11,110059.79008785936,73398.57798818042,4654.012737199275,4,5601589.778618783
2025-04-30,5657517.833462074,4787391.802400674,870126.0310614004,14230104.68807752,7462722.391033567,21692827.079111088,6767382.297043954,13,2,11,110059.79008785936,78011.81728044135,4613.239292260934,4,5657068.824110213
2025-05-01,5664930.10008518,4787382.996400673,877547.1036845077,14256636.876373133,7482236.506706073,21738873.383079205,6774400.36966706,13,2,11,110068.59608785939,82630.15166749284,4618.334387051493,4,5664480.50245819
2025-05-02,5291846.686314169,4748771.846668913,543074.8396452565,14780544.579369834,6431235.318392469,21211779.897762302,8349309.260977365,13,2,11,125113.84639815269,87483.10572639221,4852.954058899371,5,5291426.698481922
2025-05-05,5491532.478526461,4748763.040668912,742769.4378575489,14782326.798452739,6233725.939263081,21016052.737715818,8548600.859189657,13,2,11,125122.65239815271,91614.47222897937,4131.366502587163,5,5491096.642615466
2025-05-06,5602740.76150166,4748763.040668912,853977.7208327472,14790103.967001472,6130294.824836618,20920398.79183809,8659809.142164852,13,2,11,125122.65239815271,95678.31147695803,4063.839247978655,5,5602296.099536461
2025-05-07,4960190.867236893,4748763.040668912,211427.82656798052,14803119.121625282,6785859.873725194,21588978.995350476,8017259.247900088,13,2,11,125122.65239815271,100224.38201154702,4546.070534588992,5,4959797.201295049
2025-05-08,4620975.721252723,4748754.234668911,-127778.51341618862,14804611.676851852,7126961.768935931,21931573.445787784,7677649.907915921,13,2,11,125131.45839815274,105043.07899141977,4818.696979872754,5,4620608.977147861
2025-05-09,5366999.190499415,4694946.210171718,672052.9803276962,14935482.122012679,6532966.137823336,21468448.259836014,8402515.984189343,13,2,11,128495.37242850251,109350.61815300444,4307.539161584673,6,5366573.238182709
2025-05-12,4936745.44569325,4694937.404171717,241808.04152153246,14962832.369733043,6990964.3243498625,21953796.694082905,7971868.0453831805,13,2,11,128504.17842850254,113996.29262287551,4645.674469871073,6,4936353.640499148
2025-05-13,4986372.303310614,4694937.404171717,291434.8991388963,14964702.297849786,6943207.394849242,21907909.692699026,8021494.903000544,13,2,11,128504.17842850254,118691.3767187427,4695.084095867184,6,4985976.559477018
2025-05-14,4574140.298445798,4694937.404171717,-120797.10572591865,14957320.036400853,7348057.138265125,22305377.17466598,7609262.898135727,13,2,11,128504.17842850254,123628.52342111742,4937.146702374724,6,4573777.271437985
2025-05-15,4715115.674165355,4694928.598171717,20187.075993638493,14970837.02166114,7220992.941805855,22191829.963466994,7749844.079855285,13,2,11,128512.98442850256,128468.74493554406,4840.221514426641,6,4714741.458635659
2025-05-16,4410588.48553515,4545745.567887561,-135157.0823524112,12318622.06135793,5373015.786147004,17691637.847504936,6945606.275210926,13,2,11,144552.04728654437,133547.54035725174,5078.795421707682,7,4410238.438829949
2025-05-19,4303822.984973196,4545736.761887561,-241913.77691436495,12321119.644173445,5482673.063524471,17803792.707697917,6838446.5806489745,13,2,11,144560.85328654436,137208.5860240155,3661.0456667637604,7,4303481.41172042
2025-05-20,4443984.207479658,4545736.761887561,-101752.55440790266,12303752.196389385,5325144.39323395,17628896.589623336,6978607.803155434,13,2,11,144560.85328654436,140764.29857768922,3555.7125536737262,7,4443631.510320334
2025-05-21,4669064.870761603,4545736.761887561,123328.10887404291,12209539.682329187,5005851.215891807,17215390.898220994,7203688.46643738,13,2,11,144560.85328654436,144102.32688441823,3338.028306729021,7,4668694.310057575
2025-05-22,4352063.348939903,4545727.95588756,-193664.6069476566,12228957.182026459,5342664.431410778,17571621.613437235,6886292.750615681,13,2,11,144569.65928654434,147651.75925099582,3549.4323665775764,7,4351717.947086813
2025-05-23,4336583.686887828,4409068.602297632,-72484.91540980405,12098504.143068323,5250850.685110043,17349354.828178365,6847653.45795828,13,2,11,147427.96386943417,151157.99099817325,3506.2317471774277,8,4336239.513579344
2025-05-27,4401827.292514506,4409068.602297632,-7241.309783125962,12287639.227506576,5374742.163921617,17662381.391428195,6912897.063584959,13,2,11,147427.96386943417,154740.68634480232,3582.6953466290756,8,4401477.941142084
2025-05-28,4444959.461577762,4409068.602297632,35890.85928012972,12267070.162125532,5311040.929477316,17578111.091602847,6956029.232648215,13,2,11,147427.96386943417,158272.3659073995,3531.6795625971968,8,4444606.687017319
2025-05-29,4591590.039864957,4409059.796297631,182530.24356732622,12291024.086612849,5188758.469677441,17479782.55629029,7102265.616935408,13,2,11,147436.76986943415,161729.34332009594,3456.9774126964303,8,4591225.627957031
2025-05-30,4763480.449669393,4409059.796297631,354420.6533717613,12296253.463393591,5022097.436653745,17318350.900047336,7274156.026739846,13,2,11,147436.76986943415,165096.09092047086,3366.7476003749202,8,4763102.395665451
2025-06-02,4942788.163058753,4395253.7318259915,547534.4312327612,13779507.900707474,6020900.191164668,19800408.09187214,7758607.709542806,13,2,11,156500.51478917556,168384.05447508834,3287.9635546174763,9,4942395.878283907
2025-06-03,4935806.296428671,4395253.7318259915,540552.5646026798,13827446.654586963,6075820.81167424,19903267.466261204,7751625.842912723,13,2,11,156500.51478917556,172441.68241920767,4057.6279441193406,9,4935414.565770225
2025-06-04,4808320.820814614,4395253.7318259915,413067.0889886229,13856054.975348054,6231914.608049385,20087969.58339744,7624140.367298668,13,2,11,156500.51478917556,176619.9923943524,4178.30997514473,9,4807939.2080510575
2025-06-05,4717093.813619524,4395244.925825991,321848.8877935337,13815365.023060633,6282845.856957055,20098210.880017687,7532519.166103578,13,2,11,156509.32078917554,180842.08789653078,4222.0955021783975,9,4716719.441094634
2025-06-06,4552669.32206724,4395244.925825991,157424.3962412496,13888074.243076688,6519979.568525396,20408053.811602086,7368094.674551291,13,2,11,156509.32078917554,185237.77284932145,4395.68495279068,9,4552307.999105171
2025-06-09,5137145.773720742,4333863.192089363,803282.5816313796,14307500.300345333,6246335.882976559,20553836.183321893,8061164.417368774,13,2,11,159921.1858180062,189204.16160361553,3966.3887542940697,10,5136738.063738701
2025-06-10,5012409.207727806,4333863.192089363,678546.0156384427,14326869.133701667,6390441.282325832,20717310.4160275,7936427.851375835,13,2,11,159921.1858180062,193451.5675305221,4247.405926906567,10,5012011.397473224
2025-06-11,4739772.211568467,4333863.192089363,405909.0194791046,14313048.679949021,6649257.824732522,20962306.504681543,7663790.855216499,13,2,11,159921.1858180062,197885.72690153786,4434.159371015757,10,4739396.039170723
2025-06-12,4869591.315578306,4333854.386089362,535736.929488944,14322686.059491362,6529470.294265023,20852156.353756387,7793215.765226339,13,2,11,159929.99181800618,202230.6765143263,4344.94961278845,10,4869204.84007707
2025-06-13,5126006.9681544155,4333854.386089362,792152.5820650533,14288550.550032318,6238919.132229868,20527469.682262186,8049631.417802449,13,2,11,159929.99181800618,206382.11961081033,4151.4430964840385,10,5125600.142204562
2025-06-16,5031822.381698476,4377309.2512400495,654513.1304584262,13804820.786466207,6407216.496375908,20212037.282842115,7397604.290090299,15,3,12,183330.76529707498,210640.8078897235,4258.688278913163,11,5031423.030715802
2025-06-17,5168615.396835419,4377309.2512400495,791306.1455953701,13721718.282013828,6187320.976786583,19909039.25880041,7534397.305227245,15,3,12,183330.76529707498,214131.6345317387,3490.826642015185,11,5168205.189264242
2025-06-18,5065865.335999812,4377309.2512400495,688556.0847597627,13633480.893213077,6201833.648821441,19835314.542034518,7431647.244391635,15,3,12,183330.76529707498,217689.41965029447,3557.785118555754,11,5065463.283195368
2025-06-20,5376613.515103215,4377309.2512400495,999304.2638631659,13656555.463606946,5914160.040111907,19570715.503718853,7742395.423495039,15,3,12,183330.76529707498,221082.22508874506,3392.8054384505813,11,5376186.799744874
2025-06-23,5616899.016498709,4377300.445240049,1239598.5712586609,13808521.581678528,5826234.850787995,19634756.43246652,7982286.730890533,15,3,12,183339.57129707496,224399.905019339,3317.679930593941,11,5616453.230862479
2025-06-24,5404086.917188284,4347668.425603388,1056418.4915848963,14752579.395089401,6875916.611098393,21628496.006187793,7876662.783991008,15,3,12,187734.85990025516,227942.97282236483,3543.067803025817,12,5403658.021401205
2025-06-25,5579042.367902848,4347668.425603388,1231373.9422994598,14749776.862969652,6698158.628264083,21447935.491233736,8051618.234705569,15,3,12,187734.85990025516,231646.50365680442,3703.530834439587,12,5578599.586762538
2025-06-26,5513910.9641543515,4347659.619603387,1166251.344550964,14784432.83009262,6798340.193135544,21582773.023228165,7986092.636957076,15,3,12,187743.66590025515,235452.23950591098,3805.735849106571,12,5513473.3521730695
2025-06-27,5502638.2606588695,4347659.619603387,1154978.6410554824,14824346.622793306,6849526.689331714,21673873.31212502,7974819.933461592,15,3,12,187743.66590025515,239286.94447642236,3834.7049705113754,12,5502201.543336595
2025-06-30,5034557.445378707,4347650.813603386,686906.6317753205,14874768.632776193,7368423.70859476,22243192.341370955,7506344.924181433,15,3,12,187752.47190025513,243385.23666134424,4098.292184921888,12,5034157.877327486
2025-07-01,5309899.63590855,4255571.708611136,1054327.9272974138,14486980.289249117,6754989.255321951,21241969.54457107,7731991.033927166,15,3,12,190004.7369975395,247445.07150299358,4059.834841649341,13,5309478.215302525
2025-07-02,4929502.914163359,4255571.708611136,673931.2055522235,14537307.671333045,7185713.359151073,21723021.030484118,7351594.312181972,15,3,12,190004.7369975395,251442.88798773018,3997.8164847365993,13,4929111.683773346
2025-07-03,4853853.877418099,4255562.9026111355,598290.9748069635,14571481.912123132,7295930.830686418,21867412.74280955,7275551.081436714,15,3,12,190013.54299753948,255514.42011885144,4071.532131121256,13,4853468.650919891
2025-07-07,4789364.066967694,4255554.096611135,533809.9703565589,14547175.90033525,7336508.823348941,21883684.72368419,7210667.076986309,15,3,12,190022.34899753946,259629.38567179008,4114.965552938639,13,4788983.958708411
2025-07-08,4317528.643625941,4255554.096611135,61974.547014806594,14507561.424634276,7768729.77098972,22276291.195623994,6738831.653644556,15,3,12,190022.34899753946,264014.53520787123,4385.149536081139,13,4317185.982622479
2025-07-09,4086840.366420559,4155123.266302063,-68282.89988150404,11202606.334207732,5214995.590119862,16417601.924327593,5987610.74408787,15,3,12,209454.20258818462,268504.26136818004,4489.72616030883,14,4086516.014010526
2025-07-10,3725100.8203892754,4155114.4603020637,-430013.63991278847,11228976.155339478,5603499.15128289,16832475.306622367,5625477.004056588,15,3,12,209463.0085881846,271688.5985009788,3184.3371327987325,14,3724805.177467022
2025-07-11,3827138.879222188,4155114.4603020637,-327975.58107987564,11087683.53773799,5360168.474848488,16447852.012586478,5727515.062889501,15,3,12,209463.0085881846,274671.634663793,2983.0361628142437,14,3826835.1380412974
2025-07-14,3561945.1279728664,4155105.6543020643,-593160.526329198,11175781.898570292,5713854.780930112,16889636.679500405,5461927.11764018,15,3,12,209471.81458818458,277910.2645712645,3238.629907471501,14,3561662.4339150907
2025-07-15,3275426.546330604,4155105.6543020643,-879679.1079714607,11148751.257479034,5973342.721481118,17122093.978960153,5175408.535997916,15,3,12,209471.81458818458,281363.49428019277,3453.2297089282424,14,3275166.5918428
2025-07-16,1603029.168145068,2168789.0069587505,-565759.8388136824,4418304.137902606,2132358.6341753835,6550662.77207799,2285945.503727223,15,3,12,245708.32312922887,285865.2768340883,4501.782553895538,15,1602901.9436079136
2025-07-17,1518707.3477784442,2168780.200958751,-650072.853180307,4428173.780496715,2226944.291136116,6655118.07163283,2201229.489360599,15,3,12,245717.12912922885,287105.7558163064,1240.4789822180473,15,1518586.8154492555
2025-07-18,1180436.1860832332,2168780.200958751,-988344.0148755179,4428589.973159647,2565631.645494259,6994221.618653906,1862958.3276653877,15,3,12,245717.12912922885,288579.05388556124,1473.2980692548344,15,1180342.5006716393
2025-07-21,676184.0878984141,2168771.3949587517,-1492587.3070603376,4447199.808433166,3088887.772952598,7536087.581385763,1358312.0354805677,15,3,12,245725.93512922883,290369.4354906125,1790.3816050512794,15,676130.4224946126
2025-07-22,832630.8304387543,2168771.3949587517,-1336140.5645199975,4456432.355698802,2941673.5776778935,7398105.933376695,1514758.7780209081,15,3,12,245725.93512922883,292036.6059977536,1667.1705071411177,15,832564.7486268147
2025-07-23,1179901.961680999,1697104.1203212277,-517202.1586402286,3202593.700596294,1548726.0780035337,4751319.778599828,1653867.6225927602,15,3,12,251996.94963784207,293493.12195544003,1456.515957686388,16,1179808.318668167
2025-07-24,1173793.2790668476,1697095.3143212274,-523302.03525437973,3214325.872675323,1566961.1266967133,4781286.999372036,1647364.7459786097,15,3,12,252005.75563784206,294361.4484875716,868.3265321316131,16,1173700.1208700964
2025-07-25,1182492.4917109953,1697095.3143212274,-514602.822610232,3222972.376706587,1566908.4180838296,4789880.794790417,1656063.9586227576,15,3,12,252005.75563784206,295245.77682890266,884.3283413310556,16,1182398.643100542
2025-07-28,1210882.4003984213,1697086.508321227,-486204.10792280576,3227591.137594522,1543531.4642843383,4771122.60187886,1684059.6733101837,15,3,12,252014.56163784204,296108.9803437342,863.2035148315293,16,1210786.298620612
2025-07-29,1271204.7896468507,1697086.508321227,-425881.7186743764,3170344.7341670017,1425962.6716083884,4596307.405775391,1744382.0625586133,15,3,12,252014.56163784204,296896.7983201496,787.8179764153701,16,1271103.9003778312
2025-07-30,1269912.1443860652,1694909.3685818352,-424997.22419576993,3411540.077598825,1683836.706778123,5095376.784376948,1727703.370820702,15,3,12,253366.4602887777,297688.66047760827,791.862157458691,17,1269811.3577079393
2025-07-31,1329630.5547376513,1694900.5625818348,-365270.0078441836,3393478.095693628,1606450.5085213394,4999928.604214967,1787027.5871722884,15,3,12,253375.26628877767,298555.4148881873,866.7544105790561,17,1329525.0285031484
2025-08-01,1287173.9739331885,1694900.5625818348,-407726.5886486464,3351181.8609924675,1606610.8546246414,4957792.715617109,1744571.0063678261,15,3,12,253375.26628877767,299443.3901798169,887.9752916296079,17,1287071.8172685907
2025-08-04,1176113.803570783,1694891.7565818345,-518777.9530110516,3389752.2788808923,1756635.6368754723,5146387.915756364,1633116.64200542,15,3,12,253384.07228877765,300440.8953583096,997.5051784927124,17,1176020.4612054203
2025-08-05,1157011.1503616306,1694891.7565818345,-537880.6062202039,3380398.637907769,1766384.6491115012,5146783.2870192705,1614013.988796268,15,3,12,253384.07228877765,301451.44717298204,1010.5518146724272,17,1156919.3240798558
2025-08-06,1334082.852192635,1503664.2248493049,-169581.37265667,3738386.6047971155,1620094.4776325687,5358481.082429685,2118292.127164547,15,3,12,256651.06448441578,302344.44711195235,892.9999389702961,18,1333976.9726011911
2025-08-07,1288338.1400332737,1503654.3798493044,-215316.23981603078,3722303.1206399254,1650168.360634739,5372471.481274664,2072134.7600051863,16,3,13,256660.90948441575,303171.1804688319,826.7333568795758,18,1288235.890974541
2025-08-08,1219232.344715159,1503654.3798493044,-284422.0351341456,3722362.818363762,1719333.853676691,5441696.672040453,2003028.964687071,16,3,13,256660.90948441575,304030.01722225134,858.8367534194239,18,1219135.580243356
2025-08-11,1202727.3899102283,1503644.534849304,-300917.14493907563,3716449.160179335,1730337.805297194,5446786.96547653,1986111.354882141,16,3,13,256670.75448441572,304904.0132781764,873.9960559250743,18,1202631.9353554735
2025-08-12,1092953.0344725698,1503644.534849304,-410691.5003767342,3733468.659251527,1857131.6598070443,5590600.319058571,1876336.9994444826,16,3,13,256670.75448441572,305820.16141988744,916.1481417110427,18,1092866.2921682466
2025-08-13,1035019.4501063249,1304747.5354106936,-269728.0853043688,2902688.8796407115,1261882.4575127822,4164571.3371534934,1640806.4221279293,16,3,13,260179.0629194385,306748.97712207783,928.8157021903965,19,1034937.3057055228
2025-08-14,1020427.785680146,1304737.6904106932,-284309.9047305473,2888398.343588831,1262596.2408870799,4150994.5844759108,1625802.102701751,16,3,13,260188.90791943847,307398.19550138654,649.2183793086755,19,1020346.7993479491
2025-08-15,1050276.220940748,1304737.6904106932,-254461.4694699451,2876406.204938257,1220755.6669759036,4097161.8719141604,1655650.5379623536,16,3,13,260188.90791943847,308039.23205561406,641.0365542274981,19,1050192.8656851177
2025-08-18,1029175.1077998535,1304727.8454106927,-275552.7376108392,2882006.4186695963,1247869.6488481371,4129876.067517733,1634136.7698214592,16,3,13,260198.75291943844,308700.8695405829,661.6374849687975,19,1029093.4272357424
2025-08-19,1098537.534929601,1304727.8454106927,-206190.31048109173,2861745.7674681474,1158246.5705169407,4019992.337985088,1703499.1969512068,16,3,13,260198.75291943844,309306.20791442215,605.3383738392455,19,1098450.3494109558
2025-08-20,1069685.3693726966,1282671.2534266757,-212985.88405397919,2999939.641983627,1294201.3621427522,4294141.004126379,1705738.2798408747,16,3,13,260987.9463048925,309898.5551339233,592.3472195011449,20,1069600.4737084606
2025-08-21,1091097.8940174128,1282661.4084266752,-191563.5144092624,2984175.88825846,1257437.7387728682,4241613.627031328,1726738.1494855918,16,3,13,260997.79130489248,310535.23641355254,636.6812796292327,20,1091011.298946459
2025-08-22,977106.7151694463,1282661.4084266752,-305554.69325722894,3036714.0169576625,1423967.0463200377,4460681.0632777,1612746.9706376249,16,3,13,260997.79130489248,311250.56230589986,715.3258923473333,20,977029.1670174487
2025-08-25,1039529.6821271669,1282651.5634266748,-243121.88129950795,3027901.483584159,1353144.2009888128,4381045.684572972,1674757.2825953462,16,3,13,261007.63630489245,311933.46020456764,682.8978986677571,20,1039447.1797714425
2025-08-26,1000234.2906647201,1282651.5634266748,-282417.27276195475,3040850.0419412507,1405388.1508083516,4446238.192749603,1635461.891132899,16,3,13,261007.63630489245,312641.1518626229,707.6916580552111,20,1000154.9069908578
2025-08-27,989829.3201012122,1215989.7652029037,-226160.4451016914,2793027.3453770047,1183094.1307206394,3976121.4760976443,1609933.2146563653,16,3,13,262081.17023955003,313324.0892233759,682.9373607529894,21,989750.7622186645
2025-08-28,955474.3119776207,1215979.9202029032,-260505.60822528257,2806107.9261921737,1230942.3746594,4037050.3008515737,1575165.5515327738,16,3,13,262091.01523955,313939.19971749635,615.1104941204536,21,955398.4806830193
2025-08-29,976640.5888151827,1215979.9202029032,-239339.33138772048,2793167.9127864167,1196836.084416081,3990003.997202498,1596331.8283703357,16,3,13,262091.01523955,314545.7303094152,606.5305919188673,21,976563.0776573402
2025-09-02,958675.306594938,1215979.9202029032,-257304.61360796524,2774235.5773609523,1195869.0312108607,3970104.608571813,1578366.5461500916,16,3,13,262091.01523955,315145.6014633958,599.8711539805887,21,958599.2212531448
2025-09-03,955845.5629670804,1215979.9202029032,-260134.35723582283,2784141.4048331752,1208604.6023109413,3992746.007144117,1575536.802522234,16,3,13,262091.01523955,315746.0134161875,600.4119527916785,21,955769.7022081148
2025-09-04,973353.9868095979,1177120.6340531865,-203766.64724358855,2741023.9671018696,1166646.8040119663,3907670.771113836,1574377.1630899033,16,3,13,262403.9594457014,316357.50894893735,611.495532749848,22,973276.7364931845
2025-09-05,952928.9214585887,1177120.6340531865,-224191.71259459778,2743323.846974479,1189371.7492355853,3932695.5962100644,1553952.0977388937,16,3,13,262403.9594457014,316945.29056455975,587.7816156223757,22,952853.2921791078
2025-09-08,866767.4612067809,1177110.789053186,-310343.3278464052,2753438.120320361,1286060.1378332747,4039498.258153636,1467377.9824870864,16,3,13,262413.80444570136,317595.1653642036,649.8747996438601,22,866698.6701384311
2025-09-09,831030.3917267325,1177110.789053186,-346080.39732645353,2747740.0917954687,1316099.17878843,4063839.2705838988,1431640.9130070386,16,3,13,262413.80444570136,318266.38349717815,671.2181329745017,22,830964.4369337383
2025-09-10,805631.7290214906,1177110.789053186,-371479.06003169547,2723237.6660224195,1316995.4157206235,4040233.081743043,1406242.250301796,16,3,13,262413.80444570136,318930.9960803664,664.6125831883021,22,805567.7899953778
2025-09-11,715447.1971348142,949080.4110567347,-233633.21392192045,2020117.5664124815,866128.6149940038,2886246.1814064854,1153988.9514184776,16,3,13,265281.9983509442,319663.27305318904,732.2769728225951,23,715390.415611232
2025-09-12,659161.5580756015,949080.4110567347,-289918.85298113327,2018046.6707553593,920343.3583960944,2938390.0291514536,1097703.312359265,16,3,13,265281.9983509442,320109.5088255622,446.2357723731775,23,659109.2436662304
2025-09-15,682493.5425788492,949070.5660567346,-266577.0234778854,2018638.986120354,898016.344257841,2916655.330378195,1120622.641862513,16,3,13,265291.84335094417,320550.9729382422,441.46411267999184,23,682439.3764246763
2025-09-16,658321.4121676853,949070.5660567346,-290749.15388904937,2019200.0339370186,922749.5224856696,2941949.556422688,1096450.5114513491,16,3,13,265291.84335094417,321005.2872478361,454.3143095939158,23,658269.1644365609
2025-09-17,632954.5911713802,949070.5660567346,-316115.9748853544,2033839.4224881525,962755.7320331087,2996595.1545212613,1071083.6904550437,16,3,13,265291.84335094417,321484.6737960455,479.38654820935875,23,632904.3566800174
2025-09-18,561677.8238250487,803715.2954748903,-242037.47164984152,1579444.6327753298,690156.489993009,2269601.122768339,889288.1427823207,16,3,13,267039.3104776102,321997.38942054566,512.7156245002014,24,561633.2462199833
2025-09-19,560794.3576924147,803715.2954748903,-242920.9377824756,1583889.2825519713,695484.6059022844,2279373.8884542556,888404.6766496869,16,3,13,267039.3104776102,322352.76660133153,355.37718078589603,24,560749.8502037089
2025-09-22,603290.7734015973,803705.4504748902,-200414.6770732929,1582585.8671690044,652097.4298101349,2234683.2969791396,930488.4373588695,16,3,13,267049.1554776102,322693.4371141575,340.67051282593604,24,603242.893181486
2025-09-23,587781.9253029844,803705.4504748902,-215923.52517190573,1577360.2449416625,662380.6556814059,2239740.900623068,914979.5892602566,16,3,13,267049.1554776102,323042.87015661586,349.43304245840386,24,587735.2759438334
2025-09-24,581911.2924453174,803705.4504748902,-221794.1580295728,1578936.709957952,669827.753555362,2248764.463513314,909108.9564025899,16,3,13,267049.1554776102,323398.28114822006,355.41099160423096,24,581865.109009409
2025-09-25,600837.0953906835,777979.0388803987,-177141.9434897152,1692409.2523521264,730372.1518774953,2422781.404229622,962037.1004746311,16,3,13,267683.10403956566,323744.0671642851,345.7860160650325,25,600789.4099069224
2025-09-26,609413.0729114935,777979.0388803987,-168565.96596890525,1700734.120882663,730121.0428872217,2430855.1637698845,970613.0779954413,16,3,13,267683.10403956566,324102.51248674444,358.44532245930435,25,609364.7067945957
2025-09-29,580848.5043372037,777969.1938803986,-197120.68954319495,1721348.9996557338,779713.145234582,2501062.144890316,941635.8544211518,16,3,13,267692.94903956563,324489.0683221259,386.55583538142747,25,580802.4052495579
2025-09-30,571761.5013697451,777969.1938803986,-206207.6925106535,1706210.7195364549,773661.8680827618,2479872.5876192166,932548.8514536931,16,3,13,267692.94903956563,324883.40489376505,394.33657163917223,25,571716.1234728111
2025-10-01,547507.8345033266,777969.1938803986,-230461.3593770721,1705400.275202789,797105.0906155148,2502505.365818304,908295.1845872743,16,3,13,267692.94903956563,325277.9732457451,394.5683519800481,25,547464.3815005881
2025-10-02,481727.9150729787,664049.7361530403,-182321.82108006158,1361462.1926412364,587830.1981644977,1949292.390805734,773631.9944767386,16,3,13,269108.61775684904,325714.451485672,436.4782399268784,26,481689.6826987666
2025-10-03,460052.8194787146,664049.7361530403,-203996.91667432574,1363937.9503961415,611981.0515136672,1975919.0019098087,751956.8988824743,16,3,13,269108.61775684904,326021.9494127826,307.4979271106396,26,460016.30735018454
2025-10-06,459705.7358898724,664039.8911530402,-204334.1552631678,1377166.8496365533,625969.6893429209,2003136.5389794742,751197.1602936324,16,3,13,269118.462756849,326334.59611797123,312.6467051885966,26,459669.2513076589
2025-10-07,492690.05241746304,664039.8911530402,-171349.83873557716,1392590.4266602695,608408.9498390466,2000999.3764993162,784181.4768212229,16,3,13,269118.462756849,326646.48062153626,311.8845035650419,26,492650.95003235055
2025-10-08,491893.1389255028,664039.8911530402,-172146.75222753748,1404520.8997603273,621136.3364310648,2025657.236191392,783384.5633292625,16,3,13,269118.462756849,326963.8756522925,317.395030756241,26,491854.0997874928
2025-10-09,489335.6921737698,606325.0184529738,-116989.32627920402,1344964.3114615276,638199.4439563922,1983163.7554179197,706764.8675051354,19,4,15,271049.6873003018,327286.4159051316,322.5402528391203,27,489296.8560077243
