ETF,Underlying,Beta,purgatory,borrow_current,borrow_annual,net_decay_annual,net_edge_p50_annual,blended_gross_decay,shares_available,borrow_price_ref,aum_usd,median_daily_volume_shares,is_yieldboost,inverse_shortable,beta_abs,long_usd,short_usd,underlying_target_usd,etf_target_usd,gross_target_usd,sleeve,pair_key,inception,etf,und,weight,pair_target_gross_usd,short_target_usd,borrow_avg_annual,aum_m,short_vs_aum_pct,short_vs_shares_pct
OKLL,OKLO,1.999,False,0.276546,0.276546,1.089581,0.8029823599823758,1.255201,700000,11.0,266790000.00000003,,False,False,1.999,1276955.4597055076,-638797.1284169622,1276955.4597055076,-638797.1284169622,1915752.5881224698,core_leveraged,"('OKLL', 'OKLO')",2025-06-24,OKLL,OKLO,0.020434694273306346,1915752.5881224698,638797.1284169622,0.276546,266.79,0.0023943818299672483,0.08296066602817691
CRCG,CRCL,1.99,False,0.121329,0.121329,0.975781,0.7392531993556892,0.990326,85000,33.709999084472656,132767480.0,,False,False,1.99,1256678.288311627,-631496.6272922748,1256678.288311627,-631496.6272922748,1888174.915603902,core_leveraged,"('CRCG', 'CRCL')",2025-08-11,CRCG,CRCL,0.020140532433108288,1888174.915603902,631496.6272922748,0.121329,132.76748,0.00475641043493689,0.22039075311673775
BMNG,BMNR,1.993,False,0.249888,0.249888,1.326289,0.781485297927691,1.189755,0,28.770000457763672,38292364.0,,False,False,1.993,1250139.0705771123,-627264.9626578586,1250139.0705771123,-627264.9626578586,1877404.0332349706,core_leveraged,"('BMNG', 'BMNR')",2025-10-27,BMNG,BMNR,0.02002564302117302,1877404.0332349706,627264.9626578586,0.249888,38.292364,0.016380941188636425,inf
NVTX,NVTS,1.982,False,0.308614,0.308614,1.512422,1.1746132498851605,1.664112,9000,72.4000015258789,44960571.06,,False,False,1.982,1220370.82043117,-615726.9527907013,1220370.82043117,-615726.9527907013,1836097.7732218713,core_leveraged,"('NVTX', 'NVTS')",2025-09-09,NVTX,NVTS,0.019585042914366628,1836097.7732218713,615726.9527907013,0.308614,44.96057106,0.01369482055663866,0.9449461936983428
CRDU,CRDO,1.988,False,0.121529,0.121529,0.8741220000000001,0.7215423742128073,0.917054,300000,54.58000183105469,76442004.09,,False,False,1.988,1216924.0823276148,-612134.8502653998,1216924.0823276148,-612134.8502653998,1829058.9325930146,core_leveraged,"('CRDU', 'CRDO')",2025-09-16,CRDU,CRDO,0.019509961947658822,1829058.9325930146,612134.8502653998,0.121529,76.44200409,0.008007833619127708,0.037384562704864184
CRWU,CRWV,1.997,False,0.236446,0.236446,0.992529,0.7521264401042111,1.063742,100000,8.710000038146973,27227200.0,,False,False,1.997,1194478.3034139809,-598136.3562413525,1194478.3034139809,-598136.3562413525,1792614.6596553335,core_leveraged,"('CRWU', 'CRWV')",2025-07-28,CRWU,CRWV,0.01912122303632356,1792614.6596553335,598136.3562413525,0.236446,27.2272,0.021968338875879727,0.686723712539276
RGTX,RGTI,1.987,False,0.296423,0.296423,1.101234,0.7580118966696248,1.396325,50000,23.81999969482422,61740000.0,,False,False,1.987,1161843.839224061,-584722.6166200609,1161843.839224061,-584722.6166200609,1746566.455844122,core_leveraged,"('RGTX', 'RGTI')",2025-04-01,RGTX,RGTI,0.018630042195670635,1746566.455844122,584722.6166200609,0.296423,61.74,0.009470725892777143,0.4909509858197971
CRCA,CRCL,1.978,False,0.191427,0.191427,0.945649,0.6609007917400598,1.017501,250000,50.779998779296875,210706101.9486,,False,False,1.978,1030206.3640224481,-520832.3377262124,1030206.3640224481,-520832.3377262124,1551038.7017486605,core_leveraged,"('CRCA', 'CRCL')",2025-08-07,CRCA,CRCL,0.01654441281865238,1551038.7017486605,520832.3377262124,0.191427,210.7061019486,0.0024718426894597724,0.04102657347353517
BEX,BE,1.977,False,0.15629,0.15629,1.193275,1.009115951092737,1.205956,10000,54.349998474121094,91043384.95,,False,False,1.977,1015344.1841499337,-513578.24185631453,1015344.1841499337,-513578.24185631453,1528922.4260062482,core_leveraged,"('BEX', 'BE')",2025-11-13,BEX,BE,0.01630850587739998,1528922.4260062482,513578.24185631453,0.15629,91.04338495,0.0056410275402036724,0.9449461936983425
BMNU,BMNR,1.944,False,0.354529,0.354529,1.285491,0.705124798238373,1.303734,3600000,2.0899999141693115,347068800.0,,False,False,1.944,1005218.401174324,-517087.6549250638,1005218.401174324,-517087.6549250638,1522306.0560993878,core_leveraged,"('BMNU', 'BMNR')",2025-09-26,BMNU,BMNR,0.016237931265060138,1522306.0560993878,517087.6549250638,0.354529,347.0688,0.0014898707545162912,0.06872510315795671
RKLX,RKLB,1.988,False,0.148046,0.148046,0.799213,0.6223658154757117,0.96529,100000,59.29999923706055,361350000.0,,False,False,1.988,979010.5196777957,-492460.0199586497,979010.5196777957,-492460.0199586497,1471470.5396364455,core_leveraged,"('RKLX', 'RKLB')",2025-03-13,RKLX,RKLB,0.015695685756122086,1471470.5396364455,492460.0199586497,0.148046,361.35,0.001362833872861906,0.08304553563145384
LITX,LITE,1.98,False,0.099406,0.099406,1.069448,0.5964741581000517,0.811713,1000000,44.4900016784668,557537911.69,,False,False,1.98,960665.9889314594,-485184.8428946765,960665.9889314594,-485184.8428946765,1445850.831826136,core_leveraged,"('LITX', 'LITE')",2026-01-27,LITX,LITE,0.015422408872812116,1445850.831826136,485184.8428946765,0.099406,557.5379116900001,0.000870227535602004,0.010905480435832539
ETHU,ETHA,2.001,False,0.019876,0.019876,0.698684,0.5409731038467899,0.717989,350000,26.510000228881836,1050272384.7,,False,False,2.001,900313.5634746128,-449931.8158293917,900313.5634746128,-449931.8158293917,1350245.3793040044,core_leveraged,"('ETHU', 'ETHA')",2024-07-23,ETHU,ETHA,0.014402617379242713,1350245.3793040044,449931.8158293917,0.019876,1050.2723847,0.0004283953595122948,0.048491869585037865
ONDL,ONDS,1.996,False,0.31292,0.31292,1.0841409999999998,0.6383798968098622,1.10933,40000,13.90999984741211,43550000.0,,False,False,1.996,889826.010575635,-445804.61451685114,889826.010575635,-445804.61451685114,1335630.6250924862,core_leveraged,"('ONDL', 'ONDS')",2025-12-30,ONDL,ONDS,0.014246726667653186,1335630.6250924862,445804.61451685114,0.31292,43.55,0.010236615717952953,0.801230444657034
SMU,SMR,1.986,False,0.208484,0.208484,1.098652,0.9115422072812174,1.249332,30000,15.770000457763672,80557717.3,,False,False,1.986,887849.3576300765,-447054.0572155471,887849.3576300765,-447054.0572155471,1334903.4148456235,core_leveraged,"('SMU', 'SMR')",2025-07-11,SMU,SMR,0.014238969758353318,1334903.4148456235,447054.0572155471,0.208484,80.5577173,0.005549487649342158,0.9449461936983427
HIMZ,HIMS,1.993,False,0.175706,0.175706,0.888738,0.5613073501105517,1.048489,500000,38.130001068115234,160730000.0,,False,False,1.993,829366.0920523846,-416139.5343965803,829366.0920523846,-416139.5343965803,1245505.626448965,core_leveraged,"('HIMZ', 'HIMS')",2025-03-13,HIMZ,HIMS,0.013285393348788959,1245505.626448965,416139.5343965803,0.175706,160.73,0.0025890595059825812,0.021827407434539058
SOLT,SOEZ,2.014,False,0.060442,0.060442,0.71703,0.519700022568063,0.671507,100000,55.65999984741211,141190128.0,,False,False,2.014,825296.8504584673,-409779.96547093714,825296.8504584673,-409779.96547093714,1235076.8159294042,core_leveraged,"('SOLT', 'SOEZ')",2025-12-03,SOLT,SOEZ,0.013174152703246978,1235076.8159294042,409779.96547093714,0.060442,141.190128,0.002902327317607766,0.07362198465582455
IONX,IONQ,1.985,False,0.244731,0.244731,0.8787999999999999,0.5776617299933438,1.098615,100000,52.63999938964844,338180000.0,,False,False,1.985,813751.2740863545,-409950.2640233524,813751.2740863545,-409950.2640233524,1223701.538109707,core_leveraged,"('IONX', 'IONQ')",2025-03-12,IONX,IONQ,0.013052816406503541,1223701.538109707,409950.2640233524,0.244731,338.18,0.0012122250399886226,0.07787809057307254
CCUP,CRCL,1.992,False,0.294098,0.294098,0.788579,0.5889706800171595,0.988332,300000,5.760000228881836,44950000.0,,False,False,1.992,800962.0601219594,-402089.3876114254,800962.0601219594,-402089.3876114254,1203051.4477333848,core_leveraged,"('CCUP', 'CRCL')",2025-08-11,CCUP,CRCL,0.012832548775822772,1203051.4477333848,402089.3876114254,0.294098,44.95,0.008945258901255294,0.23269060858439197
XXRP,XRPZ,2.02,False,0.037684,0.037684,0.6375609999999999,0.489975936873443,0.610149,350000,4.150000095367432,121705768.0,,False,False,2.02,780129.3485753039,-386202.6478095564,780129.3485753039,-386202.6478095564,1166331.9963848602,core_leveraged,"('XXRP', 'XRPZ')",2025-11-24,XXRP,XRPZ,0.012440874628105177,1166331.9963848602,386202.6478095564,0.037684,121.705768,0.0031732485169442123,0.26588821957630265
APPX,APP,1.984,False,0.053448,0.053448,0.5959150000000001,0.4834553150058075,0.616963,550000,36.11000061035156,174868391.84,,False,False,1.984,757857.2745241165,-381984.51336901035,757857.2745241165,-381984.51336901035,1139841.7878931267,core_leveraged,"('APPX', 'APP')",2025-04-25,APPX,APP,0.012158312404193352,1139841.7878931267,381984.51336901035,0.053448,174.86839184000002,0.0021844114270720585,0.019233378158278646
UXRP,XRPZ,1.999,False,0.026457,0.026457,0.616503,0.4743326845997267,0.581176,200000,3.990000009536743,43167813.9786,,False,False,1.999,757572.018858077,-378975.4971776273,757572.018858077,-378975.4971776273,1136547.5160357044,core_leveraged,"('UXRP', 'XRPZ')",2025-11-24,UXRP,XRPZ,0.012123173504380847,1136547.5160357044,378975.4971776273,0.026457,43.1678139786,0.008779121809723801,0.4749066369320987
WDCX,WDC,2.055,False,0.159332,0.159332,0.565547,0.4812743792233599,0.649883,50000,82.29000091552734,97763578.02,,False,False,2.055,674718.2921976825,-328330.06919595256,674718.2921976825,-328330.06919595256,1003048.361393635,core_leveraged,"('WDCX', 'WDC')",2026-01-27,WDCX,WDC,0.010699182521532107,1003048.361393635,328330.06919595256,0.159332,97.76357802,0.003358408886474924,0.07979829032521005
ETHT,ETHA,1.991,False,0.095656,0.095656,0.668076,0.4528281953337337,0.733739,200000,17.610000610351562,263524587.2292,,False,False,1.991,666087.2227800385,-334549.0822601901,666087.2227800385,-334549.0822601901,1000636.3050402286,core_leveraged,"('ETHT', 'ETHA')",2024-07-23,ETHT,ETHA,0.010673453920429106,1000636.3050402286,334549.0822601901,0.095656,263.5245872292,0.0012695175269137853,0.09498837895086003
INTW,INTC,1.988,False,0.049802,0.049802,0.516937,0.4082980171670136,0.570828,100000,363.57000732421875,723504663.5699999,,False,False,1.988,631897.0774502241,-317855.67276168213,631897.0774502241,-317855.67276168213,949752.7502119062,core_leveraged,"('INTW', 'INTC')",2025-02-13,INTW,INTC,0.010130696002260332,949752.7502119062,317855.67276168213,0.049802,723.5046635699999,0.00043932774557842115,0.008742626354165397
IONL,IONQ,1.985,False,0.330562,0.330562,0.733279,0.5010341623388183,1.004777,95000,27.65999984741211,102342027.66,,False,False,1.985,599556.8323660794,-302043.7442650274,599556.8323660794,-302043.7442650274,901600.5766311069,core_leveraged,"('IONL', 'IONQ')",2025-03-26,IONL,IONQ,0.009617072817398474,901600.5766311069,302043.7442650274,0.330562,102.34202766,0.002951316787160746,0.11494605393738559
CONL,COIN,1.987,False,0.116301,0.116301,0.640552,0.4064712505913149,0.733267,400000,8.819999694824219,661764608.82,,False,False,1.987,561643.3546162748,-282658.9605517236,561643.3546162748,-282658.9605517236,844302.3151679984,core_leveraged,"('CONL', 'COIN')",2022-08-10,CONL,COIN,0.009005891361791984,844302.3151679984,282658.9605517236,0.116301,661.76460882,0.0004271291585927147,0.08011875576299465
XRPT,XRPZ,2.018,False,0.10646,0.10646,0.555573,0.4043396356462835,0.579222,10000,43.720001220703125,70861872.0,,False,False,2.018,562708.0481320291,-278844.42424778454,562708.0481320291,-278844.42424778454,841552.4723798138,core_leveraged,"('XRPT', 'XRPZ')",2025-11-24,XRPT,XRPZ,0.00897655970538468,841552.4723798138,278844.42424778454,0.10646,70.861872,0.00393504174216262,0.6377960120361132
MUU,MU,1.994,False,0.039335,0.039335,0.485197,0.3741235411101933,0.528531,150000,542.719970703125,2849280542.7200003,,False,False,1.994,550958.403559828,-276308.12615838915,550958.403559828,-276308.12615838915,827266.5297182171,core_leveraged,"('MUU', 'MU')",2024-10-10,MUU,MU,0.008824176316994316,827266.5297182171,276308.12615838915,0.039335,2849.28054272,9.697470010959958e-05,0.003394115333553644
QPUX,IONQ,1.96,False,0.324455,0.324455,0.854819,0.4646200950568278,1.087347,15000,30.608999252319336,36040000.0,,False,False,1.96,534757.9036698829,-272835.6651376954,534757.9036698829,-272835.6651376954,807593.5688075782,core_leveraged,"('QPUX', 'IONQ')",2025-08-07,QPUX,IONQ,0.008614331400614168,807593.5688075782,272835.6651376954,0.324455,36.04,0.007570356968304533,0.5942384523118568
RDTL,RDDT,1.982,False,0.122575,0.122575,0.575385,0.3455217206568007,0.641084,20000,18.479999542236328,52451476.0,,False,False,1.982,528673.5828309121,-266737.428269885,528673.5828309121,-266737.428269885,795411.0111007971,core_leveraged,"('RDTL', 'RDDT')",2025-03-25,RDTL,RDDT,0.008484384118408503,795411.0111007971,266737.428269885,0.122575,52.451476,0.005085413197330901,0.7216921939317489
RIOX,RIOT,1.995,False,0.287344,0.287344,0.782862,0.4474138040417825,1.068471,35000,50.45000076293945,32140000.0,,False,False,1.995,525211.6106020561,-263263.96521406324,525211.6106020561,-263263.96521406324,788475.5758161193,core_leveraged,"('RIOX', 'RIOT')",2025-01-03,RIOX,RIOT,0.008410406142038605,788475.5758161193,263263.96521406324,0.287344,32.14,0.00819116257666656,0.14909469700286299
TEMT,TEM,1.985,False,0.10674,0.10674,0.5058459999999999,0.3604409705302155,0.60489,200000,19.8799991607666,49233060.08,,False,False,1.985,503438.046713337,-253621.18222334358,503438.046713337,-253621.18222334358,757059.2289366806,core_leveraged,"('TEMT', 'TEM')",2025-05-13,TEMT,TEM,0.00807529844199126,757059.2289366806,253621.18222334358,0.10674,49.23306008,0.005151440552572364,0.063788026390833
AMDL,AMD,1.997,False,0.040462,0.040462,0.345896,0.3454559882218786,0.395796,200000,55.7400016784668,1487143200.0,,False,False,1.997,495864.04640489933,-248304.47992233318,495864.04640489933,-248304.47992233318,744168.5263272325,core_leveraged,"('AMDL', 'AMD')",2024-03-18,AMDL,AMD,0.007937797614157147,744168.5263272325,248304.47992233318,0.040462,1487.1432,0.00016696743119447622,0.022273454650635304
UPSX,UPST,1.989,False,0.147997,0.147997,0.5806880000000001,0.3806227948876105,0.648766,70000,16.790000915527344,24928852.22,,False,False,1.989,491787.191626487,-247253.49000828908,491787.191626487,-247253.49000828908,739040.6816347761,core_leveraged,"('UPSX', 'UPST')",2025-06-10,UPSX,UPST,0.007883100604104278,739040.6816347761,247253.49000828908,0.147997,24.92885222,0.0099183663903275,0.21037477795117737
AMUU,AMD,2.008,False,0.035336,0.035336,0.445414,0.3373674536171053,0.503152,30000,194.92999267578125,121831444.93,,False,False,2.008,483671.9193018608,-240872.46977184303,483671.9193018608,-240872.46977184303,724544.3890737038,core_leveraged,"('AMUU', 'AMD')",2025-04-03,AMUU,AMD,0.007728473483452841,724544.3890737038,240872.46977184303,0.035336,121.83144493,0.001977096060136525,0.041189568703686
AMDG,AMD,2.003,False,0.044733,0.044733,0.461907,0.3355136604115564,0.485229,25000,94.29000091552734,25744850.0,,False,False,2.003,474321.7606952898,-236805.67183988506,474321.7606952898,-236805.67183988506,711127.4325351749,core_leveraged,"('AMDG', 'AMD')",2025-01-24,AMDG,AMD,0.007585359280375199,711127.4325351749,236805.67183988506,0.044733,25.74485,0.009198176405762126,0.10045844502728761
IREX,IREN,1.994,False,0.369626,0.369626,1.122991,0.8164838463998862,1.265767,5000,49.65999984741211,80829846.35,,False,False,1.994,467852.4975136773,-234630.1391743617,467852.4975136773,-234630.1391743617,702482.6366880389,core_leveraged,"('IREX', 'IREN')",2025-10-23,IREX,IREN,0.0074931481246724154,702482.6366880389,234630.1391743617,0.369626,80.82984635,0.0029027661163475876,0.9449461936983425
ROBN,HOOD,2.012,False,0.125622,0.125622,0.671797,0.3594789443342098,0.757717,1000000,19.639999389648438,157458000.0,,False,False,2.012,465929.778093608,-231575.4364282346,465929.778093608,-231575.4364282346,697505.2145218425,core_leveraged,"('ROBN', 'HOOD')",2025-01-31,ROBN,HOOD,0.00744005562156632,697505.2145218425,231575.4364282346,0.125622,157.458,0.0014707124212693836,0.011791010367866405
LUNL,LUNR,1.992,False,0.485742,0.485742,1.450453,1.0718866255282793,1.66861,10000,24.25,31730000.0,,False,False,1.992,456465.7083279213,-229149.45197184806,456465.7083279213,-229149.45197184806,685615.1602997694,core_leveraged,"('LUNL', 'LUNR')",2026-01-13,LUNL,LUNR,0.007313228376530873,685615.1602997694,229149.45197184806,0.485742,31.73,0.00722185477377397,0.9449461936983425
JNUG,GDXJ,1.974,False,0.046347,0.046347,0.235039,0.2376054080705386,0.262474,100000,212.9499969482422,521887671.9199838,,False,False,1.974,451506.9618662666,-228726.93103660925,451506.9618662666,-228726.93103660925,680233.8929028759,core_leveraged,"('JNUG', 'GDXJ')",2013-10-03,JNUG,GDXJ,0.00725582819096401,680233.8929028759,228726.93103660925,0.046347,521.8876719199839,0.0004382685074647209,0.0107408750558565
BABX,BABA,2.006,False,0.011065,0.011065,0.253465,0.2066520176935191,0.278264,200000,30.049999237060547,118528912.0,,False,False,2.006,430138.09366562916,-214425.76952424188,430138.09366562916,-214425.76952424188,644563.8631898711,core_leveraged,"('BABX', 'BABA')",2022-12-13,BABX,BABA,0.006875347874025292,644563.8631898711,214425.76952424188,0.011065,118.528912,0.0018090587849506447,0.03567816555212944
GEVX,GEV,1.993,False,0.060417,0.060417,0.267367,0.2391773790290087,0.311938,4000,71.18000030517578,38696964.56,,False,False,1.993,416863.8731374855,-209164.01060586327,416863.8731374855,-209164.01060586327,626027.8837433488,core_leveraged,"('GEVX', 'GEV')",2025-07-11,GEVX,GEV,0.006677630759929053,626027.8837433488,209164.01060586327,0.060417,38.696964560000005,0.005405178751980728,0.7346305482898899
SMCL,SMCI,1.99,False,0.223909,0.223909,0.757388,0.3573601324625958,1.016341,3000,73.94999694824219,28085680.0,,False,False,1.99,415254.91210788087,-208670.81010446273,415254.91210788087,-208670.81010446273,623925.7222123436,core_leveraged,"('SMCL', 'SMCI')",2024-12-13,SMCL,SMCI,0.006655207703598331,623925.7222123436,208670.81010446273,0.223909,28.08568,0.007429793763386278,0.9405941794719839
GDXU,GDX,3.043,False,0.058284,0.058284,0.252552,0.3368306329986412,0.350685,100000,203.99000549316406,1440359936.0,,False,False,3.043,463177.6304392255,-152210.85456431992,463177.6304392255,-152210.85456431992,615388.4850035454,core_leveraged,"('GDXU', 'GDX')",2020-12-03,GDXU,GDX,0.006564143840037818,615388.4850035454,152210.85456431992,0.058284,1440.359936,0.00010567556814098995,0.007461681968012922
VRTL,VRT,1.982,False,0.053211,0.053211,0.531348,0.2557115554058674,0.531348,0,177.97000122070312,63764296.0,,False,False,1.982,406374.19899240654,-205032.39101534133,406374.19899240654,-205032.39101534133,611406.5900077479,core_leveraged,"('VRTL', 'VRT')",2025-03-25,VRTL,VRT,0.0065216702934159775,611406.5900077479,205032.39101534133,0.053211,63.764296,0.0032154732958290847,inf
MULL,MU,1.997,False,0.108208,0.108208,0.50598,0.3205070708304463,0.583324,7000,475.95001220703125,275584736.0,,False,False,1.997,406561.46344655013,-203586.1108896095,406561.46344655013,-203586.1108896095,610147.5743361596,core_leveraged,"('MULL', 'MU')",2024-11-12,MULL,MU,0.006508240792919036,610147.5743361596,203586.1108896095,0.108208,275.584736,0.0007387423332822378,0.06110669057916964
URAA,URA,1.933,False,0.026134,0.026134,0.402951,0.2381843098616509,0.429357,50000,40.97999954223633,54820272.0,,False,False,1.933,388503.9070571005,-200984.94933114355,388503.9070571005,-200984.94933114355,589488.8563882441,core_leveraged,"('URAA', 'URA')",2024-06-26,URAA,URA,0.006287881134807937,589488.8563882441,200984.94933114355,0.026134,54.820272,0.0036662523186886697,0.09808928822656378
NVOX,NVO,2.006,False,0.071912,0.071912,0.467079,0.2072054489456325,0.467079,0,15.4399995803833,52400000.0,,False,False,2.006,390032.2137424334,-194432.80844587908,390032.2137424334,-194432.80844587908,584465.0221883125,core_leveraged,"('NVOX', 'NVO')",2024-12-03,NVOX,NVO,0.006234293570008666,584465.0221883125,194432.80844587908,0.071912,52.4,0.0037105497795015094,inf
PTIR,PLTR,1.997,False,0.022976,0.022976,0.4320699999999999,0.2786023874618439,0.468846,100000,13.930000305175781,408144448.0,,False,False,1.997,384969.4374485673,-192773.87954359906,384969.4374485673,-192773.87954359906,577743.3169921663,core_leveraged,"('PTIR', 'PLTR')",2024-09-04,PTIR,PLTR,0.006162595381249774,577743.3169921663,192773.87954359906,0.022976,408.144448,0.00047231777986503213,0.13838756304403863
COHX,COHR,2.004,False,0.347424,0.347424,0.391205,0.3547681961835874,0.6963,150000,47.20000076293945,119053834.82,,False,False,2.004,380572.3265012575,-189906.35054952968,380572.3265012575,-189906.35054952968,570478.6770507871,core_leveraged,"('COHX', 'COHR')",2026-02-19,COHX,COHR,0.006085105888541729,570478.6770507871,189906.35054952968,0.347424,119.05383481999999,0.0015951300589069903,0.026822930435012556
QUBX,QUBT,1.988,False,0.358343,0.358343,0.965496,0.5857522702338858,1.148048,15000,13.420000076293945,28700352.72,,False,False,1.988,378152.7277072883,-190217.6698728814,378152.7277072883,-190217.6698728814,568370.3975801697,core_leveraged,"('QUBX', 'QUBT')",2025-06-24,QUBX,QUBT,0.006062617574188477,568370.3975801697,190217.6698728814,0.358343,28.700352719999998,0.006627711921474999,0.9449461936983423
LRCU,LRCX,2.045,False,0.115207,0.115207,0.3262529999999999,0.2501432563162395,0.385109,35000,56.540000915527344,29891581.41,,False,False,2.045,377870.2323994527,-184777.6197552336,377870.2323994527,-184777.6197552336,562647.8521546863,core_leveraged,"('LRCU', 'LRCX')",2025-08-19,LRCU,LRCX,0.006001577089649988,562647.8521546863,184777.6197552336,0.115207,29.89158141,0.006181593981956996,0.09337390305887663
SOXL,SOXX,2.96,False,0.011169,0.011169,0.249279,0.2321413974707493,0.263205,900000,176.94000244140625,19239646952.190742,,False,False,2.96,382219.5509546487,-129128.2266738678,382219.5509546487,-129128.2266738678,511347.77762851643,core_leveraged,"('SOXL', 'SOXX')",2010-03-11,SOXL,SOXX,0.0054543762947041755,511347.77762851643,129128.2266738678,0.011169,19239.646952190742,6.711569447960399e-06,0.0008108726429057259
