ETF,Underlying,Beta,purgatory,borrow_current,borrow_annual,net_decay_annual,net_edge_p50_annual,blended_gross_decay,shares_available,borrow_price_ref,aum_usd,median_daily_volume_shares,is_yieldboost,inverse_shortable,beta_abs,long_usd,short_usd,underlying_target_usd,etf_target_usd,gross_target_usd,sleeve,pair_key,inception,etf,und,weight,pair_target_gross_usd,short_target_usd,borrow_avg_annual,aum_m,short_vs_aum_pct,short_vs_shares_pct
NUGT,GDX,1.981,False,0.013286,0.013286,0.213718,0.2257753875345338,0.221624,300000,193.88999938964844,1107551633.2492113,,False,False,1.981,323839.2145074345,-163472.59692450002,323839.2145074345,-163472.59692450002,487311.8114319346,core_leveraged,"('NUGT', 'GDX')",2010-12-08,NUGT,GDX,0.005197992655273969,487311.8114319346,163472.59692450002,0.013286,1107.5516332492114,0.0001475981724165061,0.0028104010425000396
QBTX,QBTS,1.993,False,0.136093,0.136093,1.136248,0.985893201701275,1.320252,10000,16.780000686645508,80633263.12,,False,False,1.993,316014.02173748787,-158561.97779101247,316014.02173748787,-158561.97779101247,474575.9995285003,core_leveraged,"('QBTX', 'QBTS')",2025-04-25,QBTX,QBTS,0.00506214399497067,474575.9995285003,158561.97779101247,0.136093,80.63326312000001,0.0019664586506320278,0.9449461936983425
HOOG,HOOD,2.007,False,0.19286,0.19286,0.5482,0.2988317435582128,0.687567,150000,19.54800033569336,63392928.0,,False,False,2.007,316245.8575625704,-157571.42878055325,316245.8575625704,-157571.42878055325,473817.2863431237,core_leveraged,"('HOOG', 'HOOD')",2025-03-21,HOOG,HOOD,0.005054051054326653,473817.2863431237,157571.42878055325,0.19286,63.392928,0.0024856310278104404,0.05373829413908157
SOFX,SOFI,2.004,False,0.110338,0.110338,0.460382,0.216761373590448,0.569018,50000,8.520000457763672,56050000.0,,False,False,2.004,315899.9930047715,-157634.72704828915,315899.9930047715,-157634.72704828915,473534.7200530606,core_leveraged,"('SOFX', 'SOFI')",2025-01-16,SOFX,SOFI,0.0050510370138993135,473534.7200530606,157634.72704828915,0.110338,56.05,0.0028123947733860685,0.37003455065462537
ORCX,ORCL,1.995,False,0.073396,0.073396,0.3508739999999999,0.2232374376717035,0.415701,1000000,45.22999954223633,425550000.0,,False,False,1.995,307879.0427242936,-154325.33469889403,307879.0427242936,-154325.33469889403,462204.3774231876,core_leveraged,"('ORCX', 'ORCL')",2025-02-07,ORCX,ORCL,0.004930180025847335,462204.3774231876,154325.33469889403,0.073396,425.55,0.0003626491239546329,0.00341201274067631
PLTU,PLTR,1.992,False,0.066368,0.066368,0.434984,0.2322491362536771,0.489191,75000,37.75,583860873.3599938,,False,False,1.992,278940.5484940332,-140030.39583033798,278940.5484940332,-140030.39583033798,418970.94432437123,core_leveraged,"('PLTU', 'PLTR')",2024-12-11,PLTU,PLTR,0.004469023406126626,418970.94432437123,140030.39583033798,0.066368,583.8608733599938,0.00023983521112571417,0.049458859454424006
AVGG,AVGO,1.999,False,0.030925,0.030925,0.280501,0.1899663326438621,0.284177,150000,37.970001220703125,39071180.0,,False,False,1.999,273423.03312694666,-136779.9065167317,273423.03312694666,-136779.9065167317,410202.9396436784,core_leveraged,"('AVGG', 'AVGO')",2025-05-16,AVGG,AVGO,0.004375498022865903,410202.9396436784,136779.9065167317,0.030925,39.07118,0.0035007877037942464,0.024015433608879724
QCMU,QCOM,1.999,False,0.03891,0.03891,0.170668,0.1379049925150795,0.243859,15000,39.5,32587539.5,,False,False,1.999,263209.78330743546,-131670.7270172263,263209.78330743546,-131670.7270172263,394880.5103246618,core_leveraged,"('QCMU', 'QCOM')",2025-06-25,QCMU,QCOM,0.004212058776796392,394880.5103246618,131670.7270172263,0.03891,32.5875395,0.004040523741205632,0.22222907513455917
DLLL,DELL,1.986,False,0.134382,0.134382,0.345282,0.1738271637002418,0.365538,25000,83.83000183105469,23887256.0,,False,False,1.986,259436.08976934743,-130632.47219000374,259436.08976934743,-130632.47219000374,390068.5619593512,core_leveraged,"('DLLL', 'DELL')",2025-02-14,DLLL,DELL,0.004160731327566412,390068.5619593512,130632.47219000374,0.134382,23.887256,0.005468709850558128,0.06233208604874975
YINN,FXI,2.974,False,0.009147,0.009147,0.188519,0.1396607521934102,0.198957,750000,35.959999084472656,778518843.6805296,,False,False,2.974,272885.64716174384,-91757.11067980627,272885.64716174384,-91757.11067980627,364642.7578415501,core_leveraged,"('YINN', 'FXI')",2009-12-03,YINN,FXI,0.003889522750309868,364642.7578415501,91757.11067980627,0.009147,778.5188436805296,0.00011786113004794449,0.0034021918062998144
TSLL,TSLA,1.993,False,0.070292,0.070292,0.408834,0.1767776522860302,0.454574,3600000,15.619999885559082,5484180100.588434,,False,False,1.993,242010.6965257162,-121430.35450362077,242010.6965257162,-121430.35450362077,363441.05102933693,core_leveraged,"('TSLL', 'TSLA')",2022-08-09,TSLL,TSLA,0.003876704544312927,363441.05102933693,121430.35450362077,0.070292,5484.1801005884345,2.2141934122585012e-05,0.002159452898586
GLWG,GLW,1.993,False,0.274742,0.274742,0.275007,0.2185878347988779,0.512495,100000,28.3700008392334,25784058.0,,False,False,1.993,240798.67330036312,-120822.2144005836,240798.67330036312,-120822.2144005836,361620.8877009467,core_leveraged,"('GLWG', 'GLW')",2026-03-10,GLWG,GLW,0.0038572894688100982,361620.8877009467,120822.2144005836,0.274742,25.784058,0.0046859270329202484,0.042588019325503976
MVLL,MRVL,1.992,False,0.147766,0.147766,0.413343,0.1729022186733423,0.524293,200000,71.95999908447266,286400871.96,,False,False,1.992,232652.23706056012,-116793.29169706834,232652.23706056012,-116793.29169706834,349445.52875762846,core_leveraged,"('MVLL', 'MRVL')",2025-03-07,MVLL,MRVL,0.0037274189734147036,349445.52875762846,116793.29169706834,0.147766,286.40087195999996,0.0004077965646465637,0.008115153778696316
FBL,META,1.997,False,0.04379,0.04379,0.1699149999999999,0.1244964914573865,0.209837,450000,25.34000015258789,185389408.0,,False,False,1.997,219332.42282864908,-109830.9578511012,219332.42282864908,-109830.9578511012,329163.3806797503,core_leveraged,"('FBL', 'META')",2022-12-13,FBL,META,0.0035110760605840032,329163.3806797503,109830.9578511012,0.04379,185.389408,0.0005924338344675074,0.009631759816692162
BITX,IBIT,2.005,False,0.050761,0.050761,0.387142,0.1846255011101369,0.415095,600000,20.170000076293945,1321135000.0,,False,False,2.005,214044.07746969946,-106755.15085770548,214044.07746969946,-106755.15085770548,320799.22832740494,core_leveraged,"('BITX', 'IBIT')",2024-01-11,BITX,IBIT,0.0034218584354923196,320799.22832740494,106755.15085770548,0.050761,1321.135,8.080563368444972e-05,0.008821281643852194
CWEB,KWEB,1.987,False,0.007415,0.007415,0.179819,0.1048575435858292,0.187245,700000,28.420000076293945,264405892.5099424,,False,False,1.987,210074.59927613573,-105724.5089462183,210074.59927613573,-105724.5089462183,315799.108222354,core_leveraged,"('CWEB', 'KWEB')",2016-11-10,CWEB,KWEB,0.003368523821038443,315799.108222354,105724.5089462183,0.007415,264.4058925099424,0.0003998568562243474,0.005314391709178605
TSLR,TSLA,1.999,False,0.083566,0.083566,0.339765,0.1619213727834418,0.435044,35000,26.610000610351562,154071926.60999998,,False,False,1.999,203782.13685530308,-101942.03944737521,203782.13685530308,-101942.03944737521,305724.1763026783,core_leveraged,"('TSLR', 'TSLA')",2023-08-28,TSLR,TSLA,0.003261057880561902,305724.1763026783,101942.03944737521,0.083566,154.07192661,0.0006616522665119882,0.10945620562531637
AVL,AVGO,1.987,False,0.059436,0.059436,0.315664,0.161703094322494,0.351977,10000,61.630001068115234,198756811.63,,False,False,1.987,202726.71519801626,-102026.53004429606,202726.71519801626,-102026.53004429606,304753.2452423123,core_leveraged,"('AVL', 'AVGO')",2024-10-10,AVL,AVGO,0.003250701282584665,304753.2452423123,102026.53004429606,0.059436,198.75681163,0.000513323438867724,0.165546857498077
BTCL,IBIT,2.007,False,0.044476,0.044476,0.377784,0.1742409075314285,0.420866,45000,20.790000915527344,41173000.0,,False,False,2.007,200967.80491355134,-100133.435432761,200967.80491355134,-100133.435432761,301101.24034631235,core_leveraged,"('BTCL', 'IBIT')",2024-07-10,BTCL,IBIT,0.0032117465636939983,301101.24034631235,100133.435432761,0.044476,41.173,0.0024320169876560125,0.10703161885863309
LLYX,LLY,1.996,False,0.060285,0.060285,0.243437,0.1090882499884921,0.277447,150000,17.809999465942383,57940000.0,,False,False,1.996,187981.98319746935,-94179.35029933334,187981.98319746935,-94179.35029933334,282161.33349680266,core_leveraged,"('LLYX', 'LLY')",2024-08-08,LLYX,LLY,0.0030097208906325616,282161.33349680266,94179.35029933334,0.060285,57.94,0.0016254634155908412,0.03525336070500925
CRMG,CRM,1.984,False,0.054894,0.054894,0.246125,0.1080889734267325,0.262238,150000,5.789999961853027,30638412.0,,False,False,1.984,185049.80006294913,-93271.06858011549,185049.80006294913,-93271.06858011549,278320.8686430646,core_leveraged,"('CRMG', 'CRM')",2025-04-04,CRMG,CRM,0.002968755932192689,278320.8686430646,93271.06858011549,0.054894,30.638412,0.003044252704093002,0.10739328634959679
MSTX,MSTR,1.984,False,0.274973,0.274973,0.956486,0.2061437558724748,1.156869,650000,40.529998779296875,448230000.0,,False,False,1.984,182237.67460183174,-91853.66663398777,182237.67460183174,-91853.66663398777,274091.3412358195,core_leveraged,"('MSTX', 'MSTR')",2024-08-15,MSTX,MSTR,0.0029236409731820748,274091.3412358195,91853.66663398777,0.274973,448.23,0.0002049252986948392,0.0034866355178683685
JOBX,JOBY,1.988,False,0.326166,0.326166,0.540253,0.2210832637952874,0.726836,20000,29.350000381469727,37741342.52,,False,False,1.988,176590.32246123182,-88828.13001067998,176590.32246123182,-88828.13001067998,265418.4524719118,core_leveraged,"('JOBX', 'JOBY')",2025-09-09,JOBX,JOBY,0.0028311301597003925,265418.4524719118,88828.13001067998,0.326166,37.74134252,0.0023536028153637594,0.15132560282139224
BITU,IBIT,1.992,False,0.055075,0.055075,0.310514,0.1536167510074757,0.380367,150000,15.850000381469727,554897015.8542,,False,False,1.992,163416.06496363643,-82036.17719058054,163416.06496363643,-82036.17719058054,245452.24215421695,core_leveraged,"('BITU', 'IBIT')",2024-04-02,BITU,IBIT,0.0026181572496449808,245452.24215421695,82036.17719058054,0.055075,554.8970158542,0.00014784036469234798,0.03450522616873845
ARMG,ARM,1.997,False,0.221481,0.221481,0.3661439999999999,0.1638849792732766,0.50423,100000,17.469999313354492,63707600.0,,False,False,1.997,161425.48764623262,-80833.99481533932,161425.48764623262,-80833.99481533932,242259.48246157196,core_leveraged,"('ARMG', 'ARM')",2025-01-14,ARMG,ARM,0.0025841011462567677,242259.48246157196,80833.99481533932,0.221481,63.7076,0.0012688281274971795,0.046270176297916535
ORCU,ORCL,2.006,False,0.155887,0.155887,0.366514,0.1677420290773758,0.365191,250000,16.200000762939453,68445016.2,,False,False,2.006,153323.4489326829,-76432.4271847871,153323.4489326829,-76432.4271847871,229755.87611746998,core_leveraged,"('ORCU', 'ORCL')",2025-11-19,ORCU,ORCL,0.0024507293452530133,229755.87611746998,76432.4271847871,0.155887,68.4450162,0.001116698211619199,0.018872203354370364
AMZZ,AMZN,1.992,False,0.038481,0.038481,0.1357,0.0921596144877922,0.17613,15000,41.369998931884766,66605699.99999999,,False,False,1.992,152883.17899776655,-76748.58383422016,152883.17899776655,-76748.58383422016,229631.7628319867,core_leveraged,"('AMZZ', 'AMZN')",2024-03-18,AMZZ,AMZN,0.0024494054702078583,229631.7628319867,76748.58383422016,0.038481,66.6057,0.0011522825198777306,0.12367832699341026
NOWL,NOW,1.996,False,0.13254,0.13254,0.265369,0.1218411281144529,0.338112,2100000,4.079999923706055,111955204.08,,False,False,1.996,150571.0740667373,-75436.40985307479,150571.0740667373,-75436.40985307479,226007.48391981208,core_leveraged,"('NOWL', 'NOW')",2025-07-15,NOWL,NOW,0.0024107464951446623,226007.48391981208,75436.40985307479,0.13254,111.95520408,0.0006738088726913497,0.008804436422000197
UNHG,UNH,1.996,False,0.065758,0.065758,0.2201489999999999,0.096610861936014,0.260392,300000,19.489999771118164,184180500.0,,False,False,1.996,147951.80189372142,-74124.14924535141,147951.80189372142,-74124.14924535141,222075.95113907283,core_leveraged,"('UNHG', 'UNH')",2025-07-22,UNHG,UNH,0.0023688101454834437,222075.95113907283,74124.14924535141,0.065758,184.1805,0.00040245383873619306,0.012677296069066571
TSLT,TSLA,1.993,False,0.108289,0.108289,0.429845,0.1371630708292937,0.510288,10000,21.790000915527344,249268000.0,,False,False,1.993,141867.25116179942,-71182.76525930729,141867.25116179942,-71182.76525930729,213050.0164211067,core_leveraged,"('TSLT', 'TSLA')",2023-10-19,TSLT,TSLA,0.002272533508491805,213050.0164211067,71182.76525930729,0.108289,249.268,0.0002855672018041116,0.3266762839306865
GOOX,GOOGL,1.984,False,0.034792,0.034792,0.171373,0.0848241432239877,0.212043,100000,104.2300033569336,54966300.0,,False,False,1.984,141386.09809983312,-71263.15428419008,141386.09809983312,-71263.15428419008,212649.2523840232,core_leveraged,"('GOOX', 'GOOGL')",2024-01-11,GOOX,GOOGL,0.0022682586920962475,212649.2523840232,71263.15428419008,0.034792,54.9663,0.0012964881078804664,0.006837105630722357
TSMU,TSM,1.99,False,0.074277,0.074277,0.2456939999999999,0.099587125392328,0.314723,9000,71.9000015258789,46507032.0,,False,False,1.99,129348.04568705444,-64999.01793319318,129348.04568705444,-64999.01793319318,194347.06362024762,core_leveraged,"('TSMU', 'TSM')",2024-11-12,TSMU,TSM,0.0020730353452826414,194347.06362024762,64999.01793319318,0.074277,46.507032,0.0013976169868933623,0.10044663352459988
NFLU,NFLX,1.99,False,0.053414,0.053414,0.187909,0.0851064610973727,0.243594,10000,25.600000381469727,31702000.0,,False,False,1.99,129197.5608924946,-64923.397433414364,129197.5608924946,-64923.397433414364,194120.95832590896,core_leveraged,"('NFLU', 'NFLX')",2024-09-27,NFLU,NFLX,0.002070623555476362,194120.95832590896,64923.397433414364,0.053414,31.702,0.0020479274945875456,0.25360701744523584
NVDU,NVDA,1.986,False,0.06279,0.06279,0.265412,0.0941021012060446,0.322617,90000,143.6699981689453,635533467.4098603,,False,False,1.986,128704.56095522466,-64805.921931130244,128704.56095522466,-64805.921931130244,193510.4828863549,core_leveraged,"('NVDU', 'NVDA')",2023-09-13,NVDU,NVDA,0.002064111817454452,193510.4828863549,64805.921931130244,0.06279,635.5334674098602,0.00010197090358631959,0.005011942704892613
LINT,INTC,1.987,False,0.301403,0.301403,0.421348,0.2045147411596531,0.564782,4000,230.74000549316406,74990730.74000001,,False,False,1.987,113584.6520538348,-57163.891320500654,113584.6520538348,-57163.891320500654,170748.54337433545,core_leveraged,"('LINT', 'INTC')",2025-11-19,LINT,INTC,0.0018213177959929116,170748.54337433545,57163.891320500654,0.301403,74.99073074,0.0007622794278227972,0.061935392605980286
NVDL,NVDA,1.988,False,0.072646,0.072646,0.281476,0.0898038656782549,0.339642,200000,107.87000274658203,4211245447.22,,False,False,1.988,111642.55900512433,-56158.22887581707,111642.55900512433,-56158.22887581707,167800.7878809414,core_leveraged,"('NVDL', 'NVDA')",2022-12-13,NVDL,NVDA,0.0017898750707300416,167800.7878809414,56158.22887581707,0.072646,4211.24544722,1.3335301772279554e-05,0.002603051239729226
AVGX,AVGO,1.992,False,0.097825,0.097825,0.287847,0.1200333728318529,0.389824,60000,65.30000305175781,188020000.0,,False,False,1.992,108997.06185058378,-54717.4005274015,108997.06185058378,-54717.4005274015,163714.46237798527,core_leveraged,"('AVGX', 'AVGO')",2024-08-22,AVGX,AVGO,0.0017462875986985096,163714.46237798527,54717.4005274015,0.097825,188.02,0.0002910190433326322,0.013965645219554743
PLTG,PLTR,1.996,False,0.185355,0.185355,0.3312279999999999,0.1564884369842138,0.404279,400000,13.380000114440918,25617736.0,,False,False,1.996,99445.41613042659,-49822.3527707548,99445.41613042659,-49822.3527707548,149267.76890118138,core_leveraged,"('PLTG', 'PLTR')",2025-04-25,PLTG,PLTR,0.0015921895349459347,149267.76890118138,49822.3527707548,0.185355,25.617736,0.0019448382468597069,0.00930910918247713
NFXL,NFLX,2.001,False,0.082932,0.082932,0.200359,0.082466051197724,0.235046,15000,24.229999542236328,176161376.0,,False,False,2.001,98374.70717826636,-49162.772203031665,98374.70717826636,-49162.772203031665,147537.479381298,core_leveraged,"('NFXL', 'NFLX')",2024-10-03,NFXL,NFLX,0.001573733113400512,147537.479381298,49162.772203031665,0.082932,176.161376,0.00027907804377635915,0.1352669504246419
METU,META,1.999,False,0.078379,0.078379,0.171322,0.0819353597539714,0.2321,850000,24.690000534057617,537185086.6202347,,False,False,1.999,92028.85128691625,-46037.44436564094,92028.85128691625,-46037.44436564094,138066.2956525572,core_leveraged,"('METU', 'META')",2024-06-06,METU,META,0.0014727071536272767,138066.2956525572,46037.44436564094,0.078379,537.1850866202348,8.570127040437983e-05,0.002193669424145377
TARK,ARKK,1.978,False,0.207489,0.207489,0.207742,0.1204099048644728,0.232765,10000,47.257999420166016,24448115.83,,False,False,1.978,82036.77123271815,-41474.60628549957,82036.77123271815,-41474.60628549957,123511.37751821772,core_leveraged,"('TARK', 'ARKK')",2022-05-02,TARK,ARKK,0.0013174546935276557,123511.37751821772,41474.60628549957,0.207489,24.44811583,0.0016964336464164883,0.08776208640732568
TSMG,TSM,1.979,False,0.063144,0.063144,0.2390899999999999,0.1143408933470361,0.300857,1000,39.61000061035156,22974488.0,,False,False,1.979,78388.19120788576,-39610.00061035157,78388.19120788576,-39610.00061035157,117998.19181823733,core_leveraged,"('TSMG', 'TSM')",2025-01-14,TSMG,TSM,0.0012586473793945315,117998.19181823733,39610.00061035157,0.063144,22.974488,0.0017240863261175426,1.0000000000000002
AMZU,AMZN,1.987,False,0.066345,0.066345,0.153857,0.0688092355468526,0.203385,250000,45.099998474121094,377505267.9299097,,False,False,1.987,77303.85273470855,-38904.80761686389,77303.85273470855,-38904.80761686389,116208.66035157243,core_leveraged,"('AMZU', 'AMZN')",2022-09-07,AMZU,AMZN,0.0012395590437501059,116208.66035157243,38904.80761686389,0.066345,377.5052679299097,0.00010305765487777836,0.0034505373776620345
MSFU,MSFT,1.991,False,0.037586,0.037586,0.126136,0.0561050194733473,0.15848,550000,28.3700008392334,858551676.1300626,,False,False,1.991,75633.5732700356,-37987.73142643677,75633.5732700356,-37987.73142643677,113621.30469647238,core_leveraged,"('MSFU', 'MSFT')",2022-09-07,MSFU,MSFT,0.0012119605834290386,113621.30469647238,37987.73142643677,0.037586,858.5516761300626,4.4246295805591064e-05,0.00243456470040019
TSLG,TSLA,1.991,False,0.146105,0.146105,0.31989,0.1008367971101346,0.452241,35000,7.690000057220459,38315976.0,,False,False,1.991,59761.583309218,-30015.863038281266,59761.583309218,-30015.863038281266,89777.44634749927,core_leveraged,"('TSLG', 'TSLA')",2024-12-13,TSLG,TSLA,0.0009576260943733255,89777.44634749927,30015.863038281266,0.146105,38.315976,0.0007833772272506191,0.11152094673950018
GGLL,GOOGL,1.992,False,0.060291,0.060291,0.1218429999999999,0.0531664774074577,0.18594,300000,147.97000122070312,1204526592.0,,False,False,1.992,50831.02154093525,-25517.581094847017,50831.02154093525,-25517.581094847017,76348.60263578227,core_leveraged,"('GGLL', 'GOOGL')",2022-09-07,GGLL,GOOGL,0.0008143850947816776,76348.60263578227,25517.581094847017,0.060291,1204.526592,2.118473868848137e-05,0.000574836811162972
ASMG,ASML,1.984,False,0.128675,0.128675,0.181682,0.0657283912654144,0.293499,30000,44.534000396728516,32277298.0,,False,False,1.984,30458.093032590066,-15351.861407555476,30458.093032590066,-15351.861407555476,45809.95444014554,core_leveraged,"('ASMG', 'ASML')",2025-01-14,ASMG,ASML,0.0004886395140282191,45809.95444014554,15351.861407555476,0.128675,32.277298,0.00047562411846107673,0.01149074210774863
MSTU,MSTR,1.985,False,0.391499,0.391499,0.8654810000000001,0.1531860902975765,1.068526,4000000,8.859999656677246,760319651.91,,False,False,1.985,16593.54573276492,-8359.468883004998,16593.54573276492,-8359.468883004998,24953.014615769916,core_leveraged,"('MSTU', 'MSTR')",2024-09-18,MSTU,MSTR,0.00026616548923487913,24953.014615769916,8359.468883004998,0.391499,760.31965191,1.0994676859930118e-05,0.00023587667062450085
SOUX,SOUN,1.998,False,0.282282,0.282282,0.671219,0.3707438771275901,0.934989,200,24.3700008392334,21370000.0,,False,False,1.998,9738.252335357667,-4874.000167846681,9738.252335357667,-4874.000167846681,14612.252503204349,core_leveraged,"('SOUX', 'SOUN')",2025-06-24,SOUX,SOUN,0.0001558640267008464,14612.252503204349,4874.000167846681,0.282282,21.37,0.0002280767509521142,1.0000000000000002
CRWL,CRWD,1.997,False,0.16425,0.16425,0.2038439999999999,0.0616874253778692,0.39364,45000,32.86399841308594,56197130.8638,,False,False,1.997,4210.179033297084,-2108.2518944902777,4210.179033297084,-2108.2518944902777,6318.430927787362,core_leveraged,"('CRWL', 'CRWD')",2024-11-12,CRWL,CRWD,6.739659656306519e-05,6318.430927787362,2108.2518944902777,0.16425,56.1971308638,3.751529414552962e-05,0.0014255734043952784
MRAL,MARA,1.989,False,0.473829,0.473829,0.467677,0.1678683914525773,0.818212,95000,67.36799621582031,73968888.0,,False,False,1.989,1694.9657943153554,-852.1698312294396,1694.9657943153554,-852.1698312294396,2547.135625544795,core_leveraged,"('MRAL', 'MARA')",2025-03-07,MRAL,MARA,2.7169446672477814e-05,2547.135625544795,852.1698312294396,0.473829,73.968888,1.1520652185949309e-05,0.00013315237581130643
