date,nav,cash,long_notional,short_notional,gross_notional,net_notional,leverage,net_leverage,n_positions,n_active_pairs,cum_costs,cum_borrow,cum_margin_debit,cum_margin_credit
2024-12-10,15025423.265880752,-969004.9856625402,27172821.869546164,11178393.618002873,38351215.48754904,15994428.25154329,2.5524216395710955,1.0644910275414952,44,22,66041.54216650486,10617.47507841825,5401.778842980871,871.35
2024-12-11,15543146.119762605,-969357.7976597269,27928100.8451663,11415596.927743964,39343697.77291027,16512503.917422336,2.5312570228549824,1.0623656105521149,44,22,66041.54216650486,10843.975017460789,5528.090901125075,871.35
2024-12-12,15467291.713145977,-969706.2894858717,27632594.798697777,11195596.796065928,38828191.5947637,16436998.002631849,2.5103419729106684,1.0626939937171869,44,22,66041.54216650486,11066.10987452559,5654.447870205017,871.35
2024-12-13,15407231.711116375,-970051.5237728573,27406457.704422355,11029174.469533121,38435632.17395548,16377283.234889233,2.4946488048352014,1.0629607928251616,44,22,66041.54216650486,11284.94270130204,5780.849330414203,871.35
2024-12-16,15638772.600927873,-970398.1253535881,27705005.56686186,11095834.840580404,38800840.407442264,16609170.726281457,2.4810668584784046,1.0620507855773802,44,22,66041.54216650486,11505.098154488158,5907.295457958893,871.35
2024-12-17,15244360.014180647,-970744.4558352965,27295026.44699208,11079921.976976145,38374948.423968226,16215104.470015936,2.5173210543618088,1.0636789248569491,44,22,66041.54216650486,11724.937876253558,6033.7862179019385,871.35
2024-12-18,14114740.024917476,-971074.5773038655,25346658.124266025,10260843.522044677,35607501.6463107,15085814.602221347,2.522717498405989,1.0687986158859166,44,22,66041.54216650486,11928.526041373492,6160.319521350881,871.35
2024-12-19,14064873.943560012,-971402.3443975981,25176330.417602815,10140054.129645208,35316384.54724802,15036276.287957607,2.5109634603883952,1.0690658407814866,44,22,66041.54216650486,12129.717591564866,6286.89506489207,871.35
2024-12-20,14234897.275723452,-971732.061912983,25442843.14960163,10236213.811965195,35679056.96156683,15206629.337636435,2.5064499076094338,1.0682640726582693,44,22,66041.54216650486,12332.817071961,6413.513099880789,871.35
2024-12-23,14173663.899657674,-972061.5972314491,25370616.19859371,10224890.701704592,35595506.9002983,15145725.496889118,2.511383588061377,1.0685822384468227,44,22,66041.54216650486,12535.691887471012,6540.173602836906,871.35
2024-12-24,14627468.330717731,-972396.318619629,26083959.19469704,10484094.545359677,36568053.740056716,15599864.649337364,2.4999578131551092,1.0664774174610652,44,22,66041.54216650486,12743.709636386879,6666.877242101042,871.35
2024-12-26,14447863.776899995,-972729.5329709982,25826568.91849283,10405975.608621838,36232544.52711467,15420593.309870994,2.5078132716786246,1.0673268759999142,44,22,66041.54216650486,12950.177406399216,6793.623823457929,871.35
2024-12-27,14052392.963161374,-973058.4298616553,25211690.742894556,10186239.349871524,35397930.09276608,15025451.393023033,2.5189965997650687,1.069245034095798,44,22,66041.54216650486,13152.285330007779,6920.412790506567,871.35
