date,nav,cash,long_notional,short_notional,gross_notional,net_notional,leverage,net_leverage,n_positions,n_active_pairs,cum_costs,cum_borrow,cum_margin_debit,cum_margin_credit
2024-09-27,9896082.732589204,-7461134.343331904,33680786.91296056,16323569.837039448,50004356.75000001,17357217.07592111,5.052944493413396,1.7539482586136161,42,21,104788.61741079451,0.0,0.0,871.35
2024-09-30,9474644.749136442,-7462371.237996733,32998416.821754944,16061400.834621767,49059817.65637671,16937015.987133175,5.178011308640171,1.7876148853683282,42,21,104788.61741079451,318.67858798852717,918.2160768396759,871.35
2024-10-01,8954296.050923524,-7463611.163745178,32624455.00914636,16206547.794477653,48831002.80362401,16417907.214668706,5.453360322901955,1.833522939301901,42,21,104788.61741079451,640.2370759741948,1836.583337299896,871.35
2024-10-02,9218499.073785357,-7464856.91896852,33176053.843957204,16492697.851203334,49668751.69516054,16683355.99275387,5.387943449102637,1.8097692324118495,42,21,104788.61741079451,967.4731444504514,2755.102492166061,871.35
2024-10-03,9429385.695426863,-7466097.59034479,33124331.007976085,16228847.722204436,49353178.73018052,16895483.28577165,5.23397603240646,1.7917904550203894,42,21,104788.61741079451,1289.474091319587,3673.772921566854,871.35
2024-10-04,10024962.22216691,-7467346.687380586,34138133.85750469,16645824.947957188,50783958.805461876,17492308.9095475,5.065750641251279,1.7448752944793153,42,21,104788.61741079451,1619.748395842547,4592.595652839368,871.35
2024-10-07,9888050.162200183,-7468595.493627176,33980140.60048278,16623494.944655411,50603635.54513819,17356645.655827366,5.11765562624112,1.7553152918032275,42,21,104788.61741079451,1949.5796447444402,5511.570650527798,871.35
2024-10-08,10034013.830072276,-7469832.715846165,33535903.458897494,16032056.912979055,49567960.37187655,17503846.54591844,4.939993228165553,1.7444511082353527,42,21,104788.61741079451,2267.6760120654535,6430.696502196571,871.35
2024-10-09,9991524.843339335,-7471066.116271584,33294449.92189088,15831858.962279964,49126308.884170845,17462590.959610917,4.91679795170804,1.7477403332737573,42,21,104788.61741079451,2581.8001978249767,7349.97274185602,871.35
2024-10-10,9928176.250816023,-7472300.97145416,33298067.45072219,15897590.228452014,49195657.67917421,17400477.222270176,4.955155552877165,1.7526358097077481,42,21,104788.61741079451,2897.228575373628,8269.399546884066,871.35
2024-10-11,10283386.84892713,-7473545.555494746,34137208.7956712,16380276.391249329,50517485.18692053,17756932.404421873,4.912533772099708,1.7267591568116938,42,21,104788.61741079451,3222.2340593269873,9188.978103516241,871.35
2024-10-14,10889230.22592168,-7474793.294679884,34895651.52728929,16531628.006687725,51427279.53397702,18364023.52060157,4.722765380747943,1.6864390906977278,42,21,104788.61741079451,3550.2425515231726,10108.708796457982,871.35
2024-10-15,10317628.504185382,-7476033.412334063,33933543.92910633,16139882.012586888,50073425.94169322,17793661.916519444,4.85319140162691,1.7245883498617325,42,21,104788.61741079451,3870.4783057411664,11028.590696419253,871.35
2024-10-16,10904948.336143747,-7477280.182843321,34849752.710278206,16467524.191291142,51317276.90156935,18382228.518987063,4.705870703805313,1.6856777265106662,42,21,104788.61741079451,4197.2148968382135,11948.624614579849,871.35
2024-10-17,10562652.755002495,-7478521.320766814,34217188.84095554,16176014.765186226,50393203.60614177,18041174.075769313,4.770885190964499,1.708015447845237,42,21,104788.61741079451,4518.167570750638,12868.809864160978,871.35
2024-10-18,11574951.66804751,-7479776.472214104,35929311.28454961,16874583.144288,52803894.42883761,19054728.14026161,4.561910575799812,1.6462036893736598,42,21,104788.61741079451,4852.980728375401,13789.148153825652,871.35
2024-10-21,11578299.947708372,-8275448.6897059865,37225171.3739832,17371422.73656885,54596594.11055204,19853748.637414347,4.715424056824339,1.714737804952435,44,22,110069.23694417474,5181.931350086836,14709.638787332575,871.35
2024-10-22,11289978.19502142,-8276811.77750891,36983383.73604672,17416593.763516393,54399977.49956311,19566789.972530324,4.818430696664414,1.7331114050475984,44,22,110069.23694417474,5527.498686664542,15727.159253677488,871.35
2024-10-23,10531686.240846079,-8278163.573453799,35649026.808070526,16839176.993770644,52488203.80184117,18809849.81429988,4.983836643202585,1.786024515366569,44,22,110069.23694417474,5861.609341302848,16744.844543928542,871.35
2024-10-24,10964521.815978438,-8279517.540691431,36184329.036679044,16940289.680009175,53124618.716688216,19244039.35666987,4.8451377641723035,1.755118889783758,44,22,110069.23694417474,6197.726200033189,17762.694922830542,871.35
2024-10-25,11062476.001669321,-8280870.219618854,36210392.515741244,16867046.29445307,53077438.81019431,19343346.221288174,4.797970978846414,1.7485548640620123,44,22,110069.23694417474,6532.389816986623,18780.71023330037,871.35
2024-10-28,11745202.716505615,-8282231.16341435,37302666.18451722,17275232.304597266,54577898.489114486,20027433.879919954,4.646824734018067,1.7051586390906017,44,22,110069.23694417474,6875.15236271276,19798.891483069885,871.35
2024-10-29,12018964.747226208,-8283595.872498658,37759177.00110261,17456616.38137773,55215793.38248034,20302560.61972488,4.594055689798349,1.6892104309075704,44,22,110069.23694417474,7221.513798851207,20817.239131239152,871.35
2024-10-30,11613880.379568897,-8284955.338888639,37082866.04413901,17184030.32568148,54266896.36982049,19898835.71845753,4.672589573531914,1.7133666843567203,44,22,110069.23694417474,7562.466781503617,21835.75253856868,871.35
2024-10-31,10406599.278024158,-8286299.509356184,35097754.35784319,16404855.570462849,51502609.92830604,18692898.78738034,4.949033642245189,1.7962543082498184,44,22,110069.23694417474,7887.95994758423,22854.429840033128,871.35
2024-11-01,10431139.39530611,-8287647.06936797,35286193.97090488,16567407.506230813,51853601.47713569,18718786.464674067,4.971039069851678,1.7945102404726083,44,22,110069.23694417474,8216.678350485634,23873.271448918196,871.35
2024-11-04,10526731.69732652,-8288995.355027555,35411421.65430442,16595694.601950344,52007116.25625476,18815727.05235408,4.940480839790287,1.787423446646096,44,22,110069.23694417474,8545.958005286237,24892.277453701805,871.35
2024-11-05,10892889.256704845,-8290352.716276857,36228004.971645355,17044762.998663656,53272767.97030901,19183241.9729817,4.890600346232135,1.7610793170575874,44,22,110069.23694417474,8884.147747323213,25911.448960966765,871.35
2024-11-06,13493528.919307053,-8291729.01153063,39775837.0755946,17990579.14475692,57766416.22035152,21785257.930837676,4.281045867674922,1.6144967014274896,44,22,110069.23694417474,9241.103682735056,26930.788279328204,871.35
2024-11-07,13955889.036649192,-8293115.852659823,40762573.66894681,18513568.77963781,59276142.448584616,22249004.889309,4.247392788300416,1.5942377322491943,44,22,110069.23694417474,9608.436396616758,27950.296694640245,871.35
2024-11-08,14698068.875164319,-8294500.496492378,41386885.41731878,18394316.045662086,59781201.46298087,22992569.371656697,4.067282713853287,1.5643258694009656,44,22,110069.23694417474,9973.402984824339,28969.973938987434,871.35
