date,nav,cash,long_notional,short_notional,gross_notional,net_notional,leverage,net_leverage,n_positions,n_active_pairs,cum_costs,cum_borrow,cum_margin_debit,cum_margin_credit
2024-09-27,9917040.456071366,-3968733.2046655263,26944629.530368447,13058855.869631551,40003485.4,13885773.660736896,4.033812867578779,1.4001933058804668,42,21,83830.89392863563,0.0,0.0,871.35
2024-09-30,9580132.31278263,-3969480.476923908,26398733.457403947,12849120.667697415,39247854.12510136,13549612.789706532,4.096796666652873,1.4143450578054628,42,21,83830.89392863563,254.94287039082172,492.32938799118546,871.35
2024-10-01,9164095.627226029,-3970230.1445089383,26099564.007317085,12965238.235582124,39064802.24289921,13134325.77173496,4.262810410537382,1.4332375289399637,42,21,83830.89392863563,512.1896607793559,984.7501826330122,871.35
2024-10-02,9375700.348073062,-3970984.446130038,26540843.075165767,13194158.280962665,39735001.35612843,13346684.794203103,4.238083543731745,1.4235400342062101,42,21,83830.89392863563,773.9785155603612,1477.2629489515325,871.35
2024-10-03,9544651.977491293,-3971734.6511260285,26499464.806380868,12983078.177763546,39482542.98414441,13516386.628617322,4.136614208381222,1.4161214741503814,42,21,83830.89392863563,1031.5792730556695,1969.8671874469844,871.35
2024-10-04,10021355.56053941,-3972491.567098586,27310507.086003747,13316659.958365753,40627167.044369504,13993847.127637994,4.054059034123593,1.3964026167019625,42,21,83830.89392863563,1295.7987166740377,2462.563716385894,871.35
2024-10-07,9912068.303776767,-3973248.2208851217,27184112.480386212,13298795.95572433,40482908.43611054,13885316.524661882,4.084203941642074,1.4008495602649549,42,21,83830.89392863563,1559.6637157955522,2955.352503800031,871.35
2024-10-08,10029081.65884344,-3973995.5778913153,26828722.767117996,12825645.530383244,39654368.297501236,14003077.236734752,3.953938121795511,1.3962472051852448,42,21,83830.89392863563,1814.1408096523626,3448.232416136912,871.35
2024-10-09,9995332.919787947,-3974739.8479007864,26635559.93751271,12665487.16982397,39301047.107336685,13970072.76768874,3.931939778567222,1.3976595757037693,42,21,83830.89392863563,2065.440158259981,3941.2030770003357,871.35
2024-10-10,9944896.525665626,-3975485.2521505128,26638453.960577756,12718072.182761613,39356526.143339366,13920381.777816143,3.957459591637649,1.3997512937304726,42,21,83830.89392863563,2317.782860298902,4434.264624687736,871.35
2024-10-11,10229307.51361993,-3976238.4099175697,27309767.03653697,13104221.112999462,40413988.14953643,14205545.923537508,3.9508039127503753,1.3887104190213628,42,21,83830.89392863563,2577.7872474615897,4927.418004582191,871.35
2024-10-14,10714224.754253667,-3976994.0622275867,27916521.22183143,13225302.405350182,41141823.62718161,14691218.816481248,3.8399253861879132,1.3711882243882059,42,21,83830.89392863563,2840.1940412185377,5420.663520842267,871.35
2024-10-15,10257185.945479011,-3977743.5877365484,27146835.143285066,12911905.610069508,40058740.75335457,14234929.533215558,3.9054318568740567,1.3878006705620647,42,21,83830.89392863563,3096.3826445929326,5914.000426429709,871.35
2024-10-16,10727284.409239972,-3978498.405949678,27879802.168222565,13174019.353032913,41053821.52125548,14705782.815189652,3.8270469911186162,1.3708765661627085,42,21,83830.89392863563,3357.77191747057,6407.429366681691,871.35
2024-10-17,10453690.57210475,-3979248.688510694,27373751.072764426,12940811.81214898,40314562.88491341,14432939.260615446,3.8564909308193207,1.3806549142681876,42,21,83830.89392863563,3614.5340566005098,6900.949788568077,871.35
2024-10-18,11263772.359905653,-3980010.152303638,28743449.02763969,13499666.515430396,42243115.543070085,15243782.512209294,3.7503523857990966,1.3533461104443858,42,21,83830.89392863563,3882.3845827003192,7394.563055411731,871.35
2024-10-21,11266693.670589946,-4616305.2393415375,29780137.099186562,13897138.189255077,43677275.28844164,15882998.909931485,3.876671947019805,1.4097302522204653,44,22,88055.38955533982,4145.545080069467,7888.268606611631,871.35
2024-10-22,11036278.984990327,-4617152.993033944,29586706.98883738,13933275.010813113,43519981.99965049,15653431.978024267,3.9433564572659847,1.4183613878657297,44,22,88055.38955533982,4421.998949331632,8459.568429755947,871.35
2024-10-23,10429888.167797908,-4617991.683641989,28519221.446456414,13471341.595016515,41990563.04147293,15047879.851439899,4.025984014969406,1.442765215632892,44,22,88055.38955533982,4689.287473042276,9030.970514090339,871.35
2024-10-24,10776399.403653212,-4618832.081682684,28947463.22934323,13552231.74400734,42499694.97335057,15395231.485335892,3.9437750385293926,1.428606244875899,44,22,88055.38955533982,4958.180960026549,9602.475067801344,871.35
2024-10-25,10855005.557560485,-4619671.419470058,28968314.012593,13493637.035562454,42461951.04815546,15474676.977030547,3.9117392269394844,1.4255798299663212,44,22,88055.38955533982,5225.911853589296,10174.081961612726,871.35
2024-10-28,11401429.764392842,-4620517.339543126,29842132.94761378,13820185.843677813,43662318.791291595,16021947.103935966,3.829547670209828,1.4052577119733878,44,22,88055.38955533982,5500.121890170205,10745.791998099787,871.35
2024-10-29,11620682.25354503,-4621366.242234869,30207341.600882083,13965293.105102181,44172634.705984265,16242048.495779902,3.8012083750512042,1.3976845886845473,44,22,88055.38955533982,5777.211039080963,11317.605540931954,871.35
2024-10-30,11296857.653610863,-4622210.921155165,29666292.835311215,13747224.260545185,43413517.0958564,15919068.57476603,3.8429728360771147,1.409158994729632,44,22,88055.38955533982,6049.973425202891,11889.52207510657,871.35
2024-10-31,10331275.696186364,-4623043.333717915,28078203.48627456,13123884.45637028,41202087.942644835,14954319.02990428,3.9880929668592593,1.4474803954195554,44,22,88055.38955533982,6310.367958067381,12461.54010499186,871.35
2024-11-01,10351150.74344641,-4623878.428292849,28228955.176723905,13253926.004984647,41482881.18170855,14975029.171739258,4.007562271081065,1.44670187333716,44,22,88055.38955533982,6573.342680388505,13033.659957604434,871.35
2024-11-04,10427867.56812406,-4624714.073759199,28329137.32344354,13276555.681560276,41605693.00500382,15052581.641883263,3.9898562897158607,1.443495666160553,44,22,88055.38955533982,6836.766404228986,13605.881700114247,871.35
2024-11-05,10721036.628318472,-4625556.950066889,28982403.977316283,13635810.398930926,42618214.37624721,15346593.578385357,3.9751952962902632,1.431446800382061,44,22,88055.38955533982,7107.318197858568,14178.206214174717,871.35
2024-11-06,12801791.400726046,-4626414.943944108,31820669.660475694,14392463.315805536,46213132.976281226,17428206.344670158,3.6098957973694428,1.36138809008259,44,22,88055.38955533982,7392.882946188043,14750.635343064685,871.35
2024-11-07,13171922.566563198,-4627281.344884003,32610058.93515745,14810855.023710249,47420913.9588677,17799203.911447205,3.600151285374638,1.3512988572093731,44,22,88055.38955533982,7686.749117293405,15323.170111853735,871.35
2024-11-08,13765909.538980054,-4628145.958345311,33109508.333855033,14715452.836529668,47824961.170384705,18394055.497325365,3.47415919267534,1.3362034266780618,44,22,88055.38955533982,7978.72238785947,15895.81030259536,871.35
2024-11-11,15700244.162138548,-4629023.814915258,35706778.840373985,15377510.863320166,51084289.70369415,20329267.97705382,3.2537258131873474,1.2948376959689747,44,22,88055.38955533982,8283.831730385664,16468.557530016184,871.35
2024-11-12,15776026.585247025,-4629893.489842277,35365731.764424205,14959811.6893349,50325543.453759104,20405920.075089306,3.190001181971962,1.293476526857018,44,22,88055.38955533982,8580.653390888341,17041.41079653195,871.35
2024-11-13,14925537.361607693,-4630754.327515263,34065415.71198975,14509124.022866799,48574539.73485655,19556291.689122953,3.254458352689044,1.3102571261137135,44,22,88055.38955533982,8868.532835786493,17614.369024620024,871.35
2024-11-14,14661653.748810152,-4631609.071937488,33490034.386587232,14196771.565839594,47686805.95242683,19293262.820747636,3.2524847994242663,1.3158994988756543,44,22,88055.38955533982,9150.214811299184,18187.431471332926,871.35
2024-11-15,15043856.650093682,-4632463.2189888535,33837734.99588284,14161415.126800304,47999150.122683145,19676319.869082533,3.1906146966897775,1.3079305610745768,44,22,88055.38955533982,9431.19527016427,18760.59806383348,871.35
2024-11-18,15657703.243476408,-4633326.711095946,34918129.51460301,14627099.560030658,49545229.07463367,20291029.954572354,3.1642718158728735,1.2959135601849119,44,22,88055.38955533982,9721.415499529958,19333.86994156037,871.35
2024-11-19,16139679.411453981,-4634192.320979969,35502387.86005329,14728516.127619328,50230903.98767262,20773871.732433967,3.1122615702034846,1.2871303823848694,44,22,88055.38955533982,10013.647962379548,19907.247362733233,871.35
2024-11-20,16129791.683890322,-4635059.873626208,35585951.57241456,14821100.014898032,50407051.587312594,20764851.55751653,3.125090055419425,1.2873601819827276,44,22,88055.38955533982,10307.717407119588,20480.730564232246,871.35
2024-11-21,15806116.312447542,-4635923.878947632,35079045.50639592,14637005.315000735,49716050.82139666,20442040.191395186,3.1453678967454235,1.293299365087981,44,22,88055.38955533982,10598.134179242617,21054.3191135336,871.35
2024-11-22,16087977.364338858,-4636790.651178407,35495899.02917143,14771131.013654169,50267030.042825595,20724768.01551726,3.124508998517685,1.288214642908217,44,22,88055.38955533982,10891.212175545279,21628.013348005374,871.35
2024-11-25,15760179.035253473,-4637656.672664561,35125807.2736532,14727971.565735158,49853778.839388356,20397835.707918044,3.1632749049279156,1.2942642124997905,44,22,88055.38955533982,11183.43383359558,22201.813176109597,871.35
2024-11-26,15194969.080968216,-4638518.084533382,34323840.42579696,14490353.26029537,48814193.68609233,19833487.165501595,3.212523396788769,1.3052667010914256,44,22,88055.38955533982,11470.940842728425,22775.718035797585,871.35
2024-11-27,15562220.67601493,-4639389.060422157,35168637.23729211,14967027.500855012,50135664.738147125,20201609.736437097,3.2216266419752078,1.2981187040723927,44,22,88055.38955533982,11767.905674094596,23349.72909320623,871.35
2024-11-29,15499925.603209283,-4640257.832009821,34990775.341001764,14850591.905782668,49841367.24678443,20140183.435219094,3.2155875145919866,1.2993729099608735,44,22,88055.38955533982,12062.560275399808,23923.846079566036,871.35
2024-12-02,15966161.032009136,-4641127.064328734,35475759.20655932,14868471.110221464,50344230.31678079,20607288.09633786,3.1531831738293334,1.2906852220157456,44,22,88055.38955533982,12357.569622824838,24498.069051053768,871.35
2024-12-03,16547383.076655677,-4641997.405871971,36108408.031777404,14919027.549249765,51027435.581027165,21189380.48252764,3.0837163401997043,1.2805275845955781,44,22,88055.38955533982,12653.582074198841,25072.398142916674,871.35
2024-12-04,17740894.850155685,-4642873.620789956,37593429.54724618,15209661.07630054,52803090.62354672,22383768.47094564,2.9763487732459755,1.2617045904394846,44,22,88055.38955533982,12955.361063807979,25646.83407129285,871.35
2024-12-05,17385221.72400847,-4643745.048926462,36992018.918390155,14963052.145455226,51955071.06384538,22028966.77293493,2.9884618032853147,1.2671087618349777,44,22,88055.38955533982,13252.247019074948,26221.37625253206,871.35
2024-12-06,18472960.797256127,-4644626.125874521,38561524.732165135,15443937.809034484,54005462.54119962,23117586.923130654,2.9234870973807996,1.2514283539520321,44,22,88055.38955533982,13558.674356555792,26796.0258631098,871.35
