date,close_nvda,close_nvdl,long_notional_usd,short_notional_usd,pair_gross_usd,pair_net_usd,implied_long_sh_nvda,implied_short_sh_nvdl,ret_nvda,ret_nvdl,daily_long_pnl_usd,daily_short_pnl_usd,daily_pair_gross_trading_pnl_usd,pair_gross_share_of_portfolio,daily_pair_alloc_txn_cost_usd,daily_pair_alloc_borrow_cost_usd,daily_pair_alloc_margin_debit_cost_usd,daily_pair_alloc_short_credit_income_usd,daily_pair_alloc_net_financing_cost_usd,daily_pair_alloc_total_cost_usd,daily_pair_net_pnl_usd,daily_pair_pnl_usd,cum_long_pnl_usd,cum_short_pnl_usd,cum_pair_gross_trading_pnl_usd,cum_pair_alloc_margin_debit_cost_usd,cum_pair_alloc_short_credit_income_usd,cum_pair_alloc_net_financing_cost_usd,cum_pair_alloc_total_cost_usd,cum_pair_net_pnl_usd,cum_pair_pnl_usd
2023-02-14,22.9467830657959,5.424285888671875,6913751.003808975,3611939.760406494,10525690.76421547,3301811.243402481,301295.0,-665883.0,0.0542958660151982,0.08158758513701692,356055.7432365411,-272460.0825319289,83595.66070461221,0.18148820436888,0.0,50.73850601171996,891.7098736820783,574.849611426779,316.8602622552993,367.59876826701924,83228.06193634518,83595.66070461221,2860235.6174907684,-1999335.358793734,860900.2586970334,22621.478485666088,14385.207976697639,8236.270508968446,13938.536752297076,846961.7219447365,860900.2586970334
2023-02-15,22.74000358581543,5.3264079093933105,6851449.38038826,3546764.477930546,10398213.858318806,3304684.902457714,301295.0,-665883.0,-0.009011262249159935,-0.018044399076194262,-62301.62342071542,65175.28247594827,2873.659055232849,0.18756600363548379,0.0,55.97661534114137,921.9129841134196,599.5186355344903,322.39434857892934,378.3709639200707,2495.2880913127783,2873.659055232849,2797933.994070053,-1934160.0763177858,863773.9177522663,23543.391469779508,14984.726612232129,8558.664857547376,14316.907716217147,849457.0100360493,863773.9177522663
2023-02-16,21.978805541992188,5.08545446395874,6622104.215774536,3386317.674824238,10008421.890598774,3235786.5409502983,301295.0,-665883.0,-0.03347396322743135,-0.045237512697748894,-229345.1646137239,160446.80310630778,-68898.36150741612,0.18460222198857731,0.0,52.146566874486496,886.1282822696976,560.8190323700182,325.30924989967934,377.45581677416584,-69275.81732419028,-68898.36150741612,2568588.8294563293,-1773713.273211478,794875.5562448502,24429.519752049207,15545.545644602147,8883.974107447055,14694.363532991312,780181.192711859,794875.5562448502
2023-02-17,21.365453720092773,4.866950988769531,6437304.378595352,3240819.925254822,9678124.303850174,3196484.4533405304,301295.0,-665883.0,-0.027906512968939978,-0.04296636155878908,-184799.8371791842,145497.74956941616,-39302.08760976803,0.18354487806913694,167.40332824421728,50.44232087714344,871.2523595439166,549.4084557694894,321.8439037744272,539.6895528957879,-39841.77716266382,-39302.08760976803,2383788.9922771454,-1628215.5236420617,755573.4686350821,25300.772111593124,16094.954100371637,9205.818011221481,15234.0530858871,740339.4155491951,755573.4686350821
2023-02-21,20.63322639465332,4.614024639129639,6216687.946577072,3072400.568777561,9289088.515354633,3144287.377799511,301295.0,-665883.0,-0.03427155514843305,-0.051968131633854386,-220616.43201828017,168419.3564772607,-52197.07554101947,0.17949682107242165,0.0,49.403894958566795,831.251255767126,509.44145195316526,321.8098038139608,371.2136987725276,-52568.28923979199,-52197.07554101947,2163172.5602588654,-1459796.1671648012,703376.3930940627,26132.02336736025,16604.3955523248,9527.627815035443,15605.266784659629,687771.1263094031,703376.3930940627
2023-02-22,20.73212242126465,4.643957614898682,6246484.824914932,3092332.428481579,9338817.253396511,3154152.3964333534,301295.0,-665883.0,0.004793047132801043,0.006487389667405363,29796.87833786004,-19931.859704017912,9865.018633842126,0.17846459613105656,0.0,49.21760825750562,824.1607134067382,506.0294127310157,318.13130067572246,367.3489089332281,9497.669724908897,9865.018633842126,2192969.4385967255,-1479728.026868819,713241.4117279048,26956.184080766987,17110.424965055816,9845.759115711166,15972.615693592857,697268.796034312,713241.4117279048
2023-02-23,23.639055252075195,5.60178279876709,7122329.152173996,3730131.935391426,10852461.087565422,3392197.21678257,301295.0,-665883.0,0.14021395261630065,0.20625192202347553,875844.3272590634,-637799.5069098474,238044.820349216,0.17989622182119042,0.0,50.80350619726966,854.5265737189868,537.0704101030295,317.4561636159573,368.25966981322694,237676.56067940276,238044.820349216,3068813.7658557887,-2117527.5337786665,951286.2320771208,27810.710654485974,17647.495375158844,10163.215279327123,16340.875363406085,934945.3567137148,951286.2320771208
2023-02-24,23.261449813842773,5.479061603546143,7008558.521661758,3525430.9610009193,10533989.482662678,3483127.560660839,301295.0,-643437.0,-0.01597379566170576,-0.021907524734439465,-113770.63051223743,81717.95763731022,-32052.672874927215,0.2017775458709774,349.23438329307277,56.73537153824392,926.4077895679636,594.5251645731183,331.8826249948453,737.852379826162,-32790.525254753375,-32052.672874927215,2955043.135343551,-2035809.5761413563,919233.5592021936,28737.118444053936,18242.020539731962,10495.097904321969,17078.727743232248,902154.8314589614,919233.5592021936
2023-02-27,23.476228713989258,5.536680221557617,7073270.330381393,3562504.9117183685,10635775.242099762,3510765.418663025,301295.0,-643437.0,0.00923325510083517,0.010516147139901344,64711.80871963523,-37073.950717449465,27637.858002185763,0.19930576732002264,0.0,55.96028411355931,943.6906542386313,597.544425198034,346.1462290405973,402.1065131541566,27235.751489031605,27637.858002185763,3019754.944063186,-2072883.5268588057,946871.4172043793,29680.809098292568,18839.564964929996,10841.244133362567,17480.834256386406,929390.582947993,946871.4172043793
2023-02-28,23.191524505615234,5.440149307250977,6987490.375919342,3500393.3498096466,10487883.725728989,3487097.0261096954,301295.0,-643437.0,-0.012127340035853806,-0.017434800357583935,-85779.95446205116,62111.56190872194,-23668.39255332922,0.19784086805596388,0.0,55.52338096396903,941.5148885402429,591.510692045935,350.00419649430785,405.5275774582769,-24073.920130787497,-23668.39255332922,2933974.9896011353,-2010771.9649500838,923203.0246510501,30622.32398683281,19431.075656975932,11191.248329856875,17886.361833844683,905316.6628172054,923203.0246510501
2023-03-01,22.674074172973633,5.262053966522217,6831585.177946091,3385800.2180571556,10217385.396003246,3445784.959888935,301295.0,-643437.0,-0.02231204475222459,-0.03273721559284837,-155905.197973251,114593.1317524911,-41312.066220759894,0.19457613836694335,0.0,54.54341729482908,926.5944000518059,580.9653114005474,345.6290886512585,400.17250594608754,-41712.23872670598,-41312.066220759894,2778069.7916278844,-1896178.8331975928,881890.9584302902,31548.918386884616,20012.04096837648,11536.877418508133,18286.53433979077,863604.4240904994,881890.9584302902
2023-03-02,23.289424896240234,5.476067543029785,7016987.274112701,3523504.471684456,10540491.745797157,3493482.8024282455,301295.0,-643437.0,0.027138956967869055,0.04067111015378155,185402.096166611,-137704.25362730018,47697.842539310834,0.1895711732911701,0.0,50.332232972617625,908.2116264862811,561.4597376638862,346.7518888223949,397.08412179501255,47300.75841751582,47697.842539310834,2963471.8877944956,-2033883.086824893,929588.800969601,32457.130013370897,20573.500706040366,11883.629307330528,18683.618461585782,910905.1825080152,929588.800969601
2023-03-03,23.86481475830078,5.663143634796143,7190349.362602234,3643876.1509423256,10834225.51354456,3546473.2116599083,301295.0,-643437.0,0.02470605713211227,0.034162488007379865,173362.08848953314,-120371.67925786955,52990.409231663594,0.19529527059595342,186.99236758437402,53.48394127004292,952.8948648895436,605.5307426108072,347.3641222787363,587.8404311331533,52402.56880053044,52990.409231663594,3136833.9762840285,-2154254.7660827627,982579.2102012646,33410.02487826044,21179.031448651174,12230.993429609263,19271.458892718936,963307.7513085456,982579.2102012646
2023-03-06,23.529170989990234,5.555388450622559,7089221.573429108,3574542.4785032272,10663764.051932335,3514679.0949258804,301295.0,-643437.0,-0.014064377692007968,-0.01902745032132014,-101127.78917312657,69333.67243909834,-31794.116734028226,0.1969457373450376,0.0,57.05831989936687,944.5727899298619,590.6182292148987,353.9545607149631,411.01288061433,-32205.129614642556,-31794.116734028226,3035706.187110902,-2084921.0936436644,950785.0934672364,34354.597668190305,21769.649677866073,12584.947990324226,19682.471773333265,931102.621693903,950785.0934672364
2023-03-07,23.26740074157715,5.46858549118042,7010351.506433487,3518690.242688656,10529041.749122143,3491661.263744831,301295.0,-643437.0,-0.01112534940242682,-0.015625002682289724,-78870.06699562084,55852.23581457148,-23017.83118104936,0.19657174888363366,0.0,55.28235897476669,923.507505836229,569.8857113088602,353.6217945273688,408.9041535021355,-23426.735334551497,-23017.83118104936,2956836.120115281,-2029068.857829093,927767.262286187,35278.10517402653,22339.535389174933,12938.569784851596,20091.3759268354,907675.8863593515,927767.262286187
2023-03-08,24.15961265563965,5.773891925811768,7279170.495080948,3715135.6990685463,10994306.194149494,3564034.7960124016,301295.0,-643437.0,0.03834600710117919,0.05582914176321041,268818.9886474607,-196445.4563798902,72373.5322675705,0.19896991048840842,0.0,53.42117518759815,933.9814018439793,586.1511519793311,347.8302498646482,401.2514250522463,71972.28084251824,72373.5322675705,3225655.108762742,-2225514.3142089834,1000140.7945537575,36212.08657587051,22925.686541154264,13286.400034716244,20492.627351887648,979648.1672018697,1000140.7945537575
2023-03-09,23.41526985168457,5.516476154327393,7054903.729963303,3549504.8673119545,10604408.597275257,3505398.862651348,301295.0,-643437.0,-0.03080938484257212,-0.04458271384222079,-224266.76511764515,165630.83175659188,-58635.93336105326,0.2064402995879033,0.0,52.621097643048074,940.8523502885889,585.8197165034477,355.03263378514123,407.6537314281893,-59043.58709248145,-58635.93336105326,3001388.3436450968,-2059883.4824523916,941504.8611927043,37152.9389261591,23511.50625765771,13641.432668501386,20900.281083315836,920604.5801093882,941504.8611927043
2023-03-10,22.94468879699707,5.3204216957092285,5984456.676721573,2962847.0747499466,8947303.75147152,3021609.6019716263,260821.0,-556882.0,-0.02009718690701512,-0.03553979988916822,-141783.7188720706,126148.69268989547,-15635.026182175134,0.2059203649621082,3024.4397125388264,49.40125154129519,925.1454309747896,573.8407870624407,351.304643912349,3425.1456079924706,-19060.171790167606,-15635.026182175134,2859604.624773026,-1933734.7897624962,925869.8350105291,38078.08435713389,24085.34704472015,13992.737312413734,24325.42669130831,901544.4083192206,925869.8350105291
2023-03-13,22.9456844329834,5.318924903869629,5984716.359495163,2962013.5383167267,8946729.89781189,3022702.8211784363,260821.0,-556882.0,4.339287384280688e-05,-0.00028132954964954493,259.6827735907225,833.5364332198741,1093.2192068105965,0.16924565795212498,0.0,39.45244353758486,808.8845671501385,507.64741197171276,301.2371551784258,340.68959871601066,752.5296080945858,1093.2192068105965,2859864.3075466165,-1932901.2533292763,926963.0542173397,38886.96892428403,24592.994456691864,14293.97446759216,24666.116290024318,902296.9379273152,926963.0542173397
2023-03-14,24.041715621948242,5.704598903656006,6270584.3102321625,3176788.446665764,9447372.756897926,3093795.8635663986,260821.0,-556882.0,0.04776633236484984,0.072509765931418,285867.9507370001,-214774.90834903708,71093.04238796301,0.1650456677536652,0.0,39.28089965540923,818.2870511105882,515.7275217737977,302.55952933679055,341.8404289921998,70751.2019589708,71093.04238796301,3145732.2582836165,-2147676.1616783133,998056.0966053028,39705.25597539462,25108.721978465663,14596.533996928949,25007.956719016518,973048.1398862861,998056.0966053028
2023-03-15,24.206571578979492,5.732435703277588,6313582.20580101,3192290.2593126297,9505872.46511364,3121291.9464883804,260821.0,-556882.0,0.0068570795705089616,0.004879711981808477,42997.89556884699,-15501.812646865666,27496.08292198132,0.16812491619937153,0.0,34.872151187092975,831.8288669415697,522.442317885397,309.3865490561727,344.2587002432657,27151.824221738054,27496.08292198132,3188730.1538524637,-2163177.974325179,1025552.1795272841,40537.08484233619,25631.16429635106,14905.920545985122,25352.215419259785,1000199.9641080241,1025552.1795272841
2023-03-16,25.51840591430664,6.2348456382751465,6655736.148975372,3472073.30873394,10127809.457709312,3183662.840241432,260821.0,-556882.0,0.0541933140365205,0.0876433615662362,342153.94317436195,-279783.0494213107,62370.893753051234,0.16962663163701283,0.0,35.532301928849236,862.4609267238762,554.5946618030612,307.86626492081507,343.3985668496643,62027.49518620157,62370.893753051234,3530884.097026826,-2442961.02374649,1087923.0732803354,41399.54576906007,26185.75895815412,15213.786810905936,25695.61398610945,1062227.4592942258,1087923.0732803354
