bucket3_target,bucket3_realized_weight,CAGR,Vol,Sharpe,MaxDD,Final NAV,PnL,Txn,Borrow,Long P&L,Short P&L
TXNU,0.07172451534601207,0.3682283795320196,0.12805653258756453,2.8755142130701263,-0.0648909201065245,27695536.495551683,17747597.723963674,1052151.1267630483,2434739.871883942,80332415.86330628,-55288907.09614879
