etf,weight
NVTX,0.06305331423859342
ASTX,0.048019584628310186
QBTX,0.04224436759007517
IOYY,0.03933883812854715
MAAY,0.038404945808418155
IRE,0.03754615414999204
SMU,0.035238550032793706
NBIG,0.03437612525692631
XBTY,0.033198553937053045
MTYY,0.03014754590656598
SMYY,0.029109334343584987
NEBX,0.027654404541728895
QBTZ,0.025000000154022674
ETHD,0.025000000107004507
CORD,0.02500000009412447
CWVX,0.022635581340929765
NBIL,0.02165697358924934
CRWG,0.021079281052839415
MSDD,0.019954854976759872
OKLL,0.018927999834030193
PLTZ,0.017283228482939183
FBYY,0.016948111824088816
RGTX,0.01552621582867602
CLSX,0.015476943140597013
LABX,0.014180120872647368
COYY,0.012852670051741798
WULX,0.012850900587857424
CRDU,0.01188181426914566
IREX,0.010913890185316714
RKLX,0.01087817368932776
CRWU,0.010638231528917283
ETHU,0.009279382914521447
GLXU,0.008689951392463553
CONI,0.007716771102624575
ETU,0.0073797843681083
IONX,0.0072979802077343635
ETHT,0.0055044461861628756
MSTZ,0.005045145082524662
APPX,0.004952501767115053
BAIG,0.004883209690072343
CONL,0.0046387117572057575
INTW,0.004180586116929927
QUBX,0.0040047888833398635
IONL,0.003955170174742902
COIA,0.003933250203571536
RGTU,0.003767673739323927
RIOX,0.0037110949264840586
MUU,0.0036214826652011443
AVXX,0.0034960263057795247
COZX,0.0032475297356335748
AMDL,0.003004805143028246
ROBN,0.002942863052491083
UNX,0.002866873633041718
SBTU,0.002816679811361701
TEMT,0.0027953148638993307
HOOX,0.0027493681410844513
OSCX,0.0027383860413624397
SOUX,0.002712402836327389
UPSX,0.0026730274300729973
COIG,0.0025720384022240583
PTIR,0.002498792179635765
RDTL,0.002418627115758942
KTUP,0.0022815262548534156
AMUU,0.0022802864953256645
LMNX,0.0022653769936771357
AMDG,0.00222828180977664
MULL,0.0021734304099981193
ARCX,0.0020690515391696023
MPL,0.001960520895116857
HOOG,0.0019493878663310686
NUGT,0.0018709209508481447
PLTU,0.0018072982827216626
JNUG,0.0018053449586101084
RBLU,0.0017019754029211109
QSU,0.0016768335813385068
BABX,0.0016159409339848423
MPG,0.0015575601572301544
SOFX,0.0014533978764992856
SNOU,0.0014151239338359221
ANEL,0.0014096120705337628
PLTA,0.001400343066203763
VRTL,0.0013115547745385075
BITX,0.0012984046829911326
ORCX,0.0012835001633369838
TSLI,0.0012445846191380175
BULX,0.0012346083829536411
PONX,0.0012188749486576748
GDXU,0.0012103579803138035
URAA,0.0012008580116865558
LRCU,0.0011737419980542127
GEVX,0.0011716887354821573
NVOX,0.0011324313845874024
TSLL,0.001106649026926465
AVGG,0.0011036785039939755
GLGG,0.0010704951345127391
BTCL,0.0010663098548015881
BITU,0.0010572195460631499
CVNX,0.0010217189153747276
TSLR,0.0010063181338174367
OPEX,0.0009889361744570154
DKNX,0.0008988833794419454
AVL,0.0008965770603175052
UBRL,0.0008710424142459595
VSTL,0.0008225951662270941
XYZG,0.000771864949969453
FBL,0.0007630834815339621
HIMZ,0.0007098128325086573
MVLL,0.0007064174888050545
TSLT,0.0006835387644945
SRPU,0.0006771998944480087
SOXL,0.000655210666807527
SHPU,0.0006129812425260153
MSTX,0.0006050681605533233
CWEB,0.0005909218835294909
AFRU,0.0005892552730326191
LLYX,0.0005780969709892065
AVGX,0.0005593795742309272
NVDG,0.0005538681411928483
PALU,0.0005465976714598062
QCMU,0.0005448012045906848
AMZZ,0.0004811707443788684
TSMU,0.00046362328782888993
TSMG,0.0004578501296643644
CEGX,0.00045272166950061457
NVDU,0.00044642600062802295
PLTG,0.0004371579697475588
GOOX,0.00042006807592379747
ETRL,0.0004176683603250457
METU,0.0004038896027956632
NVDL,0.00039810005645899565
TSLG,0.00038950175042429404
CRMG,0.00038223012955465493
NFLU,0.0003775572615763488
ARMG,0.00036017102570609085
JOBX,0.0003425679629671922
PANG,0.00033530480119845093
YINN,0.00032213000260665795
AMZU,0.0003128320623019081
DLLL,0.00028880525155782844
NVDB,0.0002850426786478936
NOWL,0.0002808583999427259
BOEU,0.00028001332467432884
MSFU,0.0002550193061632732
UNHG,0.00025428100316580575
MRAL,0.0002492641935427789
NFXL,0.00024665129956546734
QPUX,0.0002085272303330113
CRWL,0.00016252906491205293
AVGU,0.00016079468844681151
BOEG,0.00014113175317804363
ASMG,0.00013189456549199697
MSTU,0.00011370800235756066
SMCL,7.639071812852147e-05
TARK,4.719619698381184e-05
TTDU,4.4204715121032966e-05
NVDX,0.0
DJTU,0.0
GMEU,0.0
MSTP,0.0
LULG,0.0
SMCZ,0.0
