etf,underlying,pair_frac_merged
NOWL,NOW,0.0002808583999427259
BOEU,BA,0.00028001332467432884
MSFU,MSFT,0.0002550193061632732
UNHG,UNH,0.00025428100316580575
MRAL,MARA,0.0002492641935427789
NFXL,NFLX,0.0002466512995654674
QPUX,IONQ,0.00020852723033301128
CRWL,CRWD,0.000162529064912053
AVGU,AVGO,0.00016079468844681154
BOEG,BA,0.00014113175317804363
ASMG,ASML,0.00013189456549199697
MSTU,MSTR,0.00011370800235756066
SMCL,SMCI,7.639071812852148e-05
TARK,ARKK,4.719619698381184e-05
TTDU,TTD,4.420471512103297e-05
