run_date,underlying,plan_b4_usd,plan_b4_qty,etf_implied_short_usd,etf_implied_short_qty,b4_source,ledger_qty_b4,ibkr_qty,orphan_qty,orphan_frac,ledger_missing_b4,plan_exposure_active
2026-07-03,AMD,-3153.7987332732,-6.090530943712486,-5989.907560000001,-11.567547719284693,plan,0.0,53.0,2.999999999999993,0.05660377358490552,True,True
2026-07-03,ASTS,0.0,0.0,-20897.821364490002,-240.84155081813995,etf_implied,0.0,495.0,9.0,0.01818181818181818,True,True
2026-07-03,AUR,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-03,AXON,0.0,0.0,0.0,0.0,none,0.0,1.0,0.0,0.0,False,False
2026-07-03,BE,0.0,0.0,0.0,0.0,none,0.0,97.0,0.0,0.0,False,False
2026-07-03,BKNG,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-03,BLSH,0.0,0.0,0.0,0.0,none,0.0,309.0,18.0,0.05825242718446602,False,False
2026-07-03,BMNR,0.0,0.0,0.0,0.0,none,0.0,1894.0,0.0,0.0,False,False
2026-07-03,CELH,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-03,COIN,-2236.498406476754,-14.747763972810775,-12315.843703800001,-81.2122895074184,plan,0.0,562.0,1.9999999999997726,0.00355871886120956,True,True
2026-07-03,CRCL,0.0,0.0,0.0,0.0,none,0.0,734.0,0.0,0.0,False,False
2026-07-03,CRWV,-34800.76055782859,0.0,0.0,0.0,none,-0.14098835015319677,0.0,9.000000000000007,0.0,True,True
2026-07-03,DASH,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-03,DIA,0.0,0.0,0.0,0.0,none,-52.94117647058823,0.0,0.0,0.0,False,False
2026-07-03,DKNG,0.0,0.0,0.0,0.0,none,0.0,63.0,15.0,0.23809523809523808,False,False
2026-07-03,HOOD,0.0,0.0,0.0,0.0,none,0.0,498.0,4.0,0.008032128514056224,False,False
2026-07-03,IBIT,0.0,0.0,0.0,0.0,none,0.0,2150.0,14.000000000000455,0.006511627906976956,False,False
2026-07-03,IONQ,0.0,0.0,0.0,0.0,none,0.0,929.0,0.0,0.0,False,False
2026-07-03,IREN,0.0,0.0,-35283.5405676,-768.5371502417775,etf_implied,0.0,910.0,18.0,0.01978021978021978,True,True
2026-07-03,IWM,0.0,0.0,0.0,0.0,none,0.0,3.0046,0.0,0.0,False,False
2026-07-03,KEEL,0.0,0.0,0.0,0.0,none,0.0,2396.0,0.0,0.0,False,False
2026-07-03,LITE,-41796.97681772069,-57.38820411044691,-8739.84,-12.0,plan,0.0,12.0,0.0,0.0,True,True
2026-07-03,LYFT,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-03,MSTR,-10178.491858941348,-109.82403818452036,-20005.399026689996,-215.8545427998489,plan,0.0,356.0,3.000000000000057,0.00842696629213499,True,True
2026-07-03,MU,0.0,0.0,0.0,0.0,none,0.0,27.0,2.0,0.07407407407407407,False,False
2026-07-03,NBIS,-32134.8122579833,-123.05116698442774,-32643.749999999996,-125.0,plan,0.0,125.0,0.0,0.0,True,True
2026-07-03,NEM,0.0,0.0,0.0,0.0,none,0.0,15.0398,0.0,0.0,False,False
2026-07-03,NET,0.0,0.0,0.0,0.0,none,0.0,9.0,0.0,0.0,False,False
