symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed,discrepancy_blocker,purgatory,purgatory_no_locate,purgatory_borrow_band,purgatory_net_edge,purgatory_vol_ratio
OPEG,-4515.172624592189,-7509.51,-2994.337375407811,2994.337375407811,4515.172624592189,7509.51,2994.337375407811,False,none,False,False,False,False,False
BMNG,-3836.384224210481,-6793.5,-2957.115775789519,2957.115775789519,3836.384224210481,6793.5,2957.115775789519,False,none,False,False,False,False,False
FAZ,0.0,-2886.4,-2886.4,2886.4,0.0,2886.4,2886.4,False,none,False,False,False,False,False
FGRU,0.0,-2799.36,-2799.36,2799.36,0.0,2799.36,2799.36,False,borrow_band,True,False,True,False,False
SQQQ,0.0,-2671.2,-2671.2,2671.2,0.0,2671.2,2671.2,False,net_edge,True,False,False,True,False
IRE,-6926.752173461432,-4267.36,2659.3921734614323,2659.3921734614323,6926.752173461432,4267.36,-2659.3921734614323,True,none,False,False,False,False,False
AMKL,-2644.6602100277864,0.0,2644.6602100277864,2644.6602100277864,2644.6602100277864,0.0,-2644.6602100277864,True,none,False,False,False,False,False
FIGG,-4358.283662805695,-6879.9,-2521.616337194305,2521.616337194305,4358.283662805695,6879.9,2521.616337194305,False,none,False,False,False,False,False
SNDU,-6583.2603264276,-4152.900000000001,2430.3603264276,2430.3603264276,6583.2603264276,4152.900000000001,-2430.3603264276,True,none,False,False,False,False,False
CRCG,-10227.401556006103,-7798.7,2428.7015560061036,2428.7015560061036,10227.401556006103,7798.7,-2428.7015560061036,True,none,False,False,False,False,False
ROBN,-2166.3098667297945,-4577.429999999999,-2411.120133270205,2411.120133270205,2166.3098667297945,4577.429999999999,2411.120133270205,False,none,False,False,False,False,False
SOLT,-2945.111769263787,-5296.419999999999,-2351.308230736212,2351.308230736212,2945.111769263787,5296.419999999999,2351.308230736212,False,none,False,False,False,False,False
UUUG,-4433.353428858442,-6744.4461,-2311.0926711415577,2311.0926711415577,4433.353428858442,6744.4461,2311.0926711415577,False,none,False,False,False,False,False
OKLL,-9448.373626012342,-11721.51,-2273.136373987658,2273.136373987658,9448.373626012342,11721.51,2273.136373987658,False,none,False,False,False,False,False
AMA,-2177.9759607071123,0.0,2177.9759607071123,2177.9759607071123,2177.9759607071123,0.0,-2177.9759607071123,True,none,False,False,False,False,False
MRNX,-639.8555577922567,-2809.08,-2169.2244422077433,2169.2244422077433,639.8555577922567,2809.08,2169.2244422077433,False,none,False,False,False,False,False
KLAG,-3161.6124748774505,-1009.3642,2152.2482748774505,2152.2482748774505,3161.6124748774505,1009.3642,-2152.2482748774505,True,none,False,False,False,False,False
UXRP,-2429.1256635302725,-4577.4400000000005,-2148.314336469728,2148.314336469728,2429.1256635302725,4577.4400000000005,2148.314336469728,False,none,False,False,False,False,False
BLSG,-2218.1883874657774,-4330.92,-2112.7316125342227,2112.7316125342227,2218.1883874657774,4330.92,2112.7316125342227,False,none,False,False,False,False,False
CRCA,-8349.524154529428,-6295.16,2054.3641545294286,2054.3641545294286,8349.524154529428,6295.16,-2054.3641545294286,True,none,False,False,False,False,False
ONDG,-10150.805995440312,-12081.720000000001,-1930.9140045596887,1930.9140045596887,10150.805995440312,12081.720000000001,1930.9140045596887,False,none,False,False,False,False,False
HODU,-1954.933498486384,-3876.7999999999997,-1921.8665015136157,1921.8665015136157,1954.933498486384,3876.7999999999997,1921.8665015136157,False,none,False,False,False,False,False
GLWG,-2938.474416227996,-1135.2,1803.2744162279957,1803.2744162279957,2938.474416227996,1135.2,-1803.2744162279957,True,none,False,False,False,False,False
OSCX,-919.8259397313172,-2691.9710999999998,-1772.1451602686825,1772.1451602686825,919.8259397313172,2691.9710999999998,1772.1451602686825,False,none,False,False,False,False,False
ONDL,-7697.303548494448,-9464.0,-1766.6964515055524,1766.6964515055524,7697.303548494448,9464.0,1766.6964515055524,False,none,False,False,False,False,False
XXRP,-2666.546103986788,-4361.526,-1694.979896013212,1694.979896013212,2666.546103986788,4361.526,1694.979896013212,False,none,False,False,False,False,False
TXXS,-1691.332080115217,0.0,1691.332080115217,1691.332080115217,1691.332080115217,0.0,-1691.332080115217,True,none,False,False,False,False,False
LABD,0.0,-1667.8799999999999,-1667.8799999999999,1667.8799999999999,0.0,1667.8799999999999,1667.8799999999999,False,none,False,False,False,False,False
CCUP,-5559.335496738102,-3894.975,1664.360496738102,1664.360496738102,5559.335496738102,3894.975,-1664.360496738102,True,none,False,False,False,False,False
CRWG,-5751.857731705742,-7392.5,-1640.6422682942584,1640.6422682942584,5751.857731705742,7392.5,1640.6422682942584,False,none,False,False,False,False,False
XRPT,-2211.753887178945,-3847.7844,-1636.0305128210548,1636.0305128210548,2211.753887178945,3847.7844,1636.0305128210548,False,none,False,False,False,False,False
CONL,-2546.5648565603924,-4168.8,-1622.2351434396078,1622.2351434396078,2546.5648565603924,4168.8,1622.2351434396078,False,none,False,False,False,False,False
EWV,0.0,-1606.7069999999999,-1606.7069999999999,1606.7069999999999,0.0,1606.7069999999999,1606.7069999999999,False,none,False,False,False,False,False
HOOG,-1485.038655471922,-3091.4,-1606.361344528078,1606.361344528078,1485.038655471922,3091.4,1606.361344528078,False,none,False,False,False,False,False
APPX,-3957.171313812394,-5535.46,-1578.288686187606,1578.288686187606,3957.171313812394,5535.46,1578.288686187606,False,none,False,False,False,False,False
UNX,-3045.304938221332,-4571.643,-1526.338061778668,1526.338061778668,3045.304938221332,4571.643,1526.338061778668,False,none,False,False,False,False,False
TXXD,-1912.5099572288743,-3372.7999999999997,-1460.2900427711254,1460.2900427711254,1912.5099572288743,3372.7999999999997,1460.2900427711254,False,no_locate,True,True,False,False,False
OPEX,-1876.584646438444,-3326.4,-1449.815353561556,1449.815353561556,1876.584646438444,3326.4,1449.815353561556,False,none,False,False,False,False,False
ETHU,-2419.3556326915877,-3857.32,-1437.9643673084124,1437.9643673084124,2419.3556326915877,3857.32,1437.9643673084124,False,none,False,False,False,False,False
DAMD,-1557.1792486319252,-2957.5,-1400.3207513680748,1400.3207513680748,1557.1792486319252,2957.5,1400.3207513680748,False,none,False,False,False,False,False
MUU,-1768.962001423044,-3145.1099999999997,-1376.1479985769556,1376.1479985769556,1768.962001423044,3145.1099999999997,1376.1479985769556,False,none,False,False,False,False,False
SMCL,-3656.8591027701887,-2290.7400000000002,1366.1191027701884,1366.1191027701884,3656.8591027701887,2290.7400000000002,-1366.1191027701884,True,none,False,False,False,False,False
RDTL,-2041.7069990561592,-3383.9134,-1342.2064009438407,1342.2064009438407,2041.7069990561592,3383.9134,1342.2064009438407,False,none,False,False,False,False,False
TERG,-2744.3482281825,-1418.24,1326.1082281825,1326.1082281825,2744.3482281825,1418.24,-1326.1082281825,True,none,False,False,False,False,False
CONX,-2076.8872883812446,-3392.7549,-1315.8676116187553,1315.8676116187553,2076.8872883812446,3392.7549,1315.8676116187553,False,none,False,False,False,False,False
UECG,-2580.0365860047127,-3848.084,-1268.0474139952871,1268.0474139952871,2580.0365860047127,3848.084,1268.0474139952871,False,none,False,False,False,False,False
COIG,-1323.0482657376272,-2570.94,-1247.891734262373,1247.891734262373,1323.0482657376272,2570.94,1247.891734262373,False,none,False,False,False,False,False
PTIR,-883.6933702590062,-2115.96,-1232.2666297409937,1232.2666297409937,883.6933702590062,2115.96,1232.2666297409937,False,none,False,False,False,False,False
SNAG,-2141.9236552740167,-3362.4325,-1220.5088447259832,1220.5088447259832,2141.9236552740167,3362.4325,1220.5088447259832,False,none,False,False,False,False,False
ARCX,-1988.337663262452,-3203.2896,-1214.951936737548,1214.951936737548,1988.337663262452,3203.2896,1214.951936737548,False,none,False,False,False,False,False
COIA,-2230.073154913944,-3440.1400000000003,-1210.0668450860562,1210.0668450860562,2230.073154913944,3440.1400000000003,1210.0668450860562,False,none,False,False,False,False,False
ETU,-2070.927299919253,-3262.0,-1191.072700080747,1191.072700080747,2070.927299919253,3262.0,1191.072700080747,False,none,False,False,False,False,False
LABX,-3824.577690721701,-5007.42,-1182.8423092782991,1182.8423092782991,3824.577690721701,5007.42,1182.8423092782991,False,none,False,False,False,False,False
KORU,-2774.0598021108744,-1624.29,1149.7698021108745,1149.7698021108745,2774.0598021108744,1624.29,-1149.7698021108745,True,none,False,False,False,False,False
UVIX,-10500.0,-9399.331999999999,1100.6680000000015,1100.6680000000015,10500.0,9399.331999999999,-1100.6680000000015,True,none,False,False,False,False,False
HOOX,-1528.1071763654188,-2628.7349999999997,-1100.6278236345809,1100.6278236345809,1528.1071763654188,2628.7349999999997,1100.6278236345809,False,none,False,False,False,False,False
PLU,-7365.721057845498,-8441.050000000001,-1075.3289421545032,1075.3289421545032,7365.721057845498,8441.050000000001,1075.3289421545032,False,none,False,False,False,False,False
TEMT,-2297.029145815148,-3345.18,-1048.150854184852,1048.150854184852,2297.029145815148,3345.18,1048.150854184852,False,none,False,False,False,False,False
BAIG,-5521.565085780187,-6564.8532,-1043.288114219813,1043.288114219813,5521.565085780187,6564.8532,1043.288114219813,False,none,False,False,False,False,False
SNOU,-1473.055659304789,-2501.6,-1028.5443406952108,1028.5443406952108,1473.055659304789,2501.6,1028.5443406952108,False,none,False,False,False,False,False
ETHT,-1740.653614700004,-2712.96,-972.306385299996,972.306385299996,1740.653614700004,2712.96,972.306385299996,False,none,False,False,False,False,False
COHX,-3449.035439537985,-2477.16,971.8754395379851,971.8754395379851,3449.035439537985,2477.16,-971.8754395379851,True,none,False,False,False,False,False
MPWX,-2600.5237948268787,-1645.28,955.2437948268787,955.2437948268787,2600.5237948268787,1645.28,-955.2437948268787,True,none,False,False,False,False,False
ZETX,-1288.9502552916356,-2236.927,-947.9767447083645,947.9767447083645,1288.9502552916356,2236.927,947.9767447083645,False,none,False,False,False,False,False
LACG,-1688.620593106106,-2609.4249999999997,-920.8044068938937,920.8044068938937,1688.620593106106,2609.4249999999997,920.8044068938937,False,none,False,False,False,False,False
GLXU,-6227.153041503399,-5321.280000000001,905.8730415033988,905.8730415033988,6227.153041503399,5321.280000000001,-905.8730415033988,True,none,False,False,False,False,False
RKTL,-2918.9927628552405,-3817.69,-898.6972371447596,898.6972371447596,2918.9927628552405,3817.69,898.6972371447596,False,none,False,False,False,False,False
UPSX,-2552.2787077842904,-3450.7200000000003,-898.4412922157098,898.4412922157098,2552.2787077842904,3450.7200000000003,898.4412922157098,False,none,False,False,False,False,False
LMNX,-1539.916219084946,-2436.4512,-896.5349809150539,896.5349809150539,1539.916219084946,2436.4512,896.5349809150539,False,none,False,False,False,False,False
SATG,-889.854036124165,0.0,889.854036124165,889.854036124165,889.854036124165,0.0,-889.854036124165,True,no_locate,True,True,False,False,False
HIMZ,-3057.553660636368,-3933.6400000000003,-876.0863393636323,876.0863393636323,3057.553660636368,3933.6400000000003,876.0863393636323,False,none,False,False,False,False,False
SMCX,-1996.476057235928,-1129.24,867.236057235928,867.236057235928,1996.476057235928,1129.24,-867.236057235928,True,none,False,False,False,False,False
PALU,-74.10133628055499,-912.73,-838.6286637194451,838.6286637194451,74.10133628055499,912.73,838.6286637194451,False,none,False,False,False,False,False
KTUP,-768.3601698485705,-1591.76,-823.3998301514295,823.3998301514295,768.3601698485705,1591.76,823.3998301514295,False,none,False,False,False,False,False
AFRU,-496.3436042702321,-1307.3200000000002,-810.976395729768,810.976395729768,496.3436042702321,1307.3200000000002,810.976395729768,False,none,False,False,False,False,False
LEUX,-2024.623726265551,-2827.96,-803.3362737344489,803.3362737344489,2024.623726265551,2827.96,803.3362737344489,False,none,False,False,False,False,False
CWEB,-163.65182259247342,-963.34,-799.6881774075266,799.6881774075266,163.65182259247342,963.34,799.6881774075266,False,none,False,False,False,False,False
STXL,-1684.0089757835078,-891.8,792.2089757835079,792.2089757835079,1684.0089757835078,891.8,-792.2089757835079,True,none,False,False,False,False,False
STXX,-1496.676990069249,-721.6500000000001,775.026990069249,775.026990069249,1496.676990069249,721.6500000000001,-775.026990069249,True,none,False,False,False,False,False
PLTU,-700.1082257922133,-1472.6399999999999,-772.5317742077866,772.5317742077866,700.1082257922133,1472.6399999999999,772.5317742077866,False,none,False,False,False,False,False
ADBG,-145.75007212782128,-915.8100000000001,-770.0599278721788,770.0599278721788,145.75007212782128,915.8100000000001,770.0599278721788,False,none,False,False,False,False,False
OKTG,-526.4503381211117,-1291.1094,-764.6590618788883,764.6590618788883,526.4503381211117,1291.1094,764.6590618788883,False,none,False,False,False,False,False
LLYX,-149.55171103939162,-874.51,-724.9582889606083,724.9582889606083,149.55171103939162,874.51,724.9582889606083,False,none,False,False,False,False,False
RKLZ,-5829.560249249429,-5128.049999999999,701.5102492494298,701.5102492494298,5829.560249249429,5128.049999999999,-701.5102492494298,True,none,False,False,False,False,False
DUOG,-1556.0847340705968,-2218.9296,-662.8448659294031,662.8448659294031,1556.0847340705968,2218.9296,662.8448659294031,False,none,False,False,False,False,False
PONX,-854.7517922577392,-1510.4399999999998,-655.6882077422606,655.6882077422606,854.7517922577392,1510.4399999999998,655.6882077422606,False,none,False,False,False,False,False
TQQY,0.0,-652.2746999999999,-652.2746999999999,652.2746999999999,0.0,652.2746999999999,652.2746999999999,False,borrow_band,True,False,True,False,True
GLGG,-2520.29802838938,-1900.3500000000001,619.9480283893797,619.9480283893797,2520.29802838938,1900.3500000000001,-619.9480283893797,True,none,False,False,False,False,False
PANG,-111.38766336447976,-730.1162,-618.7285366355203,618.7285366355203,111.38766336447976,730.1162,618.7285366355203,False,none,False,False,False,False,False
GUSH,-66.78588506576256,-680.24,-613.4541149342374,613.4541149342374,66.78588506576256,680.24,613.4541149342374,False,none,False,False,False,False,False
PLTG,-577.2277083778208,-1170.58,-593.3522916221791,593.3522916221791,577.2277083778208,1170.58,593.3522916221791,False,none,False,False,False,False,False
SOUX,-1632.1971153095046,-2222.495,-590.2978846904953,590.2978846904953,1632.1971153095046,2222.495,590.2978846904953,False,none,False,False,False,False,False
PLTA,-534.1474925447856,-1120.753,-586.6055074552144,586.6055074552144,534.1474925447856,1120.753,586.6055074552144,False,none,False,False,False,False,False
PYPG,0.0,-578.34,-578.34,578.34,0.0,578.34,578.34,False,net_edge,True,False,False,True,False
HUTG,-4531.456498147626,-3956.8355,574.6209981476259,574.6209981476259,4531.456498147626,3956.8355,-574.6209981476259,True,none,False,False,False,False,False
XPEG,-184.37818992421356,-753.8549999999999,-569.4768100757864,569.4768100757864,184.37818992421356,753.8549999999999,569.4768100757864,False,none,False,False,False,False,False
ASMU,-263.5666935815137,-832.4999999999999,-568.9333064184862,568.9333064184862,263.5666935815137,832.4999999999999,568.9333064184862,False,none,False,False,False,False,False
RBLU,-1743.0520825545575,-2303.28,-560.2279174454427,560.2279174454427,1743.0520825545575,2303.28,560.2279174454427,False,none,False,False,False,False,False
AMZZ,-81.28598416291483,-636.5999999999999,-555.3140158370851,555.3140158370851,81.28598416291483,636.5999999999999,555.3140158370851,False,none,False,False,False,False,False
SOXS,0.0,-554.73,-554.73,554.73,0.0,554.73,554.73,False,none,False,False,False,False,False
IBX,-287.4857531554206,-840.24,-552.7542468445795,552.7542468445795,287.4857531554206,840.24,552.7542468445795,False,none,False,False,False,False,False
ALBG,-270.72765265393394,-811.2528,-540.525147346066,540.525147346066,270.72765265393394,811.2528,540.525147346066,False,none,False,False,False,False,False
NVOX,-281.5956550111377,-816.5,-534.9043449888622,534.9043449888622,281.5956550111377,816.5,534.9043449888622,False,none,False,False,False,False,False
BULG,-752.8816517648867,-1278.6378,-525.7561482351133,525.7561482351133,752.8816517648867,1278.6378,525.7561482351133,False,none,False,False,False,False,False
CPNX,-588.0225074387299,-1089.2759999999998,-501.2534925612699,501.2534925612699,588.0225074387299,1089.2759999999998,501.2534925612699,False,none,False,False,False,False,False
SSPC,-354.8915488015682,-849.68,-494.78845119843174,494.78845119843174,354.8915488015682,849.68,494.78845119843174,False,none,False,False,False,False,False
BOEU,-98.93951682243032,-590.2736,-491.33408317756965,491.33408317756965,98.93951682243032,590.2736,491.33408317756965,False,none,False,False,False,False,False
GDXU,-563.86906879598,-1053.69,-489.8209312040201,489.8209312040201,563.86906879598,1053.69,489.8209312040201,False,none,False,False,False,False,False
SPXL,-49.07005890664619,-537.62,-488.5499410933538,488.5499410933538,49.07005890664619,537.62,488.5499410933538,False,none,False,False,False,False,False
WDCX,-2523.873699614096,-2038.95,484.923699614096,484.923699614096,2523.873699614096,2038.95,-484.923699614096,True,none,False,False,False,False,False
BOEG,-100.06841129271668,-570.8859,-470.8174887072833,470.8174887072833,100.06841129271668,570.8859,470.8174887072833,False,none,False,False,False,False,False
SOFA,-1324.4884507436736,-1792.85,-468.36154925632627,468.36154925632627,1324.4884507436736,1792.85,468.36154925632627,False,none,False,False,False,False,False
AMUU,-917.6131178144292,-1383.0,-465.3868821855708,465.3868821855708,917.6131178144292,1383.0,465.3868821855708,False,none,False,False,False,False,False
CRWU,-4311.790058884013,-3856.62,455.1700588840131,455.1700588840131,4311.790058884013,3856.62,-455.1700588840131,True,none,False,False,False,False,False
NETG,-809.9899553684321,-1254.0576,-444.067644631568,444.067644631568,809.9899553684321,1254.0576,444.067644631568,False,none,False,False,False,False,False
CNCG,-289.07816617832515,-731.8439999999999,-442.7658338216748,442.7658338216748,289.07816617832515,731.8439999999999,442.7658338216748,False,none,False,False,False,False,False
BIDG,-186.30128198217636,-619.8136,-433.5123180178236,433.5123180178236,186.30128198217636,619.8136,433.5123180178236,False,none,False,False,False,False,False
LRCU,0.0,-429.7164,-429.7164,429.7164,0.0,429.7164,429.7164,False,borrow_band,True,False,True,False,False
AAPB,0.0,-423.8674,-423.8674,423.8674,0.0,423.8674,423.8674,False,net_edge,True,False,False,True,False
TTDU,-210.1363365384968,-626.85,-416.7136634615032,416.7136634615032,210.1363365384968,626.85,416.7136634615032,False,none,False,False,False,False,False
CSEX,-4244.31954282148,-4656.96,-412.6404571785197,412.6404571785197,4244.31954282148,4656.96,412.6404571785197,False,none,False,False,False,False,False
NEMG,-246.34487454993868,-657.09,-410.7451254500613,410.7451254500613,246.34487454993868,657.09,410.7451254500613,False,none,False,False,False,False,False
MPG,0.0,-410.487,-410.487,410.487,0.0,410.487,410.487,False,borrow_band,True,False,True,False,False
VRTL,-1366.5698868468332,-958.64,407.92988684683326,407.92988684683326,1366.5698868468332,958.64,-407.92988684683326,True,none,False,False,False,False,False
TQQQ,-139.50940388706792,-540.3299999999999,-400.820596112932,400.820596112932,139.50940388706792,540.3299999999999,400.820596112932,False,none,False,False,False,False,False
AMDL,-967.8591396987176,-1368.15,-400.29086030128246,400.29086030128246,967.8591396987176,1368.15,400.29086030128246,False,none,False,False,False,False,False
NFLU,-46.69421589104482,-446.66,-399.9657841089552,399.9657841089552,46.69421589104482,446.66,399.9657841089552,False,none,False,False,False,False,False
CRWL,0.0,-392.40000000000003,-392.40000000000003,392.40000000000003,0.0,392.40000000000003,392.40000000000003,False,net_edge,True,False,False,True,False
