underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
BABA,"BABA, BBYY",0.0,46065.18730744,2
CRCL,"CRCL, CRY",0.0,7447.018599999999,2
IBIT,"IBIT, XBTY",0.0,138671.7234903,2
HIMS,"HIMS, HMYY",0.0,17082.598224899997,2
META,"FBYY, META",0.0,50420.023848,2
SMCI,"SMCI, SMYY",0.0,44971.924408866,2
MARA,"MAAY, MARA",0.0,58565.680982984995,2
IONQ,"IONQ, IOYY",0.0,56931.694288830004,2
RIOT,"RIOT, RTYY",0.0,61117.4362539352,2
MU,"MU, MUYY",0.0,43589.4211055268,2
TSLA,TSYY,-66.25974264,66.25974264,1
NVDA,NVYY,-93.750230145,93.750230145,1
TSM,"TMYY, TSM",-100.46082887357989,39245.40648498642,2
QQQ,TQQY,-453.4691987364,453.4691987364,1
HOOD,"HOOD, HOYY",-1871.2587212272774,50711.97732282252,2
AMD,"AMD, AMYY",-3927.6419009964047,45214.3716830964,2
CRWV,CWY,-5589.05796,5589.05796,1
QBTS,"QBTS, QBY",-10022.677579559999,17074.56757956,2
COIN,"COIN, COYY",-11798.729868542774,136632.84372072323,2
MSTR,"MSTR, MTYY",-23377.52077170105,66404.88138119897,2
