symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3397.316608,0.0,0.0,0.0,-432.09,28.973572932540208,0.0,0.0,2994.20018093254
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2954.605888,0.0,0.0,-30.14,-56.32,1.8125330690930777,0.0,0.0,2869.958421069093
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,2221.045835,0.0,0.0,-32.54,-143.21,5.449655968270983,0.0,0.0,2050.745490968271
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1792.527687,0.0,0.0,-74.0,-40.74,8.727918688661923,0.0,0.0,1686.515605688662
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1066.474204,0.0,0.0,0.0,-283.02,11.221413697671156,0.0,0.0,794.6756176976713
SDS,PROSHARES ULTRASHORT S&P500,0.0,891.35656,0.0,0.0,-84.78999999999999,-85.68,17.55902233995785,0.0,0.0,738.4455823399578
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,855.391216,0.0,0.0,-46.84,-99.12,9.431066375768859,0.0,0.0,718.8622823757688
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,625.151913,0.0,0.0,0.0,-80.23,13.30569766423953,0.0,0.0,558.2276106642396
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.49581973,23.472349,0.0,0.0,-20.580000000000002,-2.21,0.4561964687447506,0.0,0.0,1.634365198744751
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,27.602048,0.0,0.0,-161.57,-63.48,2.1312367187232377,0.0,0.0,-35.432200331276746
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,25.88934,0.0,0.0,-171.68,-9.03,0.615352248665656,0.0,0.0,-49.78144549133435
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,180.987544,0.0,0.0,-18.34,-26.12,5.249788198659778,0.0,0.0,-237.90189702134023
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-2806.975048,0.0,0.0,-131.54000000000002,-383.22,24.36184551612133,0.0,0.0,-3300.779160783878
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-3122.097632,0.0,0.0,0.0,-587.43,22.249135039897613,0.0,0.0,-3687.278496960102
