bucket,etf,underlying,w_book,frac_sleeve,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,q_prior,prev_w_book,delta_w_book,haircut_factor,ema_applied
whitelist_stock,MAAY,MARA,0.03292351012646991,0.1646175506323495,479.0,124.0,0.5729627896025853,0.24869713312505784,0.806350173164499,0.031221947929556727,0.03840494580841816,-0.005481435681948255,1.0,True
whitelist_stock,IOYY,IONQ,0.03276201935612101,0.163810096780605,479.0,124.0,0.5926066944842076,0.26535583080425484,0.7816385358514114,0.03058075343040965,0.03933883812854717,-0.006576818772426156,1.0,True
whitelist_stock,XBTY,IBIT,0.03200194649697907,0.16000973248489533,479.0,245.0,0.5034327013497057,0.2095203813519202,0.8409752041088587,0.03210945986226642,0.03319855393705305,-0.0011966074400739796,1.0,True
whitelist_stock,MTYY,MSTR,0.028911070477983636,0.14455535238991815,479.0,154.0,0.5268152234296178,0.26215984416513377,0.7033316974518128,0.02850259048251083,0.030147545906565987,-0.001236475428582351,1.0,True
whitelist_stock,SMYY,SMCI,0.02818532474911626,0.14092662374558126,479.0,149.0,0.5259728418098171,0.27152227942055723,0.6779940674713497,0.02781387308082776,0.029109334343584994,-0.0009240095944687346,1.0,True
inverse_decay_bucket4,QBTZ,QBTS,0.025000000157019458,0.20000000125615566,479.0,144.0,2.364061938785431,0.5057721038759462,1.635957523623817,0.02702635145742764,0.025000000154022685,2.9967729686664057e-12,1.0,True
inverse_decay_bucket4,ETHD,ETHA,0.02500000001115835,0.2000000000892668,426.0,447.0,1.091930516281309,0.2776095867659333,1.3766660047683794,0.024089352681551445,0.025000000107004518,-9.584616780800026e-11,1.0,True
whitelist_stock,FBYY,META,0.02429956087725486,0.12149780438627428,479.0,133.0,0.40896458880004594,0.22835535683184677,0.6268195678256754,0.02639606787869728,0.01694811182408882,0.0073514490531660405,1.0,True
inverse_decay_bucket4,CORD,CRWV,0.022555071135646663,0.1804405690851733,255.0,151.0,1.2572696955167006,0.7261363010631656,0.6060079805768673,0.013939856408589135,0.02500000009412448,-0.002444928958477817,1.0,True
whitelist_stock,COYY,COIN,0.020916567916075286,0.10458283958037641,479.0,193.0,0.37206943632985867,0.24930004410053577,0.5223597259490844,0.02337530733573136,0.0128526700517418,0.008063897864333485,1.0,True
