etf,underlying,pair_frac_merged
MAAY,MARA,0.03292351012646991
IOYY,IONQ,0.03276201935612101
XBTY,IBIT,0.03200194649697907
MTYY,MSTR,0.028911070477983636
SMYY,SMCI,0.02818532474911626
QBTZ,QBTS,0.025000000157019458
ETHD,ETHA,0.02500000001115835
FBYY,META,0.02429956087725486
CORD,CRWV,0.022555071135646663
COYY,COIN,0.020916567916075286
PLTZ,PLTR,0.016689834333268587
NVTX,NVTS,0.01618128414836098
ASTX,ASTS,0.015985602740147157
MSDD,MSTR,0.01580436305688862
QBTX,QBTS,0.014016072229119879
IRE,IREN,0.013647291130712839
NEBX,NBIS,0.013558905796646748
NBIG,NBIS,0.013489711800224279
SMU,SMR,0.013285822478823784
NBIL,NBIS,0.013139751460808459
CRWG,CRWV,0.01242144191410958
OKLL,OKLO,0.012264291169991687
CWVX,CRWV,0.011762584317747482
RGTX,RGTI,0.011183834739290915
CONI,COIN,0.010755094336914666
CLSX,CLSK,0.010671966000662662
RKLX,RKLB,0.010302407826942573
LABX,ALAB,0.010132707019482975
ETHU,ETHA,0.009780853165730395
CRDU,CRDO,0.00950485658026932
WULX,WULF,0.009388777753365714
MSTZ,MSTR,0.009195636969103652
CRWU,CRWV,0.009068817581491345
ETU,ETHA,0.008784358200716302
IREX,IREN,0.0087022539145742
GLXU,GLXY,0.008568669637889903
IONX,IONQ,0.008290431749862619
ETHT,ETHA,0.007705991197185285
CONL,COIN,0.0072067077188447395
APPX,APP,0.007020052680757905
INTW,INTC,0.006821601390247943
BAIG,BBAI,0.006524928142760656
COIA,COIN,0.006481904754953776
MUU,MU,0.00644489577054302
IONL,IONQ,0.006143607265966107
RIOX,RIOT,0.00613491109629416
AMDL,AMD,0.00605819293589438
QUBX,QUBT,0.005856665707246449
RGTU,RGTI,0.005685220595427124
AVXX,AVAV,0.005658216997959988
ROBN,HOOD,0.005658134484486011
HOOX,HOOD,0.005516976673992744
TEMT,TEM,0.005511110452911232
COZX,CORZ,0.005466084178134325
PTIR,PLTR,0.005440434212294361
SOUX,SOUN,0.005342959559211416
UPSX,UPST,0.005323459572971242
OSCX,OSCR,0.005303850018234479
COIG,COIN,0.005295911847437106
AMUU,AMD,0.005099664913977769
RDTL,RDDT,0.005082645963560479
AMDG,AMD,0.005052798222194176
MULL,MU,0.004963767064276949
NUGT,GDX,0.004812008222391899
KTUP,KTOS,0.004750681691693517
UNX,U,0.004728091832366549
LMNX,LMND,0.004720091807943832
JNUG,GDXJ,0.004683313155476228
SBTU,SBET,0.004679692629254699
HOOG,HOOD,0.004654248746459513
PLTU,PLTR,0.004615142667410393
ARCX,ACHR,0.0045923063301712055
MPL,MP,0.004472688814150714
BABX,BABA,0.004464779181315719
RBLU,RBLX,0.0043709704680641535
SOFX,SOFI,0.0041498575212775
QSU,QS,0.00410308417077548
PLTA,PLTR,0.004043545925806979
ANEL,ANET,0.004038464796008829
MPG,MP,0.003990655828416195
BITX,IBIT,0.003983405446304325
SNOU,SNOW,0.003856408180046169
TSLI,TSLA,0.003853224505972863
ORCX,ORCL,0.0038077548253488466
VRTL,VRT,0.0037939624644450095
URAA,URA,0.003651165841071949
TSLL,TSLA,0.0036422035217427875
BULX,BULL,0.0036320882359813984
AVGG,AVGO,0.0035857487268159344
GEVX,GEV,0.003584309481416626
NVOX,NVO,0.003578998050720441
BITU,IBIT,0.003569571473211268
BTCL,IBIT,0.003558604859791977
LRCU,LRCX,0.0035547439969396822
TSLR,TSLA,0.003459581732550557
PONX,PONY,0.003421004992176638
GDXU,GDX,0.003398039429078621
CVNX,CVNA,0.0032880456778659082
GLGG,GLXY,0.0032303446883716882
AVL,AVGO,0.003224076079483737
UBRL,UBER,0.0032120760265487544
DKNX,DKNG,0.003120953665204565
VSTL,VST,0.0030614771263946577
OPEX,OPEN,0.0029883839145643997
FBL,META,0.0029840887140981094
XYZG,XYZ,0.0028524641015691345
TSLT,TSLA,0.002771000604531963
MVLL,MRVL,0.002755808254391985
CWEB,KWEB,0.0025816732238607702
LLYX,LLY,0.0025476047187337515
SOXL,SOXX,0.0025333861258088255
SHPU,SHOP,0.002510976568336763
AVGX,AVGO,0.0024863413709670748
PALU,PANW,0.0024683469002856058
NVDG,NVDA,0.002459322871568362
MSTX,MSTR,0.002458676523402791
QCMU,QCOM,0.002406925904977863
AFRU,AFRM,0.0023787895045196423
AMZZ,AMZN,0.0022919827698104286
