etf,weight
MAAY,0.0329235101264699
IOYY,0.032762019356121004
XBTY,0.032001946496979065
MTYY,0.02891107047798363
SMYY,0.02818532474911625
QBTZ,0.025000000157019447
ETHD,0.02500000001115834
FBYY,0.024299560877254853
CORD,0.022555071135646653
COYY,0.02091656791607528
PLTZ,0.01668983433326858
NVTX,0.016181284148360977
ASTX,0.015985602740147157
MSDD,0.015804363056888614
QBTX,0.014016072229119875
IRE,0.013647291130712837
NEBX,0.013558905796646746
NBIG,0.013489711800224279
SMU,0.013285822478823782
NBIL,0.013139751460808459
CRWG,0.012421441914109578
OKLL,0.012264291169991686
CWVX,0.011762584317747482
RGTX,0.011183834739290913
CONI,0.01075509433691466
CLSX,0.010671966000662662
RKLX,0.010302407826942571
LABX,0.010132707019482974
ETHU,0.009780853165730394
CRDU,0.00950485658026932
WULX,0.009388777753365714
MSTZ,0.009195636969103648
CRWU,0.009068817581491345
ETU,0.0087843582007163
IREX,0.0087022539145742
GLXU,0.008568669637889902
IONX,0.008290431749862619
ETHT,0.0077059911971852834
CONL,0.007206707718844739
APPX,0.007020052680757904
INTW,0.006821601390247943
BAIG,0.006524928142760655
COIA,0.006481904754953776
MUU,0.00644489577054302
IONL,0.0061436072659661065
RIOX,0.00613491109629416
AMDL,0.00605819293589438
QUBX,0.005856665707246449
RGTU,0.005685220595427124
AVXX,0.005658216997959988
ROBN,0.00565813448448601
HOOX,0.005516976673992744
TEMT,0.005511110452911232
COZX,0.0054660841781343245
PTIR,0.005440434212294361
SOUX,0.005342959559211416
UPSX,0.005323459572971242
OSCX,0.005303850018234478
COIG,0.005295911847437106
AMUU,0.005099664913977768
RDTL,0.005082645963560478
AMDG,0.005052798222194175
MULL,0.004963767064276948
NUGT,0.004812008222391899
KTUP,0.004750681691693517
UNX,0.004728091832366549
LMNX,0.004720091807943832
JNUG,0.004683313155476228
SBTU,0.004679692629254699
HOOG,0.004654248746459513
PLTU,0.004615142667410393
ARCX,0.0045923063301712055
MPL,0.004472688814150714
BABX,0.004464779181315719
RBLU,0.004370970468064153
SOFX,0.004149857521277499
QSU,0.004103084170775479
PLTA,0.004043545925806978
ANEL,0.004038464796008829
MPG,0.003990655828416195
BITX,0.003983405446304325
SNOU,0.0038564081800461685
TSLI,0.0038532245059728623
ORCX,0.0038077548253488457
VRTL,0.003793962464445009
URAA,0.0036511658410719483
TSLL,0.0036422035217427867
BULX,0.003632088235981398
AVGG,0.0035857487268159335
GEVX,0.0035843094814166257
NVOX,0.0035789980507204408
BITU,0.0035695714732112676
BTCL,0.0035586048597919763
LRCU,0.003554743996939682
TSLR,0.0034595817325505564
PONX,0.0034210049921766378
GDXU,0.003398039429078621
CVNX,0.0032880456778659082
GLGG,0.0032303446883716882
AVL,0.003224076079483737
UBRL,0.003212076026548754
DKNX,0.003120953665204565
VSTL,0.0030614771263946577
OPEX,0.0029883839145643997
FBL,0.002984088714098109
XYZG,0.002852464101569134
TSLT,0.002771000604531963
MVLL,0.0027558082543919847
CWEB,0.00258167322386077
LLYX,0.002547604718733751
SOXL,0.002533386125808825
SHPU,0.0025109765683367625
AVGX,0.0024863413709670743
PALU,0.0024683469002856053
NVDG,0.0024593228715683617
MSTX,0.0024586765234027906
QCMU,0.002406925904977863
AFRU,0.0023787895045196423
AMZZ,0.0022919827698104286
SRPU,0.002256057132047104
TSMU,0.0022403860420688467
HIMZ,0.002219688316693284
TSMG,0.002198264601886323
NVDU,0.0021933935726427215
CEGX,0.0021360829443827136
GOOX,0.0021056513078124284
PLTG,0.00207467198828009
METU,0.0020672930663699534
ETRL,0.0020466867850980086
NVDL,0.002045657990016963
TSLG,0.0019915389859033123
NFLU,0.001979414743008421
CRMG,0.001976706992306597
ARMG,0.0018802351079498605
PANG,0.0018360116165871796
AMZU,0.0017739993452759767
JOBX,0.0017590776969240132
YINN,0.0017404844268513265
NVDB,0.001662190992005179
BOEU,0.0016517162190598604
DLLL,0.0016360325026411409
NOWL,0.001614292956364647
MSFU,0.0015654254603060008
UNHG,0.0015320383781200803
NFXL,0.0014945442967087058
MRAL,0.0014774388952832973
CRWL,0.0011764954548088074
AVGU,0.0011637334774525741
QPUX,0.0011532143159283365
BOEG,0.0010744259368612311
ASMG,0.0010312062957452248
MSTU,0.0009195524287270135
SMCL,0.000689495349042728
TARK,0.0006451613905259063
TTDU,0.0006451613256832898
NVDX,0.0
DJTU,0.0
GMEU,0.0
MSTP,0.0
LULG,0.0
SMCZ,0.0
