run_id,name,book_sigma_target,book_max_pair,book_max_underlying,weight_ridge_lambda,w_min_floor_frac,turnover_lambda,confidence_haircut,min_decay_obs,min_beta_obs,ema_halflife_weeks,entropy_lambda,entropy_reference,edge_temperature,mv_lambda,eff_n_min_pairs
6,effN_floor_25,0.2,0.05,0.15,0.0,0.1,1.0,True,120,120,6.0,0.25,prior_w_pre,1.25,0.0,25
